dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,66,0.109184,0.00203,1.56074,0.331008,2.0646,2.00297
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,67,0.103456,0.00196,1.56211,0.331872,2.06545,1.9994
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,68,0.115776,0.002331,1.563,0.335328,2.08508,2.01644
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,69,0.100704,0.00204,1.56366,0.334336,2.06567,2.00074
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,70,0.113728,0.002141,1.5696,0.335616,2.08887,2.02109
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,71,0.101344,0.00208,1.55644,0.330144,2.05533,1.99001
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,72,0.10096,0.00189,1.57111,0.331264,2.07064,2.00523
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,73,0.115232,0.00213,1.57146,0.337184,2.09466,2.02601
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,74,0.110784,0.002271,1.57075,0.332672,2.08211,2.01648
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,0,0.334304,0.002718,4.0057,0.904352,5.32856,5.24707
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,1,0.335168,0.002261,3.99707,0.903744,5.32215,5.23824
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,2,0.334208,0.00238,4.00301,0.90416,5.32389,5.24375
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,3,0.336096,0.00268,4.0053,0.901984,5.32531,5.24606
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,4,0.337504,0.00227,3.99603,0.899776,5.31321,5.23558
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,5,0.333376,0.003089,4.01244,0.92448,5.38068,5.27338
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,6,0.336896,0.0022,4.00547,0.902208,5.32871,5.24677
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,7,0.335552,0.002309,3.99434,0.898944,5.31043,5.23115
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,8,0.335392,0.00243,3.99896,0.901632,5.31945,5.23841
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,9,0.336416,0.00241,3.99774,0.901824,5.32158,5.23839
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,10,0.335232,0.00221,3.99611,0.90128,5.31404,5.23483
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,11,0.338368,0.00233,3.99464,0.900928,5.31499,5.23626
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,12,0.34528,0.00232,3.99898,0.904384,5.33091,5.25096
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,13,0.332768,0.00198,4.0012,0.901568,5.30938,5.23751
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,14,0.333984,0.002279,3.99582,0.900064,5.31104,5.23215
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,15,0.337376,0.00229,4.00481,0.899328,5.32486,5.2438
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,16,0.335136,0.002331,3.99718,0.899776,5.31908,5.23442
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,17,0.334016,0.00239,3.99623,0.89808,5.31021,5.23071
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,18,0.33856,0.002289,3.99843,0.90608,5.32372,5.24536
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,19,0.33408,0.00229,4.0092,0.90256,5.36318,5.24813
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,20,0.336352,0.002311,3.99645,0.901216,5.31437,5.23633
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,21,0.333888,0.00246,3.9963,0.900512,5.31338,5.23316
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,22,0.342912,0.00233,3.99467,0.903712,5.32121,5.24362
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,23,0.33488,0.002559,3.99627,0.900864,5.31117,5.23457
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,24,0.334688,0.00234,4.00451,0.905376,5.32656,5.24691
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,25,0.333056,0.00227,4.008,0.899488,5.32217,5.24281
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,26,0.338368,0.00209,4.02701,0.906848,5.35194,5.27431
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,27,0.334336,0.002299,4.00109,0.90368,5.32236,5.2414
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,28,0.32288,0.002179,3.99585,0.90208,5.29332,5.22299
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,29,0.334944,0.002771,3.99522,0.90416,5.3132,5.23709
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,30,0.323392,0.002529,3.99962,0.900544,5.2949,5.22608
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,31,0.323328,0.00186,4.01032,0.899136,5.30462,5.23464
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,32,0.333664,0.0022,3.99767,0.901184,5.31291,5.23471
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,33,0.333536,0.002191,4.00304,0.907104,5.32731,5.24587
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,34,0.333408,0.002171,4.00772,0.89904,5.31341,5.24234
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,35,0.326272,0.00214,3.99595,0.89904,5.29152,5.2234
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,36,0.337088,0.00232,4.0623,0.90784,5.39091,5.30954
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,37,0.335232,0.00253,4.06716,0.904576,5.3926,5.30949
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,38,0.330752,0.002351,3.99389,0.903008,5.30051,5.23
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,39,0.335264,0.00227,3.99668,0.900128,5.31542,5.23434
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,40,0.331936,0.0023,3.99629,0.898976,5.31025,5.2295
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,41,0.332352,0.00257,3.99887,0.904672,5.32087,5.23846
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,42,0.336224,0.00237,3.99583,0.901024,5.31391,5.23545
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,43,0.327584,0.0021,3.99541,0.897856,5.29363,5.22295
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,44,0.33552,0.00228,4.00128,0.898848,5.31666,5.23793
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,45,0.336416,0.002339,4.0017,0.900192,5.32179,5.24064
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,46,0.334976,0.00259,4.00068,0.905344,5.32091,5.24359
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,47,0.336928,0.002281,3.9979,0.902688,5.32001,5.23979
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,48,0.334752,0.002269,3.99273,0.903136,5.30094,5.23289
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,49,0.32816,0.00225,3.99534,0.89936,5.29525,5.22511
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,50,0.337504,0.00243,3.9947,0.902016,5.3147,5.23665
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,51,0.330432,0.002159,3.99352,0.899104,5.29545,5.22521
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,52,0.336032,0.002199,4.00221,0.902112,5.32061,5.24255
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,53,0.324672,0.002299,4.00316,0.897056,5.29358,5.22718
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,54,0.333184,0.002219,3.99481,0.906752,5.31569,5.23696
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,55,0.3264,0.00238,4.00138,0.905504,5.30859,5.23566
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,56,0.335232,0.00223,3.99136,0.90192,5.30284,5.23074
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,57,0.334112,0.0025,4.00196,0.900544,5.31832,5.23911
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,58,0.334688,0.002408,3.99813,0.905312,5.31469,5.24054
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,59,0.33088,0.002061,3.99446,0.897216,5.29036,5.22462
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,60,0.33488,0.002321,4.01292,0.900512,5.33211,5.25063
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,61,0.334688,0.00257,4.00683,0.904096,5.3276,5.24818
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,62,0.334016,0.00223,3.99587,0.898816,5.31142,5.23093
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,63,0.33584,0.00201,3.99459,0.9016,5.31146,5.23404
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,64,0.33216,0.002221,3.99637,0.898176,5.3001,5.22892
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,65,0.323136,0.001759,3.9945,0.899616,5.28634,5.21901
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,66,0.333312,0.00251,3.9987,0.903808,5.33973,5.23833
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,67,0.334496,0.00205,4.00068,0.897696,5.30459,5.23492
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,68,0.334464,0.0022,4.00167,0.90528,5.35625,5.24361
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,69,0.333792,0.00231,3.99613,0.90192,5.38053,5.23415
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,70,0.335264,0.00215,3.99583,0.89952,5.31051,5.23276
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,71,0.333024,0.002181,3.99672,0.898528,5.30144,5.23045
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,72,0.33136,0.00234,3.99707,0.900224,5.31212,5.23099
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,73,0.330176,0.002241,4.00096,0.898656,5.30039,5.23203
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,74,0.33456,0.00214,3.99992,0.901696,5.31878,5.23831
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,0,0.696256,0.00219,9.11265,1.83395,11.7233,11.6451
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,1,0.690944,0.002421,9.11674,1.83389,11.7216,11.644
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,2,0.694656,0.00249,9.12102,1.83491,11.7353,11.6531
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,3,0.690176,0.00266,9.09865,1.83046,11.702,11.6219
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,4,0.6936,0.00272,9.11919,1.83472,11.732,11.6502
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,5,0.694752,0.00261,9.12664,1.83254,11.7415,11.6565
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,6,0.696992,0.002651,9.1249,1.83856,11.7476,11.6631
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,7,0.691456,0.002569,9.10374,1.83062,11.7088,11.6284
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,8,0.692576,0.00252,9.11826,1.83798,11.7321,11.6513
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,9,0.69424,0.00237,9.11778,1.83114,11.7257,11.6455
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,10,0.697632,0.00297,9.11915,1.83565,11.7408,11.6554
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,11,0.693216,0.002519,9.12437,1.83338,11.7329,11.6535
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,12,0.695104,0.00304,9.11398,1.83533,11.7307,11.6475
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,13,0.69184,0.002309,9.12114,1.83494,11.7308,11.6502
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,14,0.69472,0.00291,9.11633,1.83523,11.7326,11.6492
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,15,0.69648,0.00267,9.12295,1.83299,11.7369,11.6551
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,16,0.691168,0.00236,9.11545,1.83264,11.722,11.6416
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,17,0.690944,0.002569,9.12077,1.83158,11.7248,11.6459
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,18,0.691456,0.0026,9.12178,1.83405,11.7329,11.6499
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,19,0.695296,0.00252,9.12276,1.82893,11.7314,11.6495
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,20,0.69808,0.00258,9.1213,1.83203,11.736,11.654
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,21,0.694432,0.00241,9.13004,1.82963,11.7391,11.6565
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,22,0.696896,0.002419,9.13386,1.83533,11.7478,11.6685
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,23,0.695232,0.00245,9.11574,1.83107,11.7261,11.6445
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,24,0.692864,0.00261,9.12567,1.8335,11.7337,11.6547
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,25,0.693696,0.002749,9.11138,1.832,11.7205,11.6398
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,26,0.69488,0.00269,9.10191,1.82794,11.7062,11.6274
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,27,0.69264,0.00254,9.1236,1.83507,11.7358,11.6539
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,28,0.69472,0.00254,9.0921,1.83021,11.6989,11.6196
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,29,0.695712,0.00263,9.11463,1.83312,11.7272,11.6461
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,30,0.693088,0.00244,9.12824,1.83322,11.7399,11.657
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,31,0.693376,0.00272,9.12135,1.83648,11.7347,11.6539
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,32,0.691456,0.00222,9.09985,1.8303,11.7029,11.6238
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,33,0.694944,0.00271,9.12444,1.83494,11.7371,11.657
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,34,0.696064,0.00241,9.12694,1.83197,11.7369,11.6574
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,35,0.697248,0.00276,9.11642,1.83344,11.7316,11.6499
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,36,0.693088,0.00258,9.12331,1.83443,11.7325,11.6534
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,37,0.693632,0.00273,9.12569,1.83213,11.7375,11.6542
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,38,0.69184,0.00251,9.13887,1.82995,11.7435,11.6632
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,39,0.6968,0.00268,9.12685,1.83005,11.7379,11.6564
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,40,0.694208,0.00261,9.11331,1.83437,11.7207,11.6445
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,41,0.69456,0.00317,9.12613,1.83318,11.7415,11.657
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,42,0.696064,0.00244,9.10716,1.83222,11.7214,11.6379
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,43,0.691968,0.00286,9.1032,1.83187,11.7157,11.6299
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,44,0.693152,0.00258,9.1166,1.832,11.7234,11.6443
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,45,0.693536,0.002519,9.12534,1.83616,11.7404,11.6576
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,46,0.69584,0.00239,9.11316,1.82931,11.7215,11.6407
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,47,0.69392,0.00267,9.12771,1.83504,11.7435,11.6593
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,48,0.69424,0.00252,9.1011,1.83277,11.7101,11.6306
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,49,0.69264,0.00242,9.10862,1.83853,11.7226,11.6422
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,50,0.696448,0.002662,9.12233,1.83539,11.7387,11.6568
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,51,0.69376,0.002408,9.12159,1.83968,11.7398,11.6574
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,52,0.698944,0.00242,9.12687,1.83482,11.7491,11.6631
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,53,0.695776,0.00247,9.12016,1.83411,11.734,11.6525
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,54,0.696288,0.0024,9.1192,1.83299,11.7306,11.6509
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,55,0.692192,0.002389,9.1227,1.83693,11.7356,11.6542
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,56,0.698144,0.00261,9.128,1.83645,11.7508,11.6652
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,57,0.693728,0.002359,9.12214,1.83466,11.734,11.6529
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,58,0.6928,0.00255,9.12799,1.83731,11.744,11.6607
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,59,0.693792,0.00227,9.11371,1.83363,11.7211,11.6434
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,60,0.69184,0.00256,9.09333,1.83066,11.7281,11.6184
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,61,0.697344,0.00261,9.13017,1.83501,11.7454,11.6651
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,62,0.691904,0.00271,9.12873,1.83533,11.7421,11.6587
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,63,0.691168,0.002571,9.12583,1.83318,11.7404,11.6528
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,64,0.69504,0.002531,9.12436,1.83226,11.7361,11.6542
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,65,0.693184,0.00254,9.12236,1.83222,11.7308,11.6503
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,66,0.694816,0.00242,9.12567,1.82931,11.7349,11.6522
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,67,0.689824,0.00235,9.11581,1.83206,11.7197,11.6401
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,68,0.691744,0.00224,9.11886,1.83462,11.7292,11.6475
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,69,0.696928,0.00266,9.12718,1.83718,11.7969,11.664
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,70,0.692992,0.00249,9.11756,1.82896,11.7245,11.642
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,71,0.69056,0.00234,9.11863,1.83549,11.7267,11.647
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,72,0.694112,0.00226,9.11825,1.83488,11.7334,11.6495
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,73,0.695712,0.002441,9.11621,1.83533,11.7303,11.6497
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,74,0.69328,0.00262,9.12625,1.83187,11.7366,11.654
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,0,1.22838,0.003039,13.3795,3.19846,17.8927,17.8094
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,1,1.23034,0.00267,13.37,3.20051,17.8899,17.8036
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,2,1.22554,0.00231,13.3847,3.204,17.8975,17.8166
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,3,1.2264,0.00216,13.3912,3.19962,17.9017,17.8194
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,4,1.22864,0.002899,13.3962,3.20112,17.9153,17.8288
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,5,1.22454,0.00227,13.3753,3.20144,17.8871,17.8035
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,6,1.22733,0.00238,13.37,3.1968,17.8791,17.7965
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,7,1.22608,0.002511,13.3757,3.19904,17.8914,17.8033
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,8,1.2295,0.00237,13.381,3.20067,17.8987,17.8135
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,9,1.22701,0.002579,13.3937,3.20144,17.9089,17.8248
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,10,1.23085,0.00252,13.3618,3.20301,17.8842,17.7982
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,11,1.23088,0.002379,13.3771,3.2023,17.8964,17.8127
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,12,1.22973,0.00257,13.3812,3.19923,17.8951,17.8127
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,13,1.22822,0.00264,13.3858,3.21379,17.9163,17.8304
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,14,1.22755,0.002459,13.3684,3.19837,17.8815,17.7967
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,15,1.22714,0.00276,13.3651,3.19766,17.8747,17.7926
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,16,1.22774,0.00222,13.3787,3.20659,17.897,17.8153
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,17,1.23293,0.002729,13.4021,3.2007,17.9257,17.8385
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,18,1.22998,0.00235,13.3799,3.20035,17.8975,17.8126
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,19,1.22902,0.00262,13.3989,3.20182,17.9159,17.8324
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,20,1.23037,0.00242,13.3836,3.20003,17.9016,17.8164
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,21,1.22637,0.002241,13.3695,3.20915,17.8937,17.8073
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,22,1.22714,0.00269,13.3743,3.19786,17.8866,17.8019
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,23,1.2304,0.0024,13.3715,3.20477,17.892,17.8091
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,24,1.22672,0.00224,13.3562,3.19878,17.8682,17.7839
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,25,1.22861,0.0022,13.4087,3.2008,17.9245,17.8403
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,26,1.22646,0.00252,13.3731,3.20752,17.8919,17.8096
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,27,1.2287,0.00249,13.3786,3.20413,17.8999,17.8139
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,28,1.22675,0.00246,13.3918,3.19539,17.8982,17.8164
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,29,1.23082,0.002639,13.3812,3.1944,17.8925,17.809
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,30,1.22838,0.002409,13.3835,3.20454,17.9002,17.8188
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,31,1.22557,0.00267,13.3844,3.20304,17.9006,17.8157
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,32,1.22896,0.00277,13.3882,3.20157,17.9076,17.8215
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,33,1.22915,0.00273,13.3628,3.19747,17.8772,17.7921
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,34,1.23197,0.00256,13.3747,3.20669,17.9027,17.816
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,35,1.22554,0.00266,13.3895,3.20125,17.9036,17.819
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,36,1.22819,0.002659,13.4065,3.20342,17.9278,17.8408
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,37,1.22845,0.002338,13.3749,3.19373,17.8808,17.7994
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,38,1.22605,0.00203,13.3778,3.20186,17.8914,17.8077
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,39,1.23194,0.00285,13.3885,3.20035,17.9077,17.8236
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,40,1.23008,0.00281,13.3788,3.20061,17.8938,17.8123
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,41,1.23018,0.002401,13.3501,3.20211,17.8662,17.7848
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,42,1.2303,0.00261,13.378,3.20301,17.8972,17.8139
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,43,1.2272,0.002439,13.3756,3.1999,17.8871,17.8052
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,44,1.23354,0.00254,13.3688,3.20035,17.8888,17.8053
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,45,1.2303,0.00228,13.3777,3.20202,17.8957,17.8123
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,46,1.23043,0.00267,13.3631,3.20557,17.8872,17.8018
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,47,1.22723,0.00242,13.3572,3.19933,17.8726,17.7861
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,48,1.22739,0.00248,13.3861,3.19869,17.9036,17.8147
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,49,1.22918,0.00235,13.3651,3.20179,17.8837,17.7985
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,50,1.22941,0.00231,13.3761,3.20483,17.8991,17.8127
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,51,1.22941,0.002539,13.3983,3.19958,17.9133,17.8298
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,52,1.22973,0.00251,13.3838,3.20266,17.9041,17.8187
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,53,1.23187,0.00249,13.3811,3.20045,17.901,17.8159
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,54,1.2281,0.00232,13.3822,3.20189,17.8986,17.8146
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,55,1.22918,0.00227,13.3939,3.20294,17.9116,17.8283
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,56,1.22643,0.00271,13.3833,3.19088,17.8877,17.8033
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,57,1.22995,0.00275,13.3883,3.20131,17.9072,17.8223
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,58,1.22986,0.00241,13.3944,3.20976,17.9201,17.8364
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,59,1.2296,0.002319,13.3892,3.19978,17.9028,17.8209
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,60,1.23149,0.00241,13.38,3.20122,17.9019,17.8151
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,61,1.22832,0.00256,13.3779,3.20138,17.894,17.8102
