dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"N | N",256,55,0.033568,0,0.072559,0.006944,0.153569,0.113071
1,double,uniform,CPU,"N | N",256,56,0.028192,0,0.07006,0.008896,0.140869,0.107148
1,double,uniform,CPU,"N | N",256,57,0.030592,0,0.07276,0.007456,0.151028,0.110808
1,double,uniform,CPU,"N | N",256,58,0.029408,0,0.07264,0.006496,0.158228,0.108544
1,double,uniform,CPU,"N | N",256,59,0.030432,0,0.073099,0.007712,0.156518,0.111243
1,double,uniform,CPU,"N | N",256,60,0.031136,0,0.072919,0.007616,0.154199,0.111671
1,double,uniform,CPU,"N | N",256,61,0.029536,0,0.073629,0.008064,0.152349,0.111229
1,double,uniform,CPU,"N | N",256,62,0.031776,0,0.073019,0.007776,0.153329,0.112571
1,double,uniform,CPU,"N | N",256,63,0.029632,0,0.069129,0.010048,0.141959,0.108809
1,double,uniform,CPU,"N | N",256,64,0.030752,0,0.07294,0.006464,0.152728,0.110156
1,double,uniform,CPU,"N | N",256,65,0.040544,0,0.073029,0.008064,0.163329,0.121637
1,double,uniform,CPU,"N | N",256,66,0.031936,0,0.072759,0.00688,0.154329,0.111575
1,double,uniform,CPU,"N | N",256,67,0.030816,0,0.07266,0.007392,0.150789,0.110868
1,double,uniform,CPU,"N | N",256,68,0.02992,0,0.07287,0.008,0.153048,0.11079
1,double,uniform,CPU,"N | N",256,69,0.030912,0,0.073079,0.011616,0.154719,0.115607
1,double,uniform,CPU,"N | N",256,70,0.03344,0,0.072939,0.007264,0.154868,0.113643
1,double,uniform,CPU,"N | N",256,71,0.030912,0,0.072669,0.00768,0.152779,0.111261
1,double,uniform,CPU,"N | N",256,72,0.029856,0,0.072779,0.006272,0.151029,0.108907
1,double,uniform,CPU,"N | N",256,73,0.02976,0,0.07321,0.00848,0.151858,0.11145
1,double,uniform,CPU,"N | N",256,74,0.029376,0,0.07333,0.007616,0.152319,0.110322
1,double,uniform,CPU,"N | N",320,0,0.05808,0,0.077769,0.011616,0.199698,0.147465
1,double,uniform,CPU,"N | N",320,1,0.029856,0,0.07353,0.008256,0.152389,0.111642
1,double,uniform,CPU,"N | N",320,2,0.032096,0,0.0738,0.007136,0.152728,0.113032
1,double,uniform,CPU,"N | N",320,3,0.029024,0,0.073839,0.008128,0.153589,0.110991
1,double,uniform,CPU,"N | N",320,4,0.03072,0,0.073469,0.007136,0.153499,0.111325
1,double,uniform,CPU,"N | N",320,5,0.02816,0,0.073619,0.008128,0.152048,0.109907
1,double,uniform,CPU,"N | N",320,6,0.031072,0,0.0739,0.007008,0.154358,0.11198
1,double,uniform,CPU,"N | N",320,7,0.030976,0,0.072679,0.009184,0.152429,0.112839
1,double,uniform,CPU,"N | N",320,8,0.032128,0,0.073399,0.007456,0.154418,0.112983
1,double,uniform,CPU,"N | N",320,9,0.030848,0,0.07398,0.007008,0.152669,0.111836
1,double,uniform,CPU,"N | N",320,10,0.030496,0,0.07359,0.01392,0.159939,0.118006
1,double,uniform,CPU,"N | N",320,11,0.030464,0,0.073679,0.008928,0.155259,0.113071
1,double,uniform,CPU,"N | N",320,12,0.0288,0,0.07169,0.00848,0.144488,0.10897
1,double,uniform,CPU,"N | N",320,13,0.033856,0,0.074149,0.006784,0.156799,0.114789
1,double,uniform,CPU,"N | N",320,14,0.033152,0,0.07344,0.007136,0.155598,0.113728
1,double,uniform,CPU,"N | N",320,15,0.031008,0,0.073169,0.007968,0.154548,0.112145
1,double,uniform,CPU,"N | N",320,16,0.028192,0,0.07348,0.0088,0.150929,0.110472
1,double,uniform,CPU,"N | N",320,17,0.033088,0,0.073169,0.008864,0.156989,0.115121
1,double,uniform,CPU,"N | N",320,18,0.029696,0,0.073369,0.007552,0.153188,0.110617
1,double,uniform,CPU,"N | N",320,19,0.030016,0,0.074389,0.008032,0.152159,0.112437
1,double,uniform,CPU,"N | N",320,20,0.029184,0,0.074089,0.007808,0.153729,0.111081
1,double,uniform,CPU,"N | N",320,21,0.028576,0,0.0732,0.007264,0.149908,0.10904
1,double,uniform,CPU,"N | N",320,22,0.029408,0,0.073549,0.006912,0.152129,0.109869
1,double,uniform,CPU,"N | N",320,23,0.031104,0,0.0733,0.008704,0.154968,0.113108
1,double,uniform,CPU,"N | N",320,24,0.032352,0,0.07412,0.0088,0.158329,0.115272
1,double,uniform,CPU,"N | N",320,25,0.030976,0,0.070879,0.009824,0.145129,0.111679
1,double,uniform,CPU,"N | N",320,26,0.032544,0,0.07362,0.008096,0.154619,0.11426
1,double,uniform,CPU,"N | N",320,27,0.02944,0,0.073489,0.008544,0.152819,0.111473
1,double,uniform,CPU,"N | N",320,28,0.031136,0,0.07389,0.00768,0.152978,0.112706
1,double,uniform,CPU,"N | N",320,29,0.029792,0,0.073649,0.007712,0.150979,0.111153
1,double,uniform,CPU,"N | N",320,30,0.029312,0,0.07283,0.008,0.151809,0.110142
1,double,uniform,CPU,"N | N",320,31,0.028992,0,0.07341,0.008544,0.154399,0.110946
1,double,uniform,CPU,"N | N",320,32,0.031904,0,0.0736,0.008064,0.154479,0.113568
1,double,uniform,CPU,"N | N",320,33,0.032896,0,0.073369,0.008896,0.162519,0.115161
1,double,uniform,CPU,"N | N",320,34,0.029696,0,0.07471,0.00832,0.153599,0.112726
1,double,uniform,CPU,"N | N",320,35,0.029216,0,0.074,0.008224,0.153369,0.11144
1,double,uniform,CPU,"N | N",320,36,0.03136,0,0.073389,0.00752,0.153838,0.112269
1,double,uniform,CPU,"N | N",320,37,0.029088,0,0.073569,0.007776,0.152709,0.110433
1,double,uniform,CPU,"N | N",320,38,0.031712,0,0.07341,0.008544,0.160499,0.113666
1,double,uniform,CPU,"N | N",320,39,0.036608,0,0.073529,0.008224,0.161248,0.118361
1,double,uniform,CPU,"N | N",320,40,0.032032,0,0.07395,0.008,0.155979,0.113982
1,double,uniform,CPU,"N | N",320,41,0.031584,0,0.073619,0.007456,0.154679,0.112659
1,double,uniform,CPU,"N | N",320,42,0.02896,0,0.073199,0.006816,0.151419,0.108975
1,double,uniform,CPU,"N | N",320,43,0.030208,0,0.070219,0.010112,0.144389,0.110539
1,double,uniform,CPU,"N | N",320,44,0.030048,0,0.06972,0.01024,0.143609,0.110008
1,double,uniform,CPU,"N | N",320,45,0.036512,0,0.07335,0.00688,0.158509,0.116742
1,double,uniform,CPU,"N | N",320,46,0.029856,0,0.074449,0.007648,0.153339,0.111953
1,double,uniform,CPU,"N | N",320,47,0.029792,0,0.07429,0.007168,0.153439,0.11125
1,double,uniform,CPU,"N | N",320,48,0.0304,0,0.073159,0.007328,0.152038,0.110887
1,double,uniform,CPU,"N | N",320,49,0.030016,0,0.07324,0.00768,0.152648,0.110936
1,double,uniform,CPU,"N | N",320,50,0.032576,0,0.07373,0.009248,0.157928,0.115554
1,double,uniform,CPU,"N | N",320,51,0.033472,0,0.07369,0.007232,0.154429,0.114394
1,double,uniform,CPU,"N | N",320,52,0.030528,0,0.07338,0.008864,0.154078,0.112772
1,double,uniform,CPU,"N | N",320,53,0.028672,0,0.0731,0.007392,0.151239,0.109164
1,double,uniform,CPU,"N | N",320,54,0.030336,0,0.07344,0.008,0.153348,0.111776
1,double,uniform,CPU,"N | N",320,55,0.031232,0,0.07399,0.008256,0.154859,0.113478
1,double,uniform,CPU,"N | N",320,56,0.028544,0,0.07376,0.007104,0.242798,0.109408
1,double,uniform,CPU,"N | N",320,57,0.031712,0,0.07335,0.00832,0.155218,0.113382
1,double,uniform,CPU,"N | N",320,58,0.031328,0,0.073859,0.008224,0.154959,0.113411
1,double,uniform,CPU,"N | N",320,59,0.03168,0,0.073569,0.008192,0.156259,0.113441
1,double,uniform,CPU,"N | N",320,60,0.031744,0,0.073349,0.008736,0.154799,0.113829
1,double,uniform,CPU,"N | N",320,61,0.03456,0,0.074649,0.007712,0.159398,0.116921
1,double,uniform,CPU,"N | N",320,62,0.030848,0,0.073379,0.008096,0.153268,0.112323
1,double,uniform,CPU,"N | N",320,63,0.031296,0,0.07369,0.009088,0.154858,0.114074
1,double,uniform,CPU,"N | N",320,64,0.029312,0,0.073169,0.007424,0.151619,0.109905
1,double,uniform,CPU,"N | N",320,65,0.033152,0,0.073778,0.006688,0.156389,0.113618
1,double,uniform,CPU,"N | N",320,66,0.036512,0,0.073749,0.006752,0.160018,0.117013
1,double,uniform,CPU,"N | N",320,67,0.029888,0,0.07359,0.006944,0.152558,0.110422
1,double,uniform,CPU,"N | N",320,68,0.03088,0,0.073709,0.005984,0.153678,0.110573
1,double,uniform,CPU,"N | N",320,69,0.0312,0,0.0703,0.009664,0.145739,0.111164
1,double,uniform,CPU,"N | N",320,70,0.030944,0,0.07323,0.007616,0.154479,0.11179
1,double,uniform,CPU,"N | N",320,71,0.030432,0,0.07595,0.0072,0.155618,0.113582
1,double,uniform,CPU,"N | N",320,72,0.029088,0,0.07392,0.006784,0.152018,0.109792
1,double,uniform,CPU,"N | N",320,73,0.031008,0,0.074039,0.007712,0.153849,0.112759
1,double,uniform,CPU,"N | N",320,74,0.029472,0,0.073479,0.008384,0.156109,0.111335
1,double,uniform,CPU,"N | N",384,0,0.05056,0,0.119849,0.011776,0.228288,0.182185
1,double,uniform,CPU,"N | N",384,1,0.029664,0,0.11716,0.007584,0.196708,0.154408
1,double,uniform,CPU,"N | N",384,2,0.029952,0,0.116848,0.007616,0.196558,0.154416
1,double,uniform,CPU,"N | N",384,3,0.029024,0,0.117039,0.006944,0.194668,0.153007
1,double,uniform,CPU,"N | N",384,4,0.033152,0,0.117149,0.008032,0.200838,0.158333
1,double,uniform,CPU,"N | N",384,5,0.031648,0,0.117149,0.007904,0.198168,0.156701
1,double,uniform,CPU,"N | N",384,6,0.029408,0,0.117959,0.007296,0.197018,0.154663
1,double,uniform,CPU,"N | N",384,7,0.030336,0,0.117279,0.008672,0.197718,0.156287
1,double,uniform,CPU,"N | N",384,8,0.030976,0,0.117428,0.007072,0.199468,0.155476
1,double,uniform,CPU,"N | N",384,9,0.030944,0,0.116979,0.007296,0.196348,0.155219
1,double,uniform,CPU,"N | N",384,10,0.033888,0,0.117209,0.00672,0.199448,0.157817
1,double,uniform,CPU,"N | N",384,11,0.028352,0,0.117138,0.008384,0.195908,0.153874
1,double,uniform,CPU,"N | N",384,12,0.029312,0,0.116759,0.007008,0.193408,0.153079
1,double,uniform,CPU,"N | N",384,13,0.031648,0,0.117278,0.008032,0.202168,0.156958
1,double,uniform,CPU,"N | N",384,14,0.031584,0,0.117268,0.008384,0.199328,0.157236
1,double,uniform,CPU,"N | N",384,15,0.031776,0,0.116968,0.007072,0.197868,0.155816
1,double,uniform,CPU,"N | N",384,16,0.03216,0,0.116249,0.00624,0.195238,0.154649
1,double,uniform,CPU,"N | N",384,17,0.030368,0,0.118439,0.1056,0.297578,0.254407
1,double,uniform,CPU,"N | N",384,18,0.030496,0,0.11755,0.006784,0.197499,0.15483
1,double,uniform,CPU,"N | N",384,19,0.031392,0,0.117029,0.00688,0.196288,0.155301
1,double,uniform,CPU,"N | N",384,20,0.030592,0,0.117009,0.007648,0.198058,0.155249
1,double,uniform,CPU,"N | N",384,21,0.033952,0,0.116559,0.007232,0.205678,0.157743
1,double,uniform,CPU,"N | N",384,22,0.02944,0,0.173088,0.009504,0.248398,0.212032
1,double,uniform,CPU,"N | N",384,23,0.03104,0,0.116938,0.008224,0.196538,0.156202
1,double,uniform,CPU,"N | N",384,24,0.03088,0,0.116899,0.007328,0.196929,0.155107
1,double,uniform,CPU,"N | N",384,25,0.029472,0,0.116819,0.006752,0.195208,0.153043
1,double,uniform,CPU,"N | N",384,26,0.035008,0,0.117258,0.006304,0.200008,0.15857
1,double,uniform,CPU,"N | N",384,27,0.029696,0,0.117089,0.00624,0.194478,0.153025
1,double,uniform,CPU,"N | N",384,28,0.029568,0,0.1158,0.009792,0.192069,0.15516
1,double,uniform,CPU,"N | N",384,29,0.03104,0,0.116999,0.007104,0.196068,0.155143
1,double,uniform,CPU,"N | N",384,30,0.03072,0,0.117178,0.007392,0.199028,0.15529
1,double,uniform,CPU,"N | N",384,31,0.031008,0,0.117539,0.00768,0.197719,0.156227
1,double,uniform,CPU,"N | N",384,32,0.029728,0,0.118429,0.008224,0.196748,0.156381
1,double,uniform,CPU,"N | N",384,33,0.030496,0,0.11702,0.007872,0.197119,0.155388
1,double,uniform,CPU,"N | N",384,34,0.03136,0,0.117308,0.008064,0.200448,0.156732
1,double,uniform,CPU,"N | N",384,35,0.03184,0,0.122899,0.006848,0.204188,0.161587
1,double,uniform,CPU,"N | N",384,36,0.033056,0,0.11728,0.00656,0.199239,0.156896
1,double,uniform,CPU,"N | N",384,37,0.029824,0,0.117318,0.007168,0.196908,0.15431
1,double,uniform,CPU,"N | N",384,38,0.030496,0,0.117529,0.00864,0.196338,0.156665
1,double,uniform,CPU,"N | N",384,39,0.029856,0,0.117088,0.005984,0.195538,0.152928
1,double,uniform,CPU,"N | N",384,40,0.031264,0,0.114229,0.009472,0.193258,0.154965
1,double,uniform,CPU,"N | N",384,41,0.030752,0,0.116829,0.007424,0.197209,0.155005
1,double,uniform,CPU,"N | N",384,42,0.031008,0,0.117389,0.007104,0.198198,0.155501
1,double,uniform,CPU,"N | N",384,43,0.030848,0,0.117549,0.007776,0.198519,0.156173
1,double,uniform,CPU,"N | N",384,44,0.029728,0,0.117459,0.00704,0.201258,0.154227
1,double,uniform,CPU,"N | N",384,45,0.030944,0,0.167418,0.006496,0.246488,0.204858
1,double,uniform,CPU,"N | N",384,46,0.029568,0,0.116939,0.007296,0.194769,0.153803
1,double,uniform,CPU,"N | N",384,47,0.033536,0,0.117828,0.007456,0.200918,0.15882
1,double,uniform,CPU,"N | N",384,48,0.031616,0,0.116619,0.009856,0.198489,0.158091
1,double,uniform,CPU,"N | N",384,49,0.030144,0,0.117709,0.007456,0.197268,0.155309
1,double,uniform,CPU,"N | N",384,50,0.111296,0,0.11672,0.007136,0.276738,0.235152
1,double,uniform,CPU,"N | N",384,51,0.031872,0,0.116889,0.008256,0.197738,0.157017
1,double,uniform,CPU,"N | N",384,52,0.030112,0,0.117219,0.007936,0.196338,0.155267
1,double,uniform,CPU,"N | N",384,53,0.029408,0,0.117099,0.007872,0.195198,0.154379
1,double,uniform,CPU,"N | N",384,54,0.030048,0,0.116858,0.006496,0.194978,0.153402
1,double,uniform,CPU,"N | N",384,55,0.030304,0,0.117179,0.012416,0.201959,0.159899
1,double,uniform,CPU,"N | N",384,56,0.0288,0,0.11733,0.007776,0.195579,0.153906
1,double,uniform,CPU,"N | N",384,57,0.031712,0,0.117669,0.007968,0.199258,0.157349
1,double,uniform,CPU,"N | N",384,58,0.031296,0,0.117429,0.007168,0.199078,0.155893
1,double,uniform,CPU,"N | N",384,59,0.032448,0,0.117319,0.008896,0.198378,0.158663
1,double,uniform,CPU,"N | N",384,60,0.031616,0,0.117338,0.00736,0.197288,0.156314
1,double,uniform,CPU,"N | N",384,61,0.03232,0,0.116839,0.006848,0.197808,0.156007
1,double,uniform,CPU,"N | N",384,62,0.031488,0,0.117239,0.007264,0.199029,0.155991
1,double,uniform,CPU,"N | N",384,63,0.030528,0,0.117649,0.00688,0.196408,0.155057
1,double,uniform,CPU,"N | N",384,64,0.029408,0,0.113359,0.009888,0.185889,0.152655
1,double,uniform,CPU,"N | N",384,65,0.029056,0,0.181328,0.008032,0.254848,0.218416
1,double,uniform,CPU,"N | N",384,66,0.032704,0,0.116889,0.006272,0.197858,0.155865
1,double,uniform,CPU,"N | N",384,67,0.029984,0,0.117058,0.008032,0.197088,0.155074
1,double,uniform,CPU,"N | N",384,68,0.03072,0,0.116639,0.006432,0.196629,0.153791
1,double,uniform,CPU,"N | N",384,69,0.030432,0,0.118529,0.006848,0.198198,0.155809
1,double,uniform,CPU,"N | N",384,70,0.028928,0,0.11754,0.006272,0.194429,0.15274
1,double,uniform,CPU,"N | N",384,71,0.028608,0,0.116788,0.006624,0.194158,0.15202
1,double,uniform,CPU,"N | N",384,72,0.030176,0,0.117038,0.007104,0.196488,0.154318
1,double,uniform,CPU,"N | N",384,73,0.033824,0,0.11755,0.008896,0.203478,0.16027
1,double,uniform,CPU,"N | N",384,74,0.03248,0,0.116839,0.007744,0.198958,0.157063
1,double,uniform,CPU,"N | N",448,0,0.0592,0,0.122699,0.012096,0.240328,0.193995
1,double,uniform,CPU,"N | N",448,1,0.03264,0,0.119619,0.006784,0.206188,0.159043
1,double,uniform,CPU,"N | N",448,2,0.031552,0,0.119259,0.008544,0.197478,0.159355
1,double,uniform,CPU,"N | N",448,3,0.030976,0,0.11953,0.008608,0.201029,0.159114
1,double,uniform,CPU,"N | N",448,4,0.03136,0,0.119858,0.006976,0.199838,0.158194
1,double,uniform,CPU,"N | N",448,5,0.029952,0,0.119269,0.0072,0.197108,0.156421
1,double,uniform,CPU,"N | N",448,6,0.028352,0,0.119519,0.007712,0.203868,0.155583
1,double,uniform,CPU,"N | N",448,7,0.030912,0,0.119249,0.007616,0.201358,0.157777
1,double,uniform,CPU,"N | N",448,8,0.02992,0,0.115429,0.009664,0.187358,0.155013
1,double,uniform,CPU,"N | N",448,9,0.029696,0,0.120439,0.008544,0.199618,0.158679
1,double,uniform,CPU,"N | N",448,10,0.031872,0,0.1198,0.006944,0.200979,0.158616
1,double,uniform,CPU,"N | N",448,11,0.03264,0,0.119959,0.00736,0.207568,0.159959
1,double,uniform,CPU,"N | N",448,12,0.030976,0,0.119359,0.006112,0.199399,0.156447
1,double,uniform,CPU,"N | N",448,13,0.032768,0,0.119649,0.007648,0.202298,0.160065
1,double,uniform,CPU,"N | N",448,14,0.028832,0,0.119589,0.006848,0.197869,0.155269
1,double,uniform,CPU,"N | N",448,15,0.030336,0,0.127649,0.00944,0.206468,0.167425
1,double,uniform,CPU,"N | N",448,16,0.029728,0,0.119579,0.007648,0.199278,0.156955
1,double,uniform,CPU,"N | N",448,17,0.030176,0,0.120149,0.008576,0.199358,0.158901
1,double,uniform,CPU,"N | N",448,18,0.031712,0,0.119298,0.00784,0.201458,0.15885
1,double,uniform,CPU,"N | N",448,19,0.030912,0,0.119439,0.00752,0.203659,0.157871
1,double,uniform,CPU,"N | N",448,20,0.029984,0,0.120209,0.006208,0.199528,0.156401
1,double,uniform,CPU,"N | N",448,21,0.031328,0,0.119729,0.006944,0.200128,0.158001
1,double,uniform,CPU,"N | N",448,22,0.028448,0,0.119239,0.006976,0.196618,0.154663
1,double,uniform,CPU,"N | N",448,23,0.0296,0,0.119439,0.006528,0.198108,0.155567
1,double,uniform,CPU,"N | N",448,24,0.03104,0,0.192968,0.009664,0.274428,0.233672
1,double,uniform,CPU,"N | N",448,25,0.030592,0,0.119399,0.00688,0.199649,0.156871
1,double,uniform,CPU,"N | N",448,26,0.0312,0,0.119309,0.008128,0.200478,0.158637
1,double,uniform,CPU,"N | N",448,27,0.033536,0,0.119459,0.00736,0.207138,0.160355
1,double,uniform,CPU,"N | N",448,28,0.029568,0,0.179508,0.006496,0.257888,0.215572
1,double,uniform,CPU,"N | N",448,29,0.03168,0,0.119519,0.006688,0.199248,0.157887
1,double,uniform,CPU,"N | N",448,30,0.02928,0,0.119469,0.006912,0.198028,0.155661
1,double,uniform,CPU,"N | N",448,31,0.031008,0,0.119199,0.007936,0.199818,0.158143
1,double,uniform,CPU,"N | N",448,32,0.029952,0,0.119568,0.007776,0.198659,0.157296
1,double,uniform,CPU,"N | N",448,33,0.029472,0,0.115759,0.010784,0.189988,0.156015
1,double,uniform,CPU,"N | N",448,34,0.029536,0,0.118969,0.008128,0.197628,0.156633
1,double,uniform,CPU,"N | N",448,35,0.029152,0,0.120329,0.006816,0.197988,0.156297
1,double,uniform,CPU,"N | N",448,36,0.030208,0,0.119789,0.009472,0.201459,0.159469
1,double,uniform,CPU,"N | N",448,37,0.032256,0,0.124179,0.008352,0.205658,0.164787
1,double,uniform,CPU,"N | N",448,38,0.029568,0,0.119049,0.008,0.203838,0.156617
1,double,uniform,CPU,"N | N",448,39,0.032128,0,0.119518,0.008192,0.198328,0.159838
1,double,uniform,CPU,"N | N",448,40,0.027872,0,0.119489,0.006272,0.196008,0.153633
1,double,uniform,CPU,"N | N",448,41,0.028768,0,0.119559,0.007648,0.198028,0.155975
1,double,uniform,CPU,"N | N",448,42,0.031264,0,0.119468,0.007136,0.200318,0.157868
1,double,uniform,CPU,"N | N",448,43,0.028096,0,0.11934,0.008512,0.197119,0.155948
1,double,uniform,CPU,"N | N",448,44,0.031104,0,0.11906,0.008,0.200519,0.158164
1,double,uniform,CPU,"N | N",448,45,0.032192,0,0.119398,0.00608,0.199928,0.15767
1,double,uniform,CPU,"N | N",448,46,0.030688,0,0.119929,0.006368,0.198908,0.156985
1,double,uniform,CPU,"N | N",448,47,0.030176,0,0.244918,0.00752,0.324446,0.282614
1,double,uniform,CPU,"N | N",448,48,0.029312,0,0.119549,0.006944,0.198488,0.155805
1,double,uniform,CPU,"N | N",448,49,0.03088,0,0.119568,0.006976,0.198779,0.157424
1,double,uniform,CPU,"N | N",448,50,0.032288,0,0.119648,0.00688,0.201058,0.158816
1,double,uniform,CPU,"N | N",448,51,0.031104,0,0.167399,0.007776,0.248397,0.206279
1,double,uniform,CPU,"N | N",448,52,0.032448,0,0.119359,0.00752,0.200008,0.159327
1,double,uniform,CPU,"N | N",448,53,0.030912,0,0.119379,0.007776,0.199919,0.158067
1,double,uniform,CPU,"N | N",448,54,0.02976,0,0.118968,0.007232,0.198088,0.15596
1,double,uniform,CPU,"N | N",448,55,0.032256,0,0.119449,0.006784,0.200119,0.158489
1,double,uniform,CPU,"N | N",448,56,0.030144,0,0.119729,0.00752,0.198648,0.157393
1,double,uniform,CPU,"N | N",448,57,0.029888,0,0.119199,0.007264,0.198798,0.156351
1,double,uniform,CPU,"N | N",448,58,0.029984,0,0.118569,0.009184,0.196649,0.157737
1,double,uniform,CPU,"N | N",448,59,0.03072,0,0.11938,0.009152,0.202209,0.159252
1,double,uniform,CPU,"N | N",448,60,0.03136,0,0.119448,0.007552,0.199328,0.15836
1,double,uniform,CPU,"N | N",448,61,0.030656,0,0.12012,0.006368,0.197808,0.157144
1,double,uniform,CPU,"N | N",448,62,0.030816,0,0.11966,0.008192,0.201528,0.158668
1,double,uniform,CPU,"N | N",448,63,0.031936,0,0.119749,0.006176,0.199998,0.157861
1,double,uniform,CPU,"N | N",448,64,0.02864,0,0.115528,0.009792,0.187058,0.15396
1,double,uniform,CPU,"N | N",448,65,0.033856,0,0.120489,0.00752,0.205278,0.161865
1,double,uniform,CPU,"N | N",448,66,0.02912,0,0.119659,0.005888,0.197258,0.154667
1,double,uniform,CPU,"N | N",448,67,0.029376,0,0.119418,0.007264,0.196698,0.156058
1,double,uniform,CPU,"N | N",448,68,0.030688,0,0.119448,0.00784,0.200538,0.157976
1,double,uniform,CPU,"N | N",448,69,0.132544,0,0.11962,0.008032,0.302697,0.260196
1,double,uniform,CPU,"N | N",448,70,0.031584,0,0.119209,0.007328,0.199298,0.158121
1,double,uniform,CPU,"N | N",448,71,0.032416,0,0.119849,0.007072,0.201618,0.159337
1,double,uniform,CPU,"N | N",448,72,0.030176,0,0.119809,0.008544,0.201019,0.158529
1,double,uniform,CPU,"N | N",448,73,0.030144,0,0.119889,0.00704,0.204048,0.157073
1,double,uniform,CPU,"N | N",448,74,0.03216,0,0.119379,0.007296,0.281428,0.158835
1,double,uniform,CPU,"N | N",512,0,0.056544,0,0.091569,0.011744,0.212468,0.159857
1,double,uniform,CPU,"N | N",512,1,0.031808,0,0.08799,0.007328,0.169019,0.127126
1,double,uniform,CPU,"N | N",512,2,0.029696,0,0.088029,0.008032,0.166428,0.125757
1,double,uniform,CPU,"N | N",512,3,0.032544,0,0.087559,0.007232,0.169368,0.127335
1,double,uniform,CPU,"N | N",512,4,0.02976,0,0.087729,0.006976,0.165608,0.124465
1,double,uniform,CPU,"N | N",512,5,0.032544,0,0.087579,0.007936,0.169898,0.128059
1,double,uniform,CPU,"N | N",512,6,0.031328,0,0.088049,0.006752,0.167799,0.126129
1,double,uniform,CPU,"N | N",512,7,0.029792,0,0.08811,0.007744,0.168218,0.125646
1,double,uniform,CPU,"N | N",512,8,0.029952,0,0.08804,0.007424,0.166678,0.125416
1,double,uniform,CPU,"N | N",512,9,0.032192,0,0.088339,0.007296,0.174348,0.127827
1,double,uniform,CPU,"N | N",512,10,0.031712,0,0.087969,0.008352,0.169438,0.128033
1,double,uniform,CPU,"N | N",512,11,0.030912,0,0.0887,0.007456,0.168029,0.127068
1,double,uniform,CPU,"N | N",512,12,0.02816,0,0.08759,0.007744,0.165328,0.123494
1,double,uniform,CPU,"N | N",512,13,0.030656,0,0.091909,0.008096,0.171669,0.130661
1,double,uniform,CPU,"N | N",512,14,0.028544,0,0.087999,0.006432,0.166368,0.122975
1,double,uniform,CPU,"N | N",512,15,0.0304,0,0.088489,0.009312,0.169278,0.128201
1,double,uniform,CPU,"N | N",512,16,0.032544,0,0.0882,0.007328,0.167398,0.128072
1,double,uniform,CPU,"N | N",512,17,0.029504,0,0.088209,0.00816,0.167339,0.125873
1,double,uniform,CPU,"N | N",512,18,0.03072,0,0.08823,0.008256,0.169178,0.127206
1,double,uniform,CPU,"N | N",512,19,0.030272,0,0.087729,0.01552,0.174269,0.133521
1,double,uniform,CPU,"N | N",512,20,0.032512,0,0.087799,0.008192,0.171068,0.128503
1,double,uniform,CPU,"N | N",512,21,0.032096,0,0.088139,0.00736,0.168328,0.127595
1,double,uniform,CPU,"N | N",512,22,0.03056,0,0.084299,0.009248,0.156849,0.124107
1,double,uniform,CPU,"N | N",512,23,0.030752,0,0.088638,0.008128,0.168829,0.127518
1,double,uniform,CPU,"N | N",512,24,0.02944,0,0.08861,0.0064,0.166039,0.12445
1,double,uniform,CPU,"N | N",512,25,0.0312,0,0.08807,0.007936,0.170128,0.127206
1,double,uniform,CPU,"N | N",512,26,0.029888,0,0.086639,0.008672,0.166019,0.125199
1,double,uniform,CPU,"N | N",512,27,0.032608,0,0.087949,0.007584,0.171388,0.128141
1,double,uniform,CPU,"N | N",512,28,0.031968,0,0.087849,0.008096,0.169679,0.127913
1,double,uniform,CPU,"N | N",512,29,0.031616,0,0.206558,0.008256,0.287087,0.24643
1,double,uniform,CPU,"N | N",512,30,0.028448,0,0.087469,0.00848,0.165099,0.124397
1,double,uniform,CPU,"N | N",512,31,0.032128,0,0.087559,0.007776,0.168288,0.127463
1,double,uniform,CPU,"N | N",512,32,0.03008,0,0.08853,0.00848,0.168328,0.12709
1,double,uniform,CPU,"N | N",512,33,0.028544,0,0.087969,0.006688,0.165969,0.123201
1,double,uniform,CPU,"N | N",512,34,0.029696,0,0.166199,0.008224,0.246078,0.204119
1,double,uniform,CPU,"N | N",512,35,0.032128,0,0.08812,0.007776,0.170238,0.128024
1,double,uniform,CPU,"N | N",512,36,0.03104,0,0.088279,0.008256,0.168618,0.127575
1,double,uniform,CPU,"N | N",512,37,0.030432,0,0.088529,0.00592,0.166739,0.124881
1,double,uniform,CPU,"N | N",512,38,0.030688,0,0.088439,0.00704,0.169098,0.126167
1,double,uniform,CPU,"N | N",512,39,0.134048,0,0.088159,0.007712,0.271457,0.229919
1,double,uniform,CPU,"N | N",512,40,0.031968,0,0.085419,0.009952,0.161618,0.127339
1,double,uniform,CPU,"N | N",512,41,0.031168,0,0.087789,0.006848,0.168278,0.125805
1,double,uniform,CPU,"N | N",512,42,0.032288,0,0.087929,0.008128,0.171069,0.128345
1,double,uniform,CPU,"N | N",512,43,0.029376,0,0.088039,0.00768,0.166269,0.125095
1,double,uniform,CPU,"N | N",512,44,0.031424,0,0.087959,0.007168,0.167468,0.126551
