dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,64,2.59939,0.001709,0.166167,0.07808,2.90144,2.84535
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,65,2.61264,0.001951,0.168089,0.074912,2.91905,2.85759
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,66,2.59616,0.001889,0.167048,0.075776,2.89757,2.84087
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,67,2.60474,0.00203,0.167708,0.077408,2.91065,2.85188
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,68,2.60835,0.00163,0.16661,0.076064,2.91705,2.85266
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,69,2.62899,0.0019,0.168447,0.078304,2.93644,2.87764
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,70,2.58106,0.001781,0.164328,0.075904,2.87888,2.82307
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,71,2.58589,0.001839,0.168387,0.074464,2.89123,2.83058
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,72,2.63776,0.001749,0.168969,0.07424,2.93995,2.88272
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,73,2.60438,0.00165,0.168477,0.073632,2.90641,2.84814
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",192,74,2.5704,0.00164,0.16796,0.074976,2.87154,2.81498
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,0,7.19165,0.002129,0.476833,0.312576,8.06765,7.98319
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,1,6.45405,0.002111,0.475494,0.30912,7.31302,7.24077
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,2,6.61939,0.00213,0.508253,0.30704,7.50686,7.43682
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,3,6.53162,0.001971,0.470615,0.305312,7.37746,7.30951
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,4,6.26947,0.00214,0.478135,0.305824,7.13102,7.05557
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,5,6.54624,0.002869,0.471346,0.309792,7.40201,7.33025
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,6,6.62592,0.00222,0.478045,0.309728,7.48207,7.41591
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,7,6.49056,0.00198,0.475355,0.30544,7.34078,7.27333
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,8,6.60045,0.00214,0.472015,0.309312,7.45675,7.38391
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,9,6.37168,0.002058,0.476203,0.305312,7.22518,7.15525
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,10,6.51456,0.00221,0.471775,0.307616,7.36731,7.29616
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,11,6.27363,0.00208,0.475916,0.309184,7.14298,7.06081
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,12,7.05411,0.0022,0.481814,0.307072,7.93843,7.8452
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,13,6.89261,0.00226,0.471255,0.308704,7.74771,7.67483
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,14,7.128,0.002389,0.478764,0.30832,8.00284,7.91747
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,15,6.43485,0.0022,0.471375,0.306112,7.2818,7.21453
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,16,6.61686,0.002211,0.474544,0.3064,7.47246,7.40002
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,17,6.30448,0.002119,0.469015,0.307328,7.14938,7.08294
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,18,6.40925,0.00203,0.466244,0.308896,7.25303,7.18642
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,19,6.74317,0.00199,0.477523,0.310368,7.60039,7.53305
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,20,6.8648,0.00221,0.476545,0.307648,7.72244,7.6512
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,21,7.05789,0.00224,0.477425,0.307232,7.9291,7.84479
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,22,6.38682,0.00224,0.477695,0.30848,7.24245,7.17523
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,23,6.80848,0.0022,0.475064,0.306976,7.6619,7.59272
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,24,6.80125,0.00204,0.468814,0.308256,7.64699,7.58036
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,25,6.40934,0.0024,0.475896,0.308448,7.26514,7.19609
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,26,6.58698,0.00199,0.471134,0.305376,7.43602,7.36548
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,27,6.38288,0.00225,0.474455,0.310432,7.25053,7.17002
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,28,6.7663,0.00216,0.473015,0.309088,7.62128,7.55057
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,29,7.1191,0.00215,0.476314,0.309152,7.97672,7.90672
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,30,6.72534,0.00217,0.481595,0.307712,7.60174,7.51682
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,31,6.52106,0.00182,0.472104,0.307296,7.37087,7.30228
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,32,6.5968,0.002141,0.473785,0.309632,7.45389,7.38236
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,33,6.36381,0.00212,0.473924,0.306016,7.21573,7.14587
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,34,6.46656,0.00238,0.472764,0.30656,7.32134,7.24826
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,35,6.47533,0.002181,0.473415,0.309792,7.33406,7.26072
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,36,6.51338,0.002081,0.469095,0.308512,7.35975,7.29306
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,37,6.44394,0.002219,0.473755,0.308384,7.30094,7.22829
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,38,6.38554,0.002029,0.468495,0.31136,7.23245,7.16742
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,39,6.52211,0.00205,0.472295,0.309504,7.37763,7.30596
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,40,6.82285,0.00216,0.478644,0.306848,7.6789,7.6105
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,41,6.50774,0.002151,0.474885,0.305792,7.35956,7.29057
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,42,6.39286,0.00222,0.479984,0.309216,7.25675,7.18428
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,43,6.47907,0.00229,0.476185,0.307776,7.33329,7.26532
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,44,6.64061,0.00221,0.473084,0.306464,7.4941,7.42237
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,45,6.31667,0.00197,0.472114,0.305408,7.17094,7.09616
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,46,6.47789,0.00212,0.471325,0.307264,7.32318,7.2586
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,47,7.00794,0.00216,0.474055,0.308384,7.8657,7.79253
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,48,6.87491,0.00222,0.477374,0.312416,7.75153,7.66692
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,49,6.5511,0.002251,0.472985,0.306272,7.40261,7.33261
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,50,6.38499,0.00214,0.472844,0.30624,7.23608,7.16622
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,51,6.42086,0.0019,0.481494,0.309024,7.28162,7.21328
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,52,6.63379,0.002159,0.470636,0.30656,7.48471,7.41315
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,53,6.35453,0.002019,0.473195,0.306688,7.20427,7.13643
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,54,6.49104,0.00243,0.472794,0.309312,7.35194,7.27558
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,55,6.39053,0.002068,0.479215,0.30544,7.24298,7.17725
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,56,6.45075,0.00232,0.468114,0.301856,7.29107,7.22304
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,57,6.94582,0.00233,0.475274,0.309888,7.81866,7.73332
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,58,6.55219,0.002269,0.476135,0.303744,7.39961,7.33434
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,59,7.0311,0.00215,0.474974,0.306304,7.8842,7.81453
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,60,6.4433,0.00215,0.480424,0.310112,7.30667,7.23598
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,61,7.03011,0.0022,0.480214,0.311744,7.90998,7.82427
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,62,6.46947,0.002141,0.471065,0.304864,7.31614,7.24754
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,63,6.50419,0.00215,0.473124,0.307776,7.35782,7.28724
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,64,6.5704,0.00221,0.471234,0.305184,7.41771,7.34903
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,65,6.4657,0.002231,0.471645,0.308576,7.32131,7.24815
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,66,6.44806,0.00221,0.474264,0.304,7.29872,7.22854
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,67,6.64854,0.00216,0.473825,0.307744,7.5031,7.43227
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,68,6.84966,0.002109,0.478365,0.307936,7.70867,7.63807
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,69,6.59475,0.00225,0.474555,0.305152,7.44625,7.37671
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,70,6.47395,0.00226,0.474206,0.307136,7.33082,7.25755
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,71,6.48349,0.00215,0.472355,0.308512,7.33701,7.26651
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,72,6.44314,0.002301,0.472774,0.307872,7.29938,7.22608
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,73,6.74973,0.002031,0.473874,0.309728,7.60414,7.53536
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",256,74,6.68979,0.00193,0.470934,0.31024,7.54097,7.4729
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,0,12.9162,0.002061,1.91803,0.874816,15.8168,15.7111
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,1,12.7419,0.001831,1.90705,0.885984,15.6073,15.5368
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,2,13.3709,0.00218,1.91103,0.87872,16.2366,16.1628
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,3,13.674,0.00213,1.91841,0.870976,16.5467,16.4656
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,4,13.3205,0.00209,1.91433,0.874016,16.1888,16.111
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,5,13.2156,0.00225,1.91754,0.874688,16.0913,16.0101
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,6,12.8416,0.001711,1.90828,0.870688,15.7,15.6223
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,7,13.8622,0.00213,1.92082,0.874528,16.7439,16.6597
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,8,12.5848,0.00178,1.913,0.886432,15.4568,15.386
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,9,13.6796,0.00206,1.91987,0.875072,16.5575,16.4766
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,10,12.7581,0.00226,1.91999,0.869888,15.6275,15.5502
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,11,14.0341,0.002161,1.91697,0.875392,16.9198,16.8286
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,12,12.4869,0.002079,1.91382,0.870368,15.3526,15.2731
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,13,12.3987,0.0021,1.92325,0.870272,15.2743,15.1943
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,14,13.0969,0.00204,1.9183,0.874048,15.9696,15.8912
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,15,12.4829,0.00218,1.91918,0.87168,15.3596,15.276
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,16,13.2778,0.00206,1.9121,0.875392,16.2051,16.0674
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,17,13.4176,0.00218,1.91881,0.871584,16.2867,16.2101
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,18,12.7919,0.00222,1.91312,0.873536,15.6534,15.5808
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,19,13.535,0.002079,1.91604,0.874848,16.4051,16.328
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,20,14.0321,0.002189,1.91779,0.87312,16.916,16.8252
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,21,12.8813,0.00205,1.91035,0.882336,15.7493,15.6761
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,22,13.9143,0.002071,1.92019,0.875008,16.7925,16.7116
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,23,13.0263,0.00233,1.91628,0.87424,15.9037,15.8192
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,24,12.721,0.00234,1.91442,0.875264,15.5905,15.513
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,25,13.6146,0.00219,1.91824,0.878112,16.5269,16.4131
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,26,12.598,0.00189,1.91375,0.871328,15.4568,15.385
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,27,12.4699,0.00192,1.91081,0.876672,15.3334,15.2593
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,28,13.1708,0.002021,1.9054,0.873056,16.0258,15.9513
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,29,12.9565,0.00214,1.91719,0.872256,15.8257,15.7481
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,30,12.6703,0.00207,1.91169,0.875456,15.5369,15.4595
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,31,13.4234,0.00204,1.91673,0.872928,16.2888,16.2151
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,32,12.9931,0.00206,1.9138,0.870816,15.8529,15.7798
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,33,13.8977,0.002439,1.91888,0.871968,16.7768,16.691
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,34,12.4994,0.00226,1.92108,0.870528,15.3732,15.2933
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,35,13.8451,0.00223,1.91743,0.871136,16.7157,16.6359
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,36,12.6358,0.00226,1.91539,0.87056,15.5078,15.424
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,37,13.4316,0.00203,1.92188,0.877856,16.3117,16.2334
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,38,14.1386,0.00232,1.92019,0.87552,17.0269,16.9366
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,39,12.5888,0.00215,1.92022,0.87664,15.4697,15.3878
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,40,13.9098,0.00233,1.9188,0.876512,16.8006,16.7074
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,41,12.8976,0.00216,1.92051,0.875168,15.7752,15.6955
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,42,12.8829,0.002151,1.92142,0.873152,15.7547,15.6796
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,43,12.8536,0.002,1.91975,0.872736,15.7283,15.6481
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,44,12.591,0.00211,1.91715,0.872576,15.4601,15.3829
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,45,13.0797,0.002221,1.9223,0.875168,15.9669,15.8794
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,46,13.1284,0.00215,1.91403,0.891616,16.0122,15.9362
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,47,12.6339,0.00194,1.91556,0.87392,15.4984,15.4253
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,48,13.7946,0.00207,1.92294,0.872288,16.6744,16.5919
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,49,12.8917,0.00222,1.90873,0.87216,15.7465,15.6748
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,50,13.2485,0.00199,1.91623,0.873632,16.1138,16.0404
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,51,12.9118,0.001919,1.91454,0.869792,15.7731,15.6981
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,52,12.7407,0.00189,1.91056,0.873888,15.5996,15.527
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,53,12.8996,0.00208,1.91405,0.869984,15.76,15.6857
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,54,13.0226,0.00212,1.9259,0.871488,15.9071,15.8221
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,55,12.5931,0.002051,1.91675,0.875424,15.4642,15.3873
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,56,12.9084,0.00208,1.9176,0.874368,15.7834,15.7024
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,57,12.7625,0.00212,1.91688,0.87088,15.6318,15.5524
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,58,12.8362,0.00212,1.9202,0.8736,15.7097,15.6321
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,59,12.8797,0.00233,1.91691,0.87088,15.7488,15.6698
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,60,12.976,0.00215,1.91578,0.872768,15.843,15.7667
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,61,13.257,0.00223,1.91765,0.872736,16.1285,16.0496
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,62,13.0419,0.00207,1.90741,0.870144,15.895,15.8215
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,63,13.6015,0.00227,1.91361,0.877568,16.4761,16.395
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,64,13.6758,0.00224,1.91297,0.872864,16.6105,16.4638
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,65,12.3739,0.00208,1.91731,0.875104,15.2482,15.1683
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,66,12.8308,0.00223,1.9168,0.881312,15.7102,15.6312
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,67,13.9116,0.00211,1.91417,0.87264,16.7881,16.7006
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,68,13.5966,0.00244,1.9209,0.874176,16.4838,16.3942
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,69,13.5716,0.002091,1.91788,0.870176,16.4468,16.3618
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,70,13.2508,0.00205,1.93418,0.876,16.1474,16.063
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,71,13.1661,0.00229,1.91598,0.884352,16.0466,15.9687
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,72,12.5148,0.002178,1.92411,0.872384,15.395,15.3135
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,73,13.6973,0.00216,1.91583,0.873472,16.575,16.4888
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",320,74,12.4131,0.002041,1.92135,0.872128,15.2858,15.2086
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,0,23.545,0.002131,3.46831,1.55853,28.6661,28.574
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,1,23.3487,0.00213,3.46358,1.56118,28.4704,28.3756
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,2,22.7801,0.00203,3.46087,1.56822,27.9041,27.8112
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,3,23.5827,0.00208,3.46464,1.56381,28.7073,28.6132
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,4,23.1826,0.00242,3.46381,1.55875,28.3005,28.2076
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,5,23.2525,0.00241,3.4632,1.56326,28.367,28.2814
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,6,22.8665,0.00209,3.46185,1.5577,27.9743,27.8881
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,7,23.6615,0.002109,3.45994,1.55955,28.7707,28.6831
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,8,23.6947,0.00242,3.47167,1.56371,28.8256,28.7325
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,9,23.2437,0.002369,3.4628,1.55846,28.3526,28.2673
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,10,23.0364,0.00209,3.46576,1.56067,28.1512,28.065
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,11,23.7895,0.00221,3.46231,1.56832,28.9123,28.8224
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,12,23.3512,0.002229,3.46633,1.5649,28.4774,28.3847
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,13,22.8446,0.00205,3.4667,1.56342,27.9687,27.8768
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,14,23.145,0.00205,3.46625,1.56301,28.2644,28.1763
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,15,23.5171,0.00217,3.46801,1.56013,28.6326,28.5474
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,16,23.211,0.002359,3.46619,1.56435,28.3315,28.2439
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,17,23.2991,0.00214,3.46681,1.55917,28.4208,28.3272
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,18,22.9469,0.0021,3.46226,1.55926,28.0609,27.9705
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,19,23.2659,0.00209,3.46088,1.56582,28.3882,28.2947
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,20,23.6335,0.00199,3.46556,1.56342,28.7609,28.6645
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,21,23.6966,0.00208,3.46065,1.56413,28.8158,28.7235
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,22,23.0477,0.00211,3.46776,1.56221,28.1755,28.0798
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,23,23.139,0.00217,3.46676,1.56304,28.2587,28.1709
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,24,23.5914,0.002139,3.45998,1.55862,28.7001,28.6121
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,25,23.3348,0.00241,3.46715,1.55923,28.4602,28.3636
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,26,23.2699,0.00203,3.46713,1.56502,28.3933,28.3041
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,27,22.9858,0.002241,3.46564,1.56144,28.1039,28.0151
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,28,23.028,0.00206,3.46065,1.56602,28.1451,28.0568
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,29,23.0541,0.00226,3.46143,1.56861,28.1768,28.0864
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,30,23.6114,0.00223,3.46112,1.55926,28.72,28.634
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,31,23.5235,0.00221,3.46906,1.56138,28.6422,28.5562
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,32,23.159,0.002239,3.4704,1.5592,28.2822,28.1908
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,33,22.9625,0.002141,3.46527,1.56141,28.0762,27.9913
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,34,23.3411,0.00225,3.46642,1.57373,28.4748,28.3835
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,35,23.4571,0.00205,3.46853,1.56278,28.5767,28.4905
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,36,23.2547,0.00217,3.46072,1.56538,28.3737,28.2829
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,37,23.3993,0.00221,3.46677,1.56086,28.5091,28.4292
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,38,23.1346,0.002061,3.46462,1.56122,28.2472,28.1625
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,39,23.1465,0.002231,3.46501,1.55888,28.2547,28.1726
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,40,23.4342,0.00227,3.46441,1.55674,28.5442,28.4577
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,41,23.5389,0.00204,3.46464,1.56768,28.6646,28.5732
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,42,22.833,0.00223,3.46548,1.55776,27.9442,27.8585
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,43,23.2531,0.002191,3.46768,1.56246,28.3702,28.2855
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,44,24.0022,0.002139,3.4611,1.56122,29.117,29.0267
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,45,23.4911,0.00226,3.46579,1.56602,28.6149,28.5252
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,46,23.3455,0.002051,3.466,1.55856,28.457,28.3721
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,47,23.8028,0.00209,3.46368,1.55933,28.9202,28.8279
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,48,23.7275,0.00205,3.46841,1.56432,28.8602,28.7623
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,49,23.3536,0.002082,3.46365,1.56253,28.4659,28.3819
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,50,23.4894,0.00212,3.46613,1.56458,28.6168,28.5223
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,51,23.2364,0.002199,3.46633,1.56285,28.3611,28.2678
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,52,23.0648,0.0021,3.46113,1.56013,28.1771,28.0881
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,53,23.4108,0.002091,3.46635,1.56451,28.5436,28.4437
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,54,23.6842,0.002231,3.4645,1.5599,28.7952,28.7108
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,55,23.2014,0.00215,3.46243,1.56099,28.3145,28.2269
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,56,23.52,0.00222,3.466,1.56358,28.6459,28.5518
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,57,23.1856,0.00277,3.46262,1.56742,28.3034,28.2184
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,58,23.3394,0.001951,3.46606,1.56493,28.4589,28.3723
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",384,59,23.2351,0.002071,3.46409,1.5639,28.3471,28.2651
