dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ns | Ds",64,0,184.156,0,0.03556,51.6304,235.922,235.822
1,float,uniform,CPU,"Ns | Ds",64,27,0.02864,0,0.01826,0.005408,0.089859,0.052308
1,float,uniform,CPU,"Ns | Ds",64,28,0.032064,0,0.01876,0.005792,0.096269,0.056616
1,float,uniform,CPU,"Ns | Ds",64,29,0.030336,0,0.01833,0.005536,0.093009,0.054202
1,float,uniform,CPU,"Ns | Ds",64,30,0.02896,0,0.01894,0.00512,0.091099,0.05302
1,float,uniform,CPU,"Ns | Ds",64,31,0.029504,0,0.01885,0.00816,0.096809,0.056514
1,float,uniform,CPU,"Ns | Ds",64,32,0.029216,0,0.01848,0.004448,0.091299,0.052144
1,float,uniform,CPU,"Ns | Ds",64,33,0.03008,0,0.01846,0.013376,0.098699,0.061916
1,float,uniform,CPU,"Ns | Ds",64,34,0.030752,0,0.194378,0.004576,0.269747,0.229706
1,float,uniform,CPU,"Ns | Ds",64,35,0.031552,0,0.01813,0.005824,0.093429,0.055506
1,float,uniform,CPU,"Ns | Ds",64,36,0.03184,0,0.01835,0.005344,0.093819,0.055534
1,float,uniform,CPU,"Ns | Ds",64,37,0.029568,0,0.01807,0.00608,0.091049,0.053718
1,float,uniform,CPU,"Ns | Ds",64,38,0.028736,0,0.018319,0.005248,0.089099,0.052303
1,float,uniform,CPU,"Ns | Ds",64,39,0.031264,0,0.01876,0.005792,0.095208,0.055816
1,float,uniform,CPU,"Ns | Ds",64,40,0.0296,0,0.01813,0.0048,0.091488,0.05253
1,float,uniform,CPU,"Ns | Ds",64,41,0.028992,0,0.01826,0.00592,0.091699,0.053172
1,float,uniform,CPU,"Ns | Ds",64,42,0.028384,0,0.01805,0.005568,0.088129,0.052002
1,float,uniform,CPU,"Ns | Ds",64,43,0.027424,0,0.01841,0.005536,0.194288,0.05137
1,float,uniform,CPU,"Ns | Ds",64,44,0.02928,0,0.01502,0.008128,0.08423,0.052428
1,float,uniform,CPU,"Ns | Ds",64,45,0.031008,0,0.018409,0.004704,0.092599,0.054121
1,float,uniform,CPU,"Ns | Ds",64,46,0.028672,0,0.01827,0.007296,0.092589,0.054238
1,float,uniform,CPU,"Ns | Ds",64,47,0.030176,0,0.018319,0.00576,0.093199,0.054255
1,float,uniform,CPU,"Ns | Ds",64,48,0.029984,0,0.019159,0.005312,0.092959,0.054455
1,float,uniform,CPU,"Ns | Ds",64,49,0.030848,0,0.01947,0.005568,0.095119,0.055886
1,float,uniform,CPU,"Ns | Ds",64,50,0.029152,0,0.01818,0.007808,0.093609,0.05514
1,float,uniform,CPU,"Ns | Ds",64,51,0.02864,0,0.01844,0.007552,0.091929,0.054632
1,float,uniform,CPU,"Ns | Ds",64,52,0.030368,0,0.01818,0.005376,0.090659,0.053924
1,float,uniform,CPU,"Ns | Ds",64,53,0.036704,0,0.01842,0.005632,0.107419,0.060756
1,float,uniform,CPU,"Ns | Ds",64,54,0.028512,0,0.018419,0.005792,0.090679,0.052723
1,float,uniform,CPU,"Ns | Ds",64,55,0.031744,0,0.018519,0.004352,0.095309,0.054615
1,float,uniform,CPU,"Ns | Ds",64,56,0.030976,0,0.018329,0.005536,0.092679,0.054841
1,float,uniform,CPU,"Ns | Ds",64,57,0.027296,0,0.01533,0.006816,0.080259,0.049442
1,float,uniform,CPU,"Ns | Ds",64,58,0.029248,0,0.01858,0.005536,0.093349,0.053364
1,float,uniform,CPU,"Ns | Ds",64,59,0.028896,0,0.01811,0.004928,0.091699,0.051934
1,float,uniform,CPU,"Ns | Ds",64,60,0.03024,0,0.0186,0.00608,0.092568,0.05492
1,float,uniform,CPU,"Ns | Ds",64,61,0.030592,0,0.01838,0.0064,0.092519,0.055372
1,float,uniform,CPU,"Ns | Ds",64,62,0.031488,0,0.01854,0.005856,0.095448,0.055884
1,float,uniform,CPU,"Ns | Ds",64,63,0.031008,0,0.01824,0.005824,0.091989,0.055072
1,float,uniform,CPU,"Ns | Ds",64,64,0.030368,0,0.01826,0.00992,0.098329,0.058548
1,float,uniform,CPU,"Ns | Ds",64,65,0.028384,0,0.01806,0.0056,0.090959,0.052044
1,float,uniform,CPU,"Ns | Ds",64,66,0.031264,0,0.01859,0.005184,0.094709,0.055038
1,float,uniform,CPU,"Ns | Ds",64,67,0.029056,0,0.01864,0.005888,0.091488,0.053584
1,float,uniform,CPU,"Ns | Ds",64,68,0.030144,0,0.01821,0.00512,0.090939,0.053474
1,float,uniform,CPU,"Ns | Ds",64,69,0.02736,0,0.01453,0.006784,0.07958,0.048674
1,float,uniform,CPU,"Ns | Ds",64,70,0.026848,0,0.01458,0.006464,0.07819,0.047892
1,float,uniform,CPU,"Ns | Ds",64,71,0.028608,0,0.014708,0.00672,0.081429,0.050036
1,float,uniform,CPU,"Ns | Ds",64,72,0.030784,0,0.01818,0.00512,0.091649,0.054084
1,float,uniform,CPU,"Ns | Ds",64,73,0.027392,0,0.01826,0.00528,0.088468,0.050932
1,float,uniform,CPU,"Ns | Ds",64,74,0.032064,0,0.01828,0.008128,0.099629,0.058472
1,float,uniform,CPU,"Ns | Ds",128,0,0.057856,0,0.02203,0.01168,0.138349,0.091566
1,float,uniform,CPU,"Ns | Ds",128,1,0.031616,0,0.019108,0.005536,0.096949,0.05626
1,float,uniform,CPU,"Ns | Ds",128,2,0.028864,0,0.01835,0.004544,0.091349,0.051758
1,float,uniform,CPU,"Ns | Ds",128,3,0.030272,0,0.018639,0.005536,0.091329,0.054447
1,float,uniform,CPU,"Ns | Ds",128,4,0.03152,0,0.018519,0.004608,0.095539,0.054647
1,float,uniform,CPU,"Ns | Ds",128,5,0.029344,0,0.019469,0.006688,0.095069,0.055501
1,float,uniform,CPU,"Ns | Ds",128,6,0.028192,0,0.018918,0.004448,0.090239,0.051558
1,float,uniform,CPU,"Ns | Ds",128,7,0.030464,0,0.01846,0.006304,0.094199,0.055228
1,float,uniform,CPU,"Ns | Ds",128,8,0.02992,0,0.018529,0.004288,0.090949,0.052737
1,float,uniform,CPU,"Ns | Ds",128,9,0.027008,0,0.015179,0.00672,0.080089,0.048907
1,float,uniform,CPU,"Ns | Ds",128,10,0.043264,0,0.01886,0.005248,0.108449,0.067372
1,float,uniform,CPU,"Ns | Ds",128,11,0.0296,0,0.01858,0.004544,0.091419,0.052724
1,float,uniform,CPU,"Ns | Ds",128,12,0.031584,0,0.01889,0.004704,0.095999,0.055178
1,float,uniform,CPU,"Ns | Ds",128,13,0.030496,0,0.01843,0.004416,0.093229,0.053342
1,float,uniform,CPU,"Ns | Ds",128,14,0.030496,0,0.01892,0.006624,0.094769,0.05604
1,float,uniform,CPU,"Ns | Ds",128,15,0.031904,0,0.0186,0.005248,0.094169,0.055752
1,float,uniform,CPU,"Ns | Ds",128,16,0.029568,0,0.018611,0.00448,0.091249,0.052659
1,float,uniform,CPU,"Ns | Ds",128,17,0.035072,0,0.0181,0.005888,0.097418,0.05906
1,float,uniform,CPU,"Ns | Ds",128,18,0.031552,0,0.01869,0.005856,0.094979,0.056098
1,float,uniform,CPU,"Ns | Ds",128,19,0.031072,0,0.01837,0.006304,0.096919,0.055746
1,float,uniform,CPU,"Ns | Ds",128,20,0.032576,0,0.0182,0.004736,0.093749,0.055512
1,float,uniform,CPU,"Ns | Ds",128,21,0.030368,0,0.0185,0.005248,0.091559,0.054116
1,float,uniform,CPU,"Ns | Ds",128,22,0.026784,0,0.01468,0.00672,0.082019,0.048184
1,float,uniform,CPU,"Ns | Ds",128,23,0.031456,0,0.01844,0.004576,0.094679,0.054472
1,float,uniform,CPU,"Ns | Ds",128,24,0.030912,0,0.01892,0.00544,0.096149,0.055272
1,float,uniform,CPU,"Ns | Ds",128,25,0.02912,0,0.01847,0.00512,0.091249,0.05271
1,float,uniform,CPU,"Ns | Ds",128,26,0.029312,0,0.01879,0.006144,0.091589,0.054246
1,float,uniform,CPU,"Ns | Ds",128,27,0.028608,0,0.01839,0.005504,0.195158,0.052502
1,float,uniform,CPU,"Ns | Ds",128,28,0.030144,0,0.018629,0.005248,0.093599,0.054021
1,float,uniform,CPU,"Ns | Ds",128,29,0.03024,0,0.01801,0.005056,0.090939,0.053306
1,float,uniform,CPU,"Ns | Ds",128,30,0.028704,0,0.01801,0.004416,0.090089,0.05113
1,float,uniform,CPU,"Ns | Ds",128,31,0.031872,0,0.01843,0.005472,0.096399,0.055774
1,float,uniform,CPU,"Ns | Ds",128,32,0.031072,0,0.019769,0.004608,0.094889,0.055449
1,float,uniform,CPU,"Ns | Ds",128,33,0.029184,0,0.01859,0.005408,0.091769,0.053182
1,float,uniform,CPU,"Ns | Ds",128,34,0.028832,0,0.01809,0.006336,0.092539,0.053258
1,float,uniform,CPU,"Ns | Ds",128,35,0.029568,0,0.018341,0.006016,0.092789,0.053925
1,float,uniform,CPU,"Ns | Ds",128,36,0.03344,0,0.01879,0.004672,0.098909,0.056902
1,float,uniform,CPU,"Ns | Ds",128,37,0.031264,0,0.01828,0.005184,0.094548,0.054728
1,float,uniform,CPU,"Ns | Ds",128,38,0.030432,0,0.01874,0.003648,0.094259,0.05282
1,float,uniform,CPU,"Ns | Ds",128,39,0.031616,0,0.01831,0.007072,0.096599,0.056998
1,float,uniform,CPU,"Ns | Ds",128,40,0.030368,0,0.01803,0.004352,0.092488,0.05275
1,float,uniform,CPU,"Ns | Ds",128,41,0.030624,0,0.01839,0.006112,0.091989,0.055126
1,float,uniform,CPU,"Ns | Ds",128,42,0.029696,0,0.01867,0.004896,0.093109,0.053262
1,float,uniform,CPU,"Ns | Ds",128,43,0.028224,0,0.018539,0.005216,0.090619,0.051979
1,float,uniform,CPU,"Ns | Ds",128,44,0.02896,0,0.01844,0.004672,0.091079,0.052072
1,float,uniform,CPU,"Ns | Ds",128,45,0.033024,0,0.0184,0.004576,0.095719,0.056
1,float,uniform,CPU,"Ns | Ds",128,46,0.030496,0,0.014681,0.006816,0.086619,0.051993
1,float,uniform,CPU,"Ns | Ds",128,47,0.029888,0,0.01813,0.005312,0.090549,0.05333
1,float,uniform,CPU,"Ns | Ds",128,48,0.034624,0,0.01869,0.005696,0.098328,0.05901
1,float,uniform,CPU,"Ns | Ds",128,49,0.027936,0,0.018471,0.005152,0.089799,0.051559
1,float,uniform,CPU,"Ns | Ds",128,50,0.030336,0,0.01874,0.006176,0.097158,0.055252
1,float,uniform,CPU,"Ns | Ds",128,51,0.029792,0,0.018661,0.00624,0.094649,0.054693
1,float,uniform,CPU,"Ns | Ds",128,52,0.02912,0,0.018799,0.004448,0.091359,0.052367
1,float,uniform,CPU,"Ns | Ds",128,53,0.028704,0,0.018249,0.005408,0.090859,0.052361
1,float,uniform,CPU,"Ns | Ds",128,54,0.031168,0,0.019139,0.006688,0.094819,0.056995
1,float,uniform,CPU,"Ns | Ds",128,55,0.030016,0,0.01868,0.005952,0.095359,0.054648
1,float,uniform,CPU,"Ns | Ds",128,56,0.02976,0,0.01853,0.00608,0.09339,0.05437
1,float,uniform,CPU,"Ns | Ds",128,57,0.031904,0,0.018249,0.00512,0.093259,0.055273
1,float,uniform,CPU,"Ns | Ds",128,58,0.035424,0,0.01834,0.005536,0.099369,0.0593
1,float,uniform,CPU,"Ns | Ds",128,59,0.029312,0,0.019699,0.00464,0.097829,0.053651
1,float,uniform,CPU,"Ns | Ds",128,60,0.028032,0,0.01468,0.006624,0.080179,0.049336
1,float,uniform,CPU,"Ns | Ds",128,61,0.029216,0,0.01834,0.005408,0.091219,0.052964
1,float,uniform,CPU,"Ns | Ds",128,62,0.02864,0,0.01832,0.004416,0.090469,0.051376
1,float,uniform,CPU,"Ns | Ds",128,63,0.03328,0,0.01845,0.004736,0.097489,0.056466
1,float,uniform,CPU,"Ns | Ds",128,64,0.03216,0,0.0187,0.005376,0.096769,0.056236
1,float,uniform,CPU,"Ns | Ds",128,65,0.03136,0,0.01892,0.005248,0.094579,0.055528
1,float,uniform,CPU,"Ns | Ds",128,66,0.029408,0,0.01843,0.005088,0.093439,0.052926
1,float,uniform,CPU,"Ns | Ds",128,67,0.03056,0,0.01834,0.004608,0.101509,0.053508
1,float,uniform,CPU,"Ns | Ds",128,68,0.029152,0,0.01896,0.004352,0.091349,0.052464
1,float,uniform,CPU,"Ns | Ds",128,69,0.028288,0,0.01841,0.004992,0.09055,0.05169
1,float,uniform,CPU,"Ns | Ds",128,70,0.02752,0,0.018149,0.007392,0.091999,0.053061
1,float,uniform,CPU,"Ns | Ds",128,71,0.028736,0,0.01833,0.004576,0.090739,0.051642
1,float,uniform,CPU,"Ns | Ds",128,72,0.033376,0,0.01831,0.004384,0.096288,0.05607
1,float,uniform,CPU,"Ns | Ds",128,73,0.032096,0,0.01835,0.006592,0.096369,0.057038
1,float,uniform,CPU,"Ns | Ds",128,74,0.139808,0,0.018569,0.005408,0.204317,0.163785
1,float,uniform,CPU,"Ns | Ds",192,0,0.058464,0,0.02306,0.010368,0.139688,0.091892
1,float,uniform,CPU,"Ns | Ds",192,1,0.029792,0,0.019249,0.005696,0.092669,0.054737
1,float,uniform,CPU,"Ns | Ds",192,2,0.030112,0,0.01912,0.008352,0.098499,0.057584
1,float,uniform,CPU,"Ns | Ds",192,3,0.029344,0,0.020049,0.00448,0.092279,0.053873
1,float,uniform,CPU,"Ns | Ds",192,4,0.029888,0,0.02017,0.005536,0.09449,0.055594
1,float,uniform,CPU,"Ns | Ds",192,5,0.029536,0,0.019039,0.007584,0.093449,0.056159
1,float,uniform,CPU,"Ns | Ds",192,6,0.027808,0,0.01889,0.007872,0.092889,0.05457
1,float,uniform,CPU,"Ns | Ds",192,7,0.030368,0,0.019229,0.005376,0.099479,0.054973
1,float,uniform,CPU,"Ns | Ds",192,8,0.038656,0,0.01921,0.0064,0.103798,0.064266
1,float,uniform,CPU,"Ns | Ds",192,9,0.030912,0,0.01918,0.005696,0.092279,0.055788
1,float,uniform,CPU,"Ns | Ds",192,10,0.031616,0,0.019399,0.005376,0.095899,0.056391
1,float,uniform,CPU,"Ns | Ds",192,11,0.0304,0,0.01908,0.00576,0.093209,0.05524
1,float,uniform,CPU,"Ns | Ds",192,12,0.030912,0,0.01935,0.005152,0.092329,0.055414
1,float,uniform,CPU,"Ns | Ds",192,13,0.029376,0,0.019659,0.006944,0.093699,0.055979
1,float,uniform,CPU,"Ns | Ds",192,14,0.029824,0,0.01894,0.005376,0.093419,0.05414
1,float,uniform,CPU,"Ns | Ds",192,15,0.029824,0,0.103729,0.007872,0.180258,0.141425
1,float,uniform,CPU,"Ns | Ds",192,16,0.03104,0,0.01981,0.006464,0.094719,0.057314
1,float,uniform,CPU,"Ns | Ds",192,17,0.03136,0,0.01548,0.00928,0.089979,0.05612
1,float,uniform,CPU,"Ns | Ds",192,18,0.033248,0,0.018109,0.005856,0.094409,0.057213
1,float,uniform,CPU,"Ns | Ds",192,19,0.029824,0,0.01958,0.006112,0.093139,0.055516
1,float,uniform,CPU,"Ns | Ds",192,20,0.03088,0,0.0198,0.00736,0.096769,0.05804
1,float,uniform,CPU,"Ns | Ds",192,21,0.0312,0,0.01933,0.00736,0.09757,0.05789
1,float,uniform,CPU,"Ns | Ds",192,22,0.029696,0,0.01933,0.005408,0.092549,0.054434
1,float,uniform,CPU,"Ns | Ds",192,23,0.029152,0,0.01893,0.0056,0.091289,0.053682
1,float,uniform,CPU,"Ns | Ds",192,24,0.026976,0,0.015339,0.006624,0.080039,0.048939
1,float,uniform,CPU,"Ns | Ds",192,25,0.029344,0,0.01915,0.005824,0.091849,0.054318
1,float,uniform,CPU,"Ns | Ds",192,26,0.029536,0,0.019219,0.005472,0.092689,0.054227
1,float,uniform,CPU,"Ns | Ds",192,27,0.031488,0,0.01902,0.006784,0.097339,0.057292
1,float,uniform,CPU,"Ns | Ds",192,28,0.02848,0,0.01909,0.005536,0.090779,0.053106
1,float,uniform,CPU,"Ns | Ds",192,29,0.03024,0,0.019239,0.00544,0.093959,0.054919
1,float,uniform,CPU,"Ns | Ds",192,30,0.029024,0,0.02004,0.005056,0.092909,0.05412
1,float,uniform,CPU,"Ns | Ds",192,31,0.031392,0,0.019289,0.005632,0.093669,0.056313
1,float,uniform,CPU,"Ns | Ds",192,32,0.02912,0,0.01888,0.007296,0.093569,0.055296
1,float,uniform,CPU,"Ns | Ds",192,33,0.02848,0,0.019119,0.005728,0.091139,0.053327
1,float,uniform,CPU,"Ns | Ds",192,34,0.028192,0,0.01896,0.005152,0.089929,0.052304
1,float,uniform,CPU,"Ns | Ds",192,35,0.034976,0,0.01878,0.005856,0.100429,0.059612
1,float,uniform,CPU,"Ns | Ds",192,36,0.029248,0,0.01901,0.005664,0.090779,0.053922
1,float,uniform,CPU,"Ns | Ds",192,37,0.031232,0,0.016129,0.006464,0.086769,0.053825
1,float,uniform,CPU,"Ns | Ds",192,38,0.028928,0,0.01876,0.00544,0.092229,0.053128
1,float,uniform,CPU,"Ns | Ds",192,39,0.029984,0,0.01949,0.004544,0.094199,0.054018
1,float,uniform,CPU,"Ns | Ds",192,40,0.029888,0,0.01932,0.005184,0.094519,0.054392
1,float,uniform,CPU,"Ns | Ds",192,41,0.030656,0,0.02431,0.006208,0.101078,0.061174
1,float,uniform,CPU,"Ns | Ds",192,42,0.029504,0,0.019339,0.006304,0.177828,0.055147
1,float,uniform,CPU,"Ns | Ds",192,43,0.031616,0,0.01956,0.005888,0.094729,0.057064
1,float,uniform,CPU,"Ns | Ds",192,44,0.033632,0,0.01913,0.005888,0.096639,0.05865
1,float,uniform,CPU,"Ns | Ds",192,45,0.029632,0,0.01907,0.0056,0.091948,0.054302
1,float,uniform,CPU,"Ns | Ds",192,46,0.028448,0,0.01959,0.005856,0.091879,0.053894
1,float,uniform,CPU,"Ns | Ds",192,47,0.029184,0,0.01968,0.005632,0.093099,0.054496
1,float,uniform,CPU,"Ns | Ds",192,48,0.03248,0,0.019219,0.005664,0.096179,0.057363
1,float,uniform,CPU,"Ns | Ds",192,49,0.030048,0,0.0158,0.00656,0.08511,0.052408
1,float,uniform,CPU,"Ns | Ds",192,50,0.029024,0,0.01901,0.005344,0.091469,0.053378
1,float,uniform,CPU,"Ns | Ds",192,51,0.027968,0,0.018729,0.005792,0.088919,0.052489
1,float,uniform,CPU,"Ns | Ds",192,52,0.02928,0,0.01935,0.005312,0.090399,0.053942
1,float,uniform,CPU,"Ns | Ds",192,53,0.0312,0,0.01974,0.00544,0.094919,0.05638
1,float,uniform,CPU,"Ns | Ds",192,54,0.030656,0,0.01896,0.005312,0.092429,0.054928
1,float,uniform,CPU,"Ns | Ds",192,55,0.028288,0,0.019,0.005632,0.090519,0.05292
1,float,uniform,CPU,"Ns | Ds",192,56,0.030976,0,0.0192,0.007008,0.097029,0.057184
1,float,uniform,CPU,"Ns | Ds",192,57,0.030144,0,0.02031,0.005344,0.094039,0.055798
1,float,uniform,CPU,"Ns | Ds",192,58,0.028992,0,0.019641,0.005664,0.092099,0.054297
1,float,uniform,CPU,"Ns | Ds",192,59,0.029248,0,0.018829,0.007328,0.092929,0.055405
1,float,uniform,CPU,"Ns | Ds",192,60,0.028448,0,0.018849,0.005568,0.092199,0.052865
1,float,uniform,CPU,"Ns | Ds",192,61,0.034624,0,0.01912,0.005696,0.099019,0.05944
1,float,uniform,CPU,"Ns | Ds",192,62,0.031104,0,0.0191,0.00528,0.094129,0.055484
1,float,uniform,CPU,"Ns | Ds",192,63,0.032256,0,0.01946,0.005504,0.094969,0.05722
1,float,uniform,CPU,"Ns | Ds",192,64,0.030784,0,0.01899,0.008672,0.281027,0.058446
1,float,uniform,CPU,"Ns | Ds",192,65,0.029536,0,0.01899,0.005312,0.091559,0.053838
1,float,uniform,CPU,"Ns | Ds",192,66,0.029088,0,0.019769,0.005248,0.090929,0.054105
1,float,uniform,CPU,"Ns | Ds",192,67,0.029472,0,0.01903,0.00528,0.092829,0.053782
1,float,uniform,CPU,"Ns | Ds",192,68,0.029888,0,0.018849,0.005888,0.092839,0.054625
1,float,uniform,CPU,"Ns | Ds",192,69,0.031328,0,0.019458,0.005856,0.092369,0.056642
1,float,uniform,CPU,"Ns | Ds",192,70,0.035808,0,0.01958,0.005952,0.099399,0.06134
1,float,uniform,CPU,"Ns | Ds",192,71,0.03056,0,0.019,0.005504,0.094569,0.055064
1,float,uniform,CPU,"Ns | Ds",192,72,0.029088,0,0.01949,0.005952,0.093129,0.05453
1,float,uniform,CPU,"Ns | Ds",192,73,0.029504,0,0.01949,0.004416,0.093509,0.05341
1,float,uniform,CPU,"Ns | Ds",192,74,0.029984,0,0.01902,0.0056,0.091979,0.054604
1,float,uniform,CPU,"Ns | Ds",256,0,0.05728,0,0.0226,0.01232,0.139258,0.0922
1,float,uniform,CPU,"Ns | Ds",256,1,0.0288,0,0.01861,0.005856,0.091709,0.053266
1,float,uniform,CPU,"Ns | Ds",256,2,0.030368,0,0.01858,0.005792,0.091519,0.05474
1,float,uniform,CPU,"Ns | Ds",256,3,0.03008,0,0.01848,0.005632,0.093629,0.054192
1,float,uniform,CPU,"Ns | Ds",256,4,0.029824,0,0.0186,0.005408,0.09251,0.053832
1,float,uniform,CPU,"Ns | Ds",256,5,0.028992,0,0.018899,0.006752,0.091959,0.054643
1,float,uniform,CPU,"Ns | Ds",256,6,0.032064,0,0.01857,0.005376,0.094439,0.05601
1,float,uniform,CPU,"Ns | Ds",256,7,0.029408,0,0.01923,0.00512,0.092709,0.053758
1,float,uniform,CPU,"Ns | Ds",256,8,0.029632,0,0.01929,0.00592,0.091519,0.054842
1,float,uniform,CPU,"Ns | Ds",256,9,0.028096,0,0.01843,0.005824,0.090279,0.05235
1,float,uniform,CPU,"Ns | Ds",256,10,0.028352,0,0.018719,0.005472,0.090939,0.052543
1,float,uniform,CPU,"Ns | Ds",256,11,0.029408,0,0.01852,0.006304,0.093559,0.054232
1,float,uniform,CPU,"Ns | Ds",256,12,0.035072,0,0.018369,0.00544,0.098709,0.058881
1,float,uniform,CPU,"Ns | Ds",256,13,0.028768,0,0.01835,0.005152,0.08905,0.05227
1,float,uniform,CPU,"Ns | Ds",256,14,0.032064,0,0.01519,0.007584,0.087799,0.054838
1,float,uniform,CPU,"Ns | Ds",256,15,0.03056,0,0.01839,0.007744,0.096339,0.056694
1,float,uniform,CPU,"Ns | Ds",256,16,0.029376,0,0.01944,0.006688,0.094319,0.055504
1,float,uniform,CPU,"Ns | Ds",256,17,0.03008,0,0.01853,0.005856,0.093079,0.054466
1,float,uniform,CPU,"Ns | Ds",256,18,0.029888,0,0.01828,0.005376,0.093159,0.053544
1,float,uniform,CPU,"Ns | Ds",256,19,0.02928,0,0.01866,0.00752,0.092219,0.05546
1,float,uniform,CPU,"Ns | Ds",256,20,0.031264,0,0.01897,0.006112,0.093289,0.056346
1,float,uniform,CPU,"Ns | Ds",256,21,0.03248,0,0.01824,0.00544,0.094169,0.05616
1,float,uniform,CPU,"Ns | Ds",256,22,0.030688,0,0.01841,0.005632,0.09263,0.05473
1,float,uniform,CPU,"Ns | Ds",256,23,0.029344,0,0.01859,0.005888,0.092129,0.053822
1,float,uniform,CPU,"Ns | Ds",256,24,0.029696,0,0.018329,0.005568,0.093319,0.053593
1,float,uniform,CPU,"Ns | Ds",256,25,0.031424,0,0.01836,0.006848,0.095609,0.056632
1,float,uniform,CPU,"Ns | Ds",256,26,0.03088,0,0.02057,0.00592,0.095628,0.05737
1,float,uniform,CPU,"Ns | Ds",256,27,0.027712,0,0.015419,0.00784,0.086079,0.050971
1,float,uniform,CPU,"Ns | Ds",256,28,0.028576,0,0.01851,0.00736,0.093369,0.054446
1,float,uniform,CPU,"Ns | Ds",256,29,0.029312,0,0.01856,0.005696,0.091509,0.053568
1,float,uniform,CPU,"Ns | Ds",256,30,0.030048,0,0.018859,0.005696,0.093919,0.054603
1,float,uniform,CPU,"Ns | Ds",256,31,0.02976,0,0.01627,0.005248,0.089779,0.051278
1,float,uniform,CPU,"Ns | Ds",256,32,0.028576,0,0.01877,0.013248,0.098219,0.060594
1,float,uniform,CPU,"Ns | Ds",256,33,0.031168,0,0.01852,0.005888,0.095689,0.055576
1,float,uniform,CPU,"Ns | Ds",256,34,0.029472,0,0.01936,0.00544,0.093288,0.054272
1,float,uniform,CPU,"Ns | Ds",256,35,0.029344,0,0.019069,0.005696,0.091779,0.054109
1,float,uniform,CPU,"Ns | Ds",256,36,0.03008,0,0.018339,0.00576,0.091959,0.054179
1,float,uniform,CPU,"Ns | Ds",256,37,0.028608,0,0.018609,0.007424,0.092879,0.054641
1,float,uniform,CPU,"Ns | Ds",256,38,0.029632,0,0.01864,0.0056,0.092279,0.053872
1,float,uniform,CPU,"Ns | Ds",256,39,0.036064,0,0.01827,0.005856,0.099829,0.06019
