dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"Ds | Ds",256,39,0.01232,0,0.03619,0.009216,0.091949,0.057726
1,double,uniform,GPU,"Ds | Ds",256,40,0.01312,0,0.03651,0.00848,0.091579,0.05811
1,double,uniform,GPU,"Ds | Ds",256,41,0.012224,0,0.036509,0.008672,0.097169,0.057405
1,double,uniform,GPU,"Ds | Ds",256,42,0.012064,0,0.036289,0.009248,0.091529,0.057601
1,double,uniform,GPU,"Ds | Ds",256,43,0.012896,0,0.0365,0.00896,0.093499,0.058356
1,double,uniform,GPU,"Ds | Ds",256,44,0.012096,0,0.03661,0.00832,0.092439,0.057026
1,double,uniform,GPU,"Ds | Ds",256,45,0.011872,0,0.03642,0.00864,0.091979,0.056932
1,double,uniform,GPU,"Ds | Ds",256,46,0.012256,0,0.036679,0.008832,0.091149,0.057767
1,double,uniform,GPU,"Ds | Ds",256,47,0.012736,0,0.03649,0.00912,0.093848,0.058346
1,double,uniform,GPU,"Ds | Ds",256,48,0.012768,0,0.036359,0.009024,0.091649,0.058151
1,double,uniform,GPU,"Ds | Ds",256,49,0.012448,0,0.036209,0.00816,0.090749,0.056817
1,double,uniform,GPU,"Ds | Ds",256,50,0.013248,0,0.03267,0.009472,0.083729,0.05539
1,double,uniform,GPU,"Ds | Ds",256,51,0.01264,0,0.03516,0.009216,0.088988,0.057016
1,double,uniform,GPU,"Ds | Ds",256,52,0.013312,0,0.03811,0.01072,0.095159,0.062142
1,double,uniform,GPU,"Ds | Ds",256,53,0.013472,0,0.146529,0.009248,0.202978,0.169249
1,double,uniform,GPU,"Ds | Ds",256,54,0.0128,0,0.03653,0.009568,0.093119,0.058898
1,double,uniform,GPU,"Ds | Ds",256,55,0.013184,0,0.036299,0.008896,0.092759,0.058379
1,double,uniform,GPU,"Ds | Ds",256,56,0.012608,0,0.03622,0.00848,0.092159,0.057308
1,double,uniform,GPU,"Ds | Ds",256,57,0.012256,0,0.03255,0.00912,0.083309,0.053926
1,double,uniform,GPU,"Ds | Ds",256,58,0.013056,0,0.03646,0.095872,0.179909,0.145388
1,double,uniform,GPU,"Ds | Ds",256,59,0.013152,0,0.036719,0.007328,0.089659,0.057199
1,double,uniform,GPU,"Ds | Ds",256,60,0.013024,0,0.03692,0.009856,0.092679,0.0598
1,double,uniform,GPU,"Ds | Ds",256,61,0.012672,0,0.037159,0.00832,0.092199,0.058151
1,double,uniform,GPU,"Ds | Ds",256,62,0.012288,0,0.036249,0.00944,0.091489,0.057977
1,double,uniform,GPU,"Ds | Ds",256,63,0.01392,0,0.037059,0.008448,0.092769,0.059427
1,double,uniform,GPU,"Ds | Ds",256,64,0.011744,0,0.036479,0.010176,0.092099,0.058399
1,double,uniform,GPU,"Ds | Ds",256,65,0.012736,0,0.03661,0.008864,0.092729,0.05821
1,double,uniform,GPU,"Ds | Ds",256,66,0.011616,0,0.036269,0.008288,0.096109,0.056173
1,double,uniform,GPU,"Ds | Ds",256,67,0.013952,0,0.03665,0.008288,0.178688,0.05889
1,double,uniform,GPU,"Ds | Ds",256,68,0.012288,0,0.03669,0.008832,0.091019,0.05781
1,double,uniform,GPU,"Ds | Ds",256,69,0.012864,0,0.03669,0.008096,0.092229,0.05765
1,double,uniform,GPU,"Ds | Ds",256,70,0.01152,0,0.03551,0.00928,0.089248,0.05631
1,double,uniform,GPU,"Ds | Ds",256,71,0.012448,0,0.03615,0.009152,0.092379,0.05775
1,double,uniform,GPU,"Ds | Ds",256,72,0.011808,0,0.036679,0.008608,0.091339,0.057095
1,double,uniform,GPU,"Ds | Ds",256,73,0.01248,0,0.036369,0.008256,0.091109,0.057105
1,double,uniform,GPU,"Ds | Ds",256,74,0.013152,0,0.03681,0.008992,0.094429,0.058954
1,double,uniform,GPU,"Ds | Ds",320,0,0.024352,0,0.044999,0.013664,0.126209,0.083015
1,double,uniform,GPU,"Ds | Ds",320,1,0.012864,0,0.039839,0.008288,0.097429,0.060991
1,double,uniform,GPU,"Ds | Ds",320,2,0.014496,0,0.03978,0.009632,0.098729,0.063908
1,double,uniform,GPU,"Ds | Ds",320,3,0.012544,0,0.039219,0.009152,0.095669,0.060915
1,double,uniform,GPU,"Ds | Ds",320,4,0.011968,0,0.039219,0.008768,0.095179,0.059955
1,double,uniform,GPU,"Ds | Ds",320,5,0.012992,0,0.03917,0.007552,0.094478,0.059714
1,double,uniform,GPU,"Ds | Ds",320,6,0.012736,0,0.03592,0.009824,0.087349,0.05848
1,double,uniform,GPU,"Ds | Ds",320,7,0.01216,0,0.03665,0.009408,0.087619,0.058218
1,double,uniform,GPU,"Ds | Ds",320,8,0.012992,0,0.03935,0.006464,0.094329,0.058806
1,double,uniform,GPU,"Ds | Ds",320,9,0.013088,0,0.039009,0.007584,0.094839,0.059681
1,double,uniform,GPU,"Ds | Ds",320,10,0.01184,0,0.03973,0.00832,0.096999,0.05989
1,double,uniform,GPU,"Ds | Ds",320,11,0.012,0,0.039049,0.007648,0.096039,0.058697
1,double,uniform,GPU,"Ds | Ds",320,12,0.012544,0,0.03968,0.007936,0.096349,0.06016
1,double,uniform,GPU,"Ds | Ds",320,13,0.017952,0,0.03968,0.00768,0.098379,0.065312
1,double,uniform,GPU,"Ds | Ds",320,14,0.013312,0,0.03972,0.008928,0.098739,0.06196
1,double,uniform,GPU,"Ds | Ds",320,15,0.012352,0,0.039,0.009184,0.095309,0.060536
1,double,uniform,GPU,"Ds | Ds",320,16,0.01424,0,0.03949,0.008064,0.096348,0.061794
1,double,uniform,GPU,"Ds | Ds",320,17,0.013088,0,0.039379,0.007712,0.095589,0.060179
1,double,uniform,GPU,"Ds | Ds",320,18,0.012032,0,0.03947,0.008448,0.09537,0.05995
1,double,uniform,GPU,"Ds | Ds",320,19,0.012672,0,0.036689,0.009184,0.087039,0.058545
1,double,uniform,GPU,"Ds | Ds",320,20,0.012832,0,0.039059,0.013696,0.099909,0.065587
1,double,uniform,GPU,"Ds | Ds",320,21,0.014048,0,0.039579,0.008704,0.099389,0.062331
1,double,uniform,GPU,"Ds | Ds",320,22,0.013504,0,0.03982,0.008832,0.098249,0.062156
1,double,uniform,GPU,"Ds | Ds",320,23,0.012544,0,0.038979,0.006464,0.092729,0.057987
1,double,uniform,GPU,"Ds | Ds",320,24,0.01264,0,0.03928,0.00848,0.096249,0.0604
1,double,uniform,GPU,"Ds | Ds",320,25,0.012416,0,0.03957,0.010336,0.097679,0.062322
1,double,uniform,GPU,"Ds | Ds",320,26,0.012992,0,0.03975,0.00736,0.09553,0.060102
1,double,uniform,GPU,"Ds | Ds",320,27,0.012128,0,0.03924,0.008384,0.095299,0.059752
1,double,uniform,GPU,"Ds | Ds",320,28,0.012928,0,0.03992,0.00928,0.097629,0.062128
1,double,uniform,GPU,"Ds | Ds",320,29,0.012064,0,0.039089,0.007008,0.093089,0.058161
1,double,uniform,GPU,"Ds | Ds",320,30,0.013152,0,0.03893,0.009056,0.095809,0.061138
1,double,uniform,GPU,"Ds | Ds",320,31,0.012512,0,0.039279,0.006688,0.094069,0.058479
1,double,uniform,GPU,"Ds | Ds",320,32,0.014496,0,0.03952,0.008192,0.096859,0.062208
1,double,uniform,GPU,"Ds | Ds",320,33,0.012672,0,0.03911,0.008512,0.095389,0.060294
1,double,uniform,GPU,"Ds | Ds",320,34,0.012896,0,0.03924,0.0072,0.094399,0.059336
1,double,uniform,GPU,"Ds | Ds",320,35,0.01264,0,0.03879,0.009408,0.094649,0.060838
1,double,uniform,GPU,"Ds | Ds",320,36,0.01136,0,0.03935,0.00736,0.094029,0.05807
1,double,uniform,GPU,"Ds | Ds",320,37,0.01328,0,0.03671,0.011616,0.092659,0.061606
1,double,uniform,GPU,"Ds | Ds",320,38,0.012064,0,0.039169,0.0096,0.096499,0.060833
1,double,uniform,GPU,"Ds | Ds",320,39,0.012192,0,0.03923,0.0072,0.095299,0.058622
1,double,uniform,GPU,"Ds | Ds",320,40,0.014208,0,0.040449,0.007872,0.098419,0.062529
1,double,uniform,GPU,"Ds | Ds",320,41,0.013344,0,0.039809,0.007104,0.097419,0.060257
1,double,uniform,GPU,"Ds | Ds",320,42,0.013856,0,0.03892,0.008288,0.097079,0.061064
1,double,uniform,GPU,"Ds | Ds",320,43,0.014176,0,0.039539,0.006272,0.095419,0.059987
1,double,uniform,GPU,"Ds | Ds",320,44,0.014144,0,0.03923,0.007776,0.096029,0.06115
1,double,uniform,GPU,"Ds | Ds",320,45,0.011872,0,0.045919,0.008096,0.100729,0.065887
1,double,uniform,GPU,"Ds | Ds",320,46,0.0136,0,0.040349,0.008992,0.182018,0.062941
1,double,uniform,GPU,"Ds | Ds",320,47,0.012512,0,0.03913,0.007424,0.093889,0.059066
1,double,uniform,GPU,"Ds | Ds",320,48,0.01248,0,0.03966,0.009472,0.097859,0.061612
1,double,uniform,GPU,"Ds | Ds",320,49,0.013184,0,0.03945,0.0072,0.094459,0.059834
1,double,uniform,GPU,"Ds | Ds",320,50,0.012224,0,0.03939,0.007488,0.094769,0.059102
1,double,uniform,GPU,"Ds | Ds",320,51,0.012608,0,0.03543,0.011744,0.089709,0.059782
1,double,uniform,GPU,"Ds | Ds",320,52,0.013152,0,0.0397,0.006464,0.093359,0.059316
1,double,uniform,GPU,"Ds | Ds",320,53,0.013408,0,0.03954,0.01488,0.103389,0.067828
1,double,uniform,GPU,"Ds | Ds",320,54,0.012736,0,0.03939,0.007584,0.094659,0.05971
1,double,uniform,GPU,"Ds | Ds",320,55,0.013216,0,0.039429,0.008864,0.096179,0.061509
1,double,uniform,GPU,"Ds | Ds",320,56,0.012672,0,0.039639,0.007968,0.095269,0.060279
1,double,uniform,GPU,"Ds | Ds",320,57,0.013184,0,0.03901,0.007968,0.095999,0.060162
1,double,uniform,GPU,"Ds | Ds",320,58,0.012384,0,0.039469,0.00752,0.096269,0.059373
1,double,uniform,GPU,"Ds | Ds",320,59,0.012704,0,0.03962,0.00848,0.096809,0.060804
1,double,uniform,GPU,"Ds | Ds",320,60,0.011904,0,0.03893,0.008352,0.094539,0.059186
1,double,uniform,GPU,"Ds | Ds",320,61,0.013088,0,0.044179,0.008992,0.102319,0.066259
1,double,uniform,GPU,"Ds | Ds",320,62,0.0128,0,0.039719,0.007328,0.095399,0.059847
1,double,uniform,GPU,"Ds | Ds",320,63,0.011904,0,0.039159,0.008352,0.095099,0.059415
1,double,uniform,GPU,"Ds | Ds",320,64,0.011488,0,0.03767,0.007936,0.08981,0.057094
1,double,uniform,GPU,"Ds | Ds",320,65,0.011648,0,0.03875,0.009152,0.096169,0.05955
1,double,uniform,GPU,"Ds | Ds",320,66,0.011616,0,0.03976,0.00752,0.094319,0.058896
1,double,uniform,GPU,"Ds | Ds",320,67,0.012736,0,0.0395,0.007776,0.094848,0.060012
1,double,uniform,GPU,"Ds | Ds",320,68,0.012832,0,0.03947,0.008512,0.097509,0.060814
1,double,uniform,GPU,"Ds | Ds",320,69,0.012992,0,0.039179,0.008768,0.095909,0.060939
1,double,uniform,GPU,"Ds | Ds",320,70,0.015232,0,0.038969,0.01552,0.104639,0.069721
1,double,uniform,GPU,"Ds | Ds",320,71,0.01296,0,0.03881,0.008256,0.095179,0.060026
1,double,uniform,GPU,"Ds | Ds",320,72,0.01264,0,0.03984,0.00672,0.093409,0.0592
1,double,uniform,GPU,"Ds | Ds",320,73,0.013248,0,0.03975,0.00768,0.096089,0.060678
1,double,uniform,GPU,"Ds | Ds",320,74,0.012864,0,0.038979,0.008256,0.094179,0.060099
1,double,uniform,GPU,"Ds | Ds",384,0,0.024512,0,0.052899,0.016192,0.136858,0.093603
1,double,uniform,GPU,"Ds | Ds",384,1,0.015808,0,0.04638,0.010656,0.103869,0.072844
1,double,uniform,GPU,"Ds | Ds",384,2,0.013792,0,0.047449,0.010048,0.105269,0.071289
1,double,uniform,GPU,"Ds | Ds",384,3,0.012,0,0.0468,0.0096,0.104188,0.0684
1,double,uniform,GPU,"Ds | Ds",384,4,0.013376,0,0.047439,0.010112,0.105009,0.070927
1,double,uniform,GPU,"Ds | Ds",384,5,0.011872,0,0.047139,0.007904,0.101789,0.066915
1,double,uniform,GPU,"Ds | Ds",384,6,0.013312,0,0.047339,0.009376,0.104479,0.070027
1,double,uniform,GPU,"Ds | Ds",384,7,0.011904,0,0.047669,0.00768,0.103219,0.067253
1,double,uniform,GPU,"Ds | Ds",384,8,0.01232,0,0.047359,0.009184,0.104899,0.068863
1,double,uniform,GPU,"Ds | Ds",384,9,0.012352,0,0.04729,0.008736,0.103159,0.068378
1,double,uniform,GPU,"Ds | Ds",384,10,0.014272,0,0.04738,0.009472,0.104738,0.071124
1,double,uniform,GPU,"Ds | Ds",384,11,0.013632,0,0.047179,0.009408,0.104999,0.070219
1,double,uniform,GPU,"Ds | Ds",384,12,0.012096,0,0.04711,0.009472,0.102168,0.068678
1,double,uniform,GPU,"Ds | Ds",384,13,0.013408,0,0.047199,0.008,0.103529,0.068607
1,double,uniform,GPU,"Ds | Ds",384,14,0.012736,0,0.0472,0.006976,0.101849,0.066912
1,double,uniform,GPU,"Ds | Ds",384,15,0.013248,0,0.043299,0.010016,0.095369,0.066563
1,double,uniform,GPU,"Ds | Ds",384,16,0.01344,0,0.047139,0.008704,0.102259,0.069283
1,double,uniform,GPU,"Ds | Ds",384,17,0.013632,0,0.04742,0.011872,0.106609,0.072924
1,double,uniform,GPU,"Ds | Ds",384,18,0.013312,0,0.048129,0.00752,0.104318,0.068961
1,double,uniform,GPU,"Ds | Ds",384,19,0.014496,0,0.047739,0.008064,0.106138,0.070299
1,double,uniform,GPU,"Ds | Ds",384,20,0.014336,0,0.04749,0.010112,0.107278,0.071938
1,double,uniform,GPU,"Ds | Ds",384,21,0.012928,0,0.046969,0.009504,0.102969,0.069401
1,double,uniform,GPU,"Ds | Ds",384,22,0.011808,0,0.04725,0.007744,0.101728,0.066802
1,double,uniform,GPU,"Ds | Ds",384,23,0.012896,0,0.04764,0.007776,0.101319,0.068312
1,double,uniform,GPU,"Ds | Ds",384,24,0.014272,0,0.047619,0.010304,0.106709,0.072195
1,double,uniform,GPU,"Ds | Ds",384,25,0.013056,0,0.047939,0.009696,0.104409,0.070691
1,double,uniform,GPU,"Ds | Ds",384,26,0.012704,0,0.047169,0.008704,0.101709,0.068577
1,double,uniform,GPU,"Ds | Ds",384,27,0.012224,0,0.04688,0.008672,0.101129,0.067776
1,double,uniform,GPU,"Ds | Ds",384,28,0.00976,0,0.04623,0.011424,0.100819,0.067414
1,double,uniform,GPU,"Ds | Ds",384,29,0.013152,0,0.047549,0.010368,0.104338,0.071069
1,double,uniform,GPU,"Ds | Ds",384,30,0.011936,0,0.04749,0.008352,0.102279,0.067778
1,double,uniform,GPU,"Ds | Ds",384,31,0.01264,0,0.0472,0.00928,0.102579,0.06912
1,double,uniform,GPU,"Ds | Ds",384,32,0.012512,0,0.046989,0.0096,0.102459,0.069101
1,double,uniform,GPU,"Ds | Ds",384,33,0.012096,0,0.045319,0.009248,0.096409,0.066663
1,double,uniform,GPU,"Ds | Ds",384,34,0.012576,0,0.04396,0.010816,0.095988,0.067352
1,double,uniform,GPU,"Ds | Ds",384,35,0.011648,0,0.047029,0.00944,0.102609,0.068117
1,double,uniform,GPU,"Ds | Ds",384,36,0.013504,0,0.053919,0.009632,0.111099,0.077055
1,double,uniform,GPU,"Ds | Ds",384,37,0.01264,0,0.04674,0.010752,0.104539,0.070132
1,double,uniform,GPU,"Ds | Ds",384,38,0.013696,0,0.04744,0.010432,0.106139,0.071568
1,double,uniform,GPU,"Ds | Ds",384,39,0.013056,0,0.04741,0.008032,0.103059,0.068498
1,double,uniform,GPU,"Ds | Ds",384,40,0.015328,0,0.047209,0.0088,0.105839,0.071337
1,double,uniform,GPU,"Ds | Ds",384,41,0.012288,0,0.04693,0.008608,0.101599,0.067826
1,double,uniform,GPU,"Ds | Ds",384,42,0.013568,0,0.04739,0.009376,0.103319,0.070334
1,double,uniform,GPU,"Ds | Ds",384,43,0.012768,0,0.04741,0.009952,0.103859,0.07013
1,double,uniform,GPU,"Ds | Ds",384,44,0.012384,0,0.04792,0.006976,0.102938,0.06728
1,double,uniform,GPU,"Ds | Ds",384,45,0.012832,0,0.046989,0.009344,0.102689,0.069165
1,double,uniform,GPU,"Ds | Ds",384,46,0.013632,0,0.047369,0.099232,0.194488,0.160233
1,double,uniform,GPU,"Ds | Ds",384,47,0.013856,0,0.04679,0.009792,0.106028,0.070438
1,double,uniform,GPU,"Ds | Ds",384,48,0.01312,0,0.04743,0.009664,0.105408,0.070214
1,double,uniform,GPU,"Ds | Ds",384,49,0.01312,0,0.047619,0.009952,0.104159,0.070691
1,double,uniform,GPU,"Ds | Ds",384,50,0.012096,0,0.04763,0.008992,0.102548,0.068718
1,double,uniform,GPU,"Ds | Ds",384,51,0.012704,0,0.048,0.009568,0.104099,0.070272
1,double,uniform,GPU,"Ds | Ds",384,52,0.012448,0,0.047099,0.008608,0.102439,0.068155
1,double,uniform,GPU,"Ds | Ds",384,53,0.012,0,0.04703,0.00928,0.101609,0.06831
1,double,uniform,GPU,"Ds | Ds",384,54,0.013824,0,0.04722,0.009376,0.10389,0.07042
1,double,uniform,GPU,"Ds | Ds",384,55,0.011808,0,0.04754,0.00848,0.104049,0.067828
1,double,uniform,GPU,"Ds | Ds",384,56,0.013312,0,0.04708,0.009792,0.103349,0.070184
1,double,uniform,GPU,"Ds | Ds",384,57,0.015136,0,0.047049,0.010496,0.106689,0.072681
1,double,uniform,GPU,"Ds | Ds",384,58,0.011936,0,0.047109,0.008384,0.102499,0.067429
1,double,uniform,GPU,"Ds | Ds",384,59,0.01168,0,0.043649,0.01088,0.096059,0.066209
1,double,uniform,GPU,"Ds | Ds",384,60,0.012928,0,0.04748,0.009504,0.211607,0.069912
1,double,uniform,GPU,"Ds | Ds",384,61,0.010944,0,0.046999,0.00928,0.102719,0.067223
1,double,uniform,GPU,"Ds | Ds",384,62,0.012768,0,0.04713,0.009344,0.103549,0.069242
1,double,uniform,GPU,"Ds | Ds",384,63,0.012416,0,0.047389,0.00928,0.102409,0.069085
1,double,uniform,GPU,"Ds | Ds",384,64,0.013696,0,0.04765,0.008928,0.106309,0.070274
1,double,uniform,GPU,"Ds | Ds",384,65,0.012128,0,0.046999,0.008768,0.101749,0.067895
1,double,uniform,GPU,"Ds | Ds",384,66,0.013696,0,0.04741,0.00992,0.105359,0.071026
1,double,uniform,GPU,"Ds | Ds",384,67,0.01328,0,0.052459,0.01008,0.109199,0.075819
1,double,uniform,GPU,"Ds | Ds",384,68,0.011712,0,0.04733,0.00816,0.102529,0.067202
1,double,uniform,GPU,"Ds | Ds",384,69,0.014816,0,0.04723,0.010336,0.105849,0.072382
1,double,uniform,GPU,"Ds | Ds",384,70,0.014176,0,0.047519,0.009888,0.106479,0.071583
1,double,uniform,GPU,"Ds | Ds",384,71,0.013152,0,0.047909,0.008736,0.105449,0.069797
1,double,uniform,GPU,"Ds | Ds",384,72,0.0136,0,0.047569,0.009984,0.106299,0.071153
1,double,uniform,GPU,"Ds | Ds",384,73,0.013408,0,0.047039,0.010688,0.104839,0.071135
1,double,uniform,GPU,"Ds | Ds",384,74,0.013984,0,0.047239,0.010336,0.105159,0.071559
1,double,uniform,GPU,"Ds | Ds",448,0,0.024576,0,0.04375,0.01616,0.127109,0.084486
1,double,uniform,GPU,"Ds | Ds",448,1,0.012768,0,0.038159,0.007872,0.093969,0.058799
1,double,uniform,GPU,"Ds | Ds",448,2,0.013856,0,0.038539,0.008224,0.094419,0.060619
1,double,uniform,GPU,"Ds | Ds",448,3,0.011904,0,0.037999,0.009696,0.093469,0.059599
1,double,uniform,GPU,"Ds | Ds",448,4,0.013088,0,0.03812,0.00944,0.094969,0.060648
1,double,uniform,GPU,"Ds | Ds",448,5,0.011936,0,0.037889,0.0096,0.093479,0.059425
1,double,uniform,GPU,"Ds | Ds",448,6,0.012448,0,0.03827,0.009984,0.096388,0.060702
1,double,uniform,GPU,"Ds | Ds",448,7,0.01232,0,0.03417,0.011744,0.087259,0.058234
1,double,uniform,GPU,"Ds | Ds",448,8,0.01776,0,0.03864,0.008704,0.100769,0.065104
1,double,uniform,GPU,"Ds | Ds",448,9,0.017696,0,0.03818,0.00864,0.099589,0.064516
1,double,uniform,GPU,"Ds | Ds",448,10,0.013696,0,0.037909,0.009984,0.096509,0.061589
1,double,uniform,GPU,"Ds | Ds",448,11,0.013216,0,0.03698,0.009888,0.093319,0.060084
1,double,uniform,GPU,"Ds | Ds",448,12,0.013824,0,0.03809,0.00864,0.094469,0.060554
1,double,uniform,GPU,"Ds | Ds",448,13,0.012224,0,0.03752,0.009344,0.092839,0.059088
1,double,uniform,GPU,"Ds | Ds",448,14,0.012704,0,0.038889,0.00976,0.095709,0.061353
1,double,uniform,GPU,"Ds | Ds",448,15,0.01296,0,0.037899,0.015648,0.100579,0.066507
1,double,uniform,GPU,"Ds | Ds",448,16,0.234656,0,0.03847,0.008576,0.316806,0.281702
1,double,uniform,GPU,"Ds | Ds",448,17,0.013312,0,0.037769,0.009664,0.094819,0.060745
1,double,uniform,GPU,"Ds | Ds",448,18,0.012352,0,0.03804,0.010496,0.096779,0.060888
1,double,uniform,GPU,"Ds | Ds",448,19,0.01264,0,0.037959,0.009088,0.093669,0.059687
1,double,uniform,GPU,"Ds | Ds",448,20,0.013056,0,0.03803,0.010272,0.096449,0.061358
1,double,uniform,GPU,"Ds | Ds",448,21,0.011808,0,0.03801,0.009056,0.094028,0.058874
1,double,uniform,GPU,"Ds | Ds",448,22,0.012608,0,0.038289,0.009248,0.094209,0.060145
1,double,uniform,GPU,"Ds | Ds",448,23,0.013728,0,0.0386,0.007552,0.093949,0.05988
1,double,uniform,GPU,"Ds | Ds",448,24,0.01248,0,0.037689,0.008992,0.093089,0.059161
1,double,uniform,GPU,"Ds | Ds",448,25,0.012736,0,0.03569,0.0096,0.087319,0.058026
1,double,uniform,GPU,"Ds | Ds",448,26,0.013184,0,0.03759,0.009056,0.093859,0.05983
1,double,uniform,GPU,"Ds | Ds",448,27,0.012288,0,0.03839,0.007552,0.092539,0.05823
1,double,uniform,GPU,"Ds | Ds",448,28,0.015264,0,0.03763,0.008064,0.101709,0.060958
1,double,uniform,GPU,"Ds | Ds",448,29,0.013632,0,0.038349,0.010176,0.096359,0.062157
1,double,uniform,GPU,"Ds | Ds",448,30,0.014176,0,0.037969,0.00848,0.093709,0.060625
1,double,uniform,GPU,"Ds | Ds",448,31,0.012224,0,0.03816,0.009312,0.094179,0.059696
1,double,uniform,GPU,"Ds | Ds",448,32,0.012544,0,0.038199,0.009856,0.095469,0.060599
1,double,uniform,GPU,"Ds | Ds",448,33,0.014432,0,0.037799,0.008672,0.097849,0.060903
1,double,uniform,GPU,"Ds | Ds",448,34,0.012768,0,0.038429,0.008384,0.095609,0.059581
1,double,uniform,GPU,"Ds | Ds",448,35,0.012832,0,0.03828,0.009248,0.094799,0.06036
1,double,uniform,GPU,"Ds | Ds",448,36,0.013632,0,0.03828,0.00928,0.102739,0.061192
1,double,uniform,GPU,"Ds | Ds",448,37,0.0128,0,0.03784,0.009504,0.094369,0.060144
1,double,uniform,GPU,"Ds | Ds",448,38,0.012704,0,0.03786,0.00864,0.093369,0.059204
1,double,uniform,GPU,"Ds | Ds",448,39,0.011776,0,0.03465,0.009728,0.085948,0.056154
1,double,uniform,GPU,"Ds | Ds",448,40,0.012704,0,0.03815,0.00912,0.094319,0.059974
1,double,uniform,GPU,"Ds | Ds",448,41,0.0152,0,0.03879,0.009792,0.098719,0.063782
1,double,uniform,GPU,"Ds | Ds",448,42,0.013216,0,0.03791,0.009024,0.093979,0.06015
1,double,uniform,GPU,"Ds | Ds",448,43,0.015744,0,0.043779,0.008672,0.103989,0.068195
1,double,uniform,GPU,"Ds | Ds",448,44,0.012576,0,0.038,0.009184,0.09399,0.05976
1,double,uniform,GPU,"Ds | Ds",448,45,0.012448,0,0.037999,0.007296,0.091399,0.057743
1,double,uniform,GPU,"Ds | Ds",448,46,0.013568,0,0.0377,0.009344,0.095109,0.060612
1,double,uniform,GPU,"Ds | Ds",448,47,0.013056,0,0.03827,0.008928,0.09521,0.060254
1,double,uniform,GPU,"Ds | Ds",448,48,0.013344,0,0.038339,0.01008,0.095949,0.061763
1,double,uniform,GPU,"Ds | Ds",448,49,0.012448,0,0.03813,0.009408,0.094149,0.059986
1,double,uniform,GPU,"Ds | Ds",448,50,0.013248,0,0.03818,0.009568,0.094919,0.060996
1,double,uniform,GPU,"Ds | Ds",448,51,0.015008,0,0.037849,0.007296,0.093889,0.060153
1,double,uniform,GPU,"Ds | Ds",448,52,0.013312,0,0.03749,0.008736,0.093709,0.059538
1,double,uniform,GPU,"Ds | Ds",448,53,0.012768,0,0.038409,0.00816,0.180468,0.059337
1,double,uniform,GPU,"Ds | Ds",448,54,0.012608,0,0.038199,0.009472,0.094499,0.060279
1,double,uniform,GPU,"Ds | Ds",448,55,0.012512,0,0.03777,0.008832,0.093268,0.059114
1,double,uniform,GPU,"Ds | Ds",448,56,0.013472,0,0.03824,0.00944,0.095059,0.061152
1,double,uniform,GPU,"Ds | Ds",448,57,0.01216,0,0.03419,0.010336,0.084759,0.056686
1,double,uniform,GPU,"Ds | Ds",448,58,0.01216,0,0.03832,0.009248,0.093479,0.059728
1,double,uniform,GPU,"Ds | Ds",448,59,0.013248,0,0.03801,0.009824,0.094428,0.061082
1,double,uniform,GPU,"Ds | Ds",448,60,0.012384,0,0.03778,0.009376,0.094579,0.05954
1,double,uniform,GPU,"Ds | Ds",448,61,0.013152,0,0.038199,0.009056,0.095329,0.060407
1,double,uniform,GPU,"Ds | Ds",448,62,0.012544,0,0.038479,0.009824,0.183628,0.060847
1,double,uniform,GPU,"Ds | Ds",448,63,0.013536,0,0.03828,0.009408,0.098129,0.061224
1,double,uniform,GPU,"Ds | Ds",448,64,0.011936,0,0.037699,0.009728,0.093679,0.059363
1,double,uniform,GPU,"Ds | Ds",448,65,0.010944,0,0.03808,0.008384,0.091369,0.057408
1,double,uniform,GPU,"Ds | Ds",448,66,0.013408,0,0.03831,0.009216,0.094919,0.060934
1,double,uniform,GPU,"Ds | Ds",448,67,0.0128,0,0.03763,0.009088,0.093509,0.059518
1,double,uniform,GPU,"Ds | Ds",448,68,0.013728,0,0.03875,0.010208,0.096019,0.062686
1,double,uniform,GPU,"Ds | Ds",448,69,0.013504,0,0.03832,0.007968,0.094159,0.059792
1,double,uniform,GPU,"Ds | Ds",448,70,0.013792,0,0.038139,0.010112,0.096399,0.062043
1,double,uniform,GPU,"Ds | Ds",448,71,0.01216,0,0.038709,0.009184,0.094589,0.060053
1,double,uniform,GPU,"Ds | Ds",448,72,0.017824,0,0.03818,0.010016,0.100569,0.06602
1,double,uniform,GPU,"Ds | Ds",448,73,0.012928,0,0.03813,0.010048,0.096799,0.061106
1,double,uniform,GPU,"Ds | Ds",448,74,0.012736,0,0.03784,0.009408,0.094328,0.059984
1,double,uniform,GPU,"Ds | Ds",512,0,0.02448,0,0.045879,0.01552,0.135098,0.085879
1,double,uniform,GPU,"Ds | Ds",512,1,0.013344,0,0.03948,0.007296,0.093639,0.06012
1,double,uniform,GPU,"Ds | Ds",512,2,0.015776,0,0.03875,0.008896,0.096569,0.063422
1,double,uniform,GPU,"Ds | Ds",512,3,0.0128,0,0.03931,0.010464,0.09585,0.062574
1,double,uniform,GPU,"Ds | Ds",512,4,0.013024,0,0.03889,0.009728,0.095269,0.061642
1,double,uniform,GPU,"Ds | Ds",512,5,0.01344,0,0.03876,0.009408,0.095369,0.061608
