dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"N | N",64,0,180.878,0,0.03346,47.108,228.115,228.019
1,float,uniform,GPU,"N | N",64,47,0.011424,0,0.0183,0.005248,0.06865,0.034972
1,float,uniform,GPU,"N | N",64,48,0.011296,0,0.018009,0.005472,0.067099,0.034777
1,float,uniform,GPU,"N | N",64,49,0.01232,0,0.01803,0.005216,0.067969,0.035566
1,float,uniform,GPU,"N | N",64,50,0.009664,0,0.01797,0.00576,0.066049,0.033394
1,float,uniform,GPU,"N | N",64,51,0.010976,0,0.02118,0.00448,0.07179,0.036636
1,float,uniform,GPU,"N | N",64,52,0.011744,0,0.01801,0.004448,0.067509,0.034202
1,float,uniform,GPU,"N | N",64,53,0.00992,0,0.01823,0.00752,0.0703,0.03567
1,float,uniform,GPU,"N | N",64,54,0.009952,0,0.01785,0.005472,0.067069,0.033274
1,float,uniform,GPU,"N | N",64,55,0.013184,0,0.01882,0.004608,0.070059,0.036612
1,float,uniform,GPU,"N | N",64,56,0.013344,0,0.01422,0.006912,0.062659,0.034476
1,float,uniform,GPU,"N | N",64,57,0.01088,0,0.014879,0.006528,0.060739,0.032287
1,float,uniform,GPU,"N | N",64,58,0.012352,0,0.018229,0.007616,0.072909,0.038197
1,float,uniform,GPU,"N | N",64,59,0.011872,0,0.01804,0.014208,0.077609,0.04412
1,float,uniform,GPU,"N | N",64,60,0.011392,0,0.01782,0.114112,0.177078,0.143324
1,float,uniform,GPU,"N | N",64,61,0.010848,0,0.01799,0.005664,0.06692,0.034502
1,float,uniform,GPU,"N | N",64,62,0.011008,0,0.0183,0.00576,0.06717,0.035068
1,float,uniform,GPU,"N | N",64,63,0.011968,0,0.01768,0.005536,0.069049,0.035184
1,float,uniform,GPU,"N | N",64,64,0.009952,0,0.01823,0.005312,0.066349,0.033494
1,float,uniform,GPU,"N | N",64,65,0.009984,0,0.01829,0.005856,0.0667,0.03413
1,float,uniform,GPU,"N | N",64,66,0.011488,0,0.01807,0.005536,0.068169,0.035094
1,float,uniform,GPU,"N | N",64,67,0.010336,0,0.01795,0.005952,0.06717,0.034238
1,float,uniform,GPU,"N | N",64,68,0.012192,0,0.01823,0.005888,0.072869,0.03631
1,float,uniform,GPU,"N | N",64,69,0.009408,0,0.01799,0.00544,0.06607,0.032838
1,float,uniform,GPU,"N | N",64,70,0.011168,0,0.01793,0.005632,0.06947,0.03473
1,float,uniform,GPU,"N | N",64,71,0.011008,0,0.01795,0.005536,0.067749,0.034494
1,float,uniform,GPU,"N | N",64,72,0.010752,0,0.018009,0.005536,0.067069,0.034297
1,float,uniform,GPU,"N | N",64,73,0.010624,0,0.01774,0.005888,0.066269,0.034252
1,float,uniform,GPU,"N | N",64,74,0.013632,0,0.0181,0.005792,0.073109,0.037524
1,float,uniform,GPU,"N | N",128,0,0.024672,0,0.02486,0.011392,0.101409,0.060924
1,float,uniform,GPU,"N | N",128,1,0.011328,0,0.02171,0.005952,0.072309,0.03899
1,float,uniform,GPU,"N | N",128,2,0.01168,0,0.02134,0.00576,0.071929,0.03878
1,float,uniform,GPU,"N | N",128,3,0.011424,0,0.02138,0.005664,0.0716,0.038468
1,float,uniform,GPU,"N | N",128,4,0.011072,0,0.022459,0.005184,0.070939,0.038715
1,float,uniform,GPU,"N | N",128,5,0.009664,0,0.02137,0.00704,0.07128,0.038074
1,float,uniform,GPU,"N | N",128,6,0.011936,0,0.0213,0.005536,0.0719,0.038772
1,float,uniform,GPU,"N | N",128,7,0.01104,0,0.02167,0.00576,0.07206,0.03847
1,float,uniform,GPU,"N | N",128,8,0.010144,0,0.02121,0.00576,0.069949,0.037114
1,float,uniform,GPU,"N | N",128,9,0.012256,0,0.02082,0.005728,0.072619,0.038804
1,float,uniform,GPU,"N | N",128,10,0.010976,0,0.02122,0.005536,0.07097,0.037732
1,float,uniform,GPU,"N | N",128,11,0.01072,0,0.021148,0.007008,0.072549,0.038876
1,float,uniform,GPU,"N | N",128,12,0.014048,0,0.021349,0.007232,0.075699,0.042629
1,float,uniform,GPU,"N | N",128,13,0.010976,0,0.02138,0.005568,0.070889,0.037924
1,float,uniform,GPU,"N | N",128,14,0.011008,0,0.02126,0.00736,0.075809,0.039628
1,float,uniform,GPU,"N | N",128,15,0.012096,0,0.0215,0.005184,0.073449,0.03878
1,float,uniform,GPU,"N | N",128,16,0.128864,0,0.021399,0.007168,0.191528,0.157431
1,float,uniform,GPU,"N | N",128,17,0.010784,0,0.021419,0.00656,0.072209,0.038763
1,float,uniform,GPU,"N | N",128,18,0.01184,0,0.0211,0.005696,0.072299,0.038636
1,float,uniform,GPU,"N | N",128,19,0.011008,0,0.021349,0.005952,0.071719,0.038309
1,float,uniform,GPU,"N | N",128,20,0.01376,0,0.02146,0.00656,0.076009,0.04178
1,float,uniform,GPU,"N | N",128,21,0.01088,0,0.02242,0.00624,0.072239,0.03954
1,float,uniform,GPU,"N | N",128,22,0.009824,0,0.02133,0.005568,0.069969,0.036722
1,float,uniform,GPU,"N | N",128,23,0.012064,0,0.02132,0.007456,0.074869,0.04084
1,float,uniform,GPU,"N | N",128,24,0.012352,0,0.02095,0.005952,0.074309,0.039254
1,float,uniform,GPU,"N | N",128,25,0.011328,0,0.02116,0.00528,0.070659,0.037768
1,float,uniform,GPU,"N | N",128,26,0.010816,0,0.021081,0.006816,0.072569,0.038713
1,float,uniform,GPU,"N | N",128,27,0.010944,0,0.021691,0.00544,0.072069,0.038075
1,float,uniform,GPU,"N | N",128,28,0.01024,0,0.021029,0.00464,0.070489,0.035909
1,float,uniform,GPU,"N | N",128,29,0.010208,0,0.02172,0.005312,0.07167,0.03724
1,float,uniform,GPU,"N | N",128,30,0.011936,0,0.02252,0.004352,0.074109,0.038808
1,float,uniform,GPU,"N | N",128,31,0.010112,0,0.02176,0.004896,0.070599,0.036768
1,float,uniform,GPU,"N | N",128,32,0.0112,0,0.02128,0.005632,0.07091,0.038112
1,float,uniform,GPU,"N | N",128,33,0.012672,0,0.02134,0.005344,0.074099,0.039356
1,float,uniform,GPU,"N | N",128,34,0.01088,0,0.0178,0.00784,0.06552,0.03652
1,float,uniform,GPU,"N | N",128,35,0.01216,0,0.021039,0.005632,0.072339,0.038831
1,float,uniform,GPU,"N | N",128,36,0.01072,0,0.02112,0.005632,0.070149,0.037472
1,float,uniform,GPU,"N | N",128,37,0.010048,0,0.021159,0.007424,0.072319,0.038631
1,float,uniform,GPU,"N | N",128,38,0.013472,0,0.020989,0.005152,0.073049,0.039613
1,float,uniform,GPU,"N | N",128,39,0.01104,0,0.022,0.006208,0.072249,0.039248
1,float,uniform,GPU,"N | N",128,40,0.012896,0,0.139478,0.006048,0.193638,0.158422
1,float,uniform,GPU,"N | N",128,41,0.01328,0,0.02084,0.005472,0.073989,0.039592
1,float,uniform,GPU,"N | N",128,42,0.009856,0,0.021619,0.005856,0.070619,0.037331
1,float,uniform,GPU,"N | N",128,43,0.010688,0,0.02192,0.007424,0.07368,0.040032
1,float,uniform,GPU,"N | N",128,44,0.010624,0,0.02083,0.006976,0.07197,0.03843
1,float,uniform,GPU,"N | N",128,45,0.010272,0,0.02153,0.0056,0.070959,0.037402
1,float,uniform,GPU,"N | N",128,46,0.0128,0,0.0175,0.006592,0.065189,0.036892
1,float,uniform,GPU,"N | N",128,47,0.010368,0,0.01801,0.006592,0.0662,0.03497
1,float,uniform,GPU,"N | N",128,48,0.011296,0,0.02122,0.007424,0.074279,0.03994
1,float,uniform,GPU,"N | N",128,49,0.013472,0,0.021,0.005568,0.073919,0.04004
1,float,uniform,GPU,"N | N",128,50,0.012672,0,0.020759,0.005216,0.071499,0.038647
1,float,uniform,GPU,"N | N",128,51,0.01232,0,0.021069,0.005056,0.072479,0.038445
1,float,uniform,GPU,"N | N",128,52,0.011296,0,0.02116,0.00512,0.070749,0.037576
1,float,uniform,GPU,"N | N",128,53,0.009952,0,0.02024,0.006848,0.069919,0.03704
1,float,uniform,GPU,"N | N",128,54,0.01072,0,0.02111,0.005472,0.07053,0.037302
1,float,uniform,GPU,"N | N",128,55,0.011136,0,0.020881,0.00512,0.070539,0.037137
1,float,uniform,GPU,"N | N",128,56,0.010432,0,0.02178,0.007008,0.07406,0.03922
1,float,uniform,GPU,"N | N",128,57,0.010336,0,0.023489,0.007552,0.074449,0.041377
1,float,uniform,GPU,"N | N",128,58,0.009888,0,0.02152,0.006912,0.07182,0.03832
1,float,uniform,GPU,"N | N",128,59,0.010816,0,0.02111,0.005184,0.07018,0.03711
1,float,uniform,GPU,"N | N",128,60,0.010752,0,0.02065,0.005184,0.06991,0.036586
1,float,uniform,GPU,"N | N",128,61,0.012416,0,0.02145,0.005984,0.073219,0.03985
1,float,uniform,GPU,"N | N",128,62,0.013696,0,0.02099,0.007264,0.07633,0.04195
1,float,uniform,GPU,"N | N",128,63,0.010688,0,0.020969,0.005696,0.070089,0.037353
1,float,uniform,GPU,"N | N",128,64,0.009856,0,0.02125,0.006688,0.072249,0.037794
1,float,uniform,GPU,"N | N",128,65,0.011328,0,0.02092,0.00528,0.070009,0.037528
1,float,uniform,GPU,"N | N",128,66,0.011488,0,0.02119,0.006816,0.07257,0.039494
1,float,uniform,GPU,"N | N",128,67,0.010016,0,0.02088,0.006176,0.07079,0.037072
1,float,uniform,GPU,"N | N",128,68,0.012992,0,0.02077,0.005184,0.072749,0.038946
1,float,uniform,GPU,"N | N",128,69,0.009856,0,0.02159,0.005856,0.07054,0.037302
1,float,uniform,GPU,"N | N",128,70,0.01088,0,0.02147,0.005632,0.07095,0.037982
1,float,uniform,GPU,"N | N",128,71,0.010304,0,0.02085,0.00608,0.070029,0.037234
1,float,uniform,GPU,"N | N",128,72,0.010336,0,0.02117,0.005408,0.070399,0.036914
1,float,uniform,GPU,"N | N",128,73,0.012736,0,0.02116,0.005216,0.071999,0.039112
1,float,uniform,GPU,"N | N",128,74,0.01104,0,0.0214,0.00528,0.072429,0.03772
1,float,uniform,GPU,"N | N",192,0,0.016864,0,0.02235,0.011456,0.084849,0.05067
1,float,uniform,GPU,"N | N",192,1,0.011296,0,0.02062,0.005344,0.070469,0.03726
1,float,uniform,GPU,"N | N",192,2,0.010816,0,0.02053,0.00544,0.070749,0.036786
1,float,uniform,GPU,"N | N",192,3,0.013472,0,0.02072,0.006816,0.07561,0.041008
1,float,uniform,GPU,"N | N",192,4,0.0112,0,0.0208,0.005568,0.071139,0.037568
1,float,uniform,GPU,"N | N",192,5,0.011168,0,0.020391,0.00544,0.070099,0.036999
1,float,uniform,GPU,"N | N",192,6,0.009248,0,0.0211,0.006688,0.072149,0.037036
1,float,uniform,GPU,"N | N",192,7,0.010272,0,0.02019,0.004576,0.0693,0.035038
1,float,uniform,GPU,"N | N",192,8,0.009568,0,0.0213,0.005728,0.069499,0.036596
1,float,uniform,GPU,"N | N",192,9,0.010976,0,0.02054,0.00528,0.07081,0.036796
1,float,uniform,GPU,"N | N",192,10,0.012864,0,0.02046,0.0056,0.07201,0.038924
1,float,uniform,GPU,"N | N",192,11,0.011232,0,0.020449,0.005568,0.070339,0.037249
1,float,uniform,GPU,"N | N",192,12,0.022048,0,0.02025,0.007808,0.085359,0.050106
1,float,uniform,GPU,"N | N",192,13,0.010368,0,0.020539,0.007488,0.072449,0.038395
1,float,uniform,GPU,"N | N",192,14,0.00976,0,0.02097,0.007232,0.071959,0.037962
1,float,uniform,GPU,"N | N",192,15,0.013568,0,0.02042,0.00528,0.072889,0.039268
1,float,uniform,GPU,"N | N",192,16,0.010528,0,0.02071,0.005376,0.069539,0.036614
1,float,uniform,GPU,"N | N",192,17,0.009984,0,0.02058,0.005568,0.06881,0.036132
1,float,uniform,GPU,"N | N",192,18,0.01136,0,0.02068,0.005024,0.07113,0.037064
1,float,uniform,GPU,"N | N",192,19,0.010816,0,0.021148,0.005312,0.071059,0.037276
1,float,uniform,GPU,"N | N",192,20,0.00976,0,0.02033,0.00544,0.069099,0.03553
1,float,uniform,GPU,"N | N",192,21,0.012032,0,0.02128,0.007648,0.075739,0.04096
1,float,uniform,GPU,"N | N",192,22,0.010048,0,0.02129,0.005728,0.07137,0.037066
1,float,uniform,GPU,"N | N",192,23,0.012128,0,0.020711,0.005152,0.072129,0.037991
1,float,uniform,GPU,"N | N",192,24,0.010144,0,0.020879,0.005248,0.069779,0.036271
1,float,uniform,GPU,"N | N",192,25,0.012928,0,0.02067,0.005632,0.07273,0.03923
1,float,uniform,GPU,"N | N",192,26,0.012096,0,0.01941,0.005856,0.071209,0.037362
1,float,uniform,GPU,"N | N",192,27,0.010688,0,0.02554,0.005376,0.075079,0.041604
1,float,uniform,GPU,"N | N",192,28,0.012032,0,0.02062,0.005248,0.070939,0.0379
1,float,uniform,GPU,"N | N",192,29,0.011424,0,0.02061,0.005344,0.070929,0.037378
1,float,uniform,GPU,"N | N",192,30,0.012032,0,0.0204,0.005152,0.070929,0.037584
1,float,uniform,GPU,"N | N",192,31,0.011008,0,0.02066,0.005376,0.071159,0.037044
1,float,uniform,GPU,"N | N",192,32,0.011232,0,0.01676,0.008704,0.065239,0.036696
1,float,uniform,GPU,"N | N",192,33,0.011552,0,0.02096,0.0072,0.074579,0.039712
1,float,uniform,GPU,"N | N",192,34,0.011552,0,0.02029,0.00512,0.070059,0.036962
1,float,uniform,GPU,"N | N",192,35,0.010592,0,0.021529,0.00688,0.072409,0.039001
1,float,uniform,GPU,"N | N",192,36,0.011104,0,0.02067,0.00576,0.070969,0.037534
1,float,uniform,GPU,"N | N",192,37,0.013024,0,0.02079,0.006144,0.075209,0.039958
1,float,uniform,GPU,"N | N",192,38,0.009984,0,0.02082,0.005728,0.06947,0.036532
1,float,uniform,GPU,"N | N",192,39,0.01232,0,0.020219,0.005376,0.072129,0.037915
1,float,uniform,GPU,"N | N",192,40,0.00976,0,0.02053,0.005952,0.069659,0.036242
1,float,uniform,GPU,"N | N",192,41,0.01008,0,0.02101,0.00576,0.06956,0.03685
1,float,uniform,GPU,"N | N",192,42,0.012352,0,0.02047,0.005184,0.070789,0.038006
1,float,uniform,GPU,"N | N",192,43,0.012096,0,0.02092,0.005632,0.072229,0.038648
1,float,uniform,GPU,"N | N",192,44,0.009856,0,0.02021,0.005216,0.068819,0.035282
1,float,uniform,GPU,"N | N",192,45,0.013504,0,0.01865,0.006528,0.06716,0.038682
1,float,uniform,GPU,"N | N",192,46,0.011264,0,0.020789,0.005568,0.071419,0.037621
1,float,uniform,GPU,"N | N",192,47,0.00976,0,0.02024,0.005376,0.068479,0.035376
1,float,uniform,GPU,"N | N",192,48,0.01232,0,0.021298,0.0056,0.078819,0.039218
1,float,uniform,GPU,"N | N",192,49,0.009216,0,0.020821,0.00608,0.072529,0.036117
1,float,uniform,GPU,"N | N",192,50,0.013504,0,0.020951,0.005248,0.072029,0.039703
1,float,uniform,GPU,"N | N",192,51,0.010848,0,0.02069,0.005504,0.070629,0.037042
1,float,uniform,GPU,"N | N",192,52,0.012576,0,0.02081,0.00528,0.071909,0.038666
1,float,uniform,GPU,"N | N",192,53,0.011904,0,0.02022,0.004416,0.071669,0.03654
1,float,uniform,GPU,"N | N",192,54,0.010816,0,0.02015,0.005056,0.06901,0.036022
1,float,uniform,GPU,"N | N",192,55,0.011712,0,0.02076,0.004544,0.071709,0.037016
1,float,uniform,GPU,"N | N",192,56,0.010688,0,0.021249,0.006528,0.168048,0.038465
1,float,uniform,GPU,"N | N",192,57,0.011872,0,0.02023,0.004384,0.070729,0.036486
1,float,uniform,GPU,"N | N",192,58,0.01184,0,0.020788,0.005504,0.071749,0.038132
1,float,uniform,GPU,"N | N",192,59,0.01024,0,0.020891,0.005792,0.072089,0.036923
1,float,uniform,GPU,"N | N",192,60,0.010848,0,0.02036,0.005376,0.06956,0.036584
1,float,uniform,GPU,"N | N",192,61,0.010528,0,0.02118,0.007392,0.072339,0.0391
1,float,uniform,GPU,"N | N",192,62,0.010368,0,0.02072,0.005632,0.071299,0.03672
1,float,uniform,GPU,"N | N",192,63,0.011776,0,0.02046,0.005408,0.07063,0.037644
1,float,uniform,GPU,"N | N",192,64,0.01008,0,0.01961,0.006976,0.070499,0.036666
1,float,uniform,GPU,"N | N",192,65,0.012608,0,0.02035,0.007232,0.073829,0.04019
1,float,uniform,GPU,"N | N",192,66,0.011808,0,0.02027,0.00736,0.079599,0.039438
1,float,uniform,GPU,"N | N",192,67,0.010176,0,0.02075,0.005568,0.069039,0.036494
1,float,uniform,GPU,"N | N",192,68,0.010656,0,0.02061,0.005888,0.069979,0.037154
1,float,uniform,GPU,"N | N",192,69,0.011616,0,0.017039,0.006656,0.065729,0.035311
1,float,uniform,GPU,"N | N",192,70,0.010944,0,0.01707,0.006464,0.062549,0.034478
1,float,uniform,GPU,"N | N",192,71,0.01104,0,0.02049,0.005312,0.070819,0.036842
1,float,uniform,GPU,"N | N",192,72,0.012704,0,0.02004,0.005536,0.07338,0.03828
1,float,uniform,GPU,"N | N",192,73,0.010592,0,0.02062,0.007776,0.072489,0.038988
1,float,uniform,GPU,"N | N",192,74,0.010848,0,0.02137,0.006912,0.073109,0.03913
1,float,uniform,GPU,"N | N",256,0,0.023072,0,0.02428,0.0128,0.101429,0.060152
1,float,uniform,GPU,"N | N",256,1,0.010144,0,0.020279,0.005216,0.074699,0.035639
1,float,uniform,GPU,"N | N",256,2,0.010816,0,0.01989,0.007744,0.072289,0.03845
1,float,uniform,GPU,"N | N",256,3,0.010048,0,0.020359,0.004672,0.071349,0.035079
1,float,uniform,GPU,"N | N",256,4,0.012256,0,0.0198,0.006528,0.071429,0.038584
1,float,uniform,GPU,"N | N",256,5,0.010944,0,0.02043,0.010336,0.076559,0.04171
1,float,uniform,GPU,"N | N",256,6,0.012928,0,0.01977,0.005408,0.072429,0.038106
1,float,uniform,GPU,"N | N",256,7,0.012352,0,0.02,0.0072,0.07356,0.039552
1,float,uniform,GPU,"N | N",256,8,0.010912,0,0.0197,0.005408,0.06962,0.03602
1,float,uniform,GPU,"N | N",256,9,0.011904,0,0.019871,0.005152,0.070419,0.036927
1,float,uniform,GPU,"N | N",256,10,0.01056,0,0.020068,0.005184,0.068679,0.035812
1,float,uniform,GPU,"N | N",256,11,0.009632,0,0.01969,0.005312,0.068169,0.034634
1,float,uniform,GPU,"N | N",256,12,0.010592,0,0.01998,0.0056,0.07,0.036172
1,float,uniform,GPU,"N | N",256,13,0.010976,0,0.020089,0.00528,0.069949,0.036345
1,float,uniform,GPU,"N | N",256,14,0.010336,0,0.01962,0.005696,0.069119,0.035652
1,float,uniform,GPU,"N | N",256,15,0.010656,0,0.02058,0.005344,0.070189,0.03658
1,float,uniform,GPU,"N | N",256,16,0.011232,0,0.020059,0.005824,0.071819,0.037115
1,float,uniform,GPU,"N | N",256,17,0.011296,0,0.01729,0.006304,0.06424,0.03489
1,float,uniform,GPU,"N | N",256,18,0.012256,0,0.01995,0.005536,0.071659,0.037742
1,float,uniform,GPU,"N | N",256,19,0.010592,0,0.020239,0.00576,0.069769,0.036591
1,float,uniform,GPU,"N | N",256,20,0.01328,0,0.019459,0.007488,0.075179,0.040227
1,float,uniform,GPU,"N | N",256,21,0.011904,0,0.02013,0.006784,0.07336,0.038818
1,float,uniform,GPU,"N | N",256,22,0.010432,0,0.019889,0.005696,0.068599,0.036017
1,float,uniform,GPU,"N | N",256,23,0.012288,0,0.01981,0.005536,0.070769,0.037634
1,float,uniform,GPU,"N | N",256,24,0.010848,0,0.0199,0.008096,0.073489,0.038844
1,float,uniform,GPU,"N | N",256,25,0.010464,0,0.01957,0.005472,0.06747,0.035506
1,float,uniform,GPU,"N | N",256,26,0.012704,0,0.02074,0.00512,0.073229,0.038564
1,float,uniform,GPU,"N | N",256,27,0.01008,0,0.01974,0.00752,0.07187,0.03734
1,float,uniform,GPU,"N | N",256,28,0.011072,0,0.02043,0.006752,0.07192,0.038254
1,float,uniform,GPU,"N | N",256,29,0.01168,0,0.019889,0.007424,0.073559,0.038993
1,float,uniform,GPU,"N | N",256,30,0.01184,0,0.019759,0.005376,0.071099,0.036975
1,float,uniform,GPU,"N | N",256,31,0.011392,0,0.020799,0.005632,0.079239,0.037823
1,float,uniform,GPU,"N | N",256,32,0.011296,0,0.01974,0.00448,0.189518,0.035516
1,float,uniform,GPU,"N | N",256,33,0.011424,0,0.019879,0.005408,0.070229,0.036711
1,float,uniform,GPU,"N | N",256,34,0.011424,0,0.019709,0.005024,0.069629,0.036157
1,float,uniform,GPU,"N | N",256,35,0.009664,0,0.019639,0.005376,0.068449,0.034679
1,float,uniform,GPU,"N | N",256,36,0.01152,0,0.01584,0.00736,0.063079,0.03472
1,float,uniform,GPU,"N | N",256,37,0.010752,0,0.02033,0.005344,0.070329,0.036426
1,float,uniform,GPU,"N | N",256,38,0.011648,0,0.019819,0.005184,0.070049,0.036651
1,float,uniform,GPU,"N | N",256,39,0.010272,0,0.01979,0.0056,0.068519,0.035662
1,float,uniform,GPU,"N | N",256,40,0.011072,0,0.020229,0.005024,0.070229,0.036325
1,float,uniform,GPU,"N | N",256,41,0.010432,0,0.01982,0.00544,0.0688,0.035692
1,float,uniform,GPU,"N | N",256,42,0.010336,0,0.02081,0.00528,0.06909,0.036426
1,float,uniform,GPU,"N | N",256,43,0.011168,0,0.019779,0.005632,0.071099,0.036579
1,float,uniform,GPU,"N | N",256,44,0.011744,0,0.01991,0.005696,0.071549,0.03735
1,float,uniform,GPU,"N | N",256,45,0.009984,0,0.02035,0.006912,0.071549,0.037246
1,float,uniform,GPU,"N | N",256,46,0.011872,0,0.019909,0.007456,0.072789,0.039237
1,float,uniform,GPU,"N | N",256,47,0.013632,0,0.0196,0.007392,0.075509,0.040624
1,float,uniform,GPU,"N | N",256,48,0.010496,0,0.01964,0.005408,0.068149,0.035544
1,float,uniform,GPU,"N | N",256,49,0.011744,0,0.02023,0.006112,0.181978,0.038086
1,float,uniform,GPU,"N | N",256,50,0.011104,0,0.02,0.006528,0.07055,0.037632
1,float,uniform,GPU,"N | N",256,51,0.011488,0,0.02007,0.005408,0.070809,0.036966
1,float,uniform,GPU,"N | N",256,52,0.011456,0,0.0201,0.007552,0.072919,0.039108
1,float,uniform,GPU,"N | N",256,53,0.011584,0,0.02089,0.005344,0.071679,0.037818
1,float,uniform,GPU,"N | N",256,54,0.010656,0,0.01946,0.007392,0.070749,0.037508
1,float,uniform,GPU,"N | N",256,55,0.010528,0,0.02009,0.0056,0.068999,0.036218
1,float,uniform,GPU,"N | N",256,56,0.009728,0,0.01986,0.004224,0.069089,0.033812
1,float,uniform,GPU,"N | N",256,57,0.010336,0,0.01996,0.00528,0.069679,0.035576
1,float,uniform,GPU,"N | N",256,58,0.013408,0,0.02002,0.005248,0.071199,0.038676
1,float,uniform,GPU,"N | N",256,59,0.012192,0,0.01982,0.005536,0.070959,0.037548
1,float,uniform,GPU,"N | N",256,60,0.01024,0,0.02004,0.007424,0.071289,0.037704
1,float,uniform,GPU,"N | N",256,61,0.012,0,0.0199,0.00544,0.070939,0.03734
