dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",64,0,0.074336,0.00308,0.087859,212.205,212.484,212.371
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,68,0.057376,0.00165,0.167127,0.08528,0.376536,0.311433
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,69,0.070944,0.0019,0.173168,0.091072,0.402355,0.337084
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,70,0.072096,0.00201,0.17095,0.09216,0.402556,0.337216
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,71,0.054944,0.001661,0.167408,0.086656,0.374516,0.310669
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,72,0.054176,0.001621,0.166798,0.08288,0.370616,0.305475
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,73,0.051744,0.00151,0.164389,0.087392,0.369506,0.305035
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,74,0.070752,0.001979,0.171736,0.09616,0.404976,0.340627
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,0,0.12656,0.00231,0.465156,0.308192,0.969799,0.902218
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,1,0.153984,0.00211,0.457497,0.307008,0.987379,0.920599
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,2,0.156256,0.00203,0.463464,0.305888,0.999109,0.927638
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,3,0.15312,0.001951,0.463207,0.306208,0.995379,0.924486
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,4,0.15472,0.002199,0.463016,0.305248,0.994439,0.925183
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,5,0.154368,0.00194,0.468235,0.307008,1.00309,0.931551
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,6,0.157248,0.002062,0.461395,0.306432,0.994389,0.927137
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,7,0.155584,0.00195,0.464974,0.30256,0.996749,0.925068
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,8,0.155872,0.00202,0.462594,0.307296,0.99989,0.927782
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,9,0.153376,0.00212,0.460524,0.306528,0.995358,0.922548
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,10,0.154208,0.00231,0.464764,0.306688,0.996618,0.92797
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,11,0.156352,0.00218,0.474607,0.309792,1.0144,0.942931
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,12,0.153184,0.00222,0.463766,0.30688,0.999799,0.92605
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,13,0.152128,0.00209,0.460314,0.3048,0.996809,0.919332
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,14,0.156064,0.002109,0.458126,0.306752,0.992319,0.923051
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,15,0.152768,0.002241,0.463195,0.308928,0.994729,0.927132
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,16,0.153152,0.00205,0.461855,0.306048,0.99099,0.923105
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,17,0.153696,0.00212,0.466037,0.308032,1.00013,0.929885
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,18,0.155552,0.00203,0.464615,0.307872,1.00695,0.930069
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,19,0.159168,0.00209,0.456305,0.307392,0.989469,0.924955
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,20,0.157472,0.00203,0.463607,0.30704,0.999409,0.930149
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,21,0.15312,0.00205,0.464984,0.30528,0.999509,0.925434
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,22,0.147104,0.00208,0.459844,0.30624,0.98064,0.915268
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,23,0.158528,0.001972,0.464978,0.307232,1.0025,0.93271
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,24,0.158176,0.00204,0.456475,0.306432,0.986639,0.923123
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,25,0.150208,0.0019,0.463334,0.304672,0.987139,0.920114
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,26,0.145472,0.00206,0.461204,0.306528,0.97811,0.915264
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,27,0.151072,0.00194,0.461344,0.309824,0.99123,0.92418
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,28,0.152384,0.00198,0.461845,0.304288,0.987659,0.920497
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,29,0.15232,0.002162,0.461856,0.307328,0.992779,0.923666
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,30,0.154784,0.00221,0.464414,0.305792,0.99438,0.9272
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,31,0.147008,0.00205,0.462084,0.30928,0.98649,0.920422
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,32,0.150688,0.00211,0.468784,0.309216,0.997039,0.930798
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,33,0.153216,0.00205,0.462756,0.30816,0.995199,0.926182
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,34,0.157792,0.00205,0.461134,0.306624,1.00324,0.9276
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,35,0.15616,0.002149,0.463516,0.304384,0.997129,0.926209
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,36,0.15264,0.001941,0.460006,0.307744,0.984379,0.922331
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,37,0.15872,0.002189,0.465095,0.303136,0.999359,0.92914
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,38,0.15584,0.00227,0.461744,0.307264,0.99679,0.927118
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,39,0.152512,0.002241,0.461386,0.307392,0.990049,0.923531
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,40,0.153856,0.002041,0.465616,0.31168,1.0022,0.933193
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,41,0.15712,0.00217,0.463194,0.307872,1.00489,0.930356
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,42,0.146496,0.00198,0.459514,0.307232,0.981939,0.915222
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,43,0.153504,0.001989,0.467234,0.305728,1.002,0.928455
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,44,0.154464,0.00202,0.462556,0.308256,1.00093,0.927296
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,45,0.15504,0.00205,0.465574,0.30544,0.996499,0.928104
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,46,0.155104,0.00212,0.462974,0.310912,1.0027,0.93111
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,47,0.15568,0.00204,0.462496,0.309152,0.998039,0.929368
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,48,0.156864,0.00193,0.462844,0.306272,1.00147,0.92791
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,49,0.154208,0.002071,0.463287,0.309504,0.999539,0.92907
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,50,0.155136,0.001981,0.466717,0.306848,1.00019,0.930682
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,51,0.150784,0.00209,0.462775,0.30896,0.991619,0.924609
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,52,0.157152,0.002051,0.463265,0.305184,0.999199,0.927652
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,53,0.152256,0.002139,0.462437,0.308832,0.993449,0.925664
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,54,0.155456,0.00198,0.461596,0.307584,0.995779,0.926616
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,55,0.15488,0.00216,0.457244,0.30688,0.985619,0.921164
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,56,0.158272,0.00208,0.463254,0.309248,1.00467,0.932854
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,57,0.151072,0.00211,0.462204,0.30832,0.990209,0.923706
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,58,0.15216,0.00213,0.464254,0.306144,0.993709,0.924688
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,59,0.156096,0.00216,0.462645,0.3104,0.996179,0.931301
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,60,0.156416,0.00199,0.460634,0.308704,0.995478,0.927744
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,61,0.157056,0.00217,0.464924,0.30448,1.00453,0.92863
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,62,0.15888,0.00201,0.464824,0.31216,1.0092,0.937874
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,63,0.153344,0.00212,0.461274,0.30656,0.99244,0.923298
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,64,0.149824,0.00212,0.463158,0.304512,0.990619,0.919614
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,65,0.154016,0.00214,0.459964,0.308352,0.991729,0.924472
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,66,0.157152,0.002,0.462185,0.306464,0.997229,0.927801
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,67,0.154976,0.00195,0.464188,0.305664,0.994829,0.926778
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,68,0.153856,0.00218,0.458685,0.307936,0.997629,0.922657
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,69,0.156384,0.0021,0.462574,0.314304,1.00589,0.935362
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,70,0.153824,0.00208,0.462104,0.3056,0.991849,0.923608
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,71,0.156192,0.00208,0.462764,0.304128,0.996139,0.925164
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,72,0.151008,0.00209,0.459384,0.307744,0.986429,0.920226
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,73,0.154528,0.0022,0.461534,0.30752,0.994349,0.925782
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",256,74,0.151712,0.001901,0.463596,0.309056,1.00171,0.926265
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,0,0.359328,0.002171,1.98232,0.878272,3.3007,3.22209
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,1,0.359872,0.002231,1.98249,0.876896,3.29935,3.22149
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,2,0.358816,0.002331,1.9788,0.877536,3.29851,3.21748
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,3,0.360608,0.002209,1.98542,0.87344,3.30012,3.22168
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,4,0.357984,0.00225,1.97821,0.87488,3.3237,3.21332
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,5,0.360416,0.002251,1.98254,0.873504,3.29721,3.21871
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,6,0.357344,0.002241,1.97995,0.876224,3.39055,3.21576
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,7,0.359488,0.00234,1.97812,0.880544,3.29726,3.22049
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,8,0.35744,0.002169,1.97857,0.87648,3.29089,3.21466
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,9,0.343904,0.002011,1.97408,0.868832,3.25644,3.18883
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,10,0.359392,0.0022,1.97447,0.874464,3.28953,3.21053
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,11,0.360768,0.003082,1.9816,0.874272,3.3004,3.21972
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,12,0.360896,0.002262,1.98167,0.872416,3.29575,3.21724
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,13,0.357472,0.00218,1.97765,0.87376,3.28276,3.21106
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,14,0.363904,0.00221,1.98682,0.875264,3.30886,3.2282
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,15,0.357536,0.002159,1.98248,0.87344,3.2939,3.21561
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,16,0.360544,0.002361,1.98155,0.87504,3.29735,3.21949
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,17,0.348352,0.00217,1.97772,0.87776,3.27366,3.206
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,18,0.359072,0.00228,1.97978,0.874944,3.29516,3.21607
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,19,0.362112,0.002301,1.97914,0.874112,3.29537,3.21766
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,20,0.35504,0.002042,1.98072,0.87504,3.2827,3.21284
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,21,0.358688,0.002271,1.97831,0.873504,3.29113,3.21277
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,22,0.35952,0.00222,1.98156,0.8752,3.29741,3.2185
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,23,0.345536,0.00221,1.98054,0.872,3.26753,3.20028
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,24,0.348256,0.00202,1.97649,0.871616,3.26642,3.19838
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,25,0.359488,0.00216,1.97793,0.874976,3.2902,3.21455
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,26,0.357632,0.002309,1.98186,0.874144,3.29205,3.21594
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,27,0.36336,0.00218,1.98356,0.877504,3.30709,3.2266
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,28,0.357376,0.0023,1.98027,0.876352,3.29627,3.2163
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,29,0.359776,0.00208,1.97879,0.875392,3.2899,3.21604
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,30,0.357344,0.00228,1.98221,0.872352,3.29315,3.21418
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,31,0.357632,0.00223,1.9811,0.875264,3.30015,3.21622
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,32,0.360864,0.00235,1.98229,0.873632,3.29789,3.21913
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,33,0.358304,0.00222,1.97795,0.871328,3.28881,3.2098
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,34,0.357024,0.002258,1.98218,0.8712,3.29115,3.21266
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,35,0.360512,0.00225,1.98199,0.886784,3.30967,3.23153
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,36,0.34768,0.002069,1.97916,0.870976,3.27085,3.19988
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,37,0.34864,0.00199,1.97698,0.873632,3.26838,3.20124
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,38,0.34624,0.0021,1.9834,0.86976,3.26895,3.2015
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,39,0.3488,0.002111,1.97962,0.875232,3.27254,3.20576
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,40,0.352416,0.00209,1.97698,0.871744,3.27254,3.20323
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,41,0.359072,0.002199,1.98129,0.874336,3.29485,3.2169
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,42,0.36016,0.00217,1.9771,0.879488,3.29702,3.21892
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,43,0.358528,0.00236,1.98083,0.886048,3.30411,3.22776
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,44,0.345088,0.002,1.97319,0.871904,3.26071,3.19218
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,45,0.352224,0.00209,1.98107,0.873184,3.27441,3.20857
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,46,0.345536,0.002109,1.97786,0.874112,3.26736,3.19961
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,47,0.346368,0.00201,1.97604,0.869536,3.26055,3.19395
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,48,0.35344,0.002191,1.97702,0.88976,3.29139,3.22241
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,49,0.360288,0.002219,1.97926,0.873664,3.29443,3.21543
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,50,0.356832,0.00236,1.97715,0.873824,3.28651,3.21017
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,51,0.35936,0.002261,1.98243,0.88864,3.31128,3.23269
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,52,0.359264,0.002261,1.97809,0.875168,3.28978,3.21478
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,53,0.360864,0.00221,1.97938,0.875424,3.29233,3.21788
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,54,0.359744,0.00219,1.97556,0.870176,3.28356,3.20767
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,55,0.360224,0.00215,1.97879,0.87408,3.29172,3.21524
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,56,0.358176,0.00215,1.97974,0.871712,3.38098,3.21178
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,57,0.364672,0.002211,1.98313,0.873472,3.30077,3.22348
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,58,0.362176,0.00213,1.9835,0.962528,3.38638,3.31033
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,59,0.358208,0.002219,1.97852,0.876256,3.29521,3.2152
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,60,0.357792,0.00227,1.97764,0.877632,3.29498,3.21533
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,61,0.360576,0.00233,1.97712,0.876864,3.29086,3.21689
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,62,0.342912,0.00236,1.97497,0.869376,3.25504,3.18962
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,63,0.348128,0.00192,1.97788,0.871168,3.26726,3.19909
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,64,0.361856,0.002179,1.97982,0.877536,3.30132,3.22139
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,65,0.364096,0.00269,1.98313,0.872992,3.30457,3.22291
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,66,0.36016,0.00214,1.98365,0.87408,3.29954,3.22003
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,67,0.358368,0.002179,1.98068,0.87504,3.29585,3.21627
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,68,0.358048,0.00219,2.01614,0.8808,3.33254,3.25718
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,69,0.36176,0.002299,1.97738,0.874432,3.29636,3.21587
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,70,0.356448,0.00224,1.97807,0.891072,3.30143,3.22783
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,71,0.358464,0.00231,1.97822,0.880256,3.29741,3.21925
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,72,0.359232,0.002331,1.98099,0.8736,3.29504,3.21615
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,73,0.364352,0.00209,1.98151,0.87648,3.30556,3.22443
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",320,74,0.3584,0.002269,1.9918,0.87472,3.30386,3.22719
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,0,0.626016,0.00229,3.4733,1.56397,5.74642,5.66558
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,1,0.623904,0.002211,3.47682,1.55898,5.74228,5.66191
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,2,0.62512,0.00213,3.48021,1.57315,5.75786,5.68061
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,3,0.62624,0.00221,3.48026,1.59053,5.79591,5.69924
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,4,0.626784,0.002349,3.47839,1.56573,5.75241,5.67325
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,5,0.625696,0.00216,3.47543,1.56346,5.74284,5.66674
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,6,0.627648,0.00216,3.48546,1.57792,5.76839,5.69319
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,7,0.624128,0.00231,3.47934,1.56275,5.74819,5.66853
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,8,0.624512,0.00213,3.48049,1.56579,5.75225,5.67293
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,9,0.62496,0.002161,3.4779,1.55862,5.75079,5.66365
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,10,0.624992,0.00247,3.50496,1.55734,5.76726,5.68977
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,11,0.62544,0.0022,3.47742,1.56896,5.75192,5.67402
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,12,0.626624,0.002091,3.4777,1.56275,5.74768,5.66917
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,13,0.627008,0.002328,3.47676,1.56253,5.74768,5.66863
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,14,0.628416,0.0023,3.48205,1.55786,5.75058,5.67062
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,15,0.622464,0.00215,3.47454,1.56317,5.74102,5.66232
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,16,0.628896,0.0025,3.47182,1.55984,5.74374,5.66306
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,17,0.62736,0.00211,3.53517,1.56205,5.80446,5.72669
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,18,0.627168,0.00203,3.4775,1.56448,5.75141,5.67118
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,19,0.62752,0.002231,3.47729,1.56093,5.74815,5.66797
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,20,0.62592,0.00221,3.47411,1.56509,5.7466,5.66733
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,21,0.624768,0.00212,3.4787,1.56352,5.74583,5.66911
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,22,0.627072,0.002209,3.4804,1.55978,5.74577,5.66946
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,23,0.626016,0.00228,3.47626,1.56237,5.74651,5.66692
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,24,0.627712,0.00208,3.48298,1.56653,5.75987,5.6793
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,25,0.629856,0.00251,3.47916,1.5608,5.75955,5.67233
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,26,0.622272,0.00214,3.47481,1.56102,5.82745,5.66025
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,27,0.62512,0.00215,3.4773,1.56112,5.74454,5.66569
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,28,0.62864,0.002361,3.4786,1.58083,5.76958,5.69044
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,29,0.622656,0.002251,3.48088,1.62726,5.81494,5.73305
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,30,0.627136,0.00204,3.49082,1.56474,5.76514,5.68473
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,31,0.627328,0.00227,3.47542,1.58246,5.76987,5.68748
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,32,0.623264,0.00235,3.47551,1.56186,5.74285,5.66298
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,33,0.62464,0.00262,3.47132,1.5583,5.73929,5.65689
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,34,0.626656,0.00222,3.47736,1.55674,5.74129,5.66297
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,35,0.624928,0.002059,3.46991,1.55834,5.73048,5.65524
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,36,0.628192,0.00255,3.49904,1.5617,5.76844,5.69148
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,37,0.629024,0.00224,3.47324,1.5617,5.74351,5.6662
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,38,0.625248,0.002201,3.47938,1.56486,5.74975,5.67169
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,39,0.630784,0.00217,3.47461,1.55907,5.74772,5.66664
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,40,0.624896,0.002421,3.47386,1.56134,5.73904,5.66252
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,41,0.630944,0.00224,3.47604,1.55946,5.74897,5.66868
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,42,0.628704,0.00205,3.48048,1.56723,5.75984,5.67847
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,43,0.627552,0.00237,3.47632,1.56538,5.75072,5.67162
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,44,0.624,0.002369,3.47853,1.5848,5.76558,5.6897
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,45,0.626016,0.00228,3.47977,1.55766,5.74487,5.66573
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,46,0.625792,0.00229,3.47485,1.55926,5.73879,5.6622
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,47,0.625152,0.00232,3.47995,1.56182,5.74668,5.66925
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,48,0.62512,0.00211,3.47779,1.55693,5.73711,5.66195
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,49,0.623616,0.00228,3.48044,1.55942,5.74558,5.66576
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,50,0.629024,0.00222,3.56697,1.57085,5.8456,5.76906
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,51,0.628448,0.00217,3.4772,1.55958,5.74822,5.6674
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,52,0.626464,0.00239,3.48223,1.56672,5.75852,5.67781
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,53,0.623328,0.002409,3.47715,1.56048,5.7442,5.66337
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,54,0.627104,0.00219,3.47776,1.56429,5.74812,5.67134
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,55,0.626048,0.00221,3.48341,1.56138,5.85867,5.67305
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,56,0.628256,0.00238,3.47821,1.56285,5.83642,5.6717
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,57,0.62672,0.00221,3.47989,1.58637,5.773,5.69519
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,58,0.628096,0.00226,3.47389,1.56317,5.74603,5.66742
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,59,0.625696,0.00212,3.47947,1.56422,5.83289,5.67151
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,60,0.6272,0.002189,3.48165,1.56643,5.75612,5.67747
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,61,0.624608,0.002299,3.47511,1.55936,5.7371,5.66138
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",384,62,0.626944,0.00251,3.47124,1.56301,5.74667,5.6637
