dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",64,0,0.287808,0.00255,0.246387,202.814,203.458,203.351
3,double,uniform,CPU,"D | D | D | D | N | D",128,10,1.59382,0.001859,1.48562,0.059744,3.18947,3.14104
3,double,uniform,CPU,"D | D | D | D | N | D",128,11,1.51648,0.00167,1.48561,0.061376,3.11328,3.06513
3,double,uniform,CPU,"D | D | D | D | N | D",128,12,1.58086,0.00161,1.47756,0.0616,3.16501,3.12163
3,double,uniform,CPU,"D | D | D | D | N | D",128,13,1.52,0.0016,1.48524,0.061312,3.11441,3.06816
3,double,uniform,CPU,"D | D | D | D | N | D",128,14,1.5256,0.001611,1.48166,0.061408,3.11624,3.07028
3,double,uniform,CPU,"D | D | D | D | N | D",128,15,1.52813,0.00161,1.48594,0.061632,3.12967,3.07731
3,double,uniform,CPU,"D | D | D | D | N | D",128,16,1.54205,0.00172,1.48349,0.059328,3.13495,3.08658
3,double,uniform,CPU,"D | D | D | D | N | D",128,17,1.53453,0.00177,1.48193,0.059584,3.12576,3.07781
3,double,uniform,CPU,"D | D | D | D | N | D",128,18,1.58534,0.00155,1.48308,0.059584,3.17231,3.12955
3,double,uniform,CPU,"D | D | D | D | N | D",128,19,1.53958,0.00174,1.48552,0.060032,3.13472,3.08687
3,double,uniform,CPU,"D | D | D | D | N | D",128,20,1.54934,0.00208,1.50081,0.067264,3.19194,3.11949
3,double,uniform,CPU,"D | D | D | D | N | D",128,21,1.5376,0.00177,1.48368,0.059872,3.1307,3.08292
3,double,uniform,CPU,"D | D | D | D | N | D",128,22,1.55014,0.00156,1.48778,0.061408,3.14822,3.10089
3,double,uniform,CPU,"D | D | D | D | N | D",128,23,1.53158,0.001631,1.48465,0.05984,3.12757,3.0777
3,double,uniform,CPU,"D | D | D | D | N | D",128,24,1.56406,0.00181,1.48512,0.0608,3.16356,3.1118
3,double,uniform,CPU,"D | D | D | D | N | D",128,25,1.5311,0.00182,1.48431,0.06144,3.12542,3.07868
3,double,uniform,CPU,"D | D | D | D | N | D",128,26,1.53197,0.00188,1.48378,0.061312,3.12621,3.07894
3,double,uniform,CPU,"D | D | D | D | N | D",128,27,1.51904,0.009749,1.48544,0.060096,3.11868,3.07432
3,double,uniform,CPU,"D | D | D | D | N | D",128,28,1.5279,0.00172,1.48687,0.06192,3.12731,3.07841
3,double,uniform,CPU,"D | D | D | D | N | D",128,29,1.51786,0.00156,1.48631,0.062656,3.11516,3.06838
3,double,uniform,CPU,"D | D | D | D | N | D",128,30,1.52966,0.001661,1.48346,0.058976,3.12093,3.07376
3,double,uniform,CPU,"D | D | D | D | N | D",128,31,1.51712,0.00153,1.48592,0.059552,3.11044,3.06412
3,double,uniform,CPU,"D | D | D | D | N | D",128,32,1.54019,0.00148,1.48481,0.061216,3.13774,3.08769
3,double,uniform,CPU,"D | D | D | D | N | D",128,33,1.51766,0.00195,1.48404,0.06176,3.11516,3.06541
3,double,uniform,CPU,"D | D | D | D | N | D",128,34,1.52464,0.00156,1.4858,0.06,3.11922,3.072
3,double,uniform,CPU,"D | D | D | D | N | D",128,35,1.5183,0.00168,1.48199,0.059168,3.1071,3.06114
3,double,uniform,CPU,"D | D | D | D | N | D",128,36,1.5583,0.001569,1.48696,0.060256,3.15484,3.10708
3,double,uniform,CPU,"D | D | D | D | N | D",128,37,1.57446,0.00178,1.48416,0.062016,3.16686,3.12242
3,double,uniform,CPU,"D | D | D | D | N | D",128,38,1.54234,0.00158,1.48419,0.059552,3.13722,3.08765
3,double,uniform,CPU,"D | D | D | D | N | D",128,39,1.53846,0.00211,1.50184,0.066624,3.18346,3.10903
3,double,uniform,CPU,"D | D | D | D | N | D",128,40,1.6415,0.002159,1.50084,0.067424,3.28407,3.21192
3,double,uniform,CPU,"D | D | D | D | N | D",128,41,1.53763,0.00161,1.48594,0.060128,3.13513,3.08531
3,double,uniform,CPU,"D | D | D | D | N | D",128,42,1.52214,0.001521,1.48599,0.061696,3.12168,3.07135
3,double,uniform,CPU,"D | D | D | D | N | D",128,43,1.50851,0.001789,1.48482,0.05984,3.10019,3.05496
3,double,uniform,CPU,"D | D | D | D | N | D",128,44,1.59094,0.001671,1.48285,0.06048,3.18297,3.13595
3,double,uniform,CPU,"D | D | D | D | N | D",128,45,1.52922,0.00151,1.48524,0.060448,3.12447,3.07641
3,double,uniform,CPU,"D | D | D | D | N | D",128,46,1.53939,0.001799,1.48395,0.059968,3.1342,3.08511
3,double,uniform,CPU,"D | D | D | D | N | D",128,47,1.5457,0.00155,1.48429,0.061792,3.14107,3.09332
3,double,uniform,CPU,"D | D | D | D | N | D",128,48,1.53168,0.00164,1.48515,0.059328,3.15265,3.0778
3,double,uniform,CPU,"D | D | D | D | N | D",128,49,1.52826,0.00156,1.48543,0.061312,3.1268,3.07655
3,double,uniform,CPU,"D | D | D | D | N | D",128,50,1.5169,0.001619,1.48723,0.060672,3.11485,3.06641
3,double,uniform,CPU,"D | D | D | D | N | D",128,51,1.54845,0.00171,1.48475,0.061152,3.14626,3.09606
3,double,uniform,CPU,"D | D | D | D | N | D",128,52,1.53792,0.001802,1.48451,0.061504,3.13147,3.08574
3,double,uniform,CPU,"D | D | D | D | N | D",128,53,1.51309,0.00179,1.48363,0.0592,3.10349,3.0577
3,double,uniform,CPU,"D | D | D | D | N | D",128,54,1.52944,0.00153,1.48442,0.06032,3.123,3.07571
3,double,uniform,CPU,"D | D | D | D | N | D",128,55,1.60093,0.00175,1.48358,0.062624,3.19495,3.14888
3,double,uniform,CPU,"D | D | D | D | N | D",128,56,1.51546,0.00164,1.48515,0.06032,3.10914,3.06256
3,double,uniform,CPU,"D | D | D | D | N | D",128,57,1.55696,0.00225,1.5036,0.066848,3.20148,3.12965
3,double,uniform,CPU,"D | D | D | D | N | D",128,58,1.53136,0.00156,1.48483,0.061664,3.12841,3.07941
3,double,uniform,CPU,"D | D | D | D | N | D",128,59,1.6064,0.00154,1.48736,0.061664,3.20879,3.15696
3,double,uniform,CPU,"D | D | D | D | N | D",128,60,1.54493,0.00194,1.48528,0.05984,3.14146,3.09198
3,double,uniform,CPU,"D | D | D | D | N | D",128,61,1.55546,0.00167,1.48513,0.06192,3.15106,3.10417
3,double,uniform,CPU,"D | D | D | D | N | D",128,62,1.54035,0.00188,1.49668,0.064352,3.16723,3.10326
3,double,uniform,CPU,"D | D | D | D | N | D",128,63,1.52234,0.001659,1.48632,0.060384,3.12017,3.0707
3,double,uniform,CPU,"D | D | D | D | N | D",128,64,1.5359,0.002081,1.48397,0.06272,3.19811,3.08468
3,double,uniform,CPU,"D | D | D | D | N | D",128,65,1.49994,0.00154,1.48579,0.060224,3.09526,3.04749
3,double,uniform,CPU,"D | D | D | D | N | D",128,66,1.55974,0.001661,1.48495,0.061696,3.15503,3.10805
3,double,uniform,CPU,"D | D | D | D | N | D",128,67,1.52346,0.00153,1.48101,0.061184,3.11458,3.06718
3,double,uniform,CPU,"D | D | D | D | N | D",128,68,1.57782,0.001579,1.4872,0.061024,3.17999,3.12762
3,double,uniform,CPU,"D | D | D | D | N | D",128,69,1.572,0.00165,1.4814,0.062656,3.16257,3.1177
3,double,uniform,CPU,"D | D | D | D | N | D",128,70,1.5609,0.00213,1.50163,0.065856,3.20185,3.13051
3,double,uniform,CPU,"D | D | D | D | N | D",128,71,1.5449,0.00217,1.49704,0.06752,3.17861,3.11162
3,double,uniform,CPU,"D | D | D | D | N | D",128,72,1.55085,0.001669,1.48767,0.062208,3.15841,3.10239
3,double,uniform,CPU,"D | D | D | D | N | D",128,73,1.52688,0.00185,1.48339,0.06112,3.12722,3.07324
3,double,uniform,CPU,"D | D | D | D | N | D",128,74,1.57894,0.00157,1.48464,0.061472,3.17516,3.12662
3,double,uniform,CPU,"D | D | D | D | N | D",192,0,5.83779,0.00212,4.92206,0.188288,11.0257,10.9503
3,double,uniform,CPU,"D | D | D | D | N | D",192,1,5.47107,0.00176,4.91498,0.186112,10.6324,10.5739
3,double,uniform,CPU,"D | D | D | D | N | D",192,2,5.55674,0.00203,4.92037,0.187936,10.7327,10.6671
3,double,uniform,CPU,"D | D | D | D | N | D",192,3,5.57389,0.00192,4.91639,0.187648,10.7349,10.6798
3,double,uniform,CPU,"D | D | D | D | N | D",192,4,5.67843,0.00212,4.92216,0.187712,10.8671,10.7904
3,double,uniform,CPU,"D | D | D | D | N | D",192,5,5.44544,0.002031,4.91502,0.186944,10.6079,10.5494
3,double,uniform,CPU,"D | D | D | D | N | D",192,6,5.46973,0.00196,4.91716,0.185952,10.6307,10.5748
3,double,uniform,CPU,"D | D | D | D | N | D",192,7,5.47504,0.002201,4.9154,0.187744,10.6434,10.5804
3,double,uniform,CPU,"D | D | D | D | N | D",192,8,5.51059,0.00211,4.91689,0.188032,10.6758,10.6176
3,double,uniform,CPU,"D | D | D | D | N | D",192,9,5.41549,0.001759,4.91685,0.187808,10.5827,10.5219
3,double,uniform,CPU,"D | D | D | D | N | D",192,10,5.51888,0.00227,4.91528,0.188672,10.6892,10.6251
3,double,uniform,CPU,"D | D | D | D | N | D",192,11,5.56202,0.00213,4.91755,0.186784,10.7281,10.6685
3,double,uniform,CPU,"D | D | D | D | N | D",192,12,5.55766,0.00203,4.91476,0.188128,10.7217,10.6626
3,double,uniform,CPU,"D | D | D | D | N | D",192,13,5.47779,0.00171,4.91498,0.186656,10.6394,10.5811
3,double,uniform,CPU,"D | D | D | D | N | D",192,14,5.58029,0.002229,4.91486,0.187392,10.7454,10.6848
3,double,uniform,CPU,"D | D | D | D | N | D",192,15,5.59056,0.00189,4.91503,0.187008,10.7536,10.6945
3,double,uniform,CPU,"D | D | D | D | N | D",192,16,5.50445,0.0022,4.91869,0.187808,10.676,10.6131
3,double,uniform,CPU,"D | D | D | D | N | D",192,17,5.49782,0.0019,4.91531,0.188224,10.662,10.6033
3,double,uniform,CPU,"D | D | D | D | N | D",192,18,5.54995,0.00202,4.91791,0.184992,10.7184,10.6549
3,double,uniform,CPU,"D | D | D | D | N | D",192,19,5.50947,0.00209,4.91663,0.186112,10.6699,10.6143
3,double,uniform,CPU,"D | D | D | D | N | D",192,20,5.46224,0.00189,4.91023,0.185376,10.6137,10.5597
3,double,uniform,CPU,"D | D | D | D | N | D",192,21,5.5599,0.002111,4.91591,0.186112,10.7231,10.664
3,double,uniform,CPU,"D | D | D | D | N | D",192,22,5.54445,0.001971,4.91393,0.188256,10.7076,10.6486
3,double,uniform,CPU,"D | D | D | D | N | D",192,23,5.5312,0.00184,4.91409,0.185504,10.6938,10.6326
3,double,uniform,CPU,"D | D | D | D | N | D",192,24,5.62752,0.002259,4.91468,0.1864,10.7922,10.7309
3,double,uniform,CPU,"D | D | D | D | N | D",192,25,5.44954,0.001871,4.91264,0.187264,10.6126,10.5513
3,double,uniform,CPU,"D | D | D | D | N | D",192,26,5.51341,0.00214,4.91197,0.186528,10.6718,10.614
3,double,uniform,CPU,"D | D | D | D | N | D",192,27,5.48886,0.00227,4.91562,0.193216,10.6588,10.6
3,double,uniform,CPU,"D | D | D | D | N | D",192,28,5.5945,0.00202,4.91527,0.1856,10.758,10.6974
3,double,uniform,CPU,"D | D | D | D | N | D",192,29,5.56723,0.001759,4.90883,0.186208,10.719,10.664
3,double,uniform,CPU,"D | D | D | D | N | D",192,30,5.44083,0.00203,4.91757,0.187296,10.6154,10.5477
3,double,uniform,CPU,"D | D | D | D | N | D",192,31,5.49622,0.00188,4.91636,0.1904,10.6628,10.6049
3,double,uniform,CPU,"D | D | D | D | N | D",192,32,5.49101,0.001929,4.9188,0.18656,10.6625,10.5983
3,double,uniform,CPU,"D | D | D | D | N | D",192,33,5.6361,0.00224,4.91586,0.185536,10.7952,10.7397
3,double,uniform,CPU,"D | D | D | D | N | D",192,34,5.53805,0.00197,4.91118,0.188192,10.6907,10.6394
3,double,uniform,CPU,"D | D | D | D | N | D",192,35,5.62762,0.00204,4.91803,0.1856,10.7931,10.7333
3,double,uniform,CPU,"D | D | D | D | N | D",192,36,5.37814,0.00194,4.91371,0.186208,10.5399,10.48
3,double,uniform,CPU,"D | D | D | D | N | D",192,37,5.51994,0.00194,4.91904,0.187296,10.6903,10.6282
3,double,uniform,CPU,"D | D | D | D | N | D",192,38,5.4799,0.00179,4.91222,0.185856,10.6392,10.5798
3,double,uniform,CPU,"D | D | D | D | N | D",192,39,5.55043,0.001909,4.91639,0.187104,10.7174,10.6558
3,double,uniform,CPU,"D | D | D | D | N | D",192,40,5.61069,0.002229,4.91496,0.186816,10.768,10.7147
3,double,uniform,CPU,"D | D | D | D | N | D",192,41,5.39242,0.00186,4.94505,0.185984,10.5803,10.5253
3,double,uniform,CPU,"D | D | D | D | N | D",192,42,5.5577,0.002069,4.91599,0.187648,10.725,10.6634
3,double,uniform,CPU,"D | D | D | D | N | D",192,43,5.64125,0.00185,4.91138,0.187968,10.7998,10.7424
3,double,uniform,CPU,"D | D | D | D | N | D",192,44,5.53578,0.00193,4.91637,0.18544,10.701,10.6395
3,double,uniform,CPU,"D | D | D | D | N | D",192,45,5.49299,0.00216,4.9171,0.189888,10.664,10.6021
3,double,uniform,CPU,"D | D | D | D | N | D",192,46,5.55114,0.00207,4.91808,0.186624,10.721,10.6579
3,double,uniform,CPU,"D | D | D | D | N | D",192,47,5.40557,0.00196,4.91878,0.187776,10.57,10.5141
3,double,uniform,CPU,"D | D | D | D | N | D",192,48,5.42646,0.00197,4.91675,0.18576,10.5892,10.5309
3,double,uniform,CPU,"D | D | D | D | N | D",192,49,5.5097,0.00207,4.91133,0.18768,10.6691,10.6108
3,double,uniform,CPU,"D | D | D | D | N | D",192,50,5.7967,0.002261,4.92362,0.188896,10.9865,10.9115
3,double,uniform,CPU,"D | D | D | D | N | D",192,51,5.86938,0.00222,4.92162,0.189664,11.0557,10.9829
3,double,uniform,CPU,"D | D | D | D | N | D",192,52,5.5753,0.00204,4.91315,0.186112,10.7303,10.6766
3,double,uniform,CPU,"D | D | D | D | N | D",192,53,5.46189,0.002021,4.91798,0.187424,10.629,10.5693
3,double,uniform,CPU,"D | D | D | D | N | D",192,54,5.516,0.00215,4.91457,0.186144,10.6784,10.6189
3,double,uniform,CPU,"D | D | D | D | N | D",192,55,5.41856,0.00181,4.9175,0.188512,10.5847,10.5264
3,double,uniform,CPU,"D | D | D | D | N | D",192,56,5.54518,0.00219,4.91726,0.187776,10.7164,10.6524
3,double,uniform,CPU,"D | D | D | D | N | D",192,57,5.58227,0.002029,4.91666,0.18608,10.7442,10.687
3,double,uniform,CPU,"D | D | D | D | N | D",192,58,5.42314,0.001819,4.91761,0.188544,10.595,10.5311
3,double,uniform,CPU,"D | D | D | D | N | D",192,59,5.42019,0.00214,4.9153,0.187968,10.5835,10.5256
3,double,uniform,CPU,"D | D | D | D | N | D",192,60,5.5528,0.00226,4.91354,0.185664,10.7112,10.6543
3,double,uniform,CPU,"D | D | D | D | N | D",192,61,5.56605,0.00194,4.9186,0.188768,10.7375,10.6754
3,double,uniform,CPU,"D | D | D | D | N | D",192,62,5.53082,0.00179,4.91603,0.18592,10.6896,10.6346
3,double,uniform,CPU,"D | D | D | D | N | D",192,63,5.4856,0.001971,4.91769,0.18816,10.6544,10.5934
3,double,uniform,CPU,"D | D | D | D | N | D",192,64,5.78666,0.0024,4.92624,0.18848,10.9805,10.9038
3,double,uniform,CPU,"D | D | D | D | N | D",192,65,5.49715,0.00227,4.923,0.190464,10.6888,10.6129
3,double,uniform,CPU,"D | D | D | D | N | D",192,66,5.73357,0.00212,4.94316,0.18784,10.9276,10.8667
3,double,uniform,CPU,"D | D | D | D | N | D",192,67,5.62646,0.00206,4.91542,0.188736,10.7904,10.7327
3,double,uniform,CPU,"D | D | D | D | N | D",192,68,5.39546,0.002029,4.91629,0.185312,10.5584,10.4991
3,double,uniform,CPU,"D | D | D | D | N | D",192,69,5.60787,0.00188,4.91572,0.186912,10.7718,10.7124
3,double,uniform,CPU,"D | D | D | D | N | D",192,70,5.6521,0.002091,4.91838,0.187104,10.8274,10.7597
3,double,uniform,CPU,"D | D | D | D | N | D",192,71,5.45558,0.002001,4.91594,0.188096,10.6194,10.5616
3,double,uniform,CPU,"D | D | D | D | N | D",192,72,5.50957,0.0018,4.92061,0.185984,10.6826,10.618
3,double,uniform,CPU,"D | D | D | D | N | D",192,73,5.50131,0.00205,4.91592,0.18688,10.6617,10.6062
3,double,uniform,CPU,"D | D | D | D | N | D",192,74,5.48637,0.00211,4.91779,0.187328,10.653,10.5936
3,double,uniform,CPU,"D | D | D | D | N | D",256,0,14.0463,0.00221,11.6264,0.424704,26.1826,26.0996
3,double,uniform,CPU,"D | D | D | D | N | D",256,1,12.8323,0.00228,11.6227,0.423136,24.9519,24.8804
3,double,uniform,CPU,"D | D | D | D | N | D",256,2,13.3671,0.0021,11.6213,0.423136,25.4783,25.4136
3,double,uniform,CPU,"D | D | D | D | N | D",256,3,13.2367,0.00217,11.622,0.42288,25.3499,25.2837
3,double,uniform,CPU,"D | D | D | D | N | D",256,4,13.9018,0.001949,11.6226,0.42064,26.0127,25.947
3,double,uniform,CPU,"D | D | D | D | N | D",256,5,13.0131,0.00227,11.6196,0.422688,25.1219,25.0577
3,double,uniform,CPU,"D | D | D | D | N | D",256,6,13.0095,0.002109,11.6216,0.422784,25.1213,25.056
3,double,uniform,CPU,"D | D | D | D | N | D",256,7,12.9698,0.00221,11.6268,0.42352,25.096,25.0223
3,double,uniform,CPU,"D | D | D | D | N | D",256,8,13.1767,0.00233,11.6272,0.425216,25.306,25.2315
