dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,0,       2.567037
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,5,      44.081918
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,6,      44.090505
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,7,      44.304913
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,8,      43.871309
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,9,      44.216711
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,10,      44.297567
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,11,      43.843515
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,12,      44.205062
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,13,      47.096710
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,14,      44.270091
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,15,      43.623364
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,16,      44.075552
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,17,      44.280812
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,18,      43.923394
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,19,      43.990023
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,0,     179.492637
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,1,     179.245105
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,2,     179.429781
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,3,     179.327286
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,4,     181.634198
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,5,     178.992188
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,6,     179.523842
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,7,     179.387601
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,8,     179.449686
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,9,     178.871579
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,10,     178.760870
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,11,     179.072299
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,12,     179.474909
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,13,     179.230216
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,14,     179.081569
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,15,     180.094403
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,16,     178.975205
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,17,     179.472864
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,18,     178.806607
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,19,     179.362720
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,0,     160.631171
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,1,     160.403953
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,2,     161.027448
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,3,     160.281316
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,4,     160.080021
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,5,     159.561119
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,6,     160.502829
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,7,     160.043527
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,8,     160.493692
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,9,     159.807722
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,10,     160.010128
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,11,     159.469808
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,12,     160.397607
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,13,     160.407172
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,14,     160.898962
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,15,     160.277727
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,16,     159.817521
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,17,     160.302190
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,18,     160.245604
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,19,     160.015160
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,0,     400.516177
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,1,     400.045482
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,2,     398.820882
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,3,     401.318359
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,4,     402.694777
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,5,     403.780197
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,6,     402.772294
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,7,     402.321637
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,8,     401.138798
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,9,     402.062427
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,10,     400.016574
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,11,     401.013172
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,12,     403.252917
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,13,     401.808671
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,14,     401.229396
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,15,     402.799493
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,16,     401.247026
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,17,     406.801169
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,18,     400.294021
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,19,     401.166844
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,0,    1563.918400
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,1,    1561.226847
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,2,    1561.233848
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,3,    1563.716175
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,4,    1565.880112
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,5,    1564.079217
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,6,    1566.889609
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,7,    1555.777801
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,8,    1568.647735
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,9,    1555.248680
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,10,    1563.829750
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,11,    1561.328713
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,12,    1567.388426
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,13,    1568.893912
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,14,    1577.652787
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,15,    1563.948990
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,16,    1564.610762
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,17,    1567.884092
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,18,    1560.664904
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,19,    1564.307042
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,0,    2379.923355
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,1,    2388.256797
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,2,    2383.539228
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,3,    2382.169917
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,4,    2380.829330
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,5,    2374.680496
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,6,    2371.971104
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,7,    2370.435060
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,8,    2379.786713
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,9,    2382.661445
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,10,    2367.615617
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,11,    2370.265516
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,12,    2379.321866
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,13,    2375.325676
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,14,    2378.354562
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,15,    2378.765223
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,16,    2362.842192
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,17,    2378.622466
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,18,    2368.120564
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,19,    2376.024005
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,0,    2305.890388
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,1,    2306.582939
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,2,    2295.359034
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,3,    2303.170912
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,4,    2306.585117
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,5,    2309.906247
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,6,    2297.896436
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,7,    2302.760857
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,8,    2299.853765
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,9,    2297.124939
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,10,    2290.407398
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,11,    2306.094850
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,12,    2299.672941
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,13,    2295.146782
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,14,    2294.031659
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,15,    2302.470176
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,16,    2298.121372
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,17,    2296.349696
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,18,    2297.805008
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,19,    2301.878289
