dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"Ds | Ds",64,0,       0.002982
1,double,uniform,PoisFFT,"Ds | Ds",64,1,       0.000984
1,double,uniform,PoisFFT,"Ds | Ds",64,2,       0.000832
1,double,uniform,PoisFFT,"Ds | Ds",64,3,       0.000800
1,double,uniform,PoisFFT,"Ds | Ds",64,4,       0.000778
1,double,uniform,PoisFFT,"Ds | Ds",64,5,       0.000793
1,double,uniform,PoisFFT,"Ds | Ds",64,6,       0.000787
1,double,uniform,PoisFFT,"Ds | Ds",64,7,       0.000775
1,double,uniform,PoisFFT,"Ds | Ds",64,8,       0.000790
1,double,uniform,PoisFFT,"Ds | Ds",64,9,       0.000784
1,double,uniform,PoisFFT,"Ds | Ds",64,10,       0.000776
1,double,uniform,PoisFFT,"Ds | Ds",64,11,       0.000790
1,double,uniform,PoisFFT,"Ds | Ds",64,12,       0.000789
1,double,uniform,PoisFFT,"Ds | Ds",64,13,       0.000777
1,double,uniform,PoisFFT,"Ds | Ds",64,14,       0.000779
1,double,uniform,PoisFFT,"Ds | Ds",64,15,       0.000778
1,double,uniform,PoisFFT,"Ds | Ds",64,16,       0.000776
1,double,uniform,PoisFFT,"Ds | Ds",64,17,       0.017286
1,double,uniform,PoisFFT,"Ds | Ds",64,18,       0.000852
1,double,uniform,PoisFFT,"Ds | Ds",64,19,       0.000835
1,double,uniform,PoisFFT,"Ds | Ds",128,0,       0.001784
1,double,uniform,PoisFFT,"Ds | Ds",128,1,       0.001558
1,double,uniform,PoisFFT,"Ds | Ds",128,2,       0.001540
1,double,uniform,PoisFFT,"Ds | Ds",128,3,       0.001526
1,double,uniform,PoisFFT,"Ds | Ds",128,4,       0.001524
1,double,uniform,PoisFFT,"Ds | Ds",128,5,       0.001525
1,double,uniform,PoisFFT,"Ds | Ds",128,6,       0.001524
1,double,uniform,PoisFFT,"Ds | Ds",128,7,       0.001563
1,double,uniform,PoisFFT,"Ds | Ds",128,8,       0.001521
1,double,uniform,PoisFFT,"Ds | Ds",128,9,       0.001526
1,double,uniform,PoisFFT,"Ds | Ds",128,10,       0.001524
1,double,uniform,PoisFFT,"Ds | Ds",128,11,       0.001524
1,double,uniform,PoisFFT,"Ds | Ds",128,12,       0.001528
1,double,uniform,PoisFFT,"Ds | Ds",128,13,       0.001524
1,double,uniform,PoisFFT,"Ds | Ds",128,14,       0.001526
1,double,uniform,PoisFFT,"Ds | Ds",128,15,       0.001524
1,double,uniform,PoisFFT,"Ds | Ds",128,16,       0.001523
1,double,uniform,PoisFFT,"Ds | Ds",128,17,       0.001524
1,double,uniform,PoisFFT,"Ds | Ds",128,18,       0.001521
1,double,uniform,PoisFFT,"Ds | Ds",128,19,       0.001522
1,double,uniform,PoisFFT,"Ds | Ds",192,0,       0.003453
1,double,uniform,PoisFFT,"Ds | Ds",192,1,       0.002948
1,double,uniform,PoisFFT,"Ds | Ds",192,2,       0.019602
1,double,uniform,PoisFFT,"Ds | Ds",192,3,       0.003086
1,double,uniform,PoisFFT,"Ds | Ds",192,4,       0.003089
1,double,uniform,PoisFFT,"Ds | Ds",192,5,       0.003097
1,double,uniform,PoisFFT,"Ds | Ds",192,6,       0.003078
1,double,uniform,PoisFFT,"Ds | Ds",192,7,       0.003091
1,double,uniform,PoisFFT,"Ds | Ds",192,8,       0.003091
1,double,uniform,PoisFFT,"Ds | Ds",192,9,       0.003093
1,double,uniform,PoisFFT,"Ds | Ds",192,10,       0.003093
1,double,uniform,PoisFFT,"Ds | Ds",192,11,       0.003078
1,double,uniform,PoisFFT,"Ds | Ds",192,12,       0.003089
1,double,uniform,PoisFFT,"Ds | Ds",192,13,       0.003090
1,double,uniform,PoisFFT,"Ds | Ds",192,14,       0.003109
1,double,uniform,PoisFFT,"Ds | Ds",192,15,       0.003086
1,double,uniform,PoisFFT,"Ds | Ds",192,16,       0.003079
1,double,uniform,PoisFFT,"Ds | Ds",192,17,       0.003102
1,double,uniform,PoisFFT,"Ds | Ds",192,18,       0.003086
1,double,uniform,PoisFFT,"Ds | Ds",192,19,       0.003076
1,double,uniform,PoisFFT,"Ds | Ds",256,0,       0.004226
1,double,uniform,PoisFFT,"Ds | Ds",256,1,       0.003847
1,double,uniform,PoisFFT,"Ds | Ds",256,2,       0.003749
1,double,uniform,PoisFFT,"Ds | Ds",256,3,       0.003694
1,double,uniform,PoisFFT,"Ds | Ds",256,4,       0.003703
1,double,uniform,PoisFFT,"Ds | Ds",256,5,       0.003654
1,double,uniform,PoisFFT,"Ds | Ds",256,6,       0.003725
1,double,uniform,PoisFFT,"Ds | Ds",256,7,       0.003704
1,double,uniform,PoisFFT,"Ds | Ds",256,8,       0.003690
1,double,uniform,PoisFFT,"Ds | Ds",256,9,       0.003685
1,double,uniform,PoisFFT,"Ds | Ds",256,10,       0.003690
1,double,uniform,PoisFFT,"Ds | Ds",256,11,       0.003702
1,double,uniform,PoisFFT,"Ds | Ds",256,12,       0.014783
1,double,uniform,PoisFFT,"Ds | Ds",256,13,       0.010674
1,double,uniform,PoisFFT,"Ds | Ds",256,14,       0.010690
1,double,uniform,PoisFFT,"Ds | Ds",256,15,       0.010783
1,double,uniform,PoisFFT,"Ds | Ds",256,16,       0.022966
1,double,uniform,PoisFFT,"Ds | Ds",256,17,       0.010738
1,double,uniform,PoisFFT,"Ds | Ds",256,18,       0.010624
1,double,uniform,PoisFFT,"Ds | Ds",256,19,       0.010687
1,double,uniform,PoisFFT,"Ds | Ds",320,0,       0.006028
1,double,uniform,PoisFFT,"Ds | Ds",320,1,       0.021929
1,double,uniform,PoisFFT,"Ds | Ds",320,2,       0.005416
1,double,uniform,PoisFFT,"Ds | Ds",320,3,       0.005333
1,double,uniform,PoisFFT,"Ds | Ds",320,4,       0.005334
1,double,uniform,PoisFFT,"Ds | Ds",320,5,       0.005328
1,double,uniform,PoisFFT,"Ds | Ds",320,6,       0.005316
1,double,uniform,PoisFFT,"Ds | Ds",320,7,       0.005328
1,double,uniform,PoisFFT,"Ds | Ds",320,8,       0.005356
1,double,uniform,PoisFFT,"Ds | Ds",320,9,       0.005349
1,double,uniform,PoisFFT,"Ds | Ds",320,10,       0.005344
1,double,uniform,PoisFFT,"Ds | Ds",320,11,       0.005358
1,double,uniform,PoisFFT,"Ds | Ds",320,12,       0.005334
1,double,uniform,PoisFFT,"Ds | Ds",320,13,       0.005304
1,double,uniform,PoisFFT,"Ds | Ds",320,14,       0.005327
1,double,uniform,PoisFFT,"Ds | Ds",320,15,       0.005313
1,double,uniform,PoisFFT,"Ds | Ds",320,16,       0.021930
1,double,uniform,PoisFFT,"Ds | Ds",320,17,       0.005599
1,double,uniform,PoisFFT,"Ds | Ds",320,18,       0.005544
1,double,uniform,PoisFFT,"Ds | Ds",320,19,       0.005540
1,double,uniform,PoisFFT,"Ds | Ds",384,0,       0.006264
1,double,uniform,PoisFFT,"Ds | Ds",384,1,       0.005486
1,double,uniform,PoisFFT,"Ds | Ds",384,2,       0.005430
1,double,uniform,PoisFFT,"Ds | Ds",384,3,       0.005403
1,double,uniform,PoisFFT,"Ds | Ds",384,4,       0.005423
1,double,uniform,PoisFFT,"Ds | Ds",384,5,       0.005417
1,double,uniform,PoisFFT,"Ds | Ds",384,6,       0.005445
1,double,uniform,PoisFFT,"Ds | Ds",384,7,       0.005428
1,double,uniform,PoisFFT,"Ds | Ds",384,8,       0.005415
1,double,uniform,PoisFFT,"Ds | Ds",384,9,       0.021833
1,double,uniform,PoisFFT,"Ds | Ds",384,10,       0.005852
1,double,uniform,PoisFFT,"Ds | Ds",384,11,       0.005800
1,double,uniform,PoisFFT,"Ds | Ds",384,12,       0.005840
1,double,uniform,PoisFFT,"Ds | Ds",384,13,       0.005882
1,double,uniform,PoisFFT,"Ds | Ds",384,14,       0.005832
1,double,uniform,PoisFFT,"Ds | Ds",384,15,       0.005836
1,double,uniform,PoisFFT,"Ds | Ds",384,16,       0.005844
1,double,uniform,PoisFFT,"Ds | Ds",384,17,       0.005776
1,double,uniform,PoisFFT,"Ds | Ds",384,18,       0.005848
1,double,uniform,PoisFFT,"Ds | Ds",384,19,       0.005819
1,double,uniform,PoisFFT,"Ds | Ds",448,0,       0.007437
1,double,uniform,PoisFFT,"Ds | Ds",448,1,       0.006899
1,double,uniform,PoisFFT,"Ds | Ds",448,2,       0.006827
1,double,uniform,PoisFFT,"Ds | Ds",448,3,       0.006778
1,double,uniform,PoisFFT,"Ds | Ds",448,4,       0.006820
1,double,uniform,PoisFFT,"Ds | Ds",448,5,       0.006761
1,double,uniform,PoisFFT,"Ds | Ds",448,6,       0.006830
1,double,uniform,PoisFFT,"Ds | Ds",448,7,       0.006815
1,double,uniform,PoisFFT,"Ds | Ds",448,8,       0.007321
1,double,uniform,PoisFFT,"Ds | Ds",448,9,       0.007204
1,double,uniform,PoisFFT,"Ds | Ds",448,10,       0.007240
1,double,uniform,PoisFFT,"Ds | Ds",448,11,       0.007272
1,double,uniform,PoisFFT,"Ds | Ds",448,12,       0.007260
1,double,uniform,PoisFFT,"Ds | Ds",448,13,       0.007243
1,double,uniform,PoisFFT,"Ds | Ds",448,14,       0.007264
1,double,uniform,PoisFFT,"Ds | Ds",448,15,       0.007219
1,double,uniform,PoisFFT,"Ds | Ds",448,16,       0.007221
1,double,uniform,PoisFFT,"Ds | Ds",448,17,       0.007269
1,double,uniform,PoisFFT,"Ds | Ds",448,18,       0.007283
1,double,uniform,PoisFFT,"Ds | Ds",448,19,       0.007245
1,double,uniform,PoisFFT,"Ds | Ds",512,0,       0.008511
1,double,uniform,PoisFFT,"Ds | Ds",512,1,       0.007452
1,double,uniform,PoisFFT,"Ds | Ds",512,2,       0.007368
1,double,uniform,PoisFFT,"Ds | Ds",512,3,       0.007327
1,double,uniform,PoisFFT,"Ds | Ds",512,4,       0.007323
1,double,uniform,PoisFFT,"Ds | Ds",512,5,       0.008467
1,double,uniform,PoisFFT,"Ds | Ds",512,6,       0.007870
1,double,uniform,PoisFFT,"Ds | Ds",512,7,       0.007850
1,double,uniform,PoisFFT,"Ds | Ds",512,8,       0.007903
1,double,uniform,PoisFFT,"Ds | Ds",512,9,       0.007818
1,double,uniform,PoisFFT,"Ds | Ds",512,10,       0.007857
1,double,uniform,PoisFFT,"Ds | Ds",512,11,       0.007812
1,double,uniform,PoisFFT,"Ds | Ds",512,12,       0.007874
1,double,uniform,PoisFFT,"Ds | Ds",512,13,       0.007851
1,double,uniform,PoisFFT,"Ds | Ds",512,14,       0.008161
1,double,uniform,PoisFFT,"Ds | Ds",512,15,       0.008137
1,double,uniform,PoisFFT,"Ds | Ds",512,16,       0.010332
1,double,uniform,PoisFFT,"Ds | Ds",512,17,       0.009262
1,double,uniform,PoisFFT,"Ds | Ds",512,18,       0.008139
1,double,uniform,PoisFFT,"Ds | Ds",512,19,       0.008179
