dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,       0.822633
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,1,       0.601582
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,2,       0.593142
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,3,       0.590168
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,4,       0.596274
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,5,       0.586098
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,6,       0.591626
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,7,       0.595837
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,8,       0.590670
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,9,       0.591168
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,10,       0.593225
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,11,       0.590930
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,12,       0.598169
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,13,       0.592000
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,14,       0.599506
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,15,       0.594528
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,16,       0.593909
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,17,       0.584341
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,       0.594163
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,       0.594849
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,       6.705336
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,       6.143020
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,       6.162440
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,       6.114372
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,       6.147167
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,       6.061608
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,       6.154616
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,       6.054132
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,       6.067301
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,       6.082837
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,       6.071383
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,       6.062097
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,       6.082916
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,       6.174099
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,       6.085894
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,       6.148161
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,       6.046788
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,       6.084791
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,       6.070958
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,       6.135385
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,      25.395557
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,      24.741360
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,      24.760519
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,      24.838872
