dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,0,       1.425099
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,1,       0.575550
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,2,       0.570355
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,3,       0.572001
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,4,       0.575937
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,5,       0.571996
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,6,       0.569679
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,7,       0.573435
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,8,       0.561573
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,9,       0.554589
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,10,       0.561948
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,11,       0.574447
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,12,       0.565705
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,13,       0.567510
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,14,       0.577044
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,15,       0.565436
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,16,       0.565082
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,17,       0.563441
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,18,       0.567071
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,19,       0.564529
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,0,       6.264926
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,1,       6.001118
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,2,       6.075333
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,3,       5.984076
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,4,       6.150510
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,5,       6.099281
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,6,       6.058201
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,7,       6.039682
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,8,       6.135628
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,9,       5.980888
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,10,       6.018523
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,11,       6.021186
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,12,       6.019156
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,13,       5.944336
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,14,       6.544455
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,15,       6.036414
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,16,       6.016584
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,17,       6.027998
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,18,       5.969244
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,19,       5.914883
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,0,      24.520114
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,1,      24.734415
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,2,      25.214849
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,3,      25.099601
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,4,      24.748809
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,5,      25.464210
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,6,      25.234097
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,7,      24.597811
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,8,      25.309909
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,9,      24.849842
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,10,      25.332845
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,11,      25.677514
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,12,      25.204712
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,13,      25.664809
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,14,      25.317742
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,15,      26.080196
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,16,      25.277512
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,17,      25.438453
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,18,      24.931099
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,19,      25.715435
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,0,     116.915665
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,1,     120.237690
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,2,     114.988284
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,3,     114.781812
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,4,     114.094479
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,5,     121.332689
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,6,     116.631044
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,7,     120.969165
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,8,     122.549313
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,9,     113.522519
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,10,     119.821062
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,11,     119.680393
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,12,     116.486828
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,13,     116.715141
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,14,     117.261622
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,15,     112.261564
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,16,     113.407195
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,17,     111.728147
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,18,     117.705516
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,19,     109.982714
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,0,     140.696652
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,1,     139.398119
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,2,     141.261949
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,3,     141.435213
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,4,     143.185972
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,5,     138.727773
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,6,     140.249114
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,7,     139.749687
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,8,     142.050250
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,9,     139.384626
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,10,     140.891641
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,11,     140.481512
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,12,     139.768659
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,13,     141.603361
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,14,     139.396971
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,15,     142.047193
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,16,     140.615690
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,17,     142.525377
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,18,     138.982282
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,19,     140.028691
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,0,     432.515117
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,1,     433.877938
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,2,     443.652607
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,3,     430.407831
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,4,     430.639645
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,5,     436.899281
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,6,     436.541093
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,7,     436.097702
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,8,     425.072575
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,9,     436.900564
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,10,     434.620482
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,11,     447.223405
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,12,     429.599801
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,13,     434.408033
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,14,     441.732224
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,15,     449.379497
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,16,     440.488017
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,17,     440.188031
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,18,     436.321718
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,19,     442.907834
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,0,     553.328517
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,1,     561.882478
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,2,     557.736339
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,3,     555.114455
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,4,     557.354589
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,5,     554.282898
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,6,     552.884015
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,7,     552.078583
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,8,     557.159306
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,9,     556.289062
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,10,     560.047213
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,11,     555.207003
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,12,     555.002212
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,13,     556.004089
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,14,     563.703171
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,15,     556.670066
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,16,     554.641270
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,17,     559.616441
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,18,     560.843520
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,19,     556.227746
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,0,    1325.371980
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,1,    1338.221237
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,2,    1323.159383
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,3,    1308.440760
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,4,    1313.190573
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,5,    1305.518024
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,6,    1313.732209
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,7,    1324.979501
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,8,    1318.869172
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,9,    1309.007455
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,10,    1316.129186
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,11,    1330.570545
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,12,    1308.476388
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,13,    1300.381191
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,14,    1307.619319
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,15,    1310.119086
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,16,    1310.138187
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,17,    1317.425549
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,18,    1317.221369
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,19,    1326.396490
