dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,0,       0.056222
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,1,       0.057358
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,2,       0.057231
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,3,       0.060030
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,4,       0.057120
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,5,       0.056666
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,6,       0.056546
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,7,       0.056667
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,8,       0.056656
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,9,       0.056691
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,10,       0.056714
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,11,       0.056762
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,12,       0.056670
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,13,       0.056591
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,14,       0.056664
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,15,       0.056807
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,16,       0.059245
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,17,       0.056637
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,18,       0.056641
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,19,       0.056653
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,0,       0.340842
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,1,       0.391654
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,2,       0.341985
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,3,       0.389850
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,4,       0.387436
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,5,       0.390280
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,6,       0.386673
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,7,       0.389600
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,8,       0.386912
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,9,       0.390122
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,10,       0.386731
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,11,       0.389525
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,12,       0.387577
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,13,       0.391087
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,14,       0.386805
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,15,       0.390170
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,16,       0.386645
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,17,       0.389354
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,18,       0.386975
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,19,       0.389482
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,0,       0.762039
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,1,       0.759222
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,2,       0.755574
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,3,       0.755406
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,4,       0.756394
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,5,       0.755747
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,6,       0.759178
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,7,       0.758597
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,8,       0.758631
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,9,       0.758912
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,10,       0.758575
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,11,       0.757703
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,12,       0.758387
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,13,       0.759033
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,14,       0.758222
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,15,       0.759114
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,16,       0.758299
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,17,       0.758973
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,18,       0.755660
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,19,       0.755662
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,0,       1.826050
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,1,       1.853549
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,2,       1.847714
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,3,       1.930334
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,4,       1.853979
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,5,       1.852832
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,6,       1.853727
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,7,       1.853281
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,8,       1.849647
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,9,       1.853625
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,10,       1.853042
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,11,       1.853328
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,12,       1.854720
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,13,       1.885372
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,14,       1.856175
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,15,       1.853349
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,16,       1.853788
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,17,       1.854031
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,18,       1.854392
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,19,       1.853963
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,0,       2.886566
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,1,       2.922178
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,2,       2.925331
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,3,       2.917160
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,4,       2.961545
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,5,       2.913906
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,6,       2.917292
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,7,       2.922085
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,8,       2.921498
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,9,       2.927023
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,10,       2.919013
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,11,       2.926220
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,12,       2.921146
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,13,       2.920114
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,14,       2.925102
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,15,       2.919810
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,16,       2.922968
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,17,       2.919418
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,18,       2.920913
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,19,       2.920783
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,0,       3.890502
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,1,       3.927504
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,2,       3.924886
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,3,       3.924688
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,4,       3.928329
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,5,       3.923855
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,6,       3.928570
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,7,       3.928847
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,8,       3.915092
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,9,       3.929587
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,10,       3.925618
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,11,       3.924669
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,12,       3.932188
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,13,       3.921238
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,14,       3.927673
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,15,       3.922499
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,16,       3.928900
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,17,       3.919937
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,18,       3.919639
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,19,       3.931005
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,0,       5.855438
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,1,       5.872126
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,2,       5.871655
