dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"N | N",64,0,       0.002128
1,double,uniform,PoisFFT,"N | N",384,19,       0.091957
1,double,uniform,PoisFFT,"N | N",448,0,       0.074003
1,double,uniform,PoisFFT,"N | N",448,1,       0.093899
1,double,uniform,PoisFFT,"N | N",448,2,       0.078771
1,double,uniform,PoisFFT,"N | N",448,3,       0.078810
1,double,uniform,PoisFFT,"N | N",448,4,       0.078762
1,double,uniform,PoisFFT,"N | N",448,5,       0.078925
1,double,uniform,PoisFFT,"N | N",448,6,       0.078811
1,double,uniform,PoisFFT,"N | N",448,7,       0.078858
1,double,uniform,PoisFFT,"N | N",448,8,       0.078784
1,double,uniform,PoisFFT,"N | N",448,9,       0.078729
1,double,uniform,PoisFFT,"N | N",448,10,       0.078886
1,double,uniform,PoisFFT,"N | N",448,11,       0.082165
1,double,uniform,PoisFFT,"N | N",448,12,       0.078808
1,double,uniform,PoisFFT,"N | N",448,13,       0.078782
1,double,uniform,PoisFFT,"N | N",448,14,       0.078815
1,double,uniform,PoisFFT,"N | N",448,15,       0.078804
1,double,uniform,PoisFFT,"N | N",448,16,       0.078841
1,double,uniform,PoisFFT,"N | N",448,17,       0.078837
1,double,uniform,PoisFFT,"N | N",448,18,       0.078836
1,double,uniform,PoisFFT,"N | N",448,19,       0.078781
1,double,uniform,PoisFFT,"N | N",512,0,       0.045305
1,double,uniform,PoisFFT,"N | N",512,1,       0.061480
1,double,uniform,PoisFFT,"N | N",512,2,       0.048102
1,double,uniform,PoisFFT,"N | N",512,3,       0.047970
1,double,uniform,PoisFFT,"N | N",512,4,       0.048081
1,double,uniform,PoisFFT,"N | N",512,5,       0.047999
1,double,uniform,PoisFFT,"N | N",512,6,       0.048067
1,double,uniform,PoisFFT,"N | N",512,7,       0.047959
1,double,uniform,PoisFFT,"N | N",512,8,       0.048050
1,double,uniform,PoisFFT,"N | N",512,9,       0.047949
1,double,uniform,PoisFFT,"N | N",512,10,       0.048001
1,double,uniform,PoisFFT,"N | N",512,11,       0.048637
1,double,uniform,PoisFFT,"N | N",512,12,       0.048035
1,double,uniform,PoisFFT,"N | N",512,13,       0.048076
1,double,uniform,PoisFFT,"N | N",512,14,       0.048122
1,double,uniform,PoisFFT,"N | N",512,15,       0.048009
1,double,uniform,PoisFFT,"N | N",512,16,       0.048017
1,double,uniform,PoisFFT,"N | N",512,17,       0.048043
1,double,uniform,PoisFFT,"N | N",512,18,       0.048015
1,double,uniform,PoisFFT,"N | N",512,19,       0.048064
