dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"P | P | P | P",64,0,       0.035564
2,float,uniform,PoisFFT,"P | P | P | P",448,15,       2.863343
2,float,uniform,PoisFFT,"P | P | P | P",448,16,       2.864154
2,float,uniform,PoisFFT,"P | P | P | P",448,17,       2.879272
2,float,uniform,PoisFFT,"P | P | P | P",448,18,       2.871563
2,float,uniform,PoisFFT,"P | P | P | P",448,19,       2.849724
2,float,uniform,PoisFFT,"P | P | P | P",512,0,       3.945595
2,float,uniform,PoisFFT,"P | P | P | P",512,1,       3.814463
2,float,uniform,PoisFFT,"P | P | P | P",512,2,       3.698865
2,float,uniform,PoisFFT,"P | P | P | P",512,3,       3.779691
2,float,uniform,PoisFFT,"P | P | P | P",512,4,       3.782290
2,float,uniform,PoisFFT,"P | P | P | P",512,5,       3.820848
2,float,uniform,PoisFFT,"P | P | P | P",512,6,       3.827206
2,float,uniform,PoisFFT,"P | P | P | P",512,7,       3.784919
2,float,uniform,PoisFFT,"P | P | P | P",512,8,       3.815601
2,float,uniform,PoisFFT,"P | P | P | P",512,9,       3.797433
2,float,uniform,PoisFFT,"P | P | P | P",512,10,       3.826366
2,float,uniform,PoisFFT,"P | P | P | P",512,11,       3.811107
2,float,uniform,PoisFFT,"P | P | P | P",512,12,       3.815244
2,float,uniform,PoisFFT,"P | P | P | P",512,13,       3.795734
2,float,uniform,PoisFFT,"P | P | P | P",512,14,       3.845614
2,float,uniform,PoisFFT,"P | P | P | P",512,15,       3.819692
2,float,uniform,PoisFFT,"P | P | P | P",512,16,       3.803893
2,float,uniform,PoisFFT,"P | P | P | P",512,17,       3.801114
2,float,uniform,PoisFFT,"P | P | P | P",512,18,       3.825834
2,float,uniform,PoisFFT,"P | P | P | P",512,19,       3.806870
