dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"D | D",64,0,       0.005684
1,float,uniform,PoisFFT,"D | D",256,19,       0.040588
1,float,uniform,PoisFFT,"D | D",320,0,       0.031582
1,float,uniform,PoisFFT,"D | D",320,1,       0.031345
1,float,uniform,PoisFFT,"D | D",320,2,       0.031318
1,float,uniform,PoisFFT,"D | D",320,3,       0.033042
1,float,uniform,PoisFFT,"D | D",320,4,       0.032994
1,float,uniform,PoisFFT,"D | D",320,5,       0.032938
1,float,uniform,PoisFFT,"D | D",320,6,       0.033008
1,float,uniform,PoisFFT,"D | D",320,7,       0.033147
1,float,uniform,PoisFFT,"D | D",320,8,       0.032992
1,float,uniform,PoisFFT,"D | D",320,9,       0.033007
1,float,uniform,PoisFFT,"D | D",320,10,       0.032985
1,float,uniform,PoisFFT,"D | D",320,11,       0.032984
1,float,uniform,PoisFFT,"D | D",320,12,       0.032967
1,float,uniform,PoisFFT,"D | D",320,13,       0.032990
1,float,uniform,PoisFFT,"D | D",320,14,       0.032927
1,float,uniform,PoisFFT,"D | D",320,15,       0.033061
1,float,uniform,PoisFFT,"D | D",320,16,       0.033049
1,float,uniform,PoisFFT,"D | D",320,17,       0.032990
1,float,uniform,PoisFFT,"D | D",320,18,       0.033017
1,float,uniform,PoisFFT,"D | D",320,19,       0.032969
1,float,uniform,PoisFFT,"D | D",384,0,       0.013069
1,float,uniform,PoisFFT,"D | D",384,1,       0.012537
1,float,uniform,PoisFFT,"D | D",384,2,       0.012463
1,float,uniform,PoisFFT,"D | D",384,3,       0.012516
1,float,uniform,PoisFFT,"D | D",384,4,       0.012491
1,float,uniform,PoisFFT,"D | D",384,5,       0.012476
1,float,uniform,PoisFFT,"D | D",384,6,       0.028884
1,float,uniform,PoisFFT,"D | D",384,7,       0.018406
1,float,uniform,PoisFFT,"D | D",384,8,       0.013439
1,float,uniform,PoisFFT,"D | D",384,9,       0.029797
1,float,uniform,PoisFFT,"D | D",384,10,       0.013956
1,float,uniform,PoisFFT,"D | D",384,11,       0.013909
1,float,uniform,PoisFFT,"D | D",384,12,       0.013955
1,float,uniform,PoisFFT,"D | D",384,13,       0.013943
1,float,uniform,PoisFFT,"D | D",384,14,       0.013964
1,float,uniform,PoisFFT,"D | D",384,15,       0.013919
1,float,uniform,PoisFFT,"D | D",384,16,       0.013942
1,float,uniform,PoisFFT,"D | D",384,17,       0.013912
1,float,uniform,PoisFFT,"D | D",384,18,       0.013937
1,float,uniform,PoisFFT,"D | D",384,19,       0.013970
1,float,uniform,PoisFFT,"D | D",448,0,       0.062663
1,float,uniform,PoisFFT,"D | D",448,1,       0.083530
1,float,uniform,PoisFFT,"D | D",448,2,       0.064938
1,float,uniform,PoisFFT,"D | D",448,3,       0.064790
1,float,uniform,PoisFFT,"D | D",448,4,       0.064673
1,float,uniform,PoisFFT,"D | D",448,5,       0.064730
1,float,uniform,PoisFFT,"D | D",448,6,       0.064732
1,float,uniform,PoisFFT,"D | D",448,7,       0.064776
1,float,uniform,PoisFFT,"D | D",448,8,       0.064747
1,float,uniform,PoisFFT,"D | D",448,9,       0.064794
1,float,uniform,PoisFFT,"D | D",448,10,       0.064794
1,float,uniform,PoisFFT,"D | D",448,11,       0.064823
1,float,uniform,PoisFFT,"D | D",448,12,       0.064753
1,float,uniform,PoisFFT,"D | D",448,13,       0.064750
1,float,uniform,PoisFFT,"D | D",448,14,       0.064780
1,float,uniform,PoisFFT,"D | D",448,15,       0.068101
1,float,uniform,PoisFFT,"D | D",448,16,       0.064826
1,float,uniform,PoisFFT,"D | D",448,17,       0.064765
1,float,uniform,PoisFFT,"D | D",448,18,       0.064828
1,float,uniform,PoisFFT,"D | D",448,19,       0.064686
1,float,uniform,PoisFFT,"D | D",512,0,       0.023521
1,float,uniform,PoisFFT,"D | D",512,1,       0.022957
1,float,uniform,PoisFFT,"D | D",512,2,       0.022867
1,float,uniform,PoisFFT,"D | D",512,3,       0.039890
1,float,uniform,PoisFFT,"D | D",512,4,       0.024595
1,float,uniform,PoisFFT,"D | D",512,5,       0.024600
1,float,uniform,PoisFFT,"D | D",512,6,       0.024592
1,float,uniform,PoisFFT,"D | D",512,7,       0.024593
1,float,uniform,PoisFFT,"D | D",512,8,       0.024607
1,float,uniform,PoisFFT,"D | D",512,9,       0.024606
1,float,uniform,PoisFFT,"D | D",512,10,       0.024563
1,float,uniform,PoisFFT,"D | D",512,11,       0.024612
1,float,uniform,PoisFFT,"D | D",512,12,       0.024575
1,float,uniform,PoisFFT,"D | D",512,13,       0.025294
1,float,uniform,PoisFFT,"D | D",512,14,       0.024604
1,float,uniform,PoisFFT,"D | D",512,15,       0.024545
1,float,uniform,PoisFFT,"D | D",512,16,       0.024537
1,float,uniform,PoisFFT,"D | D",512,17,       0.024536
1,float,uniform,PoisFFT,"D | D",512,18,       0.030038
1,float,uniform,PoisFFT,"D | D",512,19,       0.017970
