dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"Ns | Ns",64,0,       0.002923
1,float,uniform,PoisFFT,"Ns | Ns",320,4,       0.004707
1,float,uniform,PoisFFT,"Ns | Ns",320,5,       0.004691
1,float,uniform,PoisFFT,"Ns | Ns",320,6,       0.004698
1,float,uniform,PoisFFT,"Ns | Ns",320,7,       0.004709
1,float,uniform,PoisFFT,"Ns | Ns",320,8,       0.004709
1,float,uniform,PoisFFT,"Ns | Ns",320,9,       0.004644
1,float,uniform,PoisFFT,"Ns | Ns",320,10,       0.004693
1,float,uniform,PoisFFT,"Ns | Ns",320,11,       0.004730
1,float,uniform,PoisFFT,"Ns | Ns",320,12,       0.021550
1,float,uniform,PoisFFT,"Ns | Ns",320,13,       0.005024
1,float,uniform,PoisFFT,"Ns | Ns",320,14,       0.005026
1,float,uniform,PoisFFT,"Ns | Ns",320,15,       0.005009
1,float,uniform,PoisFFT,"Ns | Ns",320,16,       0.005022
1,float,uniform,PoisFFT,"Ns | Ns",320,17,       0.005107
1,float,uniform,PoisFFT,"Ns | Ns",320,18,       0.005028
1,float,uniform,PoisFFT,"Ns | Ns",320,19,       0.005055
1,float,uniform,PoisFFT,"Ns | Ns",384,0,       0.005876
1,float,uniform,PoisFFT,"Ns | Ns",384,1,       0.005268
1,float,uniform,PoisFFT,"Ns | Ns",384,2,       0.005229
1,float,uniform,PoisFFT,"Ns | Ns",384,3,       0.005189
1,float,uniform,PoisFFT,"Ns | Ns",384,4,       0.005173
1,float,uniform,PoisFFT,"Ns | Ns",384,5,       0.005209
1,float,uniform,PoisFFT,"Ns | Ns",384,6,       0.005162
1,float,uniform,PoisFFT,"Ns | Ns",384,7,       0.005150
1,float,uniform,PoisFFT,"Ns | Ns",384,8,       0.005167
1,float,uniform,PoisFFT,"Ns | Ns",384,9,       0.005198
1,float,uniform,PoisFFT,"Ns | Ns",384,10,       0.005188
1,float,uniform,PoisFFT,"Ns | Ns",384,11,       0.022037
1,float,uniform,PoisFFT,"Ns | Ns",384,12,       0.005525
1,float,uniform,PoisFFT,"Ns | Ns",384,13,       0.005547
1,float,uniform,PoisFFT,"Ns | Ns",384,14,       0.005558
1,float,uniform,PoisFFT,"Ns | Ns",384,15,       0.005575
1,float,uniform,PoisFFT,"Ns | Ns",384,16,       0.005569
1,float,uniform,PoisFFT,"Ns | Ns",384,17,       0.005569
1,float,uniform,PoisFFT,"Ns | Ns",384,18,       0.005588
1,float,uniform,PoisFFT,"Ns | Ns",384,19,       0.005563
1,float,uniform,PoisFFT,"Ns | Ns",448,0,       0.007437
1,float,uniform,PoisFFT,"Ns | Ns",448,1,       0.023709
1,float,uniform,PoisFFT,"Ns | Ns",448,2,       0.007089
1,float,uniform,PoisFFT,"Ns | Ns",448,3,       0.007090
1,float,uniform,PoisFFT,"Ns | Ns",448,4,       0.007112
1,float,uniform,PoisFFT,"Ns | Ns",448,5,       0.007063
1,float,uniform,PoisFFT,"Ns | Ns",448,6,       0.007121
1,float,uniform,PoisFFT,"Ns | Ns",448,7,       0.007106
1,float,uniform,PoisFFT,"Ns | Ns",448,8,       0.007103
1,float,uniform,PoisFFT,"Ns | Ns",448,9,       0.007163
1,float,uniform,PoisFFT,"Ns | Ns",448,10,       0.007067
1,float,uniform,PoisFFT,"Ns | Ns",448,11,       0.007059
1,float,uniform,PoisFFT,"Ns | Ns",448,12,       0.007054
1,float,uniform,PoisFFT,"Ns | Ns",448,13,       0.007422
1,float,uniform,PoisFFT,"Ns | Ns",448,14,       0.007339
1,float,uniform,PoisFFT,"Ns | Ns",448,15,       0.007341
1,float,uniform,PoisFFT,"Ns | Ns",448,16,       0.007318
1,float,uniform,PoisFFT,"Ns | Ns",448,17,       0.007342
1,float,uniform,PoisFFT,"Ns | Ns",448,18,       0.007352
1,float,uniform,PoisFFT,"Ns | Ns",448,19,       0.007329
1,float,uniform,PoisFFT,"Ns | Ns",512,0,       0.007510
1,float,uniform,PoisFFT,"Ns | Ns",512,1,       0.007087
1,float,uniform,PoisFFT,"Ns | Ns",512,2,       0.006959
1,float,uniform,PoisFFT,"Ns | Ns",512,3,       0.006927
1,float,uniform,PoisFFT,"Ns | Ns",512,4,       0.006948
1,float,uniform,PoisFFT,"Ns | Ns",512,5,       0.006971
1,float,uniform,PoisFFT,"Ns | Ns",512,6,       0.006926
1,float,uniform,PoisFFT,"Ns | Ns",512,7,       0.008216
1,float,uniform,PoisFFT,"Ns | Ns",512,8,       0.007421
1,float,uniform,PoisFFT,"Ns | Ns",512,9,       0.007417
1,float,uniform,PoisFFT,"Ns | Ns",512,10,       0.007472
1,float,uniform,PoisFFT,"Ns | Ns",512,11,       0.007442
1,float,uniform,PoisFFT,"Ns | Ns",512,12,       0.007426
1,float,uniform,PoisFFT,"Ns | Ns",512,13,       0.007458
1,float,uniform,PoisFFT,"Ns | Ns",512,14,       0.007429
1,float,uniform,PoisFFT,"Ns | Ns",512,15,       0.007413
1,float,uniform,PoisFFT,"Ns | Ns",512,16,       0.007395
1,float,uniform,PoisFFT,"Ns | Ns",512,17,       0.007446
1,float,uniform,PoisFFT,"Ns | Ns",512,18,       0.007426
1,float,uniform,PoisFFT,"Ns | Ns",512,19,       0.007436
