dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"N | N | N | N",64,0,       0.226726
2,double,uniform,PoisFFT,"N | N | N | N",64,1,       0.190132
2,double,uniform,PoisFFT,"N | N | N | N",64,2,       0.187209
2,double,uniform,PoisFFT,"N | N | N | N",64,3,       0.187759
2,double,uniform,PoisFFT,"N | N | N | N",64,4,       0.190194
2,double,uniform,PoisFFT,"N | N | N | N",64,5,       0.187077
2,double,uniform,PoisFFT,"N | N | N | N",64,6,       0.175666
2,double,uniform,PoisFFT,"N | N | N | N",64,7,       0.174135
2,double,uniform,PoisFFT,"N | N | N | N",64,8,       0.174163
2,double,uniform,PoisFFT,"N | N | N | N",64,9,       0.177006
2,double,uniform,PoisFFT,"N | N | N | N",64,10,       0.174264
2,double,uniform,PoisFFT,"N | N | N | N",64,11,       0.174254
2,double,uniform,PoisFFT,"N | N | N | N",64,12,       0.173926
2,double,uniform,PoisFFT,"N | N | N | N",64,13,       0.174278
2,double,uniform,PoisFFT,"N | N | N | N",64,14,       0.176774
2,double,uniform,PoisFFT,"N | N | N | N",64,15,       0.174000
2,double,uniform,PoisFFT,"N | N | N | N",64,16,       0.174431
2,double,uniform,PoisFFT,"N | N | N | N",64,17,       0.173937
2,double,uniform,PoisFFT,"N | N | N | N",64,18,       0.173978
2,double,uniform,PoisFFT,"N | N | N | N",64,19,       0.177037
2,double,uniform,PoisFFT,"N | N | N | N",128,0,       3.315163
2,double,uniform,PoisFFT,"N | N | N | N",128,1,       3.312046
2,double,uniform,PoisFFT,"N | N | N | N",128,2,       3.511998
2,double,uniform,PoisFFT,"N | N | N | N",128,3,       3.318666
2,double,uniform,PoisFFT,"N | N | N | N",128,4,       3.313490
2,double,uniform,PoisFFT,"N | N | N | N",128,5,       3.529411
2,double,uniform,PoisFFT,"N | N | N | N",128,6,       3.315441
2,double,uniform,PoisFFT,"N | N | N | N",128,7,       3.311408
2,double,uniform,PoisFFT,"N | N | N | N",128,8,       3.318358
2,double,uniform,PoisFFT,"N | N | N | N",128,9,       3.788866
2,double,uniform,PoisFFT,"N | N | N | N",128,10,       3.350384
2,double,uniform,PoisFFT,"N | N | N | N",128,11,       3.312552
2,double,uniform,PoisFFT,"N | N | N | N",128,12,       3.530599
2,double,uniform,PoisFFT,"N | N | N | N",128,13,       3.313960
2,double,uniform,PoisFFT,"N | N | N | N",128,14,       3.311756
2,double,uniform,PoisFFT,"N | N | N | N",128,15,       3.710401
2,double,uniform,PoisFFT,"N | N | N | N",128,16,       3.360372
2,double,uniform,PoisFFT,"N | N | N | N",128,17,       3.737741
2,double,uniform,PoisFFT,"N | N | N | N",128,18,       3.397821
2,double,uniform,PoisFFT,"N | N | N | N",128,19,       3.505965
2,double,uniform,PoisFFT,"N | N | N | N",192,0,      14.282361
2,double,uniform,PoisFFT,"N | N | N | N",192,1,      14.494630
2,double,uniform,PoisFFT,"N | N | N | N",192,2,      14.707263
2,double,uniform,PoisFFT,"N | N | N | N",192,3,      14.469797
2,double,uniform,PoisFFT,"N | N | N | N",192,4,      14.077323
2,double,uniform,PoisFFT,"N | N | N | N",192,5,      14.252978
2,double,uniform,PoisFFT,"N | N | N | N",192,6,      14.460210
2,double,uniform,PoisFFT,"N | N | N | N",192,7,      14.450776
2,double,uniform,PoisFFT,"N | N | N | N",192,8,      14.466963
2,double,uniform,PoisFFT,"N | N | N | N",192,9,      14.428848
2,double,uniform,PoisFFT,"N | N | N | N",192,10,      14.401437
2,double,uniform,PoisFFT,"N | N | N | N",192,11,      14.573890
2,double,uniform,PoisFFT,"N | N | N | N",192,12,      14.340529
2,double,uniform,PoisFFT,"N | N | N | N",192,13,      14.362694
2,double,uniform,PoisFFT,"N | N | N | N",192,14,      14.232362
2,double,uniform,PoisFFT,"N | N | N | N",192,15,      13.870682
2,double,uniform,PoisFFT,"N | N | N | N",192,16,      14.200882
2,double,uniform,PoisFFT,"N | N | N | N",192,17,      14.351495
2,double,uniform,PoisFFT,"N | N | N | N",192,18,      13.665732
2,double,uniform,PoisFFT,"N | N | N | N",192,19,      13.973249
2,double,uniform,PoisFFT,"N | N | N | N",256,0,       4.683301
2,double,uniform,PoisFFT,"N | N | N | N",256,1,       4.682180
2,double,uniform,PoisFFT,"N | N | N | N",256,2,       4.680705
2,double,uniform,PoisFFT,"N | N | N | N",256,3,       4.678230
2,double,uniform,PoisFFT,"N | N | N | N",256,4,       4.678524
2,double,uniform,PoisFFT,"N | N | N | N",256,5,       4.676840
2,double,uniform,PoisFFT,"N | N | N | N",256,6,       4.813151
2,double,uniform,PoisFFT,"N | N | N | N",256,7,       4.926064
2,double,uniform,PoisFFT,"N | N | N | N",256,8,       4.647181
2,double,uniform,PoisFFT,"N | N | N | N",256,9,       4.647622
2,double,uniform,PoisFFT,"N | N | N | N",256,10,       4.647177
2,double,uniform,PoisFFT,"N | N | N | N",256,11,       4.679717
2,double,uniform,PoisFFT,"N | N | N | N",256,12,       4.649539
2,double,uniform,PoisFFT,"N | N | N | N",256,13,       4.644330
2,double,uniform,PoisFFT,"N | N | N | N",256,14,       4.644411
2,double,uniform,PoisFFT,"N | N | N | N",256,15,       4.764996
2,double,uniform,PoisFFT,"N | N | N | N",256,16,       4.702822
2,double,uniform,PoisFFT,"N | N | N | N",256,17,       4.647209
2,double,uniform,PoisFFT,"N | N | N | N",256,18,       4.647635
2,double,uniform,PoisFFT,"N | N | N | N",256,19,       4.647824
2,double,uniform,PoisFFT,"N | N | N | N",320,0,       8.319433
2,double,uniform,PoisFFT,"N | N | N | N",320,1,       8.452801
2,double,uniform,PoisFFT,"N | N | N | N",320,2,       7.955053
2,double,uniform,PoisFFT,"N | N | N | N",320,3,       8.044020
2,double,uniform,PoisFFT,"N | N | N | N",320,4,       8.120864
2,double,uniform,PoisFFT,"N | N | N | N",320,5,       7.948115
2,double,uniform,PoisFFT,"N | N | N | N",320,6,       8.055525
2,double,uniform,PoisFFT,"N | N | N | N",320,7,       7.976260
2,double,uniform,PoisFFT,"N | N | N | N",320,8,       8.319290
2,double,uniform,PoisFFT,"N | N | N | N",320,9,       7.989155
2,double,uniform,PoisFFT,"N | N | N | N",320,10,       7.883846
2,double,uniform,PoisFFT,"N | N | N | N",320,11,       7.881659
2,double,uniform,PoisFFT,"N | N | N | N",320,12,       8.584418
2,double,uniform,PoisFFT,"N | N | N | N",320,13,       8.967288
2,double,uniform,PoisFFT,"N | N | N | N",320,14,       9.758885
2,double,uniform,PoisFFT,"N | N | N | N",320,15,       8.337024
2,double,uniform,PoisFFT,"N | N | N | N",320,16,       8.481824
2,double,uniform,PoisFFT,"N | N | N | N",320,17,      11.031548
2,double,uniform,PoisFFT,"N | N | N | N",320,18,       9.551089
2,double,uniform,PoisFFT,"N | N | N | N",320,19,      10.126052
2,double,uniform,PoisFFT,"N | N | N | N",384,0,      49.042804
2,double,uniform,PoisFFT,"N | N | N | N",384,1,      48.563687
2,double,uniform,PoisFFT,"N | N | N | N",384,2,      48.543915
2,double,uniform,PoisFFT,"N | N | N | N",384,3,      48.646002
2,double,uniform,PoisFFT,"N | N | N | N",384,4,      48.632338
2,double,uniform,PoisFFT,"N | N | N | N",384,5,      48.625877
2,double,uniform,PoisFFT,"N | N | N | N",384,6,      48.895846
2,double,uniform,PoisFFT,"N | N | N | N",384,7,      48.854358
2,double,uniform,PoisFFT,"N | N | N | N",384,8,      48.833295
2,double,uniform,PoisFFT,"N | N | N | N",384,9,      48.663579
2,double,uniform,PoisFFT,"N | N | N | N",384,10,      48.687682
2,double,uniform,PoisFFT,"N | N | N | N",384,11,      49.034561
2,double,uniform,PoisFFT,"N | N | N | N",384,12,      48.879992
2,double,uniform,PoisFFT,"N | N | N | N",384,13,      48.642023
2,double,uniform,PoisFFT,"N | N | N | N",384,14,      48.776237
2,double,uniform,PoisFFT,"N | N | N | N",384,15,      48.727073
2,double,uniform,PoisFFT,"N | N | N | N",384,16,      48.646373
2,double,uniform,PoisFFT,"N | N | N | N",384,17,      48.942335
2,double,uniform,PoisFFT,"N | N | N | N",384,18,      49.021604
2,double,uniform,PoisFFT,"N | N | N | N",384,19,      49.694276
2,double,uniform,PoisFFT,"N | N | N | N",448,0,      58.069645
2,double,uniform,PoisFFT,"N | N | N | N",448,1,      56.884878
2,double,uniform,PoisFFT,"N | N | N | N",448,2,      57.269515
2,double,uniform,PoisFFT,"N | N | N | N",448,3,      57.867327
2,double,uniform,PoisFFT,"N | N | N | N",448,4,      57.308790
2,double,uniform,PoisFFT,"N | N | N | N",448,5,      57.230141
2,double,uniform,PoisFFT,"N | N | N | N",448,6,      57.120327
2,double,uniform,PoisFFT,"N | N | N | N",448,7,      57.240692
2,double,uniform,PoisFFT,"N | N | N | N",448,8,      57.226236
2,double,uniform,PoisFFT,"N | N | N | N",448,9,      57.355469
2,double,uniform,PoisFFT,"N | N | N | N",448,10,      57.135286
2,double,uniform,PoisFFT,"N | N | N | N",448,11,      57.104216
2,double,uniform,PoisFFT,"N | N | N | N",448,12,      57.238804
2,double,uniform,PoisFFT,"N | N | N | N",448,13,      57.447231
2,double,uniform,PoisFFT,"N | N | N | N",448,14,      56.753336
2,double,uniform,PoisFFT,"N | N | N | N",448,15,      57.071065
2,double,uniform,PoisFFT,"N | N | N | N",448,16,      57.051827
2,double,uniform,PoisFFT,"N | N | N | N",448,17,      57.087762
2,double,uniform,PoisFFT,"N | N | N | N",448,18,      57.367980
2,double,uniform,PoisFFT,"N | N | N | N",448,19,      57.661937
2,double,uniform,PoisFFT,"N | N | N | N",512,0,      46.290339
2,double,uniform,PoisFFT,"N | N | N | N",512,1,      43.936166
2,double,uniform,PoisFFT,"N | N | N | N",512,2,      43.834126
2,double,uniform,PoisFFT,"N | N | N | N",512,3,      44.280339
2,double,uniform,PoisFFT,"N | N | N | N",512,4,      44.255229
2,double,uniform,PoisFFT,"N | N | N | N",512,5,      44.411938
2,double,uniform,PoisFFT,"N | N | N | N",512,6,      45.031153
2,double,uniform,PoisFFT,"N | N | N | N",512,7,      44.616612
2,double,uniform,PoisFFT,"N | N | N | N",512,8,      44.668477
2,double,uniform,PoisFFT,"N | N | N | N",512,9,      43.917670
2,double,uniform,PoisFFT,"N | N | N | N",512,10,      43.386524
2,double,uniform,PoisFFT,"N | N | N | N",512,11,      43.550614
2,double,uniform,PoisFFT,"N | N | N | N",512,12,      43.375705
2,double,uniform,PoisFFT,"N | N | N | N",512,13,      44.242463
2,double,uniform,PoisFFT,"N | N | N | N",512,14,      43.877246
2,double,uniform,PoisFFT,"N | N | N | N",512,15,      43.542591
2,double,uniform,PoisFFT,"N | N | N | N",512,16,      43.387535
2,double,uniform,PoisFFT,"N | N | N | N",512,17,      43.581053
2,double,uniform,PoisFFT,"N | N | N | N",512,18,      43.796984
2,double,uniform,PoisFFT,"N | N | N | N",512,19,      43.784663
