dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,0,       1.122550
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,1,       0.515202
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,2,       0.519945
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,3,       0.503595
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,4,       0.494272
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,5,       0.493788
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,6,       0.511398
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,7,       0.512731
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,8,       0.491963
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,9,       0.489677
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,10,       0.474601
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,11,       0.486165
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,12,       0.490753
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,13,       0.495517
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,14,       0.496075
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,15,       0.490017
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,16,       0.497321
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,17,       0.518040
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,18,       0.487980
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,19,       0.493220
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,0,       3.543976
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,1,       3.436429
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,2,       3.457178
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,3,       3.451268
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,4,       3.456377
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,5,       3.430403
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,6,       3.383074
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,7,       3.462054
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,8,       3.464516
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,9,       3.447741
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,10,       3.468668
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,11,       3.429435
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,12,       3.462554
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,13,       3.429427
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,14,       3.466958
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,15,       3.482118
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,16,       3.424033
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,17,       3.434412
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,18,       3.426665
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,19,       3.442296
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,0,      14.694446
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,1,      14.463218
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,2,      14.509368
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,3,      14.478495
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,4,      14.468252
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,5,      14.377781
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,6,      14.454082
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,7,      14.549654
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,8,      14.530589
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,9,      14.350935
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,10,      14.409668
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,11,      14.431998
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,12,      14.382730
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,13,      14.359268
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,14,      14.345093
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,15,      14.434736
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,16,      14.480348
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,17,      14.334899
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,18,      14.484248
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,19,      14.501103
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,0,      38.020095
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,1,      38.664016
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,2,      38.398206
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,3,      38.549295
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,4,      38.422978
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,5,      38.434168
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,6,      38.303835
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,7,      38.491882
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,8,      38.629495
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,9,      38.535423
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,10,      38.544418
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,11,      38.161663
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,12,      38.460036
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,13,      38.414465
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,14,      38.402231
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,15,      38.525229
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,16,      38.425216
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,17,      38.416708
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,18,      38.666862
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,19,      38.669081
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,0,      76.731597
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,1,      76.387399
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,2,      76.729777
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,3,      76.942631
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,4,      76.800444
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,5,      76.768732
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,6,      77.036039
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,7,      76.818188
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,8,      76.601685
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,9,      76.742352
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,10,      76.776816
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,11,      76.701089
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,12,      76.710509
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,13,      76.396009
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,14,      76.540837
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,15,      76.735687
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,16,      76.763622
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,17,      77.042104
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,18,      76.754011
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,19,      76.643348
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,0,     131.441884
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,1,     131.587623
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,2,     131.770082
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,3,     131.734264
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,4,     131.727947
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,5,     131.953189
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,6,     131.409781
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,7,     131.723211
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,8,     130.954563
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,9,     131.794394
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,10,     131.862837
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,11,     131.771129
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,12,     132.081005
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,13,     131.089468
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,14,     131.854624
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,15,     132.682188
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,16,     131.328832
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,17,     131.352482
