dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,       1.214151
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,       4.758334
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,       4.709326
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,       4.754747
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,       4.727054
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,       4.736423
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,       4.729714
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,       4.726552
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,       4.714317
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,       4.718414
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,       4.730584
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,       4.753502
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,       4.744129
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,       4.747851
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,       4.735888
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,       4.723598
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,      24.379321
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,      24.110888
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,      23.789538
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,      24.918372
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,      24.385543
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,      24.369348
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,      23.945053
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,      24.155237
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,      24.165732
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,      24.193369
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,      24.269943
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,      23.895471
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,      24.443013
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,      24.336146
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,      23.889073
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,      23.879407
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,      23.961901
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,      23.911544
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,      24.143591
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,      24.380282
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,      72.589607
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,      71.741455
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,      71.475575
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,      69.660270
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,      70.723234
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,      72.305539
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,      69.331404
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,      73.354813
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,      70.520683
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,      70.336355
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,      73.437323
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,      70.362047
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,      69.051513
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,      75.036571
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,      69.388891
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,      69.782827
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,      69.652386
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,      71.816472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,      71.760982
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,      70.445283
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,0,     106.020609
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,1,     104.885593
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,2,     104.823746
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,3,     105.382589
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,4,     104.921624
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,5,     105.937412
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,6,     104.439871
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,7,     104.933522
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,8,     104.423929
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,9,     105.118691
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,10,     104.050691
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,11,     106.081574
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,12,     105.029450
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,13,     105.452179
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,14,     104.982220
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,15,     104.755812
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,16,     106.144026
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,17,     105.479813
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,18,     104.357714
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,19,     104.347887
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,0,     221.016154
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,1,     217.826620
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,2,     219.894429
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,3,     220.024776
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,4,     219.018707
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,5,     220.864749
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,6,     219.067965
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,7,     220.136489
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,8,     218.705323
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,9,     219.292576
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,10,     221.278842
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,11,     218.087870
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,12,     218.952705
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,13,     220.289005
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,14,     219.616148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,15,     219.959419
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,16,     218.240728
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,17,     218.956063
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,18,     218.151416
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,19,     219.058793
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,0,     337.773681
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,1,     341.348073
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,2,     337.568226
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,3,     337.521662
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,4,     339.377945
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,5,     336.898501
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,6,     336.306539
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,7,     338.242956
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,8,     338.122669
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,9,     335.841072
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,10,     336.185165
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,11,     340.230755
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,12,     372.909046
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,13,     395.232364
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,14,     337.205550
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,15,     338.882298
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,16,     337.663280
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,17,     355.133277
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,18,     351.211826
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,19,     340.602094
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,0,     663.970590
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,1,     659.782411
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,2,     663.968597
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,3,     662.336647
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,4,     667.060134
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,5,     662.391485
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,6,     653.142660
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,7,     669.308493
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,8,     662.154676
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,9,     659.905522
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,10,     646.196579
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,11,     653.744770
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,12,     668.389672
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,13,     660.436461
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,14,     676.388996
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,15,     670.840193
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,16,     657.559796
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,17,     655.445149
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,18,     657.004804
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,19,     663.416750
