dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"N | D",64,0,       0.004370
1,float,uniform,PoisFFT,"N | D",448,17,       0.007125
1,float,uniform,PoisFFT,"N | D",448,18,       0.007118
1,float,uniform,PoisFFT,"N | D",448,19,       0.007119
1,float,uniform,PoisFFT,"N | D",512,0,       0.007609
1,float,uniform,PoisFFT,"N | D",512,1,       0.006856
1,float,uniform,PoisFFT,"N | D",512,2,       0.006835
1,float,uniform,PoisFFT,"N | D",512,3,       0.006806
1,float,uniform,PoisFFT,"N | D",512,4,       0.006774
1,float,uniform,PoisFFT,"N | D",512,5,       0.006781
1,float,uniform,PoisFFT,"N | D",512,6,       0.006785
1,float,uniform,PoisFFT,"N | D",512,7,       0.006787
1,float,uniform,PoisFFT,"N | D",512,8,       0.006763
1,float,uniform,PoisFFT,"N | D",512,9,       0.023330
1,float,uniform,PoisFFT,"N | D",512,10,       0.007281
1,float,uniform,PoisFFT,"N | D",512,11,       0.007272
1,float,uniform,PoisFFT,"N | D",512,12,       0.007281
1,float,uniform,PoisFFT,"N | D",512,13,       0.007744
1,float,uniform,PoisFFT,"N | D",512,14,       0.007254
1,float,uniform,PoisFFT,"N | D",512,15,       0.007244
1,float,uniform,PoisFFT,"N | D",512,16,       0.007250
1,float,uniform,PoisFFT,"N | D",512,17,       0.007252
1,float,uniform,PoisFFT,"N | D",512,18,       0.007272
1,float,uniform,PoisFFT,"N | D",512,19,       0.007257
