dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,       1.830373
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,      45.252867
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,      45.193249
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,      45.235336
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,      45.438106
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,      45.226659
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,      44.925618
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,      44.864908
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,      45.017983
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,      45.275640
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,      45.137759
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,      45.116316
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,      45.025258
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,      44.945427
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,      45.125813
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,      44.818138
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,      44.603203
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,     110.064958
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,     109.671326
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,     109.355274
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,     109.028705
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,     109.781369
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,     109.797948
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,     109.187100
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,     109.761312
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,     109.400351
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,     109.663455
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,     109.095520
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,     109.264023
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,     109.351285
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,     109.409137
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,     109.290617
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,     109.432105
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,     109.082060
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,     109.650091
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,     109.121623
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,     109.395058
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,0,     242.659643
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,1,     242.659107
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,2,     242.786883
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,3,     242.834561
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,4,     242.583315
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,5,     243.039167
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,6,     242.741704
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,7,     242.734014
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,8,     242.470227
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,9,     242.246778
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,10,     242.513246
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,11,     242.743446
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,12,     242.245930
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,13,     243.951962
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,14,     242.838806
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,15,     242.174505
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,16,     242.671256
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,17,     243.140772
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,18,     242.511243
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,19,     243.407150
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,0,     451.104539
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,     449.920862
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,     451.701890
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,     450.396111
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,     451.187569
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,     450.408891
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,     448.440696
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,     449.372538
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,     446.884646
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,     446.080514
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,     447.940472
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,     452.360812
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,     447.320296
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,13,     449.848439
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,14,     448.941591
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,15,     448.221481
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,16,     447.818537
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,17,     450.185511
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,18,     448.415437
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,19,     449.432827
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,0,     713.094026
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,1,     713.340499
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,2,     714.733918
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,3,     711.965713
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,4,     713.148266
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,5,     712.872027
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,6,     714.211492
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,7,     714.539871
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,8,     714.418669
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,9,     714.343432
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,10,     710.588258
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,11,     713.808204
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,12,     713.059520
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,13,     715.161629
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,14,     714.006180
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,15,     714.196959
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,16,     713.912987
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,17,     714.312646
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,18,     714.170608
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,19,     712.677857
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,0,    1068.705414
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,1,    1073.144624
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,2,    1078.399590
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,3,    1069.079408
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,4,    1062.161983
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,5,    1070.280792
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,6,    1068.426272
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,7,    1066.179329
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,8,    1071.656765
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,9,    1074.751601
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,10,    1072.446735
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,11,    1075.698909
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,12,    1068.717850
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,13,    1072.824431
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,14,    1081.009176
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,15,    1069.598159
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,16,    1072.228007
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,17,    1075.640682
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,18,    1077.834730
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,19,    1071.754054
