dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,0,       1.218637
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,1,       0.584407
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,2,       0.565614
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,3,       0.576868
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,4,       0.560319
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,5,       0.574980
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,6,       0.577374
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,7,       0.560788
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,8,       0.554086
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,9,       0.581804
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,10,       0.577928
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,11,       0.575097
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,12,       0.570026
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,13,       0.586479
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,14,       0.567873
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,15,       0.563364
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,16,       0.562175
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,17,       0.582037
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,18,       0.578680
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,19,       0.586233
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,0,       4.944266
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,1,       4.715785
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,2,       4.746292
