dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,       1.759008
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,1,       0.721591
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,2,       0.713306
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,3,       0.711156
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,4,       0.711267
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,5,       0.709336
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,6,       0.716240
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,7,       0.716510
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,8,       0.714576
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,9,       0.724196
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,10,       0.717369
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,11,       0.711345
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,12,       0.704496
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,13,       0.712189
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,14,       0.709074
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,15,       0.714195
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,16,       0.714638
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,17,       0.726573
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,18,       0.721937
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,19,       0.708567
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,       5.604752
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,       5.440866
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,       5.466444
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,       5.446526
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,       5.457528
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,       5.426103
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,       5.408491
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,       5.412187
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,       5.441494
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,       5.390231
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,       5.401317
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,       5.449106
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,       5.459133
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,       5.468322
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,       5.595855
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,       5.395004
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,       5.438300
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,       5.385846
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,       5.427461
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,       5.396599
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,      29.028396
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,      28.229458
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,      27.852434
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,      27.760739
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,      27.948575
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,      27.646133
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,      28.141536
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,      28.217538
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,      27.621708
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,      28.141963
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,      27.504035
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,      27.361680
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,      27.693646
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,      27.630968
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,      27.898548
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,      27.679606
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,      27.665534
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,      27.709265
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,      27.726544
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,      27.535257
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,      72.688707
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,      70.477958
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,      73.006372
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,      70.047866
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,      72.279340
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,      75.489345
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,      70.392126
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,      70.511710
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,      69.852513
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,      69.872923
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,      71.673407
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,      71.874887
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,      73.667293
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,      70.803637
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,      71.832052
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,      71.623400
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,      72.485651
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,      69.676338
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,      69.916260
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,      70.631037
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,0,     138.814556
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,1,     138.221388
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,2,     138.191350
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,3,     138.722627
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,4,     139.120853
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,5,     138.089888
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,6,     137.449716
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,7,     136.851104
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,8,     138.718658
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,9,     139.114292
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,10,     137.608790
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,11,     139.310319
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,12,     137.883205
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,13,     138.050193
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,14,     138.008879
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,15,     136.372803
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,16,     138.330350
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,17,     138.272926
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,18,     141.414577
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,19,     138.657906
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,0,     276.488592
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,1,     281.391761
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,2,     286.028639
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,3,     289.759030
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,4,     290.642927
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,5,     284.434770
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,6,     280.747336
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,7,     283.685851
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,8,     278.700665
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,9,     292.080250
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,10,     279.685327
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,11,     288.109833
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,12,     283.015725
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,13,     279.391046
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,14,     275.245852
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,15,     278.461542
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,16,     281.680388
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,17,     283.755635
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,18,     270.624799
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,19,     278.650877
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,0,     418.049589
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,1,     413.554084
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,2,     417.572982
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,3,     416.917073
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,4,     419.027222
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,5,     421.547671
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,6,     420.925285
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,7,     416.618617
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,8,     416.658607
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,9,     418.919659
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,10,     415.010076
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,11,     418.550300
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,12,     416.734607
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,13,     417.597494
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,14,     420.236225
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,15,     415.438256
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,16,     413.624097
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,17,     415.700699
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,18,     419.448421
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,19,     412.662736
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,0,     809.669678
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,1,     816.373655
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,2,     815.601429
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,3,     810.522382
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,4,     805.355967
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,5,     825.105147
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,6,     823.194875
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,7,     810.685267
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,8,     805.087429
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,9,     809.393263
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,10,     807.187158
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,11,     804.221148
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,12,     820.209025
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,13,     815.818934
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,14,     812.589422
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,15,     803.144316
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,16,     820.059494
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,17,     808.640816
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,18,     806.879419
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,19,     803.100196
