dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,       0.568070
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,1,       0.499028
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,2,       0.498785
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,3,       0.503705
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,4,       0.497878
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,5,       0.502537
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,6,       0.495570
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,7,       0.503766
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,8,       0.505741
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,9,       0.508428
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,10,       0.504805
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,11,       0.503543
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,12,       0.508148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,13,       0.504662
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,14,       0.507950
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,15,       0.508049
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,16,       0.507973
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,17,       0.505474
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,18,       0.506681
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,19,       0.508959
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,0,       4.927004
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,1,       4.616984
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,2,       4.816015
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,3,       4.614706
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,4,       4.641951
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,5,       4.645736
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,6,       4.649640
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,7,       4.617205
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,8,       4.654713
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,9,       4.639444
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,10,       4.623566
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,11,       4.618245
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,12,       4.655924
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,13,       4.617261
