dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"D | D",64,0,       0.005014
1,double,uniform,PoisFFT,"D | D",384,7,       0.014673
1,double,uniform,PoisFFT,"D | D",384,8,       0.014732
1,double,uniform,PoisFFT,"D | D",384,9,       0.014746
1,double,uniform,PoisFFT,"D | D",384,10,       0.014688
1,double,uniform,PoisFFT,"D | D",384,11,       0.014677
1,double,uniform,PoisFFT,"D | D",384,12,       0.014733
1,double,uniform,PoisFFT,"D | D",384,13,       0.014710
1,double,uniform,PoisFFT,"D | D",384,14,       0.014695
1,double,uniform,PoisFFT,"D | D",384,15,       0.014682
1,double,uniform,PoisFFT,"D | D",384,16,       0.014725
1,double,uniform,PoisFFT,"D | D",384,17,       0.014692
1,double,uniform,PoisFFT,"D | D",384,18,       0.014726
1,double,uniform,PoisFFT,"D | D",384,19,       0.014695
1,double,uniform,PoisFFT,"D | D",448,0,       0.081482
1,double,uniform,PoisFFT,"D | D",448,1,       0.101868
1,double,uniform,PoisFFT,"D | D",448,2,       0.085986
1,double,uniform,PoisFFT,"D | D",448,3,       0.085867
1,double,uniform,PoisFFT,"D | D",448,4,       0.085884
1,double,uniform,PoisFFT,"D | D",448,5,       0.085843
1,double,uniform,PoisFFT,"D | D",448,6,       0.088956
1,double,uniform,PoisFFT,"D | D",448,7,       0.085928
1,double,uniform,PoisFFT,"D | D",448,8,       0.085886
1,double,uniform,PoisFFT,"D | D",448,9,       0.085912
1,double,uniform,PoisFFT,"D | D",448,10,       0.085936
1,double,uniform,PoisFFT,"D | D",448,11,       0.085812
1,double,uniform,PoisFFT,"D | D",448,12,       0.085855
1,double,uniform,PoisFFT,"D | D",448,13,       0.085817
1,double,uniform,PoisFFT,"D | D",448,14,       0.085888
1,double,uniform,PoisFFT,"D | D",448,15,       0.085874
1,double,uniform,PoisFFT,"D | D",448,16,       0.085883
1,double,uniform,PoisFFT,"D | D",448,17,       0.089357
1,double,uniform,PoisFFT,"D | D",448,18,       0.085874
1,double,uniform,PoisFFT,"D | D",448,19,       0.085818
1,double,uniform,PoisFFT,"D | D",512,0,       0.021149
1,double,uniform,PoisFFT,"D | D",512,1,       0.020808
1,double,uniform,PoisFFT,"D | D",512,2,       0.020793
1,double,uniform,PoisFFT,"D | D",512,3,       0.037613
1,double,uniform,PoisFFT,"D | D",512,4,       0.022238
1,double,uniform,PoisFFT,"D | D",512,5,       0.022254
1,double,uniform,PoisFFT,"D | D",512,6,       0.047956
1,double,uniform,PoisFFT,"D | D",512,7,       0.036963
1,double,uniform,PoisFFT,"D | D",512,8,       0.038091
1,double,uniform,PoisFFT,"D | D",512,9,       0.027380
1,double,uniform,PoisFFT,"D | D",512,10,       0.022294
1,double,uniform,PoisFFT,"D | D",512,11,       0.022781
1,double,uniform,PoisFFT,"D | D",512,12,       0.022261
1,double,uniform,PoisFFT,"D | D",512,13,       0.022221
1,double,uniform,PoisFFT,"D | D",512,14,       0.022311
1,double,uniform,PoisFFT,"D | D",512,15,       0.022327
1,double,uniform,PoisFFT,"D | D",512,16,       0.022317
1,double,uniform,PoisFFT,"D | D",512,17,       0.022337
1,double,uniform,PoisFFT,"D | D",512,18,       0.022285
1,double,uniform,PoisFFT,"D | D",512,19,       0.022334
