dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,0,       2.004724
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,1,       0.643584
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,2,       0.635061
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,3,       0.646599
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,4,       0.643940
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,5,       0.639476
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,6,       0.640904
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,7,       0.627321
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,8,       0.617600
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,9,       0.659660
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,10,       0.655931
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,11,       0.642502
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,12,       0.647726
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,13,       0.630574
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,14,       0.630946
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,15,       0.634556
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,16,       0.630010
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,17,       0.645703
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,18,       0.638892
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,19,       0.624073
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,0,       8.329344
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,1,       7.363990
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,2,       7.367825
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,3,       7.347077
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,4,       7.383056
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,5,       7.349493
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,6,       7.366729
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,7,       7.340840
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,8,       7.333164
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,9,       7.328090
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,10,       7.348677
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,11,       7.340567
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,12,       7.307125
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,13,       7.359778
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,14,       7.325944
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,15,       7.339331
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,16,       7.338418
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,17,       7.338761
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,18,       7.349171
3,double,uniform,PoisFFT,"P | P | P | P | P | P",128,19,       7.346480
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,0,      25.786271
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,1,      25.697133
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,2,      25.479188
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,3,      25.774828
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,4,      25.512516
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,5,      25.676871
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,6,      25.502348
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,7,      25.567665
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,8,      25.370861
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,9,      25.484646
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,10,      25.575653
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,11,      25.478269
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,12,      25.738148
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,13,      25.488275
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,14,      25.634841
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,15,      25.327386
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,16,      25.591256
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,17,      25.603851
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,18,      25.442964
3,double,uniform,PoisFFT,"P | P | P | P | P | P",192,19,      25.490007
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,0,      68.593251
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,1,      68.176647
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,2,      68.493104
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,3,      68.843123
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,4,      68.074396
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,5,      68.455325
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,6,      67.967489
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,7,      68.025420
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,8,      68.563050
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,9,      68.350916
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,10,      67.753721
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,11,      69.265874
3,double,uniform,PoisFFT,"P | P | P | P | P | P",256,12,      68.630613
