dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"D | N",64,0,       0.004132
1,float,uniform,PoisFFT,"D | N",64,1,       0.001053
1,float,uniform,PoisFFT,"D | N",64,2,       0.000967
1,float,uniform,PoisFFT,"D | N",64,3,       0.000920
1,float,uniform,PoisFFT,"D | N",64,4,       0.000891
1,float,uniform,PoisFFT,"D | N",64,5,       0.000884
1,float,uniform,PoisFFT,"D | N",64,6,       0.000888
1,float,uniform,PoisFFT,"D | N",64,7,       0.000886
1,float,uniform,PoisFFT,"D | N",64,8,       0.000888
1,float,uniform,PoisFFT,"D | N",64,9,       0.000889
1,float,uniform,PoisFFT,"D | N",64,10,       0.000887
1,float,uniform,PoisFFT,"D | N",64,11,       0.000885
1,float,uniform,PoisFFT,"D | N",64,12,       0.000887
1,float,uniform,PoisFFT,"D | N",64,13,       0.000929
1,float,uniform,PoisFFT,"D | N",64,14,       0.000889
1,float,uniform,PoisFFT,"D | N",64,15,       0.000892
1,float,uniform,PoisFFT,"D | N",64,16,       0.000886
1,float,uniform,PoisFFT,"D | N",64,17,       0.000888
1,float,uniform,PoisFFT,"D | N",64,18,       0.017055
1,float,uniform,PoisFFT,"D | N",64,19,       0.000959
1,float,uniform,PoisFFT,"D | N",128,0,       0.001683
1,float,uniform,PoisFFT,"D | N",128,1,       0.001556
1,float,uniform,PoisFFT,"D | N",128,2,       0.001532
1,float,uniform,PoisFFT,"D | N",128,3,       0.001531
1,float,uniform,PoisFFT,"D | N",128,4,       0.001498
1,float,uniform,PoisFFT,"D | N",128,5,       0.001495
1,float,uniform,PoisFFT,"D | N",128,6,       0.001503
1,float,uniform,PoisFFT,"D | N",128,7,       0.001494
1,float,uniform,PoisFFT,"D | N",128,8,       0.001497
1,float,uniform,PoisFFT,"D | N",128,9,       0.001499
1,float,uniform,PoisFFT,"D | N",128,10,       0.001495
1,float,uniform,PoisFFT,"D | N",128,11,       0.001501
1,float,uniform,PoisFFT,"D | N",128,12,       0.001497
1,float,uniform,PoisFFT,"D | N",128,13,       0.001500
1,float,uniform,PoisFFT,"D | N",128,14,       0.001496
1,float,uniform,PoisFFT,"D | N",128,15,       0.001501
1,float,uniform,PoisFFT,"D | N",128,16,       0.001496
