dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"D | D | D | D",64,0,       0.157918
2,double,uniform,PoisFFT,"D | D | D | D",64,1,       0.154826
2,double,uniform,PoisFFT,"D | D | D | D",64,2,       0.154588
2,double,uniform,PoisFFT,"D | D | D | D",64,3,       0.154639
2,double,uniform,PoisFFT,"D | D | D | D",64,4,       0.154214
2,double,uniform,PoisFFT,"D | D | D | D",64,5,       0.157436
2,double,uniform,PoisFFT,"D | D | D | D",64,6,       0.154865
2,double,uniform,PoisFFT,"D | D | D | D",64,7,       0.154518
2,double,uniform,PoisFFT,"D | D | D | D",64,8,       0.154848
2,double,uniform,PoisFFT,"D | D | D | D",64,9,       0.154629
2,double,uniform,PoisFFT,"D | D | D | D",64,10,       0.154378
2,double,uniform,PoisFFT,"D | D | D | D",64,11,       0.164892
2,double,uniform,PoisFFT,"D | D | D | D",64,12,       0.150444
2,double,uniform,PoisFFT,"D | D | D | D",64,13,       0.150319
2,double,uniform,PoisFFT,"D | D | D | D",64,14,       0.150254
2,double,uniform,PoisFFT,"D | D | D | D",64,15,       0.150812
2,double,uniform,PoisFFT,"D | D | D | D",64,16,       0.152779
2,double,uniform,PoisFFT,"D | D | D | D",64,17,       0.150453
2,double,uniform,PoisFFT,"D | D | D | D",64,18,       0.150181
2,double,uniform,PoisFFT,"D | D | D | D",64,19,       0.150218
2,double,uniform,PoisFFT,"D | D | D | D",128,0,       1.819647
2,double,uniform,PoisFFT,"D | D | D | D",128,1,       1.835023
2,double,uniform,PoisFFT,"D | D | D | D",128,2,       1.836376
2,double,uniform,PoisFFT,"D | D | D | D",128,3,       1.835013
2,double,uniform,PoisFFT,"D | D | D | D",128,4,       1.834065
2,double,uniform,PoisFFT,"D | D | D | D",128,5,       1.835377
2,double,uniform,PoisFFT,"D | D | D | D",128,6,       1.833525
2,double,uniform,PoisFFT,"D | D | D | D",128,7,       1.834777
2,double,uniform,PoisFFT,"D | D | D | D",128,8,       1.818607
2,double,uniform,PoisFFT,"D | D | D | D",128,9,       1.819364
2,double,uniform,PoisFFT,"D | D | D | D",128,10,       1.834014
2,double,uniform,PoisFFT,"D | D | D | D",128,11,       1.834845
2,double,uniform,PoisFFT,"D | D | D | D",128,12,       1.833129
2,double,uniform,PoisFFT,"D | D | D | D",128,13,       1.826043
2,double,uniform,PoisFFT,"D | D | D | D",128,14,       1.816523
2,double,uniform,PoisFFT,"D | D | D | D",128,15,       1.833347
2,double,uniform,PoisFFT,"D | D | D | D",128,16,       1.835786
2,double,uniform,PoisFFT,"D | D | D | D",128,17,       1.833364
2,double,uniform,PoisFFT,"D | D | D | D",128,18,       1.834182
2,double,uniform,PoisFFT,"D | D | D | D",128,19,       1.833835
2,double,uniform,PoisFFT,"D | D | D | D",192,0,      11.781460
2,double,uniform,PoisFFT,"D | D | D | D",192,1,      11.727720
2,double,uniform,PoisFFT,"D | D | D | D",192,2,      11.830313
2,double,uniform,PoisFFT,"D | D | D | D",192,3,      11.705624
