dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.207574
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,3,      18.579893
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,4,      17.697331
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,5,      17.873196
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,6,      17.874581
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,7,      18.343332
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,8,      17.544711
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,9,      17.479942
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,10,      17.758519
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,11,      18.330595
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,12,      18.418767
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,13,      17.812515
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,14,      17.830345
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,15,      17.739860
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,16,      18.383397
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,17,      17.842961
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,18,      17.545320
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,19,      18.426318
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,0,     108.630608
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,1,     110.657800
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,2,     108.514365
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,3,     105.548860
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,4,     108.745759
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,5,     105.315130
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,6,     109.370881
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,7,     103.402670
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,8,     111.044100
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,9,     110.098752
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,10,     106.706957
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,11,     114.758281
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,12,     107.997418
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,13,     103.009736
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,14,     108.681172
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,15,     103.682934
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,16,      98.446318
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,17,      99.493497
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,18,      97.519844
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,19,      98.088979
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,0,      88.959780
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,1,      88.048782
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,2,      90.147412
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,3,      90.381231
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,4,      89.000697
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,5,      89.838647
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,6,      90.556444
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,7,      89.671589
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,8,      90.060496
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,9,      88.798272
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,10,      88.764485
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,11,      89.139317
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,12,      90.002073
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,13,      90.337293
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,14,      88.585427
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,15,      88.133026
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,16,      88.884553
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,17,      89.055684
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,18,      88.415833
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,19,      89.272069
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,0,     248.809334
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,1,     258.167713
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,2,     255.519220
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,3,     254.002158
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,4,     254.562957
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,5,     250.140554
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,6,     257.574764
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,7,     253.275887
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,8,     249.942699
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,9,     251.108058
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,10,     260.976689
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,11,     252.934139
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,12,     255.994388
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,13,     257.955060
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,14,     256.985791
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,15,     258.432065
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,16,     262.118911
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,17,     254.805860
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,18,     257.002685
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,19,     263.884215
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,0,     287.730204
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,1,     288.393329
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,2,     292.632532
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,3,     289.311661
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,4,     288.275708
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,5,     288.847336
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,6,     285.664001
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,7,     290.710331
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,8,     290.582518
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,9,     295.380763
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,10,     287.412435
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,11,     288.214968
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,12,     287.968924
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,13,     288.747155
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,14,     290.640402
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,15,     285.032490
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,16,     288.367637
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,17,     288.526979
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,18,     288.383207
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,19,     288.252427
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,0,     980.820629
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,1,     961.253211
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,2,     968.480616
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,3,     988.358013
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,4,     971.434671
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,5,     979.243226
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,6,     955.497322
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,7,     960.149702
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,8,     973.186104
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,9,     963.974007
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,10,     976.016632
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,11,     974.730393
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,12,     946.296261
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,13,     971.167799
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,14,     999.680551
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,15,     950.034388
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,16,     935.312970
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,17,     945.279177
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,18,     941.821475
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,19,     946.597423
