dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"N | N | N | N",64,0,       0.183534
2,float,uniform,PoisFFT,"N | N | N | N",64,1,       0.181456
2,float,uniform,PoisFFT,"N | N | N | N",64,2,       0.201053
2,float,uniform,PoisFFT,"N | N | N | N",64,3,       0.184501
2,float,uniform,PoisFFT,"N | N | N | N",64,4,       0.184433
2,float,uniform,PoisFFT,"N | N | N | N",64,5,       0.184618
2,float,uniform,PoisFFT,"N | N | N | N",64,6,       0.187709
2,float,uniform,PoisFFT,"N | N | N | N",64,7,       0.195267
2,float,uniform,PoisFFT,"N | N | N | N",64,8,       0.177660
2,float,uniform,PoisFFT,"N | N | N | N",64,9,       0.177750
2,float,uniform,PoisFFT,"N | N | N | N",64,10,       0.177764
2,float,uniform,PoisFFT,"N | N | N | N",64,11,       0.180041
2,float,uniform,PoisFFT,"N | N | N | N",64,12,       0.177686
2,float,uniform,PoisFFT,"N | N | N | N",64,13,       0.177687
2,float,uniform,PoisFFT,"N | N | N | N",64,14,       0.177573
2,float,uniform,PoisFFT,"N | N | N | N",64,15,       0.177702
2,float,uniform,PoisFFT,"N | N | N | N",64,16,       0.177789
2,float,uniform,PoisFFT,"N | N | N | N",64,17,       0.180797
2,float,uniform,PoisFFT,"N | N | N | N",64,18,       0.177721
2,float,uniform,PoisFFT,"N | N | N | N",64,19,       0.177669
2,float,uniform,PoisFFT,"N | N | N | N",128,0,       5.385680
2,float,uniform,PoisFFT,"N | N | N | N",128,1,       5.394488
2,float,uniform,PoisFFT,"N | N | N | N",128,2,       5.297831
2,float,uniform,PoisFFT,"N | N | N | N",128,3,       5.236283
2,float,uniform,PoisFFT,"N | N | N | N",128,4,       5.382553
2,float,uniform,PoisFFT,"N | N | N | N",128,5,       5.171381
2,float,uniform,PoisFFT,"N | N | N | N",128,6,       5.349223
2,float,uniform,PoisFFT,"N | N | N | N",128,7,       5.416742
2,float,uniform,PoisFFT,"N | N | N | N",128,8,       5.341910
2,float,uniform,PoisFFT,"N | N | N | N",128,9,       5.340744
2,float,uniform,PoisFFT,"N | N | N | N",128,10,       5.192991
2,float,uniform,PoisFFT,"N | N | N | N",128,11,       5.400115
2,float,uniform,PoisFFT,"N | N | N | N",128,12,       5.371164
2,float,uniform,PoisFFT,"N | N | N | N",128,13,       5.587563
2,float,uniform,PoisFFT,"N | N | N | N",128,14,       5.274723
2,float,uniform,PoisFFT,"N | N | N | N",128,15,       5.252295
2,float,uniform,PoisFFT,"N | N | N | N",128,16,       5.434168
