dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,0,       2.466081
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,5,    2160.351341
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,6,    2182.261561
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,7,    2177.084628
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,8,    2169.897322
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,9,    2186.887210
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,10,    2202.112737
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,11,    2181.341782
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,12,    2169.217979
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,13,    2181.434254
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,14,    2175.722799
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,15,    2190.422791
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,16,    2166.058374
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,17,    2156.544803
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,18,    2176.851293
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,19,    2155.795770
