dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,       1.324474
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,1,       0.624427
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,2,       0.641770
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,3,       0.608910
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,4,       0.611241
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,5,       0.610519
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,6,       0.558410
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,7,       0.574275
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,8,       0.625669
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,9,       0.618215
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,10,       0.622784
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,11,       0.607490
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,12,       0.631649
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,13,       0.567041
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,14,       0.619175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,15,       0.629834
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,16,       0.597677
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,17,       0.615065
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,18,       0.572909
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,19,       0.616420
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,0,       4.386268
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,1,       4.347513
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,2,       4.342367
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,3,       4.353269
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,4,       4.371334
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,5,       4.360391
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,6,       4.337928
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,7,       4.342605
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,8,       4.307851
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,9,       4.339700
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,10,       4.316821
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,11,       4.359198
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,12,       4.355984
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,13,       4.337683
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,14,       4.375152
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,15,       4.383952
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,16,       4.342400
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,17,       4.360150
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,18,       4.365937
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,19,       4.354806
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,0,      17.979407
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,1,      17.497413
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,2,      17.806790
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,3,      17.532378
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,4,      17.323188
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,5,      17.906838
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,6,      17.673002
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,7,      17.589761
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,8,      17.564298
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,9,      17.374187
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,10,      17.492175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,11,      17.509104
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,12,      17.496468
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,13,      17.524521
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,14,      17.724726
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,15,      17.512315
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,16,      17.550714
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,17,      17.793280
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,18,      17.989446
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,19,      17.722669
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,0,     103.096462
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,1,     105.352771
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,2,     100.697206
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,3,      97.495272
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,4,      96.433708
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,5,      99.766986
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,6,      94.189370
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,7,      93.321127
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,8,      93.388945
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,9,      90.441935
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,10,      90.135635
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,11,      90.114507
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,12,      88.744286
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,13,      93.235368
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,14,      94.373688
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,15,      88.690667
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,16,      95.332185
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,17,      91.429608
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,18,      89.505530
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,19,      92.234139
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,0,      85.333791
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,1,      84.613163
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,2,      84.191280
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,3,      84.866715
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,4,      83.766134
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,5,      84.212212
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,6,      84.491456
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,7,      83.692781
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,8,      84.240147
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,9,      83.733567
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,10,      84.804873
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,11,      83.266856
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,12,      83.705734
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,13,      85.902021
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,14,      84.213787
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,15,      84.982119
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,16,      86.195792
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,17,      85.530975
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,18,      84.961693
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,19,      84.763431
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,0,     245.777355
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,1,     245.203607
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,2,     256.863213
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,3,     244.140264
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,4,     244.337632
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,5,     245.938495
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,6,     250.230452
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,7,     256.165830
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,8,     248.863038
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,9,     247.576125
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,10,     249.144338
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,11,     251.091682
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,12,     246.522223
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,13,     246.081058
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,14,     253.007917
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,15,     253.302720
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,16,     251.345447
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,17,     246.967627
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,18,     250.707336
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,19,     256.448927
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,0,     292.122732
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,1,     292.598355
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,2,     291.011677
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,3,     289.867695
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,4,     295.632795
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,5,     288.589195
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,6,     289.686673
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,7,     292.360372
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,8,     292.025907
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,9,     288.136807
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,10,     293.952172
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,11,     293.315022
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,12,     293.189333
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,13,     289.437432
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,14,     293.609376
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,15,     290.398079
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,16,     292.159242
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,17,     290.626884
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,18,     291.378671
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,19,     292.162687
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,0,     912.388162
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,1,     911.415486
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,2,     918.121760
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,3,     922.349850
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,4,     917.559325
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,5,     933.638909
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,6,     918.004104
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,7,     926.089849
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,8,     911.067819
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,9,     908.435173
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,10,     910.302599
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,11,     921.309363
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,12,     922.258987
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,13,     923.936624
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,14,     910.688057
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,15,     929.818101
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,16,     906.227016
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,17,     919.489943
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,18,     911.800708
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,19,     906.258721
