dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,0,       1.234558
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,16,      17.844160
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,17,      17.941006
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,18,      17.912206
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,19,      17.818667
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,0,      98.755651
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,1,     102.006667
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,2,     102.712429
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,3,      95.949716
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,4,     100.544775
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,5,      97.407304
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,6,      97.218590
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,7,      91.863316
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,8,      95.239214
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,9,      90.920155
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,10,      90.104285
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,11,      94.314910
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,12,      92.341533
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,13,      90.735329
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,14,      90.468463
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,15,     102.278678
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,16,      88.854082
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,17,      89.279310
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,18,     101.008212
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,19,      89.245677
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,0,      87.673036
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,1,      86.685544
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,2,      88.178581
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,3,      90.816993
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,4,      88.086862
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,5,      86.619041
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,6,      87.843253
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,7,      88.376589
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,8,      87.370160
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,9,      87.099811
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,10,      86.985016
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,11,      87.136134
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,12,      87.726761
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,13,      87.252188
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,14,      87.307732
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,15,      89.113826
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,16,      88.057116
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,17,      88.378474
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,18,      87.649304
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,19,      86.789953
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,0,     261.666299
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,1,     256.349025
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,2,     256.015885
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,3,     254.289956
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,4,     257.340658
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,5,     268.794746
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,6,     257.286039
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,7,     252.382614
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,8,     254.308402
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,9,     257.426911
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,10,     253.921173
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,11,     253.367782
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,12,     254.131142
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,13,     255.341816
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,14,     254.956288
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,15,     253.372380
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,16,     257.537994
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,17,     249.226964
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,18,     256.563317
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,19,     254.411977
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,0,     305.467047
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,1,     304.685831
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,2,     304.793834
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,3,     309.008687
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,4,     304.195220
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,5,     306.488666
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,6,     308.913614
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,7,     307.449465
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,8,     308.030071
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,9,     306.271980
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,10,     310.755839
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,11,     307.541946
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,12,     306.364427
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,13,     303.707354
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,14,     303.350909
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,15,     300.913514
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,16,     303.420200
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,17,     301.702630
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,18,     310.224677
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,19,     303.541532
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,0,     960.459581
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,1,     976.770018
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,2,     955.932431
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,3,     958.700900
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,4,     943.185062
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,5,     940.792207
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,6,     935.380264
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,7,     949.617179
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,8,     939.187331
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,9,     957.652267
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,10,     966.412184
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,11,     948.140458
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,12,     960.272627
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,13,     956.065811
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,14,     963.021876
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,15,     947.918012
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,16,     961.519188
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,17,     962.404580
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,18,     946.730335
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,19,     967.877997
