dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,       1.208829
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,2,     106.316202
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,3,     105.880552
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,4,     104.979861
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,5,     106.045298
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,6,     102.922752
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,7,      99.293723
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,8,     104.566310
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,9,     102.077337
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,10,     103.699033
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,11,     105.276869
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,12,      95.288814
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,13,      97.315776
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,14,      97.525903
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,15,      97.867497
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,16,      98.093224
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,17,      98.404516
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,18,      97.432013
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,19,      98.628990
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,0,      85.257055
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,1,      85.533365
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,2,      83.925653
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,3,      85.597762
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,4,      85.616235
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,5,      84.620059
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,6,      85.757420
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,7,      84.083753
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,8,      87.700256
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,9,      85.486527
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,10,      85.489990
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,11,      84.636107
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,12,      85.338028
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,13,      85.733235
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,14,      85.370257
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,15,      84.137916
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,16,      85.888034
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,17,      84.523923
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,18,      83.483249
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,19,      84.640975
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,0,     253.480792
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,1,     240.504999
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,2,     245.969163
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,3,     247.504636
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,4,     248.782889
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,5,     248.057947
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,6,     243.366542
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,7,     245.130143
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,8,     246.136706
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,9,     242.142878
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,10,     247.149830
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,11,     244.908389
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,12,     240.587806
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,13,     245.236693
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,14,     240.661335
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,15,     245.264387
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,16,     248.864742
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,17,     247.068649
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,18,     243.830208
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,19,     237.443346
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,0,     313.832470
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,1,     310.371586
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,2,     311.209367
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,3,     309.367941
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,4,     301.900462
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,5,     300.374049
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,6,     304.261112
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,7,     301.372766
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,8,     304.349262
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,9,     302.051205
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,10,     302.619971
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,11,     308.513366
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,12,     307.675097
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,13,     305.772068
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,14,     306.317614
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,15,     301.143982
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,16,     304.677625
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,17,     300.425583
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,18,     306.943293
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,19,     306.353502
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,0,     952.930817
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,1,     974.239631
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,2,     964.762745
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,3,     944.762731
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,4,     942.724366
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,5,     940.206259
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,6,     965.962038
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,7,     967.552631
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,8,     974.509170
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,9,     976.096856
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,10,     957.050246
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,11,     967.226267
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,12,     967.462490
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,13,     953.843860
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,14,     945.991864
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,15,     941.061634
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,16,     950.690883
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,17,     952.639483
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,18,     965.499455
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,19,     979.537824
