dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.054278
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,1,       0.053121
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,2,       0.053120
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,3,       0.052953
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,4,       0.052962
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,5,       0.053181
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,6,       0.053155
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,7,       0.052973
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,8,       0.053005
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,9,       0.055609
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,10,       0.053140
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,11,       0.053132
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,12,       0.053009
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,13,       0.053110
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,14,       0.053146
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,15,       0.053198
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,16,       0.053154
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,17,       0.053030
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,18,       0.052909
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,19,       0.053190
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,0,       0.266973
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,1,       0.264824
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,2,       0.264944
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,3,       0.267242
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,4,       0.264463
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,5,       0.264718
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,6,       0.268813
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,7,       0.264860
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,8,       0.264906
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,9,       0.267605
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,10,       0.264475
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,11,       0.264591
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,12,       0.264513
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,13,       0.266796
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,14,       0.264729
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,15,       0.264593
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,16,       0.267032
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,17,       0.264970
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,18,       0.264572
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,19,       0.268184
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,0,       0.956680
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,1,       0.955758
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,2,       0.953973
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,3,       0.955591
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,4,       0.954580
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,5,       0.955198
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,6,       0.954856
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,7,       0.955741
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,8,       0.955748
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,9,       0.953135
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,10,       0.955018
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,11,       0.954464
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,12,       0.955022
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,13,       0.957028
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,14,       0.956129
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,15,       0.955652
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,16,       0.954968
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,17,       0.956353
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,18,       0.954611
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,19,       0.954583
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,0,       1.651080
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,1,       1.656375
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,2,       1.657400
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,3,       1.668931
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,4,       1.729183
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,5,       1.675215
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,6,       1.662926
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,7,       1.663579
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,8,       1.666297
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,9,       1.663993
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,10,       1.661859
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,11,       1.663179
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,12,       1.672389
