dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,0,       2.073639
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,6,     143.687316
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,7,     143.964891
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,8,     143.763635
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,9,     143.675552
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,10,     143.513078
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,11,     143.762442
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,12,     143.980201
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,13,     143.401001
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,14,     143.642147
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,15,     143.963866
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,16,     144.791399
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,17,     143.527988
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,18,     143.452536
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,19,     143.411720
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,0,     340.281444
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,1,     338.824711
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,2,     337.170338
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,3,     337.572233
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,4,     341.512918
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,5,     337.537097
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,6,     339.251114
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,7,     337.627960
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,8,     339.603653
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,9,     339.142507
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,10,     340.401771
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,11,     336.615209
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,12,     338.299106
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,13,     337.365442
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,14,     338.062107
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,15,     337.269523
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,16,     335.263647
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,17,     336.423119
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,18,     336.499336
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,19,     338.487372
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,0,     528.154170
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,1,     530.271576
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,2,     528.407760
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,3,     529.017294
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,4,     530.010511
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,5,     528.715143
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,6,     528.088020
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,7,     529.628068
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,8,     529.458418
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,9,     529.669527
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,10,     527.822238
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,11,     528.776610
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,12,     528.250391
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,13,     528.010356
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,14,     528.242041
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,15,     527.331427
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,16,     527.475204
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,17,     529.218248
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,18,     528.746167
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,19,     530.425330
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,0,     480.261369
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,1,     479.878481
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,2,     481.890613
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,3,     480.100728
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,4,     484.974953
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,5,     478.094280
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,6,     475.053453
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,7,     479.028281
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,8,     479.187251
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,9,     482.825977
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,10,     475.057936
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,11,     472.881786
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,12,     478.248684
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,13,     479.496457
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,14,     477.875992
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,15,     482.911361
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,16,     479.956441
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,17,     479.198115
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,18,     481.192582
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,19,     487.592030
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,0,    1928.491487
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,1,    1925.373094
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,2,    1924.729860
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,3,    1929.254438
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,4,    1928.163887
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,5,    1921.229928
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,6,    1918.945991
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,7,    1929.661430
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,8,    1921.266286
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,9,    1922.299821
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,10,    1926.777550
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,11,    1925.957399
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,12,    1924.797497
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,13,    1921.592654
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,14,    1921.731647
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,15,    1923.906483
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,16,    1931.566448
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,17,    1919.336813
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,18,    1928.473933
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,19,    1921.540815
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,0,    1377.499085
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,1,    1380.179388
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,2,    1388.664589
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,3,    1380.394592
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,4,    1369.835594
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,5,    1376.265825
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,6,    1362.797257
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,7,    1386.375239
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,8,    1374.463949
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,9,    1371.047705
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,10,    1367.858828
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,11,    1384.902221
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,12,    1375.707072
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,13,    1377.376394
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,14,    1379.197402
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,15,    1377.503545
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,16,    1383.024002
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,17,    1376.753605
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,18,    1375.674013
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,19,    1395.131574
