dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.298593
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,12,       5.608569
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,13,       5.742074
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,14,       7.296460
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,15,       5.674998
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,16,       5.711001
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,17,       5.593848
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,18,       5.594634
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,19,       5.619950
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,0,      24.607896
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,1,      26.076520
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,2,      24.809449
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,3,      25.890723
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,4,      25.610764
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,5,      25.076495
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,6,      24.996800
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,7,      24.729910
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,8,      24.915675
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,9,      25.139936
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,10,      25.156054
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,11,      25.114343
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,12,      25.286101
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,13,      25.207741
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,14,      25.013493
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,15,      25.330882
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,16,      25.396188
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,17,      25.313941
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,18,      25.906872
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,19,      25.549765
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,0,     112.181616
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,1,     111.399574
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,2,     110.097074
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,3,     108.720965
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,4,     110.920654
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,5,     113.377282
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,6,     116.193690
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,7,     116.105716
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,8,     115.701705
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,9,     110.861481
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,10,     112.307120
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,11,     110.569364
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,12,     109.985155
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,13,     112.135836
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,14,     113.899928
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,15,     110.779925
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,16,     110.235599
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,17,     113.034422
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,18,     109.953940
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,19,     111.350289
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,0,     149.657082
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,1,     149.028637
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,2,     147.195193
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,3,     149.967222
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,4,     147.544229
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,5,     146.313775
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,6,     147.646646
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,7,     148.095813
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,8,     148.335327
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,9,     147.128788
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,10,     149.942128
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,11,     148.480165
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,12,     147.308147
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,13,     146.266879
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,14,     151.469885
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,15,     149.040548
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,16,     148.481647
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,17,     149.280664
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,18,     148.847060
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,19,     147.988916
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,0,     424.097339
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,1,     428.036214
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,2,     425.422347
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,3,     430.648957
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,4,     420.011540
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,5,     418.655442
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,6,     426.767873
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,7,     422.678372
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,8,     427.263661
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,9,     421.401004
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,10,     426.417736
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,11,     423.415777
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,12,     420.893113
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,13,     427.101654
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,14,     423.650573
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,15,     423.195565
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,16,     416.994392
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,17,     416.490504
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,18,     429.301060
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,19,     426.101038
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,0,     574.332972
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,1,     574.386489
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,2,     574.040604
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,3,     582.503466
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,4,     583.176518
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,5,     573.342815
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,6,     579.861000
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,7,     578.196871
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,8,     569.008751
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,9,     575.849465
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,10,     578.806717
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,11,     573.523585
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,12,     572.943765
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,13,     575.929034
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,14,     581.222968
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,15,     577.203265
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,16,     578.786538
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,17,     570.946232
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,18,     578.695657
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,19,     572.844119
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,0,    1307.002759
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,1,    1304.184332
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,2,    1276.279332
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,3,    1299.039216
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,4,    1302.420870
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,5,    1289.844187
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,6,    1292.642293
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,7,    1293.277866
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,8,    1277.778298
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,9,    1279.057816
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,10,    1295.584775
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,11,    1293.196296
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,12,    1298.472578
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,13,    1295.053981
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,14,    1300.321325
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,15,    1286.176584
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,16,    1285.982637
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,17,    1292.453311
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,18,    1289.280328
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,19,    1285.535855
