dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,       1.533413
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,7,       5.347610
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,8,       5.303994
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,9,       5.298695
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,10,       5.311948
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,11,       5.350833
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,12,       5.324965
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,13,       5.261755
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,14,       5.796303
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,15,       5.227012
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,16,       5.259260
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,17,       5.311485
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,18,       5.243555
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,19,       5.295976
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,0,      29.855245
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,1,      29.684982
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,2,      29.492249
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,3,      29.458755
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,4,      29.482122
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,5,      29.597583
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,6,      29.489639
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,7,      29.520485
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,8,      29.535034
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,9,      29.655083
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,10,      29.513343
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,11,      29.758737
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,12,      29.675803
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,13,      29.700306
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,14,      29.936978
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,15,      29.687878
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,16,      29.599436
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,17,      29.927557
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,18,      29.834243
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,19,      29.708225
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,0,      80.120428
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,1,      79.786065
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,2,      79.604762
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,3,      79.564124
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,4,      80.231150
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,5,      79.961241
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,6,      79.839934
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,7,      79.476082
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,8,      79.120093
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,9,      81.063111
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,10,      79.422187
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,11,      80.390145
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,12,      79.892128
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,13,      79.666063
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,14,      80.010524
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,15,      80.647908
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,16,      80.283771
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,17,      79.714676
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,18,      80.422048
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,19,      79.545833
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,0,     173.008156
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,1,     173.177558
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,2,     173.556050
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,3,     172.640488
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,4,     172.759328
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,5,     172.606210
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,6,     173.045059
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,7,     173.631525
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,8,     174.114222
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,9,     172.497882
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,10,     172.358917
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,11,     173.474229
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,12,     172.872488
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,13,     173.610809
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,14,     170.723561
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,15,     172.813751
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,16,     173.114827
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,17,     173.468002
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,18,     172.951554
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,19,     173.341058
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,0,     354.189835
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,1,     354.782101
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,2,     359.986588
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,3,     357.811603
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,4,     357.092325
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,5,     362.231820
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,6,     353.702212
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,7,     357.499599
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,8,     361.119013
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,9,     358.452951
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,10,     356.120824
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,11,     363.217972
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,12,     355.952160
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,13,     359.726285
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,14,     355.774423
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,15,     355.875761
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,16,     359.109679
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,17,     362.100997
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,18,     358.106113
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,19,     360.668834
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,0,     515.019689
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,1,     513.753151
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,2,     514.188561
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,3,     514.424594
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,4,     513.844538
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,5,     513.086353
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,6,     513.696246
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,7,     515.364952
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,8,     514.782189
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,9,     514.859239
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,10,     514.945674
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,11,     514.189239
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,12,     514.438685
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,13,     514.571245
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,14,     513.529170
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,15,     514.127675
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,16,     513.704877
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,17,     514.120643
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,18,     515.942866
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,19,     514.592435
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,0,     861.509943
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,1,     868.203245
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,2,     861.255623
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,3,     868.022906
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,4,     862.678734
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,5,     865.782138
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,6,     864.277752
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,7,     860.444676
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,8,     867.523275
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,9,     864.523970
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,10,     868.406164
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,11,     861.541466
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,12,     860.830913
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,13,     862.608419
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,14,     861.966121
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,15,     863.173301
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,16,     869.402131
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,17,     868.366301
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,18,     867.755459
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,19,     864.370913
