dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,       0.743888
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,      51.041431
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,      51.097153
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,      51.118856
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,      51.115087
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,      51.057438
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,      51.018753
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,      51.132060
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,      51.044754
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,      51.085048
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,      51.049030
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,      51.078863
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,      51.064288
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,      50.980682
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,      51.085987
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,      51.049286
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,      93.891840
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,      93.265899
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,      93.207234
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,      93.206105
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,      93.502933
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,      93.581600
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,      92.636852
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,      93.085293
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,      92.985545
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,      93.047484
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,      93.018857
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,      93.181465
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,      92.959355
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,      92.782620
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,      93.215128
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,      92.743758
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,      92.876464
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,      93.131585
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,      93.721177
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,      93.099721
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,0,     169.411604
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,1,     169.233431
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,2,     169.143794
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,3,     169.078918
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,4,     169.077443
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,5,     169.129908
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,6,     169.360464
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,7,     169.232782
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,8,     169.230039
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,9,     169.450686
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,10,     169.360118
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,11,     169.332124
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,12,     169.410575
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,13,     169.339670
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,14,     169.324621
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,15,     169.038658
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,16,     169.063993
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,17,     169.069630
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,18,     169.295428
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,19,     169.352928
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,0,     305.703155
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,1,     305.297008
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,2,     305.909461
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,3,     305.126880
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,4,     305.562336
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,5,     305.302037
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,6,     305.797823
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,7,     305.405751
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,8,     305.713709
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,9,     305.307895
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,10,     305.554929
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,11,     305.263304
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,12,     305.575932
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,13,     305.145566
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,14,     305.249452
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,15,     309.433010
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,16,     305.407979
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,17,     305.240110
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,18,     305.301415
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,19,     305.774629
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,0,     420.546466
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,1,     418.587902
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,2,     422.411299
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,3,     418.555134
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,4,     420.232095
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,5,     420.519879
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,6,     419.629494
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,7,     423.166823
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,8,     420.043926
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,9,     417.523096
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,10,     422.685221
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,11,     420.607099
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,12,     420.275137
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,13,     418.932263
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,14,     418.943993
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,15,     418.120985
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,16,     422.742639
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,17,     418.510331
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,18,     419.908680
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,19,     418.958788
