dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"N | N",64,0,       0.003558
1,float,uniform,PoisFFT,"N | N",448,17,       0.097566
1,float,uniform,PoisFFT,"N | N",448,18,       0.094608
1,float,uniform,PoisFFT,"N | N",448,19,       0.094644
1,float,uniform,PoisFFT,"N | N",512,0,       0.070940
1,float,uniform,PoisFFT,"N | N",512,1,       0.055039
1,float,uniform,PoisFFT,"N | N",512,2,       0.072036
1,float,uniform,PoisFFT,"N | N",512,3,       0.057099
1,float,uniform,PoisFFT,"N | N",512,4,       0.057057
1,float,uniform,PoisFFT,"N | N",512,5,       0.057169
1,float,uniform,PoisFFT,"N | N",512,6,       0.055574
1,float,uniform,PoisFFT,"N | N",512,7,       0.041261
1,float,uniform,PoisFFT,"N | N",512,8,       0.041297
1,float,uniform,PoisFFT,"N | N",512,9,       0.041275
1,float,uniform,PoisFFT,"N | N",512,10,       0.041300
1,float,uniform,PoisFFT,"N | N",512,11,       0.041268
1,float,uniform,PoisFFT,"N | N",512,12,       0.041216
1,float,uniform,PoisFFT,"N | N",512,13,       0.041723
1,float,uniform,PoisFFT,"N | N",512,14,       0.041242
1,float,uniform,PoisFFT,"N | N",512,15,       0.041223
1,float,uniform,PoisFFT,"N | N",512,16,       0.064001
1,float,uniform,PoisFFT,"N | N",512,17,       0.057092
1,float,uniform,PoisFFT,"N | N",512,18,       0.057081
1,float,uniform,PoisFFT,"N | N",512,19,       0.057051
