dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.057526
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,1,       0.058085
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,2,       0.058570
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,3,       0.058389
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,4,       0.058596
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,5,       0.058481
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,6,       0.058571
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,7,       0.058566
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,8,       0.058433
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,9,       0.057277
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,10,       0.058127
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,11,       0.058208
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,12,       0.058326
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,13,       0.058498
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,14,       0.058314
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,15,       0.057334
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,16,       0.058435
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,17,       0.058396
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,18,       0.057314
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,19,       0.057798
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,0,       0.289628
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,1,       0.287560
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,2,       0.290466
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,3,       0.287061
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,4,       0.286995
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,5,       0.286732
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,6,       0.286911
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,7,       0.291139
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,8,       0.286949
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,9,       0.286407
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,10,       0.288802
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,11,       0.286407
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,12,       0.286537
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,13,       0.286953
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,14,       0.287175
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,15,       0.289205
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,16,       0.287131
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,17,       0.286745
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,18,       0.289797
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,19,       0.286748
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,0,       0.761917
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,1,       0.759329
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,2,       0.754156
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,3,       0.756102
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,4,       0.755142
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,5,       0.754864
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,6,       0.757805
