dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,       1.512158
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,0,      88.611035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,1,      88.426266
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,2,      89.732392
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,3,      88.207273
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,4,      88.790436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,5,      88.909828
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,6,      89.735838
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,7,      88.231252
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,8,      88.780922
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,9,      89.797012
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,10,      87.637135
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,11,      89.353680
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,12,      88.635376
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,13,      88.801083
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,14,      87.990536
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,15,      89.669526
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,16,      88.677281
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,17,      88.010608
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,18,      88.885611
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,19,      88.023318
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,0,     202.901582
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,1,     198.979676
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,2,     207.263896
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,3,     200.860054
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,4,     199.776231
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,5,     194.212495
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,6,     195.776678
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,7,     195.655749
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,8,     203.497741
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,9,     197.209992
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,10,     200.610809
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,11,     196.406862
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,12,     200.033621
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,13,     194.810082
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,14,     194.158267
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,15,     199.537234
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,16,     195.511052
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,17,     198.252177
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,18,     195.185914
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,19,     197.122260
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,0,     293.920654
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,1,     292.991600
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,2,     292.393431
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,3,     292.496714
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,4,     294.562063
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,5,     292.578098
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,6,     294.110032
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,7,     293.498754
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,8,     291.912285
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,9,     294.278946
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,10,     293.183254
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,11,     293.676821
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,12,     292.945770
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,13,     294.770250
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,14,     293.988755
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,15,     293.128080
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,16,     296.372597
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,17,     293.471517
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,18,     294.119912
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,19,     293.252139
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,0,     647.439089
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,1,     649.989247
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,2,     654.595357
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,3,     658.128371
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,4,     661.059188
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,5,     650.793078
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,6,     659.696120
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,7,     670.943708
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,8,     640.262465
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,9,     644.345675
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,10,     666.927196
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,11,     669.776094
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,12,     642.270778
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,13,     646.342134
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,14,     641.721742
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,15,     655.438260
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,16,     648.902056
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,17,     660.437676
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,18,     646.296711
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,19,     658.501730
