dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,0,       6.881325
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,5,      24.802001
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,6,      24.433116
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,7,      25.161976
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,8,      24.562943
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,9,      24.940303
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,10,      25.107150
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,11,      25.161956
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,12,      25.063290
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,13,      24.958355
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,14,      25.384880
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,15,      25.346192
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,16,      24.652497
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,17,      26.021719
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,18,      25.382959
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,19,      25.107307
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,0,     103.314452
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,1,     103.678029
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,2,     105.590787
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,3,     109.075122
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,4,     105.126069
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,5,     103.992834
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,6,     107.574569
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,7,     103.478007
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,8,     102.882218
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,9,     102.649030
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,10,     107.051116
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,11,     108.525687
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,12,     101.922324
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,13,     107.010971
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,14,     103.853769
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,15,     108.604436
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,16,     106.103034
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,17,     103.540820
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,18,     105.861384
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,19,     105.445764
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,0,     138.840547
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,1,     140.750801
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,2,     140.680650
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,3,     141.689300
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,4,     140.494636
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,5,     141.574211
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,6,     143.274844
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,7,     142.645589
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,8,     139.493431
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,9,     139.062145
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,10,     140.035557
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,11,     137.326685
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,12,     140.493571
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,13,     139.259837
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,14,     136.332586
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,15,     139.760635
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,16,     138.261438
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,17,     140.414966
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,18,     139.190691
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,19,     139.390349
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,0,     445.597117
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,1,     431.592859
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,2,     430.972951
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,3,     434.020962
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,4,     441.601388
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,5,     423.526278
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,6,     430.421176
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,7,     438.134162
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,8,     421.967715
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,9,     426.532968
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,10,     441.961407
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,11,     429.017431
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,12,     427.605441
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,13,     436.515489
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,14,     439.385032
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,15,     441.086325
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,16,     442.957477
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,17,     443.194052
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,18,     429.406770
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,19,     436.869941
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,0,     562.694001
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,1,     568.016509
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,2,     576.748462
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,3,     562.262610
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,4,     566.905292
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,5,     564.806365
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,6,     570.080451
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,7,     567.678324
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,8,     572.147826
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,9,     567.169938
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,10,     567.251271
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,11,     563.617109
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,12,     567.071419
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,13,     574.241890
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,14,     565.973993
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,15,     566.850803
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,16,     570.220653
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,17,     568.655997
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,18,     564.463183
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,19,     567.812679
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,0,    1336.429783
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,1,    1347.624984
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,2,    1341.584691
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,3,    1342.275421
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,4,    1333.154498
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,5,    1347.928795
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,6,    1344.081158
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,7,    1360.572025
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,8,    1338.483977
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,9,    1318.750393
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,10,    1356.350725
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,11,    1332.517596
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,12,    1331.803980
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,13,    1338.381553
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,14,    1321.602600
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,15,    1327.701687
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,16,    1326.714750
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,17,    1334.089055
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,18,    1331.076092
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,19,    1322.983745
