dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,      16.796296
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,30,       0.231028
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,31,       0.238088
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,32,       0.232447
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,33,       0.227637
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,34,       0.228608
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,35,       0.236677
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,36,       0.226367
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,37,       0.231788
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,38,       0.235208
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,39,       0.230878
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,40,       0.232038
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,41,       0.226088
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,42,       0.228377
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,43,       0.227177
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,44,       0.235667
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,45,       0.226637
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,46,       0.246008
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,47,       0.239597
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,48,       0.246557
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,49,       0.230427
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,50,       0.247608
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,51,       0.238378
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,52,       0.233798
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,53,       0.237027
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,54,       0.239227
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,55,       0.238327
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,56,       0.245407
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,57,       0.232047
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,58,       0.234627
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,59,       0.231877
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,60,       0.250178
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,61,       0.234738
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,62,       0.229648
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,63,       0.232528
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,64,       0.242497
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,65,       0.233418
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,66,       0.241107
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,67,       0.239687
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,68,       0.249968
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,69,       0.235247
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,70,       0.240927
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,71,       0.238538
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,72,       0.228528
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,73,       0.241577
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,74,       0.246128
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,0,       3.608710
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,1,       2.903108
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,2,       2.950198
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,3,       2.887929
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,4,       2.938887
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,5,       2.975588
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,6,       2.966037
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,7,       2.922319
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,8,       2.926528
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,9,       2.947597
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,10,       2.973197
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,11,       2.965637
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,12,       2.912708
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,13,       2.962448
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,14,       2.989618
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,15,       2.953167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,16,       3.027977
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,17,       3.006737
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,18,       2.979447
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,19,       2.998637
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,20,       2.938718
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,21,       2.906268
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,22,       2.956978
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,23,       2.947098
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,24,       2.937897
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,25,       2.946438
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,26,       2.949568
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,27,       2.952738
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,28,       2.984748
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,29,       2.931728
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,30,       2.948488
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,31,       2.894989
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,32,       2.971218
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,33,       2.945587
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,34,       2.983888
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,35,       3.033147
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,36,       2.956567
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,37,       2.987088
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,38,       3.015727
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,39,       3.047747
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,40,       3.042426
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,41,       3.012978
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,42,       2.926748
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,43,       3.012317
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,44,       3.092176
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,45,       3.005867
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,46,       2.957818
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,47,       3.040337
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,48,       2.897888
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,49,       3.015877
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,50,       2.961248
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,51,       2.974717
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,52,       2.919377
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,53,       2.952918
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,54,       2.982058
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,55,       2.967617
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,56,       2.929868
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,57,       2.895028
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,58,       2.883609
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,59,       2.875359
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,60,       2.939177
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,61,       2.928868
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,62,       2.910398
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,63,       2.913258
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,64,       2.938608
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,65,       2.930138
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,66,       2.909768
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,67,       2.946598
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,68,       2.921448
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,69,       2.929188
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,70,       2.879179
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,71,       2.941478
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,72,       2.877978
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,73,       3.018097
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,74,       2.926068
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,0,       7.101891
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,1,       6.655737
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,2,       6.459009
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,3,       6.914264
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,4,       6.698596
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,5,       6.439879
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,6,       6.452939
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,7,       6.367190
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,8,       6.422159
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,9,       6.836616
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,10,       6.381830
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,11,       6.360950
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,12,       6.765246
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,13,       6.479249
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,14,       6.711807
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,15,       6.566788
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,16,       6.908084
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,17,       6.716516
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,18,       6.482629
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,19,       6.416039
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,20,       6.377450
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,21,       6.837886
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,22,       6.789195
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,23,       6.675787
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,24,       6.572357
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,25,       6.359551
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,26,       6.492979
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,27,       6.516669
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,28,       6.580308
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,29,       6.444839
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,30,       6.900784
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,31,       6.725606
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,32,       6.480728
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,33,       6.778436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,34,       6.735666
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,35,       6.978433
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,36,       6.619517
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,37,       6.890544
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,38,       6.702576
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,39,       6.593618
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,40,       6.776106
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,41,       6.824255
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,42,       6.872645
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,43,       6.595338
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,44,       6.365771
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,45,       6.893835
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,46,       6.780166
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,47,       6.926884
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,48,       6.898144
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,49,       6.349930
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,50,       6.807336
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,51,       6.822715
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,52,       6.339021
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,53,       6.440249
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,54,       6.790575
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,55,       6.379640
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,56,       6.549438
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,57,       6.553288
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,58,       6.795365
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,59,       6.921554
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,60,       6.807605
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,61,       6.440670
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,62,       6.869545
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,63,       6.875325
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,64,       6.513239
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,65,       6.984544
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,66,       6.932124
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,67,       6.802756
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,68,       6.524928
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,69,       6.890485
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,70,       6.854995
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,71,       6.823606
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,72,       6.625327
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,73,       6.853795
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,74,       6.551218
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,0,      14.632900
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,1,      14.873817
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,2,      15.107515
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,3,      14.893497
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,4,      15.064565
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,5,      15.238353
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,6,      14.967266
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,7,      15.000236
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,8,      15.021076
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,9,      14.860617
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,10,      14.972995
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,11,      14.538371
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,12,      14.622340
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,13,      15.003116
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,14,      14.649320
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,15,      14.744748
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,16,      14.836007
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,17,      14.553701
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,18,      15.077525
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,19,      14.871237
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,20,      14.976496
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,21,      14.775749
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,22,      14.584380
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,23,      14.888936
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,24,      14.627399
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,25,      15.091535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,26,      15.031535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,27,      14.930686
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,28,      14.872047
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,29,      14.718719
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,30,      14.735078
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,31,      14.727568
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,32,      14.618090
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,33,      14.584200
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,34,      14.935206
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,35,      14.891357
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,36,      14.735918
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,37,      15.173484
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,38,      15.111784
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,39,      14.602130
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,40,      14.570850
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,41,      14.892807
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,42,      14.956976
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,43,      15.167804
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,44,      14.917236
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,45,      14.928397
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,46,      14.845237
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,47,      14.896096
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,48,      14.589770
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,49,      14.571860
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,50,      14.872807
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,51,      14.576840
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,52,      14.759068
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,53,      14.866467
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,54,      15.160993
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,55,      14.748858
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,56,      14.659139
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,57,      14.933216
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,58,      14.823578
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,59,      14.592810
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,60,      14.800887
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,61,      14.691768
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,62,      14.902347
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,63,      15.011226
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,64,      14.958236
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,65,      15.008866
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,66,      14.930927
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,67,      14.872027
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,68,      14.905377
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,69,      14.823787
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,70,      14.858097
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,71,      14.997905
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,72,      14.912946
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,73,      14.927876
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,74,      14.570260
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,0,      28.289040
