dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,0,      17.185903
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,35,       0.469405
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,36,       0.481694
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,37,       0.468895
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,38,       0.467795
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,39,       0.469595
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,40,       0.476875
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,41,       0.472375
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,42,       0.466305
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,43,       0.482654
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,44,       0.474455
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,45,       0.473295
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,46,       0.475004
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,47,       0.471875
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,48,       0.470804
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,49,       0.477975
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,50,       0.468755
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,51,       0.475425
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,52,       0.469355
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,53,       0.472925
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,54,       0.465965
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,55,       0.466555
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,56,       0.476475
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,57,       0.488575
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,58,       0.481565
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,59,       0.485815
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,60,       0.484994
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,61,       0.473464
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,62,       0.482605
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,63,       0.480964
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,64,       0.483564
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,65,       0.479615
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,66,       0.482125
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,67,       0.472486
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,68,       0.475264
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,69,       0.475645
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,70,       0.467335
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,71,       0.478374
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,72,       0.471665
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,73,       0.476285
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,74,       0.462615
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,0,       8.954112
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,1,       8.307140
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,2,       8.303201
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,3,       8.285140
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,4,       8.282020
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,5,       8.315850
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,6,       8.278810
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,7,       8.358689
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,8,       8.227020
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,9,       8.295140
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,10,       8.262910
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,11,       8.187871
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,12,       8.268250
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,13,       8.266459
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,14,       8.237360
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,15,       8.200351
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,16,       8.151631
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,17,       8.265850
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,18,       8.210250
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,19,       8.276090
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,20,       8.180471
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,21,       8.143131
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,22,       8.243451
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,23,       8.143662
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,24,       8.205771
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,25,       8.205391
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,26,       8.227361
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,27,       8.196671
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,28,       8.203951
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,29,       8.212501
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,30,       8.230150
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,31,       8.251300
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,32,       8.264690
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,33,       8.216570
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,34,       8.254551
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,35,       8.205721
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,36,       8.218270
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,37,       8.193041
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,38,       8.211050
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,39,       8.180551
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,40,       8.170901
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,41,       8.211181
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,42,       8.199121
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,43,       8.158021
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,44,       8.166561
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,45,       8.189771
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,46,       8.208681
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,47,       8.180751
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,48,       8.202440
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,49,       8.203891
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,50,       8.240960
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,51,       8.201111
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,52,       8.121332
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,53,       8.195751
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,54,       8.178402
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,55,       8.206201
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,56,       8.190131
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,57,       8.282180
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,58,       8.168551
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,59,       8.225050
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,60,       8.258820
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,61,       8.229550
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,62,       8.263840
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,63,       8.231860
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,64,       8.261440
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,65,       8.284570
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,66,       8.233001
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,67,       8.260290
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,68,       8.215741
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,69,       8.308590
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,70,       8.237900
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,71,       8.296860
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,72,       8.217580
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,73,       8.212510
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,74,       8.218600
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,0,      28.708278
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,1,      28.758238
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,2,      28.570430
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,3,      28.616650
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,4,      28.554880
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,5,      28.409831
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,6,      28.288872
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,7,      28.549710
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,8,      28.470021
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,9,      28.405591
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,10,      28.592620
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,11,      28.463261
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,12,      28.460430
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,13,      28.349832
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,14,      28.664458
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,15,      28.452701
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,16,      28.488201
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,17,      28.353042
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,18,      28.523000
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,19,      28.491891
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,20,      28.423061
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,21,      28.514850
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,22,      28.242783
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,23,      28.620489
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,24,      28.627049
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,25,      28.421671
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,26,      28.635309
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,27,      28.506460
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,28,      28.511620
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,29,      28.407421
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,30,      28.352832
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,31,      28.696758
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,32,      28.627759
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,33,      28.602769
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,34,      28.362452
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,35,      28.468781
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,36,      28.437021
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,37,      28.356472
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,38,      28.362082
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,39,      28.297373
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,40,      28.617559
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,41,      28.589809
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,42,      28.501441
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,43,      28.328282
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,44,      28.427711
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,45,      28.370882
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,46,      28.288713
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,47,      28.610649
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,48,      28.294783
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,49,      28.601889
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,50,      28.481240
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,51,      28.452031
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,52,      28.415851
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,53,      28.630269
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,54,      28.531250
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,55,      28.449420
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,56,      28.378432
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,57,      28.293453
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,58,      28.558060
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,59,      28.593039
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,60,      28.470380
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,61,      28.445130
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,62,      28.332002
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,63,      28.328532
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,64,      28.313972
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,65,      28.662039
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,66,      28.566990
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,67,      28.436431
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,68,      28.325672
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,69,      28.406961
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,70,      28.475611
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,71,      28.473830
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,72,      28.408622
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,73,      28.264113
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,74,      28.376602
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,0,      84.074977
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,1,      75.627438
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,2,      75.476650
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,3,      75.625928
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,4,      75.703417
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,5,      75.728747
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,6,      75.676447
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,7,      75.580629
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,8,      75.661468
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,9,      75.650178
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,10,      75.367271
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,11,      75.135433
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,12,      75.336201
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,13,      75.536659
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,14,      75.474200
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,15,      75.449731
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,16,      75.286972
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,17,      75.558308
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,18,      75.301452
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,19,      75.372520
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,20,      75.315681
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,21,      75.218372
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,22,      75.326662
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,23,      75.403410
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,24,      75.406831
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,25,      75.255862
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,26,      75.237523
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,27,      75.481049
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,28,      75.473740
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,29,      75.330551
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,30,      75.164203
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,31,      75.412511
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,32,      75.442120
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,33,      75.505190
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,34,      75.356641
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,35,      75.219742
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,36,      75.540899
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,37,      75.433350
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,38,      75.427151
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,39,      75.326402
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,40,      75.418660
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,41,      75.444150
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,42,      75.486259
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,43,      75.422680
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,44,      75.203432
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,45,      75.312512
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,46,      75.467169
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,47,      75.473890
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,48,      75.446951
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,49,      75.312641
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,50,      75.464980
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,51,      75.538449
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,52,      75.399070
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,53,      75.296892
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,54,      75.321652
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,55,      75.381860
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,56,      75.564129
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,57,      75.442450
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,58,      75.239232
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,59,      75.400201
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,60,      75.469560
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,61,      75.556889
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,62,      75.411030
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,63,      75.249512
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,64,      75.522719
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,65,      75.406491
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,66,      75.372351
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,67,      75.258802
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,68,      75.300511
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,69,      75.460760
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,70,      75.514229
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,71,      75.472310
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,72,      75.280022
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,73,      75.299631
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,74,      75.466439
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,0,     151.913569
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,1,     151.715941
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,2,     151.872379
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,3,     151.595232
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,4,     151.722301
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,5,     151.813230
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,6,     152.074517
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,7,     151.650252
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,8,     151.897659
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,9,     152.090717
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,10,     151.577033
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,11,     151.612043
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,12,     151.946999
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,13,     151.966528
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,14,     151.588932
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,15,     151.802060
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,16,     151.558883
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,17,     151.795331
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,18,     151.772830
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,19,     151.985239
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,20,     152.128096
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,21,     151.843460
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,22,     151.618832
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,23,     151.699281
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,24,     151.778481
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,25,     151.893500
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,26,     151.957999
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,27,     151.772730
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,28,     151.696561
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,29,     151.700221
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,30,     152.051008
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,31,     151.718631
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,32,     151.612853
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,33,     151.989248
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,34,     151.857750
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,35,     152.171776
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,36,     151.605033
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,37,     151.715821
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,38,     151.570543
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,39,     151.786020
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,40,     151.732861
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,41,     151.959299
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,42,     151.799921
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,43,     151.842149
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,44,     151.745551
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,45,     151.625522
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,46,     151.878489
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,47,     151.798271
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,48,     152.134837
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,49,     152.292875
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,50,     151.708751
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,51,     151.936829
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,52,     151.766970
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,53,     151.890429
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,54,     151.841110
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,55,     151.739161
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,56,     151.751151
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,57,     151.624002
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,58,     151.878660
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,59,     151.863129
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,60,     151.770841
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,61,     151.914739
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,62,     151.625472
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,63,     151.543083
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,64,     151.826550
