dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"D | D | D | D",64,0,       0.103289
2,double,uniform,PoisFFT,"D | D | D | D",128,62,       0.857691
2,double,uniform,PoisFFT,"D | D | D | D",128,63,       0.856611
2,double,uniform,PoisFFT,"D | D | D | D",128,64,       0.857291
2,double,uniform,PoisFFT,"D | D | D | D",128,65,       0.856630
2,double,uniform,PoisFFT,"D | D | D | D",128,66,       0.855871
2,double,uniform,PoisFFT,"D | D | D | D",128,67,       0.855711
2,double,uniform,PoisFFT,"D | D | D | D",128,68,       0.855921
2,double,uniform,PoisFFT,"D | D | D | D",128,69,       0.859311
2,double,uniform,PoisFFT,"D | D | D | D",128,70,       0.858250
2,double,uniform,PoisFFT,"D | D | D | D",128,71,       0.855101
2,double,uniform,PoisFFT,"D | D | D | D",128,72,       0.852811
2,double,uniform,PoisFFT,"D | D | D | D",128,73,       0.853701
2,double,uniform,PoisFFT,"D | D | D | D",128,74,       0.853421
2,double,uniform,PoisFFT,"D | D | D | D",192,0,       4.017226
2,double,uniform,PoisFFT,"D | D | D | D",192,1,       3.933958
2,double,uniform,PoisFFT,"D | D | D | D",192,2,       3.932377
2,double,uniform,PoisFFT,"D | D | D | D",192,3,       3.935137
2,double,uniform,PoisFFT,"D | D | D | D",192,4,       3.936288
2,double,uniform,PoisFFT,"D | D | D | D",192,5,       3.926958
2,double,uniform,PoisFFT,"D | D | D | D",192,6,       3.930347
2,double,uniform,PoisFFT,"D | D | D | D",192,7,       3.923537
2,double,uniform,PoisFFT,"D | D | D | D",192,8,       3.939977
2,double,uniform,PoisFFT,"D | D | D | D",192,9,       3.931478
2,double,uniform,PoisFFT,"D | D | D | D",192,10,       3.930998
2,double,uniform,PoisFFT,"D | D | D | D",192,11,       3.930598
2,double,uniform,PoisFFT,"D | D | D | D",192,12,       3.941137
2,double,uniform,PoisFFT,"D | D | D | D",192,13,       3.934977
2,double,uniform,PoisFFT,"D | D | D | D",192,14,       3.937018
2,double,uniform,PoisFFT,"D | D | D | D",192,15,       3.932788
2,double,uniform,PoisFFT,"D | D | D | D",192,16,       3.925757
2,double,uniform,PoisFFT,"D | D | D | D",192,17,       3.938057
2,double,uniform,PoisFFT,"D | D | D | D",192,18,       3.926998
2,double,uniform,PoisFFT,"D | D | D | D",192,19,       3.931318
2,double,uniform,PoisFFT,"D | D | D | D",192,20,       3.935707
2,double,uniform,PoisFFT,"D | D | D | D",192,21,       3.933277
2,double,uniform,PoisFFT,"D | D | D | D",192,22,       3.926077
2,double,uniform,PoisFFT,"D | D | D | D",192,23,       3.928928
2,double,uniform,PoisFFT,"D | D | D | D",192,24,       3.928798
2,double,uniform,PoisFFT,"D | D | D | D",192,25,       3.934998
2,double,uniform,PoisFFT,"D | D | D | D",192,26,       3.933947
2,double,uniform,PoisFFT,"D | D | D | D",192,27,       3.926347
2,double,uniform,PoisFFT,"D | D | D | D",192,28,       3.931197
2,double,uniform,PoisFFT,"D | D | D | D",192,29,       3.934758
2,double,uniform,PoisFFT,"D | D | D | D",192,30,       3.933348
2,double,uniform,PoisFFT,"D | D | D | D",192,31,       3.929257
2,double,uniform,PoisFFT,"D | D | D | D",192,32,       3.932197
2,double,uniform,PoisFFT,"D | D | D | D",192,33,       3.935607
2,double,uniform,PoisFFT,"D | D | D | D",192,34,       3.937318
2,double,uniform,PoisFFT,"D | D | D | D",192,35,       3.933418
2,double,uniform,PoisFFT,"D | D | D | D",192,36,       3.931367
2,double,uniform,PoisFFT,"D | D | D | D",192,37,       3.936257
2,double,uniform,PoisFFT,"D | D | D | D",192,38,       3.929458
2,double,uniform,PoisFFT,"D | D | D | D",192,39,       3.932227
2,double,uniform,PoisFFT,"D | D | D | D",192,40,       3.931067
2,double,uniform,PoisFFT,"D | D | D | D",192,41,       3.926337
2,double,uniform,PoisFFT,"D | D | D | D",192,42,       3.929437
2,double,uniform,PoisFFT,"D | D | D | D",192,43,       3.927787
2,double,uniform,PoisFFT,"D | D | D | D",192,44,       3.928217
2,double,uniform,PoisFFT,"D | D | D | D",192,45,       3.923207
2,double,uniform,PoisFFT,"D | D | D | D",192,46,       3.926568
2,double,uniform,PoisFFT,"D | D | D | D",192,47,       3.930358
2,double,uniform,PoisFFT,"D | D | D | D",192,48,       3.929368
2,double,uniform,PoisFFT,"D | D | D | D",192,49,       3.925667
2,double,uniform,PoisFFT,"D | D | D | D",192,50,       3.928327
2,double,uniform,PoisFFT,"D | D | D | D",192,51,       3.937827
2,double,uniform,PoisFFT,"D | D | D | D",192,52,       3.929548
2,double,uniform,PoisFFT,"D | D | D | D",192,53,       3.938578
2,double,uniform,PoisFFT,"D | D | D | D",192,54,       3.929327
2,double,uniform,PoisFFT,"D | D | D | D",192,55,       3.933747
2,double,uniform,PoisFFT,"D | D | D | D",192,56,       3.928917
2,double,uniform,PoisFFT,"D | D | D | D",192,57,       3.936277
2,double,uniform,PoisFFT,"D | D | D | D",192,58,       3.938698
2,double,uniform,PoisFFT,"D | D | D | D",192,59,       3.935137
2,double,uniform,PoisFFT,"D | D | D | D",192,60,       3.930357
2,double,uniform,PoisFFT,"D | D | D | D",192,61,       3.933717
2,double,uniform,PoisFFT,"D | D | D | D",192,62,       3.934098
2,double,uniform,PoisFFT,"D | D | D | D",192,63,       3.930598
2,double,uniform,PoisFFT,"D | D | D | D",192,64,       3.934467
2,double,uniform,PoisFFT,"D | D | D | D",192,65,       3.924017
2,double,uniform,PoisFFT,"D | D | D | D",192,66,       3.925187
2,double,uniform,PoisFFT,"D | D | D | D",192,67,       3.938767
2,double,uniform,PoisFFT,"D | D | D | D",192,68,       3.938517
2,double,uniform,PoisFFT,"D | D | D | D",192,69,       3.935837
2,double,uniform,PoisFFT,"D | D | D | D",192,70,       3.924987
2,double,uniform,PoisFFT,"D | D | D | D",192,71,       3.928178
2,double,uniform,PoisFFT,"D | D | D | D",192,72,       3.937447
2,double,uniform,PoisFFT,"D | D | D | D",192,73,       3.937057
2,double,uniform,PoisFFT,"D | D | D | D",192,74,       3.927247
2,double,uniform,PoisFFT,"D | D | D | D",256,0,       6.986314
2,double,uniform,PoisFFT,"D | D | D | D",256,1,       6.973774
2,double,uniform,PoisFFT,"D | D | D | D",256,2,       6.922925
2,double,uniform,PoisFFT,"D | D | D | D",256,3,       6.947155
2,double,uniform,PoisFFT,"D | D | D | D",256,4,       6.940155
2,double,uniform,PoisFFT,"D | D | D | D",256,5,       6.948525
2,double,uniform,PoisFFT,"D | D | D | D",256,6,       6.931665
2,double,uniform,PoisFFT,"D | D | D | D",256,7,       6.944745
2,double,uniform,PoisFFT,"D | D | D | D",256,8,       6.948385
2,double,uniform,PoisFFT,"D | D | D | D",256,9,       6.949745
2,double,uniform,PoisFFT,"D | D | D | D",256,10,       6.936725
2,double,uniform,PoisFFT,"D | D | D | D",256,11,       6.938515
2,double,uniform,PoisFFT,"D | D | D | D",256,12,       6.952104
2,double,uniform,PoisFFT,"D | D | D | D",256,13,       6.926885
2,double,uniform,PoisFFT,"D | D | D | D",256,14,       6.939014
2,double,uniform,PoisFFT,"D | D | D | D",256,15,       6.944335
2,double,uniform,PoisFFT,"D | D | D | D",256,16,       6.947285
2,double,uniform,PoisFFT,"D | D | D | D",256,17,       6.935365
2,double,uniform,PoisFFT,"D | D | D | D",256,18,       6.948455
2,double,uniform,PoisFFT,"D | D | D | D",256,19,       6.948354
2,double,uniform,PoisFFT,"D | D | D | D",256,20,       6.935295
2,double,uniform,PoisFFT,"D | D | D | D",256,21,       6.957134
2,double,uniform,PoisFFT,"D | D | D | D",256,22,       6.951035
2,double,uniform,PoisFFT,"D | D | D | D",256,23,       6.939415
2,double,uniform,PoisFFT,"D | D | D | D",256,24,       6.931965
2,double,uniform,PoisFFT,"D | D | D | D",256,25,       6.947195
2,double,uniform,PoisFFT,"D | D | D | D",256,26,       6.949364
2,double,uniform,PoisFFT,"D | D | D | D",256,27,       6.953295
2,double,uniform,PoisFFT,"D | D | D | D",256,28,       6.942385
2,double,uniform,PoisFFT,"D | D | D | D",256,29,       6.941415
2,double,uniform,PoisFFT,"D | D | D | D",256,30,       6.949965
2,double,uniform,PoisFFT,"D | D | D | D",256,31,       6.938095
2,double,uniform,PoisFFT,"D | D | D | D",256,32,       6.962025
2,double,uniform,PoisFFT,"D | D | D | D",256,33,       6.952775
2,double,uniform,PoisFFT,"D | D | D | D",256,34,       6.946745
2,double,uniform,PoisFFT,"D | D | D | D",256,35,       6.924016
2,double,uniform,PoisFFT,"D | D | D | D",256,36,       6.951205
2,double,uniform,PoisFFT,"D | D | D | D",256,37,       6.945365
2,double,uniform,PoisFFT,"D | D | D | D",256,38,       6.944455
2,double,uniform,PoisFFT,"D | D | D | D",256,39,       6.937745
2,double,uniform,PoisFFT,"D | D | D | D",256,40,       6.942745
2,double,uniform,PoisFFT,"D | D | D | D",256,41,       6.947395
2,double,uniform,PoisFFT,"D | D | D | D",256,42,       6.939575
2,double,uniform,PoisFFT,"D | D | D | D",256,43,       6.948435
2,double,uniform,PoisFFT,"D | D | D | D",256,44,       6.946155
2,double,uniform,PoisFFT,"D | D | D | D",256,45,       6.945745
2,double,uniform,PoisFFT,"D | D | D | D",256,46,       6.939445
2,double,uniform,PoisFFT,"D | D | D | D",256,47,       6.935825
2,double,uniform,PoisFFT,"D | D | D | D",256,48,       6.944225
2,double,uniform,PoisFFT,"D | D | D | D",256,49,       6.949115
2,double,uniform,PoisFFT,"D | D | D | D",256,50,       6.949395
2,double,uniform,PoisFFT,"D | D | D | D",256,51,       6.936595
2,double,uniform,PoisFFT,"D | D | D | D",256,52,       6.937605
2,double,uniform,PoisFFT,"D | D | D | D",256,53,       6.954325
2,double,uniform,PoisFFT,"D | D | D | D",256,54,       6.945095
2,double,uniform,PoisFFT,"D | D | D | D",256,55,       6.938875
2,double,uniform,PoisFFT,"D | D | D | D",256,56,       6.951685
2,double,uniform,PoisFFT,"D | D | D | D",256,57,       6.937215
2,double,uniform,PoisFFT,"D | D | D | D",256,58,       6.945285
2,double,uniform,PoisFFT,"D | D | D | D",256,59,       6.951515
2,double,uniform,PoisFFT,"D | D | D | D",256,60,       6.958395
2,double,uniform,PoisFFT,"D | D | D | D",256,61,       6.941505
2,double,uniform,PoisFFT,"D | D | D | D",256,62,       6.936615
2,double,uniform,PoisFFT,"D | D | D | D",256,63,       6.939775
2,double,uniform,PoisFFT,"D | D | D | D",256,64,       6.963004
2,double,uniform,PoisFFT,"D | D | D | D",256,65,       6.945735
2,double,uniform,PoisFFT,"D | D | D | D",256,66,       6.941065
2,double,uniform,PoisFFT,"D | D | D | D",256,67,       6.961475
2,double,uniform,PoisFFT,"D | D | D | D",256,68,       6.938465
2,double,uniform,PoisFFT,"D | D | D | D",256,69,       6.944895
2,double,uniform,PoisFFT,"D | D | D | D",256,70,       6.936285
2,double,uniform,PoisFFT,"D | D | D | D",256,71,       6.949455
2,double,uniform,PoisFFT,"D | D | D | D",256,72,       6.950095
2,double,uniform,PoisFFT,"D | D | D | D",256,73,       6.931835
2,double,uniform,PoisFFT,"D | D | D | D",256,74,       6.941185
2,double,uniform,PoisFFT,"D | D | D | D",320,0,      12.783941
2,double,uniform,PoisFFT,"D | D | D | D",320,1,      12.776882
2,double,uniform,PoisFFT,"D | D | D | D",320,2,      12.778102
2,double,uniform,PoisFFT,"D | D | D | D",320,3,      12.771352
2,double,uniform,PoisFFT,"D | D | D | D",320,4,      12.786442
2,double,uniform,PoisFFT,"D | D | D | D",320,5,      12.768902
2,double,uniform,PoisFFT,"D | D | D | D",320,6,      12.781912
2,double,uniform,PoisFFT,"D | D | D | D",320,7,      12.774022
2,double,uniform,PoisFFT,"D | D | D | D",320,8,      12.777602
2,double,uniform,PoisFFT,"D | D | D | D",320,9,      12.780602
2,double,uniform,PoisFFT,"D | D | D | D",320,10,      12.774252
2,double,uniform,PoisFFT,"D | D | D | D",320,11,      12.778282
2,double,uniform,PoisFFT,"D | D | D | D",320,12,      12.799672
2,double,uniform,PoisFFT,"D | D | D | D",320,13,      12.771991
2,double,uniform,PoisFFT,"D | D | D | D",320,14,      12.773462
2,double,uniform,PoisFFT,"D | D | D | D",320,15,      12.776282
2,double,uniform,PoisFFT,"D | D | D | D",320,16,      12.777881
2,double,uniform,PoisFFT,"D | D | D | D",320,17,      12.778672
2,double,uniform,PoisFFT,"D | D | D | D",320,18,      12.780102
2,double,uniform,PoisFFT,"D | D | D | D",320,19,      12.771222
2,double,uniform,PoisFFT,"D | D | D | D",320,20,      12.781572
2,double,uniform,PoisFFT,"D | D | D | D",320,21,      12.770122
2,double,uniform,PoisFFT,"D | D | D | D",320,22,      12.784732
2,double,uniform,PoisFFT,"D | D | D | D",320,23,      12.778972
2,double,uniform,PoisFFT,"D | D | D | D",320,24,      12.779701
2,double,uniform,PoisFFT,"D | D | D | D",320,25,      12.775582
2,double,uniform,PoisFFT,"D | D | D | D",320,26,      12.776142
2,double,uniform,PoisFFT,"D | D | D | D",320,27,      12.777462
2,double,uniform,PoisFFT,"D | D | D | D",320,28,      12.771162
2,double,uniform,PoisFFT,"D | D | D | D",320,29,      12.778582
2,double,uniform,PoisFFT,"D | D | D | D",320,30,      12.827481
2,double,uniform,PoisFFT,"D | D | D | D",320,31,      12.773682
2,double,uniform,PoisFFT,"D | D | D | D",320,32,      12.777481
2,double,uniform,PoisFFT,"D | D | D | D",320,33,      12.781812
2,double,uniform,PoisFFT,"D | D | D | D",320,34,      12.777622
2,double,uniform,PoisFFT,"D | D | D | D",320,35,      12.780622
2,double,uniform,PoisFFT,"D | D | D | D",320,36,      12.776482
2,double,uniform,PoisFFT,"D | D | D | D",320,37,      12.772422
2,double,uniform,PoisFFT,"D | D | D | D",320,38,      12.779322
2,double,uniform,PoisFFT,"D | D | D | D",320,39,      12.785061
2,double,uniform,PoisFFT,"D | D | D | D",320,40,      12.776262
2,double,uniform,PoisFFT,"D | D | D | D",320,41,      12.772092
2,double,uniform,PoisFFT,"D | D | D | D",320,42,      12.781641
2,double,uniform,PoisFFT,"D | D | D | D",320,43,      12.774002
2,double,uniform,PoisFFT,"D | D | D | D",320,44,      12.779552
2,double,uniform,PoisFFT,"D | D | D | D",320,45,      12.778701
2,double,uniform,PoisFFT,"D | D | D | D",320,46,      12.781422
2,double,uniform,PoisFFT,"D | D | D | D",320,47,      12.778992
2,double,uniform,PoisFFT,"D | D | D | D",320,48,      12.775632
2,double,uniform,PoisFFT,"D | D | D | D",320,49,      12.774322
2,double,uniform,PoisFFT,"D | D | D | D",320,50,      12.767841
2,double,uniform,PoisFFT,"D | D | D | D",320,51,      12.772942
2,double,uniform,PoisFFT,"D | D | D | D",320,52,      12.776442
2,double,uniform,PoisFFT,"D | D | D | D",320,53,      12.779802
2,double,uniform,PoisFFT,"D | D | D | D",320,54,      12.775591
2,double,uniform,PoisFFT,"D | D | D | D",320,55,      12.776842
2,double,uniform,PoisFFT,"D | D | D | D",320,56,      12.776432
2,double,uniform,PoisFFT,"D | D | D | D",320,57,      12.772662
2,double,uniform,PoisFFT,"D | D | D | D",320,58,      12.775802
2,double,uniform,PoisFFT,"D | D | D | D",320,59,      12.776592
2,double,uniform,PoisFFT,"D | D | D | D",320,60,      12.776751
2,double,uniform,PoisFFT,"D | D | D | D",320,61,      12.778972
2,double,uniform,PoisFFT,"D | D | D | D",320,62,      12.776712
2,double,uniform,PoisFFT,"D | D | D | D",320,63,      12.776822
2,double,uniform,PoisFFT,"D | D | D | D",320,64,      12.775711
2,double,uniform,PoisFFT,"D | D | D | D",320,65,      12.776942
2,double,uniform,PoisFFT,"D | D | D | D",320,66,      12.777632
2,double,uniform,PoisFFT,"D | D | D | D",320,67,      12.779061
2,double,uniform,PoisFFT,"D | D | D | D",320,68,      12.780102
2,double,uniform,PoisFFT,"D | D | D | D",320,69,      12.775262
2,double,uniform,PoisFFT,"D | D | D | D",320,70,      12.777712
2,double,uniform,PoisFFT,"D | D | D | D",320,71,      12.770113
2,double,uniform,PoisFFT,"D | D | D | D",320,72,      12.772752
2,double,uniform,PoisFFT,"D | D | D | D",320,73,      12.774802
2,double,uniform,PoisFFT,"D | D | D | D",320,74,      12.778582
2,double,uniform,PoisFFT,"D | D | D | D",384,0,       4.458712
2,double,uniform,PoisFFT,"D | D | D | D",384,1,       4.458721
2,double,uniform,PoisFFT,"D | D | D | D",384,2,       4.454452
2,double,uniform,PoisFFT,"D | D | D | D",384,3,       4.457552
2,double,uniform,PoisFFT,"D | D | D | D",384,4,       4.453812
2,double,uniform,PoisFFT,"D | D | D | D",384,5,       4.468812
2,double,uniform,PoisFFT,"D | D | D | D",384,6,       4.454302
2,double,uniform,PoisFFT,"D | D | D | D",384,7,       4.459391
2,double,uniform,PoisFFT,"D | D | D | D",384,8,       4.465992
2,double,uniform,PoisFFT,"D | D | D | D",384,9,       4.451462
2,double,uniform,PoisFFT,"D | D | D | D",384,10,       4.457762
2,double,uniform,PoisFFT,"D | D | D | D",384,11,       4.488161
2,double,uniform,PoisFFT,"D | D | D | D",384,12,       4.456672
2,double,uniform,PoisFFT,"D | D | D | D",384,13,       4.463642
2,double,uniform,PoisFFT,"D | D | D | D",384,14,       4.462522
2,double,uniform,PoisFFT,"D | D | D | D",384,15,       4.459482
2,double,uniform,PoisFFT,"D | D | D | D",384,16,       4.464101
2,double,uniform,PoisFFT,"D | D | D | D",384,17,       4.461272
2,double,uniform,PoisFFT,"D | D | D | D",384,18,       4.459471
2,double,uniform,PoisFFT,"D | D | D | D",384,19,       4.465772
2,double,uniform,PoisFFT,"D | D | D | D",384,20,       4.466062
2,double,uniform,PoisFFT,"D | D | D | D",384,21,       4.458402
2,double,uniform,PoisFFT,"D | D | D | D",384,22,       4.464991
2,double,uniform,PoisFFT,"D | D | D | D",384,23,       4.450312
2,double,uniform,PoisFFT,"D | D | D | D",384,24,       4.456252
2,double,uniform,PoisFFT,"D | D | D | D",384,25,       4.464411
2,double,uniform,PoisFFT,"D | D | D | D",384,26,       4.465852
2,double,uniform,PoisFFT,"D | D | D | D",384,27,       4.448672
2,double,uniform,PoisFFT,"D | D | D | D",384,28,       4.454302
2,double,uniform,PoisFFT,"D | D | D | D",384,29,       4.455312
2,double,uniform,PoisFFT,"D | D | D | D",384,30,       4.463992
2,double,uniform,PoisFFT,"D | D | D | D",384,31,       4.455663
2,double,uniform,PoisFFT,"D | D | D | D",384,32,       4.467362
