dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,0,       1.396625
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,1,       0.396366
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,2,       0.396806
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,3,       0.378076
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,4,       0.381915
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,5,       0.380706
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,6,       0.376066
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,7,       0.381866
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,8,       0.372786
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,9,       0.364516
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,10,       0.354936
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,11,       0.361486
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,12,       0.350586
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,13,       0.355056
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,14,       0.373046
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,15,       0.354626
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,16,       0.347836
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,17,       0.358096
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,18,       0.345307
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,19,       0.343826
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,20,       0.348357
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,21,       0.341797
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,22,       0.345967
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,23,       0.347656
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,24,       0.355396
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,25,       0.352187
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,26,       0.362345
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,27,       0.379706
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,28,       0.364346
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,29,       0.360636
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,30,       0.359685
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,31,       0.349826
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,32,       0.353326
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,33,       0.341836
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,34,       0.349286
