dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,0,      17.541767
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,29,       0.348426
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,30,       0.353126
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,31,       0.345617
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,32,       0.348547
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,33,       0.348736
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,34,       0.347547
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,35,       0.351647
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,36,       0.352386
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,37,       0.354986
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,38,       0.341546
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,39,       0.349826
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,40,       0.350816
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,41,       0.343616
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,42,       0.349426
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,43,       0.350106
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,44,       0.345216
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,45,       0.350046
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,46,       0.346627
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,47,       0.349066
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,48,       0.344486
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,49,       0.352346
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,50,       0.347436
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,51,       0.346596
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,52,       0.350196
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,53,       0.352716
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,54,       0.350567
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,55,       0.349616
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,56,       0.344066
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,57,       0.346966
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,58,       0.351186
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,59,       0.352585
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,60,       0.351996
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,61,       0.344687
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,62,       0.349556
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,63,       0.353536
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,64,       0.353616
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,65,       0.352037
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,66,       0.354886
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,67,       0.350666
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,68,       0.347887
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,69,       0.348796
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,70,       0.352477
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,71,       0.354917
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,72,       0.355536
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,73,       0.349526
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,74,       0.355966
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,0,       7.341089
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,1,       6.665767
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,2,       6.679436
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,3,       6.626407
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,4,       6.646467
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,5,       6.656857
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,6,       6.641527
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,7,       6.730997
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,8,       6.695456
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,9,       6.651558
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,10,       6.664277
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,11,       6.586938
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,12,       6.613468
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,13,       6.700267
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,14,       6.555408
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,15,       6.654997
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,16,       6.680887
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,17,       6.711526
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,18,       6.734887
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,19,       6.585518
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,20,       6.635438
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,21,       6.550948
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,22,       6.566888
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,23,       6.675367
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,24,       6.616027
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,25,       6.673717
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,26,       6.585017
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,27,       6.684627
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,28,       6.616768
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,29,       6.722457
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,30,       6.659897
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,31,       6.674637
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,32,       6.642917
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,33,       6.738886
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,34,       6.652367
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,35,       6.691366
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,36,       6.688447
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,37,       6.677817
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,38,       6.708487
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,39,       6.581278
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,40,       6.653847
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,41,       6.592638
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,42,       6.560548
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,43,       6.612868
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,44,       6.661907
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,45,       6.590467
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,46,       6.629567
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,47,       6.686216
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,48,       6.640757
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,49,       6.638777
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,50,       6.665977
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,51,       6.634937
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,52,       6.661077
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,53,       6.641228
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,54,       6.639387
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,55,       6.567338
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,56,       6.685526
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,57,       6.688287
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,58,       6.727346
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,59,       6.571618
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,60,       6.691856
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,61,       6.565878
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,62,       6.591358
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,63,       6.720567
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,64,       6.620938
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,65,       6.633867
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,66,       6.597648
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,67,       6.662987
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,68,       6.680757
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,69,       6.683607
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,70,       6.628127
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,71,       6.599518
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,72,       6.671037
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,73,       6.665016
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,74,       6.669217
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,0,      26.225923
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,1,      25.807067
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,2,      25.803027
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,3,      25.880067
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,4,      25.908865
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,5,      25.883797
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,6,      25.751377
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,7,      25.721058
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,8,      25.653329
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,9,      25.792527
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,10,      25.818637
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,11,      25.915326
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,12,      25.904306
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,13,      25.885336
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,14,      25.772427
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,15,      25.911896
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,16,      25.863596
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,17,      25.762478
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,18,      25.896436
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,19,      25.781837
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,20,      25.830617
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,21,      25.835976
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,22,      25.715818
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,23,      25.788437
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,24,      25.875446
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,25,      25.765357
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,26,      25.728458
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,27,      25.924946
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,28,      25.781917
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,29,      25.710529
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,30,      25.785197
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,31,      25.870927
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,32,      25.790687
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,33,      25.835017
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,34,      25.810397
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,35,      25.886146
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,36,      25.820667
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,37,      25.743968
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,38,      25.832417
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,39,      25.822946
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,40,      25.919146
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,41,      25.870406
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,42,      25.915645
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,43,      25.761997
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,44,      25.760267
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,45,      25.836697
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,46,      25.818547
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,47,      25.837637
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,48,      25.775847
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,49,      25.909176
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,50,      25.753848
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,51,      25.844977
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,52,      25.737828
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,53,      25.771557
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,54,      25.890076
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,55,      25.890036
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,56,      25.712478
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,57,      25.741257
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,58,      25.850587
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,59,      25.866397
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,60,      25.833737
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,61,      25.824166
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,62,      25.891366
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,63,      26.009145
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,64,      25.781387
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,65,      25.717949
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,66,      25.890826
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,67,      25.784448
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,68,      25.848186
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,69,      25.937685
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,70,      25.847137
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,71,      25.820697
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,72,      25.871786
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,73,      25.947695
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,74,      25.751958
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,0,      63.497924
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,1,      63.656162
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,2,      63.810381
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,3,      63.750331
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,4,      63.797251
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,5,      63.701142
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,6,      63.692212
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,7,      63.599812
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,8,      63.682871
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,9,      63.933809
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,10,      63.734521
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,11,      63.674332
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,12,      63.787061
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,13,      63.797110
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,14,      63.679942
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,15,      63.730191
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,16,      63.777061
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,17,      63.967089
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,18,      63.881529
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,19,      63.772571
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,20,      63.629343
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,21,      63.794011
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,22,      63.978788
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,23,      63.813670
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,24,      63.694342
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,25,      63.938908
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,26,      63.730841
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,27,      63.675342
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,28,      63.764191
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,29,      63.931909
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,30,      63.695562
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,31,      63.748281
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,32,      63.880450
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,33,      63.804261
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,34,      63.934089
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,35,      63.654852
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,36,      63.834730
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,37,      63.868990
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,38,      63.679892
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,39,      63.731911
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,40,      63.700221
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,41,      63.758011
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,42,      63.857390
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,43,      63.628462
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,44,      63.726012
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,45,      63.616543
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,46,      63.701992
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,47,      63.673962
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,48,      63.981139
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,49,      63.832580
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,50,      63.608513
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,51,      63.690522
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,52,      63.671222
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,53,      63.844930
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,54,      63.854440
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,55,      63.835941
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,56,      63.683352
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,57,      63.751741
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,58,      63.846119
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,59,      63.670682
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,60,      63.847210
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,61,      63.597863
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,62,      63.630172
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,63,      63.631602
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,64,      63.700271
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,65,      63.772220
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,66,      63.687492
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,67,      63.639093
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,68,      63.789020
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,69,      63.708801
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,70,      63.688471
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,71,      63.839120
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,72,      63.753951
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,73,      63.714492
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,74,      63.791601
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,0,     170.489631
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,1,     170.736588
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,2,     171.147413
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,3,     171.082144
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,4,     171.053745
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,5,     170.943496
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,6,     170.820857
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,7,     170.996625
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,8,     170.768758
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,9,     170.977495
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,10,     171.075774
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,11,     170.951685
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,12,     170.496611
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,13,     170.913806
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,14,     170.580290
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,15,     170.569109
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,16,     170.437586
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,17,     171.144734
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,18,     170.867356
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,19,     171.147694
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,20,     170.795807
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,21,     170.883356
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,22,     171.223683
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,23,     171.422032
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,24,     170.856556
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,25,     171.115004
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,26,     170.724387
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,27,     170.751097
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,28,     170.818397
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,29,     170.705677
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,30,     170.717677
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,31,     171.119704
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,32,     171.197264
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,33,     170.870666
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,34,     171.073885
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,35,     170.982605
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,36,     171.055005
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,37,     170.935276
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,38,     170.617988
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,39,     170.908196
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,40,     170.784956
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,41,     170.784156
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,42,     170.854256
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,43,     170.695737
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,44,     170.661698
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,45,     171.048984
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,46,     171.162724
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,47,     170.788396
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,48,     170.774566
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,49,     170.945355
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,50,     171.018135
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,51,     170.884006
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,52,     170.819507
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,53,     170.834116
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,54,     170.439830
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,55,     170.912576
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,56,     170.768507
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,57,     170.724067
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,58,     170.933835
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,59,     170.641358
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,60,     171.279093
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,61,     170.806317
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,62,     170.899316
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,63,     170.767816
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,64,     170.906225
