dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,0,      12.964637
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,51,       1.020849
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,52,       0.906890
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,53,       0.906070
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,54,       0.975890
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,55,       0.957239
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,56,       1.072529
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,57,       1.004589
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,58,       1.303645
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,59,       1.033718
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,60,       1.168367
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,61,       1.040439
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,62,       1.084338
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,63,       1.045348
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,64,       0.912620
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,65,       1.115998
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,66,       1.039988
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,67,       1.043688
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,68,       1.160337
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,69,       1.633752
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,70,       1.144257
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,71,       1.041299
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,72,       1.250596
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,73,       1.023829
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,74,       0.954329
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,0,      14.359272
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,1,      14.047955
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,2,      13.830127
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,3,      13.908667
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,4,      13.888806
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,5,      13.970946
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,6,      14.228962
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,7,      13.777658
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,8,      13.972696
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,9,      13.737958
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,10,      14.101164
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,11,      14.038325
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,12,      14.105695
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,13,      13.919236
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,14,      13.890527
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,15,      13.912216
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,16,      13.932196
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,17,      13.789848
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,18,      13.876687
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,19,      13.942796
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,20,      13.809267
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,21,      14.175384
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,22,      14.207964
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,23,      13.927427
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,24,      14.040726
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,25,      14.205863
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,26,      13.955606
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,27,      14.163834
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,28,      13.918006
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,29,      14.053665
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,30,      13.951276
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,31,      13.852667
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,32,      13.994116
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,33,      13.984186
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,34,      13.635610
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,35,      13.993535
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,36,      14.042895
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,37,      14.157714
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,38,      13.924267
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,39,      14.001166
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,40,      13.883456
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,41,      14.158604
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,42,      14.028065
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,43,      13.792898
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,44,      13.767528
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,45,      14.114204
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,46,      14.203773
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,47,      13.724238
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,48,      13.841628
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,49,      13.819558
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,50,      13.926556
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,51,      14.069474
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,52,      14.314052
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,53,      14.320422
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,54,      14.124544
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,55,      14.085674
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,56,      13.861927
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,57,      13.995116
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,58,      13.906906
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,59,      13.886737
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,60,      14.025275
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,61,      13.877737
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,62,      14.314782
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,63,      13.958906
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,64,      14.095224
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,65,      14.149744
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,66,      14.002575
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,67,      14.193884
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,68,      13.949266
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,69,      14.268212
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,70,      14.198093
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,71,      13.867407
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,72,      14.214253
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,73,      13.995406
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,74,      13.704088
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,0,      40.302155
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,1,      40.446704
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,2,      40.011999
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,3,      40.440403
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,4,      40.120178
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,5,      40.557992
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,6,      40.675801
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,7,      40.153317
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,8,      40.606882
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,9,      39.981589
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,10,      40.784200
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,11,      40.430144
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,12,      40.573562
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,13,      40.252556
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,14,      40.418554
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,15,      40.570673
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,16,      40.120257
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,17,      40.745531
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,18,      40.216867
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,19,      40.172767
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,20,      40.523262
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,21,      40.614722
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,22,      39.900189
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,23,      41.090507
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,24,      40.437674
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,25,      40.387985
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,26,      40.377754
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,27,      40.258716
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,28,      40.748631
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,29,      40.261106
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,30,      40.074368
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,31,      39.912519
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,32,      40.598372
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,33,      40.453653
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,34,      40.688291
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,35,      40.353835
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,36,      40.228087
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,37,      40.532563
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,38,      40.562083
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,39,      40.082538
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,40,      40.561362
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,41,      40.182807
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,42,      40.391055
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,43,      40.314065
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,44,      40.714440
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,45,      40.205546
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,46,      40.505843
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,47,      40.479224
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,48,      40.441414
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,49,      40.829010
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,50,      40.596242
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,51,      40.647271
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,52,      40.696071
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,53,      40.847639
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,54,      40.476973
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,55,      40.921619
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,56,      40.443614
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,57,      40.529932
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,58,      40.651331
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,59,      40.447993
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,60,      40.290615
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,61,      40.624981
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,62,      40.494523
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,63,      40.903719
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,64,      40.622272
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,65,      40.471263
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,66,      40.505073
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,67,      40.255316
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,68,      40.195047
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,69,      40.688651
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,70,      40.233496
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,71,      40.552362
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,72,      40.358044
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,73,      40.843989
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,74,      40.471763
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,0,      66.172440
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,1,      66.746533
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,2,      65.638756
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,3,      66.945111
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,4,      93.580297
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,5,      63.100364
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,6,      64.486618
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,7,      63.234972
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,8,      61.951117
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,9,      62.182093
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,10,      63.042254
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,11,      63.902774
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,12,      61.770569
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,13,      62.611379
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,14,      62.223584
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,15,      62.542430
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,16,      63.697527
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,17,      63.244262
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,18,      65.471427
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,19,      64.675626
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,20,      64.104742
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,21,      63.522349
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,22,      63.555899
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,23,      63.713226
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,24,      63.994593
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,25,      63.280562
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,26,      64.962664
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,27,      63.969764
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,28,      63.081494
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,29,      63.120054
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,30,      64.953433
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,31,      63.668887
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,32,      63.408500
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,33,      62.703178
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,34,      64.073733
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,35,      63.022345
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,36,      64.604017
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,37,      63.248492
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,38,      62.855536
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,39,      63.473570
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,40,      62.748447
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,41,      64.668926
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,42,      63.343341
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,43,      63.865185
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,44,      62.549930
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,45,      62.590370
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,46,      64.620767
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,47,      62.896596
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,48,      64.631677
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,49,      62.989115
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,50,      63.472360
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,51,      64.198071
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,52,      65.016432
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,53,      62.804857
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,54,      63.286621
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,55,      87.349066
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,56,      74.004044
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,57,      66.027581
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,58,      63.891315
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,59,      64.195192
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,60,      86.386416
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,61,      64.144652
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,62,      64.225671
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,63,      64.531328
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,64,      64.521738
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,65,      63.767867
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,66,      89.276665
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,67,      62.897186
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,68,      62.495540
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,69,      64.764115
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,70,      64.802185
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,71,      64.962353
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,72,      63.435900
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,73,      63.795246
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,74,      64.352319
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,0,     152.405638
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,1,     168.583050
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,2,     155.095058
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,3,     170.978933
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,4,     156.215616
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,5,     166.147706
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,6,     152.705475
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,7,     166.011178
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,8,     150.467849
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,9,     172.907111
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,10,     153.275618
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,11,     164.424866
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,12,     163.450466
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,13,     162.879003
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,14,     165.714401
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,15,     164.419585
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,16,     165.626662
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,17,     147.867658
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,18,     162.035182
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,19,     169.282972
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,20,     149.893296
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,21,     163.901731
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,22,     162.052682
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,23,     166.367194
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,24,     152.979882
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,25,     164.784102
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,26,     148.612760
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,27,     161.834894
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,28,     150.064154
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,29,     150.779336
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,30,     162.113371
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,31,     152.242870
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,32,     149.060295
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,33,     152.711065
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,34,     150.216392
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,35,     163.658504
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,36,     163.839892
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,37,     152.095791
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,38,     163.889801
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,39,     151.847544
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,40,     161.678926
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,41,     164.116219
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,42,     146.130047
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,43,     145.779851
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,44,     147.586452
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,45,     161.191952
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,46,     147.382623
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,47,     150.854735
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,48,     149.440511
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,49,     171.651586
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,50,     163.015321
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,51,     147.906777
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,52,     158.522301
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,53,     163.501016
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,54,     159.967645
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,55,     163.994780
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,56,     152.047422
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,57,     160.852105
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,58,     152.046322
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,59,     151.809215
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,60,     153.715834
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,61,     154.912550
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,62,     149.803867
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,63,     163.393077
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,64,     152.481088
