dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,      16.478942
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,30,      36.551926
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,31,      36.550476
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,32,      36.405458
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,33,      36.724943
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,34,      36.550285
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,35,      36.743133
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,36,      36.572516
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,37,      36.809933
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,38,      36.564695
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,39,      36.577975
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,40,      36.792133
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,41,      36.758564
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,42,      36.600024
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,43,      36.588594
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,44,      36.877312
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,45,      36.531476
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,46,      36.467177
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,47,      36.303148
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,48,      36.497976
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,49,      36.541386
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,50,      36.436567
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,51,      36.611645
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,52,      36.542185
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,53,      36.468037
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,54,      36.499746
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,55,      36.526776
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,56,      36.575415
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,57,      36.721643
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,58,      36.811122
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,59,      36.423347
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,60,      36.628414
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,61,      36.640115
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,62,      36.546055
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,63,      36.486336
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,64,      36.522046
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,65,      36.523396
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,66,      36.612464
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,67,      36.473546
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,68,      36.405027
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,69,      36.570065
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,70,      36.449686
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,71,      36.713034
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,72,      36.515135
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,73,      36.506556
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,74,      36.761143
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,0,      69.141523
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,1,      69.456350
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,2,      69.047194
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,3,      68.582280
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,4,      68.607210
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,5,      68.949936
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,6,      68.958336
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,7,      68.194584
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,8,      69.491130
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,9,      69.154874
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,10,      68.770787
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,11,      68.632429
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,12,      68.454341
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,13,      68.706899
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,14,      69.338172
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,15,      68.519800
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,16,      68.522980
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,17,      68.615079
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,18,      68.431842
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,19,      68.626280
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,20,      69.477620
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,21,      68.416831
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,22,      68.995465
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,23,      68.634819
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,24,      68.766098
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,25,      69.067504
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,26,      68.920507
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,27,      68.649749
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,28,      68.533160
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,29,      68.497461
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,30,      68.956385
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,31,      68.826156
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,32,      68.879016
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,33,      69.118914
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,34,      68.834667
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,35,      68.715458
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,36,      68.760528
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,37,      68.420892
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,38,      69.080264
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,39,      68.585290
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,40,      68.999395
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,41,      68.811787
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,42,      68.208174
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,43,      69.023494
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,44,      68.594779
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,45,      69.321291
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,46,      68.625539
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,47,      68.848907
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,48,      68.754098
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,49,      68.241073
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,50,      68.394831
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,51,      68.809007
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,52,      68.483531
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,53,      68.671399
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,54,      68.067185
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,55,      69.159823
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,56,      68.025946
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,57,      69.522590
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,58,      68.666129
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,59,      68.159545
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,60,      69.029925
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,61,      68.726518
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,62,      69.226933
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,63,      68.861817
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,64,      68.383942
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,65,      68.681238
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,66,      69.133024
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,67,      69.264372
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,68,      68.202143
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,69,      68.861097
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,70,      68.851577
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,71,      69.224573
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,72,      68.849087
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,73,      69.006925
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,74,      69.028955
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,0,     110.332399
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,1,     110.116962
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,2,     110.043713
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,3,     109.762375
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,4,     109.919404
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,5,     110.265079
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,6,     109.812624
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,7,     109.747485
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,8,     109.971562
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,9,     109.737365
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,10,     109.931344
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,11,     109.936763
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,12,     109.816755
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,13,     110.054483
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,14,     109.865394
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,15,     110.124361
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,16,     110.099062
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,17,     109.708906
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,18,     109.805495
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,19,     109.909473
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,20,     109.941584
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,21,     109.783815
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,22,     109.848014
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,23,     109.839674
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,24,     109.873294
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,25,     109.952063
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,26,     110.106301
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,27,     109.686786
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,28,     109.877284
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,29,     109.900304
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,30,     110.047412
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,31,     110.224271
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,32,     110.017563
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,33,     109.819085
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,34,     109.991912
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,35,     109.729766
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,36,     110.041152
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,37,     109.781925
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,38,     109.641026
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,39,     109.688616
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,40,     109.943633
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,41,     109.789265
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,42,     109.887393
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,43,     110.055252
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,44,     110.271900
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,45,     109.915453
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,46,     109.770085
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,47,     109.825494
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,48,     109.769415
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,49,     110.015082
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,50,     109.854085
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,51,     109.798245
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,52,     109.711665
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,53,     110.037023
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,54,     109.622807
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,55,     109.849194
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,56,     110.100772
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,57,     109.811805
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,58,     110.177860
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,59,     110.117972
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,60,     109.977913
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,61,     110.015642
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,62,     110.321069
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,63,     109.715795
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,64,     110.010872
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,65,     109.996352
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,66,     109.820234
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,67,     109.899893
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,68,     109.976993
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,69,     109.840204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,70,     110.197410
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,71,     109.822895
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,72,     110.637016
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,73,     110.096982
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,74,     109.910133
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,0,     166.111657
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,1,     167.633791
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,2,     166.702560
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,3,     165.937489
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,4,     166.105077
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,5,     166.225996
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,6,     166.625272
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,7,     166.169876
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,8,     166.854558
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,9,     165.853789
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,10,     165.593572
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,11,     166.879529
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,12,     166.262016
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,13,     165.780780
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,14,     165.878919
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,15,     167.062506
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,16,     166.100477
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,17,     166.144406
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,18,     165.473153
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,19,     166.109167
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,20,     166.491512
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,21,     166.266395
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,22,     165.846600
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,23,     166.824329
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,24,     166.960758
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,25,     167.001517
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,26,     166.916198
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,27,     165.990568
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,28,     166.953208
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,29,     165.968139
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,30,     167.026767
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,31,     166.711030
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,32,     166.966348
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,33,     165.873840
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,34,     165.570593
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,35,     165.706961
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,36,     168.039986
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,37,     166.666331
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,38,     166.118427
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,39,     167.143586
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,40,     166.695820
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,41,     166.791560
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,42,     166.678421
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,43,     166.066077
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,44,     166.698310
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,45,     166.756590
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,46,     166.830879
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,47,     165.889309
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,48,     167.042587
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,49,     166.164346
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,50,     166.999398
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,51,     165.737141
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,52,     166.974098
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,53,     166.556452
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,54,     165.817470
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,55,     165.421854
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,56,     165.847799
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,57,     165.940649
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,58,     166.724810
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,59,     166.214146
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,60,     165.658252
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,61,     166.976228
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,62,     166.114176
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,63,     166.202126
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,64,     165.410365
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,65,     166.214726
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,66,     165.979009
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,67,     165.925289
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,68,     165.679741
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,69,     165.973169
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,70,     166.341004
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,71,     166.158786
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,72,     166.598332
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,73,     166.228955
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,74,     166.579741
