dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"N | N | N | N",64,0,       0.096749
2,double,uniform,PoisFFT,"N | N | N | N",64,1,       0.082599
2,double,uniform,PoisFFT,"N | N | N | N",64,2,       0.081869
2,double,uniform,PoisFFT,"N | N | N | N",64,3,       0.082119
2,double,uniform,PoisFFT,"N | N | N | N",64,4,       0.089670
2,double,uniform,PoisFFT,"N | N | N | N",64,5,       0.084449
2,double,uniform,PoisFFT,"N | N | N | N",64,6,       0.082039
2,double,uniform,PoisFFT,"N | N | N | N",64,7,       0.081999
2,double,uniform,PoisFFT,"N | N | N | N",64,8,       0.081899
2,double,uniform,PoisFFT,"N | N | N | N",64,9,       0.083249
2,double,uniform,PoisFFT,"N | N | N | N",64,10,       0.082139
2,double,uniform,PoisFFT,"N | N | N | N",64,11,       0.082199
2,double,uniform,PoisFFT,"N | N | N | N",64,12,       0.082699
2,double,uniform,PoisFFT,"N | N | N | N",64,13,       0.082239
2,double,uniform,PoisFFT,"N | N | N | N",64,14,       0.082050
2,double,uniform,PoisFFT,"N | N | N | N",64,15,       0.082569
2,double,uniform,PoisFFT,"N | N | N | N",64,16,       0.081959
2,double,uniform,PoisFFT,"N | N | N | N",64,17,       0.081899
2,double,uniform,PoisFFT,"N | N | N | N",64,18,       0.081929
2,double,uniform,PoisFFT,"N | N | N | N",64,19,       0.086450
2,double,uniform,PoisFFT,"N | N | N | N",64,20,       0.081789
2,double,uniform,PoisFFT,"N | N | N | N",64,21,       0.081799
2,double,uniform,PoisFFT,"N | N | N | N",64,22,       0.081659
2,double,uniform,PoisFFT,"N | N | N | N",64,23,       0.081659
2,double,uniform,PoisFFT,"N | N | N | N",64,24,       0.082139
2,double,uniform,PoisFFT,"N | N | N | N",64,25,       0.081819
2,double,uniform,PoisFFT,"N | N | N | N",64,26,       0.081779
2,double,uniform,PoisFFT,"N | N | N | N",64,27,       0.086480
2,double,uniform,PoisFFT,"N | N | N | N",64,28,       0.082029
2,double,uniform,PoisFFT,"N | N | N | N",64,29,       0.081988
2,double,uniform,PoisFFT,"N | N | N | N",64,30,       0.081779
2,double,uniform,PoisFFT,"N | N | N | N",64,31,       0.081779
2,double,uniform,PoisFFT,"N | N | N | N",64,32,       0.081859
2,double,uniform,PoisFFT,"N | N | N | N",64,33,       0.081669
2,double,uniform,PoisFFT,"N | N | N | N",64,34,       0.082008
2,double,uniform,PoisFFT,"N | N | N | N",64,35,       0.086529
2,double,uniform,PoisFFT,"N | N | N | N",64,36,       0.082139
2,double,uniform,PoisFFT,"N | N | N | N",64,37,       0.081839
2,double,uniform,PoisFFT,"N | N | N | N",64,38,       0.081799
2,double,uniform,PoisFFT,"N | N | N | N",64,39,       0.082110
2,double,uniform,PoisFFT,"N | N | N | N",64,40,       0.081859
2,double,uniform,PoisFFT,"N | N | N | N",64,41,       0.081669
2,double,uniform,PoisFFT,"N | N | N | N",64,42,       0.081919
2,double,uniform,PoisFFT,"N | N | N | N",64,43,       0.082079
2,double,uniform,PoisFFT,"N | N | N | N",64,44,       0.081869
2,double,uniform,PoisFFT,"N | N | N | N",64,45,       0.082089
2,double,uniform,PoisFFT,"N | N | N | N",64,46,       0.081979
2,double,uniform,PoisFFT,"N | N | N | N",64,47,       0.082039
2,double,uniform,PoisFFT,"N | N | N | N",64,48,       0.081659
2,double,uniform,PoisFFT,"N | N | N | N",64,49,       0.081859
2,double,uniform,PoisFFT,"N | N | N | N",64,50,       0.085859
2,double,uniform,PoisFFT,"N | N | N | N",64,51,       0.082089
2,double,uniform,PoisFFT,"N | N | N | N",64,52,       0.081999
2,double,uniform,PoisFFT,"N | N | N | N",64,53,       0.081999
2,double,uniform,PoisFFT,"N | N | N | N",64,54,       0.081908
2,double,uniform,PoisFFT,"N | N | N | N",64,55,       0.081629
2,double,uniform,PoisFFT,"N | N | N | N",64,56,       0.082079
2,double,uniform,PoisFFT,"N | N | N | N",64,57,       0.081679
2,double,uniform,PoisFFT,"N | N | N | N",64,58,       0.086239
2,double,uniform,PoisFFT,"N | N | N | N",64,59,       0.081930
2,double,uniform,PoisFFT,"N | N | N | N",64,60,       0.081609
2,double,uniform,PoisFFT,"N | N | N | N",64,61,       0.081949
2,double,uniform,PoisFFT,"N | N | N | N",64,62,       0.081719
2,double,uniform,PoisFFT,"N | N | N | N",64,63,       0.081809
2,double,uniform,PoisFFT,"N | N | N | N",64,64,       0.084719
2,double,uniform,PoisFFT,"N | N | N | N",64,65,       0.081959
2,double,uniform,PoisFFT,"N | N | N | N",64,66,       0.082089
2,double,uniform,PoisFFT,"N | N | N | N",64,67,       0.089919
2,double,uniform,PoisFFT,"N | N | N | N",64,68,       0.082179
2,double,uniform,PoisFFT,"N | N | N | N",64,69,       0.082139
