dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,      16.864158
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,30,      34.596906
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,31,      34.755824
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,32,      34.502168
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,33,      34.688976
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,34,      34.632676
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,35,      34.613486
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,36,      34.643706
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,37,      34.723545
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,38,      34.678706
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,39,      34.830834
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,40,      34.509227
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,41,      34.631956
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,42,      34.621457
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,43,      34.452998
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,44,      34.667816
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,45,      34.562567
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,46,      34.636836
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,47,      34.675126
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,48,      34.704395
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,49,      34.794634
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,50,      34.584217
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,51,      34.706685
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,52,      34.595597
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,53,      34.691576
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,54,      34.830284
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,55,      34.739965
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,56,      34.769825
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,57,      34.647217
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,58,      34.804054
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,59,      34.730035
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,60,      34.747785
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,61,      34.691095
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,62,      34.661606
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,63,      34.608317
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,64,      34.916263
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,65,      34.736665
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,66,      34.821754
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,67,      34.723736
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,68,      34.583697
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,69,      34.637516
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,70,      34.683346
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,71,      34.839564
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,72,      34.677196
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,73,      34.946352
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,74,      35.070102
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,0,      65.741020
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,1,      65.723851
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,2,      65.481853
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,3,      65.655892
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,4,      65.658271
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,5,      65.584382
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,6,      65.639221
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,7,      65.601362
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,8,      65.721110
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,9,      65.663811
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,10,      65.553092
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,11,      65.590912
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,12,      65.616252
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,13,      65.707911
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,14,      65.621751
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,15,      65.531253
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,16,      65.653861
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,17,      65.616982
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,18,      65.618872
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,19,      65.571223
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,20,      65.552263
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,21,      65.516283
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,22,      65.514772
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,23,      65.567652
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,24,      65.599202
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,25,      65.600242
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,26,      65.668782
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,27,      65.431764
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,28,      65.499033
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,29,      65.551483
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,30,      65.586723
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,31,      65.613222
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,32,      65.550063
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,33,      65.420103
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,34,      65.611521
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,35,      65.565323
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,36,      65.441054
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,37,      65.491493
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,38,      65.462633
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,39,      65.746421
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,40,      65.550422
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,41,      65.650201
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,42,      65.611102
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,43,      65.586082
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,44,      65.540932
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,45,      65.530023
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,46,      65.545263
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,47,      65.713391
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,48,      65.479663
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,49,      65.529573
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,50,      65.581432
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,51,      65.763060
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,52,      65.669661
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,53,      65.758280
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,54,      65.568352
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,55,      65.813740
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,56,      65.587072
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,57,      65.794200
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,58,      65.607723
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,59,      65.628521
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,60,      65.719581
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,61,      65.717561
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,62,      65.522883
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,63,      65.731650
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,64,      65.505973
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,65,      65.542803
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,66,      65.549593
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,67,      65.710371
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,68,      65.684460
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,69,      65.673281
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,70,      65.670041
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,71,      65.542822
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,72,      65.668561
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,73,      65.431854
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,74,      65.632011
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,0,     109.912293
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,1,     109.611636
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,2,     109.532567
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,3,     109.860864
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,4,     110.240880
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,5,     110.031122
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,6,     109.657856
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,7,     110.055442
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,8,     109.687946
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,9,     110.221610
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,10,     109.501129
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,11,     109.769356
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,12,     109.873774
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,13,     109.954523
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,14,     110.042812
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,15,     110.244729
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,16,     109.888293
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,17,     110.008233
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,18,     109.876124
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,19,     109.191671
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,20,     109.959904
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,21,     110.114261
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,22,     110.323509
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,23,     110.084272
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,24,     110.162700
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,25,     109.679946
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,26,     109.899614
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,27,     110.212410
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,28,     109.579587
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,29,     109.629397
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,30,     110.187811
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,31,     109.839494
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,32,     109.917163
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,33,     109.772755
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,34,     109.409979
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,35,     109.602627
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,36,     110.161421
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,37,     110.239240
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,38,     109.833555
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,39,     110.058652
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,40,     110.223360
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,41,     109.740205
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,42,     109.607346
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,43,     109.271060
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,44,     110.184130
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,45,     109.631466
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,46,     110.002903
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,47,     109.663636
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,48,     109.622376
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,49,     110.297420
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,50,     109.593977
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,51,     109.689816
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,52,     109.325520
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,53,     110.140711
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,54,     110.105201
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,55,     109.833614
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,56,     110.083582
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,57,     109.774615
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,58,     110.054652
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,59,     109.755796
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,60,     109.926723
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,61,     109.489038
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,62,     110.285550
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,63,     110.382168
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,64,     109.539418
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,65,     110.081302
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,66,     110.508387
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,67,     109.663046
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,68,     109.991153
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,69,     110.000362
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,70,     110.142091
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,71,     110.452388
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,72,     109.886074
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,73,     109.338309
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,74,     109.886323
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,0,     168.389332
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,1,     167.800088
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,2,     167.997886
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,3,     168.093265
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,4,     168.360273
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,5,     168.533761
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,6,     168.098495
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,7,     167.750479
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,8,     168.370692
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,9,     167.997657
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,10,     167.917907
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,11,     168.408342
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,12,     168.347173
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,13,     168.161685
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,14,     168.740288
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,15,     167.678040
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,16,     168.097715
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,17,     168.462001
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,18,     167.611421
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,19,     168.192554
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,20,     168.905727
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,21,     168.355973
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,22,     168.045126
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,23,     167.887628
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,24,     168.414912
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,25,     168.248344
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,26,     167.805238
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,27,     168.113905
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,28,     168.854307
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,29,     168.352432
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,30,     168.298153
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,31,     168.440451
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,32,     168.329003
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,33,     168.283603
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,34,     168.354193
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,35,     168.729249
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,36,     168.357742
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,37,     168.399273
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,38,     168.621000
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,39,     167.976047
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,40,     167.891528
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,41,     168.462091
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,42,     168.397213
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,43,     168.273863
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,44,     168.259634
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,45,     168.524721
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,46,     168.023876
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,47,     168.547100
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,48,     168.291983
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,49,     167.861658
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,50,     168.416842
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,51,     168.066365
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,52,     167.783869
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,53,     168.097946
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,54,     167.711849
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,55,     168.398292
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,56,     168.595420
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,57,     168.706039
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,58,     168.512441
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,59,     168.050096
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,60,     168.698559
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,61,     168.170244
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,62,     168.067595
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,63,     168.246734
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,64,     168.750819
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,65,     168.751988
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,66,     168.438152
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,67,     167.945137
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,68,     167.931207
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,69,     168.069276
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,70,     167.974467
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,71,     168.363973
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,72,     168.266063
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,73,     168.201655
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,74,     168.246793
