dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,73,      45.242480
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,74,      45.337198
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,0,      79.702336
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,1,      79.400430
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,2,      79.041963
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,3,      79.728666
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,4,      79.542707
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,5,      79.929783
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,6,      79.404650
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,7,      79.789965
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,8,      79.482019
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,9,      79.881114
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,10,      79.462389
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,11,      80.143961
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,12,      79.836485
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,13,      80.090562
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,14,      79.107473
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,15,      79.444109
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,16,      79.058634
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,17,      79.509248
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,18,      79.416130
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,19,      79.983623
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,20,      79.305390
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,21,      79.476349
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,22,      79.110393
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,23,      79.248501
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,24,      79.417709
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,25,      79.435569
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,26,      79.171922
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,27,      79.375619
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,28,      79.772935
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,29,      79.729555
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,30,      79.892045
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,31,      79.346490
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,32,      79.419500
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,33,      79.832625
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,34,      79.703316
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,35,      79.514178
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,36,      79.128542
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,37,      79.693336
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,38,      79.598297
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,39,      79.683926
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,40,      79.689416
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,41,      79.403760
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,42,      79.526558
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,43,      79.867684
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,44,      79.109803
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,45,      79.842625
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,46,      78.970394
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,47,      79.848925
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,48,      79.182311
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,49,      79.091292
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,50,      78.882365
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,51,      78.877065
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,52,      78.224082
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,53,      79.155163
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,54,      79.867884
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,55,      78.962754
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,56,      79.278881
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,57,      79.726716
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,58,      78.835085
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,59,      79.135742
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,60,      79.368240
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,61,      78.961514
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,62,      79.862104
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,63,      79.574918
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,64,      79.210412
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,65,      78.637208
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,66,      78.931324
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,67,      78.804116
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,68,      79.596957
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,69,      78.994813
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,70,      79.453199
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,71,      79.250641
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,72,      79.615927
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,73,      78.869455
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,74,      78.863105
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,0,     131.910270
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,1,     132.025659
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,2,     130.949311
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,3,     132.092379
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,4,     131.830571
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,5,     131.646413
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,6,     132.345126
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,7,     132.120748
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,8,     131.520085
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,9,     132.687362
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,10,     131.942950
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,11,     132.209287
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,12,     132.409345
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,13,     131.960049
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,14,     132.857660
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,15,     131.721112
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,16,     131.648143
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,17,     131.195969
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,18,     132.576494
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,19,     131.985229
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,20,     132.207747
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,21,     132.611633
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,22,     132.308326
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,23,     132.539714
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,24,     131.188058
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,25,     131.117969
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,26,     131.701452
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,27,     133.702111
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,28,     131.909710
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,29,     131.847309
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,30,     130.507364
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,31,     131.643091
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,32,     131.396944
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,33,     130.312887
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,34,     132.107186
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,35,     130.866940
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,36,     131.453574
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,37,     130.612364
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,38,     130.332636
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,39,     130.552613
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,40,     130.350406
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,41,     132.023037
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,42,     131.378624
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,43,     132.718550
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,44,     130.592004
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,45,     130.925260
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,46,     131.514083
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,47,     130.296596
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,48,     130.901520
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,49,     130.240927
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,50,     130.557833
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,51,     130.931329
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,52,     130.518154
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,53,     130.276517
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,54,     129.981620
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,55,     131.021178
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,56,     131.548703
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,57,     131.010499
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,58,     130.658243
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,59,     130.567663
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,60,     132.146647
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,61,     130.473805
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,62,     130.627123
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,63,     132.059117
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,64,     130.935679
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,65,     131.677191
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,66,     130.440295
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,67,     130.736822
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,68,     131.333556
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,69,     130.979259
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,70,     132.105637
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,71,     131.436954
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,72,     131.814640
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,73,     129.678644
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,74,     130.916099
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,0,     201.028843
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,1,     200.438439
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,2,     200.845666
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,3,     200.048384
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,4,     199.677978
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,5,     197.138517
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,6,     199.421661
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,7,     199.829076
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,8,     200.049474
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,9,     201.926843
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,10,     200.106813
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,11,     205.022998
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,12,     198.628300
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,13,     200.820805
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,14,     199.969005
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,15,     199.792307
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,16,     199.867736
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,17,     198.942546
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,18,     199.872786
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,19,     200.795335
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,20,     200.676617
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,21,     202.064492
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,22,     197.792999
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,23,     200.315981
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,24,     202.116081
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,25,     198.019597
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,26,     199.677018
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,27,     199.214213
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,28,     230.782383
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,29,     197.759779
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,30,     197.600401
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,31,     200.024024
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,32,     200.144403
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,33,     197.972087
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,34,     199.043056
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,35,     198.523980
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,36,     198.399072
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,37,     198.713058
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,38,     200.003294
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,39,     198.780738
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,40,     197.164316
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,41,     198.668909
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,42,     200.032765
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,43,     198.445832
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,44,     198.213144
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,45,     199.073175
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,46,     199.488050
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,47,     200.541909
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,48,     197.448053
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,49,     197.550562
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,50,     199.778387
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,51,     200.032194
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,52,     199.592849
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,53,     197.320014
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,54,     199.886846
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,55,     200.076353
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,56,     200.201002
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,57,     200.333371
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,58,     200.076504
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,59,     200.820456
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,60,     200.436130
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,61,     197.334844
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,62,     200.904605
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,63,     199.853617
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,64,     199.842826
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,65,     199.546929
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,66,     201.406979
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,67,     196.407624
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,68,     196.894969
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,69,     197.113736
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,70,     197.045987
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,71,     200.113464
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,72,     199.527780
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,73,     198.917677
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,74,     199.728658
