dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,0,      16.918837
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,65,      35.216740
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,66,      35.014282
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,67,      35.317349
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,68,      35.076631
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,69,      35.074452
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,70,      35.118350
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,71,      35.096701
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,72,      35.216570
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,73,      35.028002
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,74,      35.181411
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,0,      64.085818
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,1,      64.014749
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,2,      64.236316
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,3,      64.059669
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,4,      64.105758
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,5,      64.142628
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,6,      64.252477
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,7,      64.084328
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,8,      64.342476
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,9,      63.965400
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,10,      63.894800
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,11,      64.243286
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,12,      64.116368
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,13,      64.092328
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,14,      64.210787
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,15,      64.029139
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,16,      63.989140
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,17,      64.158697
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,18,      64.235597
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,19,      64.024099
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,20,      64.087758
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,21,      64.216556
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,22,      64.438955
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,23,      63.926960
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,24,      64.252186
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,25,      64.118448
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,26,      64.624442
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,27,      64.247266
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,28,      64.190748
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,29,      64.210407
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,30,      64.072048
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,31,      63.973729
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,32,      64.086888
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,33,      64.124818
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,34,      64.170537
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,35,      64.074789
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,36,      64.166527
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,37,      64.176318
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,38,      64.125548
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,39,      63.980409
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,40,      63.939960
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,41,      64.137168
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,42,      64.158657
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,43,      63.946639
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,44,      64.028209
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,45,      63.997439
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,46,      64.303176
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,47,      63.995690
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,48,      64.105868
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,49,      64.156897
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,50,      64.058729
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,51,      64.021378
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,52,      64.019799
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,53,      64.001849
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,54,      64.217136
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,55,      64.191357
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,56,      64.152158
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,57,      64.073479
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,58,      64.181708
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,59,      64.101548
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,60,      64.268866
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,61,      64.269756
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,62,      64.033809
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,63,      64.094628
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,64,      64.148667
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,65,      64.423665
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,66,      64.078738
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,67,      64.124118
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,68,      64.090279
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,69,      64.137218
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,70,      64.152017
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,71,      64.130537
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,72,      64.193917
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,73,      64.590353
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,74,      64.011459
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,0,     107.677148
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,1,     107.662418
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,2,     107.899925
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,3,     107.789726
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,4,     107.565369
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,5,     107.405770
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,6,     107.976934
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,7,     107.766427
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,8,     107.836596
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,9,     107.647078
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,10,     107.721017
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,11,     107.898435
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,12,     107.827446
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,13,     107.527469
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,14,     107.861816
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,15,     107.846166
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,16,     107.589629
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,17,     107.805056
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,18,     107.807366
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,19,     107.601779
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,20,     107.888265
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,21,     107.684727
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,22,     107.801567
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,23,     107.964874
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,24,     107.745166
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,25,     107.772727
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,26,     107.869585
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,27,     107.844966
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,28,     107.779046
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,29,     107.675448
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,30,     107.711297
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,31,     107.616129
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,32,     108.265921
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,33,     107.698647
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,34,     107.561569
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,35,     107.702197
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,36,     107.661228
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,37,     108.074603
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,38,     107.965524
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,39,     107.813447
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,40,     107.835556
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,41,     107.786316
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,42,     107.438871
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,43,     107.531489
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,44,     108.269501
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,45,     107.773987
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,46,     107.748067
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,47,     107.605808
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,48,     107.608108
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,49,     107.643558
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,50,     107.589669
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,51,     107.422670
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,52,     107.608338
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,53,     107.496149
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,54,     108.052164
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,55,     107.893496
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,56,     107.973004
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,57,     107.962364
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,58,     107.768756
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,59,     107.649258
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,60,     107.905615
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,61,     107.649158
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,62,     108.131743
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,63,     107.585828
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,64,     107.691608
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,65,     107.838936
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,66,     107.860786
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,67,     107.772926
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,68,     107.692037
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,69,     107.893305
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,70,     107.882215
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,71,     107.861876
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,72,     107.690168
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,73,     107.747236
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,74,     107.628888
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,0,     165.376685
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,1,     167.057937
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,2,     167.634221
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,3,     167.474932
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,4,     165.157377
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,5,     165.536793
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,6,     167.603341
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,7,     164.975379
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,8,     167.729170
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,9,     165.158267
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,10,     166.823260
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,11,     167.812178
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,12,     165.318166
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,13,     165.175857
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,14,     165.096298
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,15,     165.169857
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,16,     167.277404
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,17,     167.703160
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,18,     165.468334
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,19,     166.995627
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,20,     167.413763
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,21,     165.174777
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,22,     167.479522
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,23,     165.362765
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,24,     165.455034
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,25,     164.380456
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,26,     167.032996
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,27,     167.208795
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,28,     167.469182
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,29,     166.366904
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,30,     164.671173
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,31,     165.475594
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,32,     164.892260
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,33,     167.432212
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,34,     167.123736
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,35,     166.952678
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,36,     167.317964
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,37,     166.809939
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,38,     166.848869
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,39,     167.026447
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,40,     167.405973
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,41,     167.837079
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,42,     167.805149
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,43,     166.744689
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,44,     164.916890
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,45,     164.985399
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,46,     167.891798
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,47,     166.036188
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,48,     167.781429
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,49,     167.183405
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,50,     167.115476
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,51,     165.284616
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,52,     167.819239
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,53,     167.391784
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,54,     165.405815
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,55,     164.992229
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,56,     165.257746
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,57,     167.827108
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,58,     165.522983
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,59,     167.384193
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,60,     167.308544
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,61,     165.403815
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,62,     167.424173
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,63,     167.349383
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,64,     167.009737
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,65,     165.174237
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,66,     165.418855
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,67,     165.109178
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,68,     164.850570
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,69,     165.291216
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,70,     167.943087
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,71,     167.923007
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,72,     167.198195
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,73,     167.627121
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,74,     167.526631
