dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,29,      20.729424
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,30,      20.583854
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,31,      20.805422
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,32,      20.652964
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,33,      20.543755
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,34,      20.506145
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,35,      20.654113
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,36,      20.139089
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,37,      20.214788
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,38,      20.464806
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,39,      20.471136
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,40,      20.225088
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,41,      20.132079
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,42,      20.703114
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,43,      20.422476
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,44,      20.318107
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,45,      20.305967
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,46,      20.435926
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,47,      20.456216
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,48,      21.218149
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,49,      20.168169
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,50,      20.358817
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,51,      20.691443
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,52,      20.615644
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,53,      20.219698
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,54,      20.757603
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,55,      20.380287
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,56,      20.296087
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,57,      20.682533
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,58,      20.266168
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,59,      20.742692
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,60,      20.260198
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,61,      20.439536
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,62,      20.593935
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,63,      20.384256
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,64,      20.402856
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,65,      20.394116
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,66,      20.561875
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,67,      20.621014
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,68,      20.659414
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,69,      20.502175
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,70,      20.320487
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,71,      20.402766
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,72,      20.164888
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,73,      20.363827
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,74,      20.289638
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,0,      38.805652
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,1,      38.655304
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,2,      38.492875
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,3,      38.645305
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,4,      38.665924
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,5,      38.584074
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,6,      38.689404
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,7,      38.621784
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,8,      38.701893
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,9,      38.791123
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,10,      38.545295
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,11,      38.664314
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,12,      38.612645
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,13,      38.645994
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,14,      38.652585
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,15,      38.554545
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,16,      38.655674
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,17,      38.765053
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,18,      38.539626
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,19,      38.654614
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,20,      38.684734
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,21,      38.583065
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,22,      38.642474
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,23,      38.536735
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,24,      38.548356
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,25,      38.655034
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,26,      38.456897
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,27,      38.521565
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,28,      38.619585
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,29,      38.625604
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,30,      38.578265
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,31,      38.722254
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,32,      38.510416
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,33,      38.631334
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,34,      38.521575
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,35,      38.606125
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,36,      38.670245
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,37,      38.579035
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,38,      38.589495
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,39,      38.540516
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,40,      38.584965
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,41,      38.566095
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,42,      38.760773
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,43,      38.703454
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,44,      38.587365
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,45,      38.760473
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,46,      38.557106
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,47,      38.630204
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,48,      38.583925
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,49,      38.540725
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,50,      38.675264
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,51,      38.588745
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,52,      38.567665
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,53,      38.719993
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,54,      38.662804
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,55,      39.138899
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,56,      38.549545
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,57,      38.571425
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,58,      38.564225
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,59,      38.578215
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,60,      38.573315
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,61,      38.659544
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,62,      38.535765
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,63,      38.589495
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,64,      38.671454
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,65,      38.563255
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,66,      38.524976
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,67,      38.626115
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,68,      38.475556
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,69,      38.677124
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,70,      38.642834
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,71,      38.569475
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,72,      38.531835
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,73,      38.709474
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,74,      38.707804
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,0,      68.258699
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,1,      67.891633
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,2,      68.128400
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,3,      68.350058
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,4,      68.133870
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,5,      68.343007
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,6,      68.110430
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,7,      68.059311
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,8,      68.101180
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,9,      68.320168
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,10,      68.263849
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,11,      68.140660
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,12,      68.070290
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,13,      68.467037
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,14,      68.009931
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,15,      68.101310
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,16,      67.867733
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,17,      68.050711
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,18,      68.351258
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,19,      68.074131
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,20,      68.067741
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,21,      67.817123
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,22,      67.923932
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,23,      68.357717
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,24,      67.946132
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,25,      68.230770
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,26,      67.903073
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,27,      68.290879
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,28,      68.100130
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,29,      68.313538
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,30,      68.090460
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,31,      68.111940
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,32,      68.288418
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,33,      68.228009
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,34,      68.103221
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,35,      68.636145
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,36,      68.154090
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,37,      67.979721
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,38,      68.420397
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,39,      68.389338
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,40,      68.071950
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,41,      68.027071
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,42,      68.250759
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,43,      68.087921
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,44,      68.304288
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,45,      67.921992
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,46,      68.305358
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,47,      68.424167
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,48,      68.222059
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,49,      67.913742
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,50,      68.148650
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,51,      68.265149
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,52,      68.276348
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,53,      67.936272
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,54,      68.123800
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,55,      68.153320
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,56,      68.171290
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,57,      68.045511
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,58,      67.911542
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,59,      68.243538
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,60,      67.927842
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,61,      68.335958
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,62,      68.171229
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,63,      67.967182
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,64,      68.125009
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,65,      67.982052
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,66,      67.815264
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,67,      68.321188
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,68,      68.112790
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,69,      68.604415
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,70,      68.487167
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,71,      68.095130
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,72,      67.987361
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,73,      68.138380
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,74,      68.200790
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,0,     142.574627
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,1,     142.352159
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,2,     142.143112
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,3,     142.613566
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,4,     143.315030
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,5,     143.459939
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,6,     141.880894
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,7,     142.305390
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,8,     142.848794
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,9,     142.979423
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,10,     142.380899
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,11,     142.535248
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,12,     142.694216
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,13,     142.557857
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,14,     142.757065
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,15,     142.590377
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,16,     164.835465
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,17,     160.128622
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,18,     142.418879
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,19,     141.982683
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,20,     142.485858
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,21,     142.032203
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,22,     141.853484
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,23,     142.306790
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,24,     142.256910
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,25,     142.268500
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,26,     160.777246
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,27,     142.545287
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,28,     142.408859
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,29,     142.751486
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,30,     142.130311
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,31,     141.737606
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,32,     142.243990
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,33,     142.274130
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,34,     141.880874
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,35,     142.709365
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,36,     142.102601
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,37,     142.325430
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,38,     142.586137
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,39,     142.097422
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,40,     163.347249
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,41,     142.093152
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,42,     141.773655
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,43,     142.076272
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,44,     142.564057
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,45,     141.764005
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,46,     142.104682
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,47,     142.195401
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,48,     164.452359
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,49,     182.239921
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,50,     160.576697
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,51,     142.647727
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,52,     142.524118
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,53,     141.954313
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,54,     141.933394
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,55,     142.840395
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,56,     142.382559
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,57,     142.889103
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,58,     142.616417
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,59,     143.067792
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,60,     142.401569
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,61,     142.455308
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,62,     143.353050
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,63,     142.610066
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,64,     142.998603
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,65,     142.652026
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,66,     142.413519
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,67,     142.362649
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,68,     142.302009
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,69,     142.423179
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,70,     142.242111
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,71,     142.192281
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,72,     142.512898
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,73,     142.127542
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,74,     142.666826
