dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"N | D",448,10,       0.003280
1,float,uniform,PoisFFT,"N | D",448,11,       0.003270
1,float,uniform,PoisFFT,"N | D",448,12,       0.003260
1,float,uniform,PoisFFT,"N | D",448,13,       0.003260
1,float,uniform,PoisFFT,"N | D",448,14,       0.003260
1,float,uniform,PoisFFT,"N | D",448,15,       0.003270
1,float,uniform,PoisFFT,"N | D",448,16,       0.003260
1,float,uniform,PoisFFT,"N | D",448,17,       0.003260
1,float,uniform,PoisFFT,"N | D",448,18,       0.003280
1,float,uniform,PoisFFT,"N | D",448,19,       0.003270
1,float,uniform,PoisFFT,"N | D",448,20,       0.003250
1,float,uniform,PoisFFT,"N | D",448,21,       0.003240
1,float,uniform,PoisFFT,"N | D",448,22,       0.003250
1,float,uniform,PoisFFT,"N | D",448,23,       0.003250
1,float,uniform,PoisFFT,"N | D",448,24,       0.003251
1,float,uniform,PoisFFT,"N | D",448,25,       0.003269
1,float,uniform,PoisFFT,"N | D",448,26,       0.003249
1,float,uniform,PoisFFT,"N | D",448,27,       0.003260
1,float,uniform,PoisFFT,"N | D",448,28,       0.003250
1,float,uniform,PoisFFT,"N | D",448,29,       0.003280
1,float,uniform,PoisFFT,"N | D",448,30,       0.003280
1,float,uniform,PoisFFT,"N | D",448,31,       0.003280
1,float,uniform,PoisFFT,"N | D",448,32,       0.003260
1,float,uniform,PoisFFT,"N | D",448,33,       0.003260
1,float,uniform,PoisFFT,"N | D",448,34,       0.003240
1,float,uniform,PoisFFT,"N | D",448,35,       0.003270
1,float,uniform,PoisFFT,"N | D",448,36,       0.003271
1,float,uniform,PoisFFT,"N | D",448,37,       0.003269
1,float,uniform,PoisFFT,"N | D",448,38,       0.003260
1,float,uniform,PoisFFT,"N | D",448,39,       0.003240
1,float,uniform,PoisFFT,"N | D",448,40,       0.003250
1,float,uniform,PoisFFT,"N | D",448,41,       0.003280
1,float,uniform,PoisFFT,"N | D",448,42,       0.003240
1,float,uniform,PoisFFT,"N | D",448,43,       0.003290
1,float,uniform,PoisFFT,"N | D",448,44,       0.003260
1,float,uniform,PoisFFT,"N | D",448,45,       0.003250
1,float,uniform,PoisFFT,"N | D",448,46,       0.003280
1,float,uniform,PoisFFT,"N | D",448,47,       0.003250
1,float,uniform,PoisFFT,"N | D",448,48,       0.003279
1,float,uniform,PoisFFT,"N | D",448,49,       0.003260
1,float,uniform,PoisFFT,"N | D",448,50,       0.003260
1,float,uniform,PoisFFT,"N | D",448,51,       0.003250
1,float,uniform,PoisFFT,"N | D",448,52,       0.003240
1,float,uniform,PoisFFT,"N | D",448,53,       0.003260
1,float,uniform,PoisFFT,"N | D",448,54,       0.003270
1,float,uniform,PoisFFT,"N | D",448,55,       0.003260
1,float,uniform,PoisFFT,"N | D",448,56,       0.003240
1,float,uniform,PoisFFT,"N | D",448,57,       0.003250
1,float,uniform,PoisFFT,"N | D",448,58,       0.003250
1,float,uniform,PoisFFT,"N | D",448,59,       0.003240
1,float,uniform,PoisFFT,"N | D",448,60,       0.003260
1,float,uniform,PoisFFT,"N | D",448,61,       0.003260
1,float,uniform,PoisFFT,"N | D",448,62,       0.003269
1,float,uniform,PoisFFT,"N | D",448,63,       0.003250
1,float,uniform,PoisFFT,"N | D",448,64,       0.003240
1,float,uniform,PoisFFT,"N | D",448,65,       0.003290
1,float,uniform,PoisFFT,"N | D",448,66,       0.003260
1,float,uniform,PoisFFT,"N | D",448,67,       0.003250
1,float,uniform,PoisFFT,"N | D",448,68,       0.003250
1,float,uniform,PoisFFT,"N | D",448,69,       0.003280
1,float,uniform,PoisFFT,"N | D",448,70,       0.003260
1,float,uniform,PoisFFT,"N | D",448,71,       0.003290
1,float,uniform,PoisFFT,"N | D",448,72,       0.003280
1,float,uniform,PoisFFT,"N | D",448,73,       0.003320
1,float,uniform,PoisFFT,"N | D",448,74,       0.003271
1,float,uniform,PoisFFT,"N | D",512,0,       0.005020
1,float,uniform,PoisFFT,"N | D",512,1,       0.003580
1,float,uniform,PoisFFT,"N | D",512,2,       0.003459
1,float,uniform,PoisFFT,"N | D",512,3,       0.003400
1,float,uniform,PoisFFT,"N | D",512,4,       0.003410
1,float,uniform,PoisFFT,"N | D",512,5,       0.003400
1,float,uniform,PoisFFT,"N | D",512,6,       0.003400
1,float,uniform,PoisFFT,"N | D",512,7,       0.003400
1,float,uniform,PoisFFT,"N | D",512,8,       0.003420
1,float,uniform,PoisFFT,"N | D",512,9,       0.003410
1,float,uniform,PoisFFT,"N | D",512,10,       0.003410
1,float,uniform,PoisFFT,"N | D",512,11,       0.003410
1,float,uniform,PoisFFT,"N | D",512,12,       0.003620
1,float,uniform,PoisFFT,"N | D",512,13,       0.003389
1,float,uniform,PoisFFT,"N | D",512,14,       0.003390
1,float,uniform,PoisFFT,"N | D",512,15,       0.003390
1,float,uniform,PoisFFT,"N | D",512,16,       0.003390
1,float,uniform,PoisFFT,"N | D",512,17,       0.003420
1,float,uniform,PoisFFT,"N | D",512,18,       0.003390
1,float,uniform,PoisFFT,"N | D",512,19,       0.003390
1,float,uniform,PoisFFT,"N | D",512,20,       0.003430
1,float,uniform,PoisFFT,"N | D",512,21,       0.003400
1,float,uniform,PoisFFT,"N | D",512,22,       0.003400
1,float,uniform,PoisFFT,"N | D",512,23,       0.003391
1,float,uniform,PoisFFT,"N | D",512,24,       0.003389
1,float,uniform,PoisFFT,"N | D",512,25,       0.003400
1,float,uniform,PoisFFT,"N | D",512,26,       0.003430
1,float,uniform,PoisFFT,"N | D",512,27,       0.003400
1,float,uniform,PoisFFT,"N | D",512,28,       0.003400
1,float,uniform,PoisFFT,"N | D",512,29,       0.003390
1,float,uniform,PoisFFT,"N | D",512,30,       0.003400
1,float,uniform,PoisFFT,"N | D",512,31,       0.003390
1,float,uniform,PoisFFT,"N | D",512,32,       0.003380
1,float,uniform,PoisFFT,"N | D",512,33,       0.003410
1,float,uniform,PoisFFT,"N | D",512,34,       0.003391
1,float,uniform,PoisFFT,"N | D",512,35,       0.003380
1,float,uniform,PoisFFT,"N | D",512,36,       0.003410
1,float,uniform,PoisFFT,"N | D",512,37,       0.003410
1,float,uniform,PoisFFT,"N | D",512,38,       0.003400
1,float,uniform,PoisFFT,"N | D",512,39,       0.003420
1,float,uniform,PoisFFT,"N | D",512,40,       0.003400
1,float,uniform,PoisFFT,"N | D",512,41,       0.003420
1,float,uniform,PoisFFT,"N | D",512,42,       0.003410
1,float,uniform,PoisFFT,"N | D",512,43,       0.003400
1,float,uniform,PoisFFT,"N | D",512,44,       0.003390
1,float,uniform,PoisFFT,"N | D",512,45,       0.003410
1,float,uniform,PoisFFT,"N | D",512,46,       0.003420
1,float,uniform,PoisFFT,"N | D",512,47,       0.003400
1,float,uniform,PoisFFT,"N | D",512,48,       0.003410
1,float,uniform,PoisFFT,"N | D",512,49,       0.003410
1,float,uniform,PoisFFT,"N | D",512,50,       0.003410
1,float,uniform,PoisFFT,"N | D",512,51,       0.003400
1,float,uniform,PoisFFT,"N | D",512,52,       0.003400
1,float,uniform,PoisFFT,"N | D",512,53,       0.003410
1,float,uniform,PoisFFT,"N | D",512,54,       0.003430
1,float,uniform,PoisFFT,"N | D",512,55,       0.003420
1,float,uniform,PoisFFT,"N | D",512,56,       0.003400
1,float,uniform,PoisFFT,"N | D",512,57,       0.003391
1,float,uniform,PoisFFT,"N | D",512,58,       0.009380
1,float,uniform,PoisFFT,"N | D",512,59,       0.003410
1,float,uniform,PoisFFT,"N | D",512,60,       0.003400
1,float,uniform,PoisFFT,"N | D",512,61,       0.003420
1,float,uniform,PoisFFT,"N | D",512,62,       0.003400
1,float,uniform,PoisFFT,"N | D",512,63,       0.003410
1,float,uniform,PoisFFT,"N | D",512,64,       0.003410
1,float,uniform,PoisFFT,"N | D",512,65,       0.003400
1,float,uniform,PoisFFT,"N | D",512,66,       0.003400
1,float,uniform,PoisFFT,"N | D",512,67,       0.003420
1,float,uniform,PoisFFT,"N | D",512,68,       0.003389
1,float,uniform,PoisFFT,"N | D",512,69,       0.003420
1,float,uniform,PoisFFT,"N | D",512,70,       0.003420
1,float,uniform,PoisFFT,"N | D",512,71,       0.003400
1,float,uniform,PoisFFT,"N | D",512,72,       0.003410
1,float,uniform,PoisFFT,"N | D",512,73,       0.003410
1,float,uniform,PoisFFT,"N | D",512,74,       0.003410
