dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,       0.703362
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,1,       0.570214
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,2,       0.504994
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,3,       0.498125
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,4,       0.500164
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,5,       0.498664
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,6,       0.503934
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,7,       0.511084
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,8,       0.480595
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,9,       0.509975
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,10,       0.501855
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,11,       0.485624
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,12,       0.497765
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,13,       0.488225
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,14,       0.495785
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,15,       0.486995
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,16,       0.491115
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,17,       0.491845
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,       0.483365
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,       0.460585
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,20,       0.470305
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,21,       0.473335
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,22,       0.500365
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,23,       0.495445
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,24,       0.485095
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,25,       0.492914
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,26,       0.485895
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,27,       0.483525
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,28,       0.493585
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,29,       0.489415
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,30,       0.492005
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,31,       0.488535
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,32,       0.487055
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,33,       0.492255
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,34,       0.489734
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,35,       0.501994
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,36,       0.488535
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,37,       0.486474
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,38,       0.487685
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,39,       0.475555
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,40,       0.492085
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,41,       0.487075
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,42,       0.485325
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,43,       0.496794
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,44,       0.484155
