dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,      16.858759
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,30,      44.975676
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,31,      44.876157
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,32,      44.237304
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,33,      44.979436
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,34,      44.799048
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,35,      45.769888
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,36,      44.928717
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,37,      44.510791
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,38,      44.747179
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,39,      45.063215
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,40,      44.862708
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,41,      44.664430
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,42,      45.281223
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,43,      44.513471
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,44,      45.938416
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,45,      44.980237
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,46,      45.275984
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,47,      44.482542
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,48,      44.800898
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,49,      45.076305
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,50,      44.936036
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,51,      44.372903
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,52,      44.859428
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,53,      44.360003
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,54,      44.785928
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,55,      44.665119
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,56,      45.074955
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,57,      44.875437
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,58,      44.771218
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,59,      44.768229
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,60,      45.277963
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,61,      44.543541
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,62,      44.913857
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,63,      44.215634
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,64,      44.939357
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,65,      44.633449
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,66,      44.844858
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,67,      44.807988
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,68,      44.669679
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,69,      44.883557
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,70,      44.292894
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,71,      44.865988
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,72,      44.729809
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,73,      44.702260
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,74,      44.747779
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,0,      88.560418
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,1,      88.646247
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,2,      88.641337
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,3,      88.582648
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,4,      88.597177
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,5,      88.458418
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,6,      88.717106
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,7,      88.577628
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,8,      88.627287
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,9,      88.767235
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,10,      88.555447
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,11,      88.507388
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,12,      88.519718
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,13,      88.537138
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,14,      88.798535
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,15,      88.800365
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,16,      88.441979
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,17,      88.622357
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,18,      88.617687
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,19,      88.463769
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,20,      88.493289
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,21,      88.375649
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,22,      88.593657
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,23,      88.504598
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,24,      88.663867
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,25,      88.570217
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,26,      88.604207
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,27,      88.634506
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,28,      88.690576
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,29,      88.496089
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,30,      88.837964
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,31,      88.268220
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,32,      88.408399
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,33,      88.628317
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,34,      88.508868
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,35,      88.490538
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,36,      88.609077
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,37,      88.628517
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,38,      88.571207
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,39,      88.431619
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,40,      88.677456
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,41,      88.410039
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,42,      88.526228
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,43,      88.583647
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,44,      88.714696
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,45,     117.731273
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,46,      88.586887
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,47,      88.564687
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,48,      88.413449
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,49,      88.698346
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,50,      88.743636
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,51,      88.861154
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,52,      88.539178
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,53,      88.666197
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,54,      88.500478
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,55,      88.759446
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,56,      88.650047
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,57,      88.741625
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,58,      88.745225
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,59,      88.619157
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,60,      88.598067
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,61,      88.481668
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,62,      88.535998
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,63,      88.476769
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,64,      88.524608
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,65,      88.849184
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,66,      88.601357
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,67,      88.516158
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,68,      88.679867
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,69,      88.396730
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,70,      88.815295
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,71,      88.630367
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,72,      88.490248
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,73,      88.727766
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,74,      88.503178
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,0,     143.333659
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,1,     146.065769
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,2,     145.466745
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,3,     145.477266
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,4,     145.251437
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,5,     145.309667
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,6,     144.373447
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,7,     145.654013
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,8,     143.332468
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,9,     145.260798
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,10,     145.350176
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,11,     145.169329
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,12,     145.534275
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,13,     144.379257
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,14,     146.129548
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,15,     144.288368
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,16,     146.741552
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,17,     145.725243
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,18,     145.809271
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,19,     145.506465
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,20,     145.538084
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,21,     145.955380
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,22,     145.648324
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,23,     146.777841
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,24,     145.455516
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,25,     145.946251
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,26,     145.749252
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,27,     143.118650
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,28,     143.145210
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,29,     145.544365
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,30,     145.745773
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,31,     144.477206
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,32,     143.046041
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,33,     147.159567
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,34,     145.296598
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,35,     145.511485
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,36,     146.527244
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,37,     144.615174
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,38,     145.229438
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,39,     145.274058
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,40,     144.931472
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,41,     144.774153
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,42,     145.685463
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,43,     146.259427
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,44,     146.814981
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,45,     144.343318
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,46,     145.560924
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,47,     145.850871
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,48,     145.214528
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,49,     145.331977
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,50,     145.682123
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,51,     146.803981
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,52,     145.751453
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,53,     146.033100
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,54,     146.561284
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,55,     146.134919
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,56,     145.533185
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,57,     145.588005
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,58,     145.113120
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,59,     145.261428
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,60,     144.532596
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,61,     145.473246
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,62,     145.425447
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,63,     146.030130
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,64,     143.434988
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,65,     145.870512
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,66,     145.325347
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,67,     147.008330
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,68,     145.403597
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,69,     145.485556
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,70,     145.769913
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,71,     145.469836
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,72,     145.734693
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,73,     145.389007
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,74,     145.612644
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,0,     225.981260
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,1,     225.210819
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,2,     225.915191
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,3,     225.265538
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,4,     225.085520
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,5,     226.047230
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,6,     224.607755
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,7,     226.351246
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,8,     226.010240
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,9,     226.512825
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,10,     226.046550
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,11,     224.801403
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,12,     225.056190
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,13,     224.927202
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,14,     226.282238
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,15,     224.844973
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,16,     225.796042
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,17,     225.144239
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,18,     226.132969
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,19,     224.853843
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,20,     225.791713
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,21,     225.693703
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,22,     225.499036
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,23,     224.911191
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,24,     225.545395
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,25,     226.405876
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,26,     225.675814
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,27,     224.966002
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,28,     225.801372
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,29,     225.135319
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,30,     225.282248
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,31,     225.768942
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,32,     225.159749
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,33,     225.313757
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,34,     225.529605
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,35,     226.352846
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,36,     225.155399
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,37,     225.873511
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,38,     225.887822
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,39,     226.126709
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,40,     226.009499
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,41,     225.780893
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,42,     224.834612
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,43,     225.461846
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,44,     223.542157
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,45,     226.361496
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,46,     224.623515
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,47,     224.598136
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,48,     225.152449
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,49,     226.305837
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,50,     225.722263
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,51,     223.950592
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,52,     225.714973
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,53,     225.835612
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,54,     224.679804
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,55,     224.618825
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,56,     225.209339
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,57,     226.016470
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,58,     224.650765
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,59,     225.505995
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,60,     225.397457
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,61,     225.829892
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,62,     224.574405
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,63,     224.519436
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,64,     225.254968
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,65,     225.945131
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,66,     224.976741
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,67,     225.522615
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,68,     225.681664
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,69,     224.993601
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,70,     226.194138
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,71,     226.066970
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,72,     225.034700
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,73,     225.331267
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,74,     225.434007
