dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,      16.792852
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,1,      18.963301
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,2,       8.946191
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,3,       2.147449
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,4,       2.213058
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,5,       2.560435
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,6,       1.867042
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,7,       2.366516
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,8,       2.163249
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,9,       2.006780
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,10,       2.296207
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,11,       2.424645
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,12,       2.429866
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,13,       2.198709
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,14,       2.251898
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,15,       1.871132
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,16,       2.364626
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,17,       2.721113
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,18,       2.259748
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,19,       1.716222
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,20,       1.948730
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,21,       2.080349
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,22,       2.216198
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,23,       2.149209
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,24,       2.256238
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,25,       2.077730
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,26,       2.091909
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,27,       2.198698
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,28,       2.432645
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,29,       2.245388
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,30,       2.229048
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,31,       2.804352
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,32,       2.453196
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,33,       2.213328
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,34,       2.410266
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,35,       2.247158
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,36,       2.321808
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,37,       2.079999
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,38,       2.203567
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,39,       2.217578
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,40,       2.066170
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,41,       2.079260
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,42,       2.020150
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,43,       2.396977
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,44,       2.381687
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,45,       2.338067
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,46,       2.325807
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,47,       2.066759
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,48,       1.649534
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,49,       2.346387
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,50,       2.204698
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,51,       2.698893
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,52,       1.921190
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,53,       1.817182
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,54,       2.334866
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,55,       2.262277
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,56,       2.290907
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,57,       2.270787
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,58,       2.500475
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,59,       2.238667
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,60,       2.280247
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,61,       2.291427
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,62,       2.200398
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,63,       2.408706
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,64,       2.345287
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,65,       2.256377
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,66,       2.136469
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,67,       2.507475
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,68,       2.528474
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,69,       1.946851
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,70,       2.302028
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,71,       2.213068
