dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,0,       0.973089
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,52,       0.672863
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,53,       0.641033
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,54,       0.670283
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,55,       0.669923
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,56,       0.634593
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,57,       0.708632
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,58,       0.693222
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,59,       0.697573
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,60,       0.693463
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,61,       0.696563
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,62,       0.691532
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,63,       0.701672
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,64,       0.696293
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,65,       0.667833
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,66,       0.663953
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,67,       0.645723
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,68,       0.662042
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,69,       0.666743
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,70,       0.616453
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,71,       0.617793
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,72,       0.617194
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,73,       0.641863
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,74,       0.653643
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,0,       7.535440
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,1,       6.950496
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,2,       6.790517
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,3,       6.875317
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,4,       6.852757
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,5,       6.901296
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,6,       6.921036
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,7,       6.835247
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,8,       6.917296
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,9,       6.824417
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,10,       6.796697
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,11,       6.900056
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,12,       6.816107
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,13,       6.862256
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,14,       6.953685
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,15,       6.881336
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,16,       6.838217
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,17,       6.853897
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,18,       6.895996
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,19,       6.833207
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,20,       6.865027
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,21,       6.791907
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,22,       6.891666
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,23,       6.849976
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,24,       6.802567
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,25,       6.805867
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,26,       6.835857
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,27,       6.793927
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,28,       6.827697
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,29,       6.883226
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,30,       6.872436
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,31,       6.859007
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,32,       6.814806
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,33,       6.881306
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,34,       6.832996
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,35,       6.855836
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,36,       6.881476
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,37,       6.836637
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,38,       6.796757
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,39,       6.796127
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,40,       6.812886
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,41,       6.924316
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,42,       6.854077
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,43,       6.958336
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,44,       6.841847
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,45,       6.842047
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,46,       6.862606
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,47,       6.843177
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,48,       6.874886
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,49,       6.852456
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,50,       6.918666
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,51,       6.865737
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,52,       6.859176
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,53,       6.835276
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,54,       6.886516
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,55,       6.878106
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,56,       6.853687
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,57,       6.833557
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,58,       6.871076
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,59,       6.801807
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,60,       6.901866
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,61,       6.838137
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,62,       6.897867
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,63,       6.840266
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,64,       6.798637
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,65,       6.778877
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,66,       6.858807
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,67,       6.858917
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,68,       6.844577
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,69,       6.874827
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,70,       6.808737
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,71,       6.894546
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,72,       6.849976
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,73,       6.823687
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,74,       6.807417
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,0,      37.670856
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,1,      38.036722
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,2,      37.781685
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,3,      37.989323
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,4,      37.947893
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,5,      37.932764
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,6,      38.113801
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,7,      37.815724
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,8,      38.001393
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,9,      38.066432
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,10,      37.887963
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,11,      38.003732
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,12,      38.058322
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,13,      38.111691
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,14,      37.981163
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,15,      37.875224
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,16,      37.891944
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,17,      38.046062
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,18,      38.120672
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,19,      37.860264
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,20,      37.936383
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,21,      38.091072
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,22,      38.052383
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,23,      38.084852
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,24,      38.037952
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,25,      38.153701
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,26,      37.885614
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,27,      37.963963
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,28,      37.946303
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,29,      37.971153
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,30,      37.991202
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,31,      38.078552
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,32,      37.762445
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,33,      37.849075
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,34,      37.949763
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,35,      37.841574
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,36,      37.955933
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,37,      37.942773
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,38,      38.052802
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,39,      38.056393
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,40,      37.962983
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,41,      37.894323
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,42,      37.963003
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,43,      38.053902
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,44,      37.851315
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,45,      37.835624
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,46,      38.092852
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,47,      37.985823
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,48,      37.930683
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,49,      38.041552
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,50,      38.052862
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,51,      37.924903
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,52,      37.909184
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,53,      38.001673
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,54,      38.063681
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,55,      38.145521
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,56,      38.043222
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,57,      38.098482
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,58,      38.199130
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,59,      38.035362
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,60,      37.864844
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,61,      37.996543
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,62,      37.957842
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,63,      37.889554
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,64,      38.024483
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,65,      37.830595
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,66,      37.901033
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,67,      37.953293
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,68,      37.929133
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,69,      38.037952
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,70,      37.667706
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,71,      38.177331
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,72,      37.958924
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,73,      37.908874
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,74,      37.918453
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,0,      90.826136
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,1,      90.875876
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,2,      90.802937
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,3,      90.801026
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,4,      90.980284
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,5,      90.753687
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,6,      90.914446
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,7,      90.896215
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,8,      90.838327
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,9,      90.795676
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,10,      90.876876
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,11,      90.793716
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,12,      90.752517
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,13,      90.875386
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,14,      90.884426
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,15,      90.754178
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,16,      90.745877
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,17,      90.765816
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,18,      90.707208
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,19,      90.741308
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,20,      90.800207
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,21,      90.817626
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,22,      90.732617
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,23,      90.748757
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,24,      90.795986
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,25,      90.777647
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,26,      90.750877
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,27,      90.885485
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,28,      90.689978
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,29,      90.734347
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,30,      90.802807
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,31,      90.704318
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,32,      90.737617
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,33,      90.751497
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,34,      90.757707
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,35,      90.715028
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,36,      90.753248
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,37,      90.719647
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,38,      90.740148
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,39,      90.819677
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,40,      90.811387
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,41,      90.856266
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,42,      90.769127
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,43,      90.729688
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,44,      90.692488
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,45,      90.800127
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,46,      90.719627
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,47,      90.700518
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,48,      90.789857
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,49,     142.618921
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,50,      90.695778
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,51,      90.688148
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,52,      90.705337
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,53,      90.694518
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,54,      90.693038
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,55,      90.649998
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,56,      90.972615
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,57,      90.714838
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,58,      90.664569
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,59,      90.722207
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,60,      90.649318
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,61,      90.681337
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,62,      90.753327
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,63,      90.671558
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,64,      90.679927
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,65,      90.631729
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,66,      90.755247
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,67,      90.753807
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,68,      90.641979
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,69,      90.716968
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,70,      90.740487
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,71,      90.737458
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,72,      90.715868
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,73,      90.711748
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,74,      90.644409
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,0,     207.489556
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,1,     207.900481
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,2,     206.616225
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,3,     259.844755
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,4,     207.627554
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,5,     207.884091
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,6,     207.520796
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,7,     206.403757
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,8,     206.418087
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,9,     207.643143
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,10,     207.594475
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,11,     207.688524
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,12,     207.978511
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,13,     207.846161
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,14,     207.638885
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,15,     257.988664
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,16,     207.668324
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,17,     207.796132
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,18,     207.558655
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,19,     207.660303
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,20,     207.821802
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,21,     206.445026
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,22,     207.757233
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,23,     207.739133
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,24,     206.527966
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,25,     207.662713
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,26,     207.775842
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,27,     207.694154
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,28,     207.628665
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,29,     207.561795
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,30,     207.618615
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,31,     207.534765
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,32,     207.594725
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,33,     206.474676
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,34,     207.768633
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,35,     206.753273
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,36,     207.833122
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,37,     208.051640
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,38,     207.665584
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,39,     207.830142
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,40,     207.770433
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,41,     207.660424
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,42,     207.781212
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,43,     206.506466
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,44,     207.408906
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,45,     341.232692
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,46,     207.686834
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,47,     206.789654
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,48,     207.598045
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,49,     207.780812
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,50,     207.695124
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,51,     206.632405
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,52,     206.546306
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,53,     207.609054
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,54,     207.605374
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,55,     207.637634
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,56,     207.811262
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,57,     207.767903
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,58,     207.752183
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,59,     207.706644
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,60,     208.022900
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,61,     207.754743
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,62,     207.806463
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,63,     207.957791
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,64,     206.728143
