dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,28,      73.377864
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,29,      73.884679
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,30,      82.554254
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,31,      73.663831
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,32,      73.821950
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,33,      73.844599
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,34,      81.957950
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,35,      74.755619
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,36,      74.816149
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,37,      74.911037
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,38,      83.021388
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,39,      74.933637
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,40,      75.271334
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,41,      74.678300
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,42,      82.335386
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,43,      74.829578
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,44,      74.270364
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,45,      74.388793
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,46,      82.856630
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,47,      74.733119
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,48,      75.587160
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,49,      75.348293
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,50,      75.297713
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,51,      74.688680
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,52,      74.820749
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,53,      74.684130
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,54,      74.996827
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,55,      74.865968
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,56,      75.176474
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,57,      74.689990
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,58,      75.606340
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,59,      75.395562
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,60,      74.733149
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,61,      75.176574
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,62,      74.695800
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,63,      75.211724
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,64,      74.885648
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,65,      75.071976
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,66,      74.582401
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,67,      74.985957
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,68,      75.796238
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,69,      75.064196
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,70,      75.138385
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,71,      75.122456
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,72,      75.191164
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,73,      74.630031
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,74,      75.229304
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,0,     115.489932
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,1,     119.263081
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,2,     117.216343
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,3,     118.112052
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,4,     125.780169
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,5,     115.882488
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,6,     117.767857
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,7,     121.038271
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,8,     118.685297
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,9,     118.685236
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,10,     118.769146
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,11,     127.936735
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,12,     118.828906
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,13,     118.221592
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,14,     119.075012
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,15,     126.591260
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,16,     117.656778
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,17,     118.600298
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,18,     119.111632
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,19,     127.985754
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,20,     118.681047
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,21,     117.662888
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,22,     118.973763
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,23,     125.724910
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,24,     119.722136
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,25,     118.903714
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,26,     117.015235
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,27,     124.333235
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,28,     159.088603
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,29,     154.233886
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,30,     118.772706
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,31,     117.037885
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,32,     118.261211
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,33,     124.785060
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,34,     117.485530
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,35,     118.931434
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,36,     118.901604
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,37,     118.031193
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,38,     126.700738
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,39,     126.951326
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,40,     153.160898
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,41,     145.390964
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,42,     118.773836
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,43,     117.894656
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,44,     119.140762
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,45,     132.828201
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,46,     157.115625
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,47,     142.160759
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,48,     119.532667
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,49,     119.481978
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,50,     117.868296
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,51,     119.026713
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,52,     119.012773
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,53,     128.441409
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,54,     120.847093
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,55,     118.908914
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,56,     119.471478
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,57,     127.850367
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,58,     121.838822
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,59,     117.565689
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,60,     120.723105
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,61,     128.589288
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,62,     139.634247
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,63,     120.733474
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,64,     120.283150
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,65,     128.361671
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,66,     118.842275
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,67,     118.559758
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,68,     117.798377
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,69,     128.433860
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,70,     118.084263
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,71,     119.708305
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,72,     119.629717
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,73,     128.281931
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,74,     120.912843
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,0,     179.916065
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,1,     179.381891
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,2,     183.338617
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,3,     180.549168
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,4,     180.195962
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,5,     182.806253
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,6,     181.918153
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,7,     182.660874
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,8,     179.866075
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,9,     180.618567
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,10,     182.197879
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,11,     183.492205
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,12,     178.884595
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,13,     180.928524
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,14,     182.215090
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,15,     181.219640
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,16,     184.600324
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,17,     180.950723
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,18,     183.760132
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,19,     180.467498
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,20,     184.587144
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,21,     183.739322
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,22,     183.852571
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,23,     178.608928
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,24,     179.932364
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,25,     181.153811
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,26,     184.105938
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,27,     180.674846
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,28,     182.930101
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,29,     179.915315
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,30,     178.167884
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,31,     180.560247
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,32,     182.798673
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,33,     182.153470
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,34,     179.702167
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,35,     181.757165
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,36,     182.728094
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,37,     182.964791
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,38,     183.176608
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,39,     181.572207
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,40,     182.102541
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,41,     181.041401
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,42,     181.513266
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,43,     180.828994
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,44,     181.255599
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,45,     177.809238
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,46,     181.025442
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,47,     182.214829
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,48,     179.497580
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,49,     183.140019
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,50,     181.988222
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,51,     180.144342
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,52,     184.001260
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,53,     181.254660
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,54,     183.055710
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,55,     180.686466
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,56,     181.197431
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,57,     181.817624
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,58,     182.506236
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,59,     182.849992
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,60,     181.569326
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,61,     183.470886
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,62,     182.289738
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,63,     183.882721
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,64,     181.442158
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,65,     181.639886
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,66,     180.461929
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,67,     179.563338
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,68,     180.283851
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,69,     181.650605
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,70,     180.825514
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,71,     180.899614
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,72,     183.998670
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,73,     179.309601
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,74,     182.249758
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,0,     269.478321
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,1,     266.766161
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,2,     274.385157
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,3,     266.613183
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,4,     265.827031
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,5,     266.314406
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,6,     273.889192
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,7,     268.882588
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,8,     277.620062
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,9,     272.964753
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,10,     266.878379
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,11,     268.631260
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,12,     269.064216
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,13,     271.960084
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,14,     265.995870
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,15,     276.873429
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,16,     267.721380
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,17,     274.445257
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,18,     267.682910
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,19,     265.601694
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,20,     266.294066
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,21,     275.699942
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,22,     269.222494
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,23,     270.452970
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,24,     275.113279
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,25,     267.740980
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,26,     274.641964
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,27,     266.609792
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,28,     267.220686
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,29,     276.366315
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,30,     265.101769
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,31,     265.593264
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,32,     274.947471
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,33,     273.334409
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,34,     272.694405
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,35,     266.919009
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,36,     275.160629
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,37,     267.523282
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,38,     276.701102
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,39,     270.794116
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,40,     270.254573
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,41,     267.541973
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,42,     272.219502
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,43,     270.987055
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,44,     267.182397
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,45,     268.601360
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,46,     273.564846
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,47,     269.093305
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,48,     268.426883
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,49,     266.450464
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,50,     267.264236
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,51,     275.994509
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,52,     268.131776
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,53,     266.951329
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,54,     274.873432
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,55,     275.482945
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,56,     270.635438
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,57,     274.660294
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,58,     271.889684
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,59,     266.637902
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,60,     275.109159
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,61,     270.489230
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,62,     273.999662
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,63,     267.816519
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,64,     266.761801
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,65,     265.447526
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,66,     268.277915
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,67,     276.363725
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,68,     273.486066
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,69,     273.309829
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,70,     272.447159
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,71,     268.176926
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,72,     265.682652
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,73,     267.175206
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,74,     270.851306
