dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"Ds | Ns",64,0,       0.003250
1,double,uniform,PoisFFT,"Ds | Ns",128,14,       0.000931
1,double,uniform,PoisFFT,"Ds | Ns",128,15,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,16,       0.000960
1,double,uniform,PoisFFT,"Ds | Ns",128,17,       0.000950
1,double,uniform,PoisFFT,"Ds | Ns",128,18,       0.000940
1,double,uniform,PoisFFT,"Ds | Ns",128,19,       0.000940
1,double,uniform,PoisFFT,"Ds | Ns",128,20,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,21,       0.000910
1,double,uniform,PoisFFT,"Ds | Ns",128,22,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,23,       0.000940
1,double,uniform,PoisFFT,"Ds | Ns",128,24,       0.000910
1,double,uniform,PoisFFT,"Ds | Ns",128,25,       0.000930
1,double,uniform,PoisFFT,"Ds | Ns",128,26,       0.000950
1,double,uniform,PoisFFT,"Ds | Ns",128,27,       0.000940
1,double,uniform,PoisFFT,"Ds | Ns",128,28,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,29,       0.000910
1,double,uniform,PoisFFT,"Ds | Ns",128,30,       0.000930
1,double,uniform,PoisFFT,"Ds | Ns",128,31,       0.000940
1,double,uniform,PoisFFT,"Ds | Ns",128,32,       0.000930
1,double,uniform,PoisFFT,"Ds | Ns",128,33,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,34,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,35,       0.000911
1,double,uniform,PoisFFT,"Ds | Ns",128,36,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,37,       0.000911
1,double,uniform,PoisFFT,"Ds | Ns",128,38,       0.000910
1,double,uniform,PoisFFT,"Ds | Ns",128,39,       0.000900
1,double,uniform,PoisFFT,"Ds | Ns",128,40,       0.000910
1,double,uniform,PoisFFT,"Ds | Ns",128,41,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,42,       0.000910
1,double,uniform,PoisFFT,"Ds | Ns",128,43,       0.000950
1,double,uniform,PoisFFT,"Ds | Ns",128,44,       0.000930
1,double,uniform,PoisFFT,"Ds | Ns",128,45,       0.000930
1,double,uniform,PoisFFT,"Ds | Ns",128,46,       0.000970
1,double,uniform,PoisFFT,"Ds | Ns",128,47,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,48,       0.000910
1,double,uniform,PoisFFT,"Ds | Ns",128,49,       0.000950
1,double,uniform,PoisFFT,"Ds | Ns",128,50,       0.000940
1,double,uniform,PoisFFT,"Ds | Ns",128,51,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,52,       0.000900
1,double,uniform,PoisFFT,"Ds | Ns",128,53,       0.000930
1,double,uniform,PoisFFT,"Ds | Ns",128,54,       0.000900
1,double,uniform,PoisFFT,"Ds | Ns",128,55,       0.000940
1,double,uniform,PoisFFT,"Ds | Ns",128,56,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,57,       0.000900
1,double,uniform,PoisFFT,"Ds | Ns",128,58,       0.000909
1,double,uniform,PoisFFT,"Ds | Ns",128,59,       0.000940
1,double,uniform,PoisFFT,"Ds | Ns",128,60,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,61,       0.000900
1,double,uniform,PoisFFT,"Ds | Ns",128,62,       0.000900
1,double,uniform,PoisFFT,"Ds | Ns",128,63,       0.000910
1,double,uniform,PoisFFT,"Ds | Ns",128,64,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,65,       0.000920
1,double,uniform,PoisFFT,"Ds | Ns",128,66,       0.000900
1,double,uniform,PoisFFT,"Ds | Ns",128,67,       0.000990
1,double,uniform,PoisFFT,"Ds | Ns",128,68,       0.000980
1,double,uniform,PoisFFT,"Ds | Ns",128,69,       0.000950
1,double,uniform,PoisFFT,"Ds | Ns",128,70,       0.000900
1,double,uniform,PoisFFT,"Ds | Ns",128,71,       0.000960
1,double,uniform,PoisFFT,"Ds | Ns",128,72,       0.000949
1,double,uniform,PoisFFT,"Ds | Ns",128,73,       0.000911
1,double,uniform,PoisFFT,"Ds | Ns",128,74,       0.000931
1,double,uniform,PoisFFT,"Ds | Ns",192,0,       0.002090
1,double,uniform,PoisFFT,"Ds | Ns",192,1,       0.001700
1,double,uniform,PoisFFT,"Ds | Ns",192,2,       0.001569
1,double,uniform,PoisFFT,"Ds | Ns",192,3,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,4,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,5,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,6,       0.001560
1,double,uniform,PoisFFT,"Ds | Ns",192,7,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,8,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,9,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,10,       0.001560
1,double,uniform,PoisFFT,"Ds | Ns",192,11,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,12,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,13,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,14,       0.001560
1,double,uniform,PoisFFT,"Ds | Ns",192,15,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,16,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,17,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,18,       0.001669
1,double,uniform,PoisFFT,"Ds | Ns",192,19,       0.001660
1,double,uniform,PoisFFT,"Ds | Ns",192,20,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,21,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,22,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,23,       0.001570
1,double,uniform,PoisFFT,"Ds | Ns",192,24,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,25,       0.001510
1,double,uniform,PoisFFT,"Ds | Ns",192,26,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,27,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,28,       0.001500
1,double,uniform,PoisFFT,"Ds | Ns",192,29,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,30,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,31,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,32,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,33,       0.001510
1,double,uniform,PoisFFT,"Ds | Ns",192,34,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,35,       0.001529
1,double,uniform,PoisFFT,"Ds | Ns",192,36,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,37,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,38,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,39,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,40,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,41,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,42,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,43,       0.001560
1,double,uniform,PoisFFT,"Ds | Ns",192,44,       0.001500
1,double,uniform,PoisFFT,"Ds | Ns",192,45,       0.001500
1,double,uniform,PoisFFT,"Ds | Ns",192,46,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,47,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",192,48,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,49,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,50,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,51,       0.001560
1,double,uniform,PoisFFT,"Ds | Ns",192,52,       0.001509
1,double,uniform,PoisFFT,"Ds | Ns",192,53,       0.001551
1,double,uniform,PoisFFT,"Ds | Ns",192,54,       0.001560
1,double,uniform,PoisFFT,"Ds | Ns",192,55,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,56,       0.001570
1,double,uniform,PoisFFT,"Ds | Ns",192,57,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,58,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,59,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,60,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,61,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,62,       0.001500
1,double,uniform,PoisFFT,"Ds | Ns",192,63,       0.001690
1,double,uniform,PoisFFT,"Ds | Ns",192,64,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,65,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,66,       0.001630
1,double,uniform,PoisFFT,"Ds | Ns",192,67,       0.001510
1,double,uniform,PoisFFT,"Ds | Ns",192,68,       0.001510
1,double,uniform,PoisFFT,"Ds | Ns",192,69,       0.001520
1,double,uniform,PoisFFT,"Ds | Ns",192,70,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,71,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,72,       0.001550
1,double,uniform,PoisFFT,"Ds | Ns",192,73,       0.001530
1,double,uniform,PoisFFT,"Ds | Ns",192,74,       0.001540
1,double,uniform,PoisFFT,"Ds | Ns",256,0,       0.002280
1,double,uniform,PoisFFT,"Ds | Ns",256,1,       0.002090
1,double,uniform,PoisFFT,"Ds | Ns",256,2,       0.002050
1,double,uniform,PoisFFT,"Ds | Ns",256,3,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,4,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,5,       0.002060
1,double,uniform,PoisFFT,"Ds | Ns",256,6,       0.002000
1,double,uniform,PoisFFT,"Ds | Ns",256,7,       0.002030
1,double,uniform,PoisFFT,"Ds | Ns",256,8,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,9,       0.002009
1,double,uniform,PoisFFT,"Ds | Ns",256,10,       0.002139
1,double,uniform,PoisFFT,"Ds | Ns",256,11,       0.002030
1,double,uniform,PoisFFT,"Ds | Ns",256,12,       0.002000
1,double,uniform,PoisFFT,"Ds | Ns",256,13,       0.002060
1,double,uniform,PoisFFT,"Ds | Ns",256,14,       0.002050
1,double,uniform,PoisFFT,"Ds | Ns",256,15,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,16,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,17,       0.002030
1,double,uniform,PoisFFT,"Ds | Ns",256,18,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,19,       0.002060
1,double,uniform,PoisFFT,"Ds | Ns",256,20,       0.002030
1,double,uniform,PoisFFT,"Ds | Ns",256,21,       0.002070
1,double,uniform,PoisFFT,"Ds | Ns",256,22,       0.002009
1,double,uniform,PoisFFT,"Ds | Ns",256,23,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,24,       0.001989
1,double,uniform,PoisFFT,"Ds | Ns",256,25,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,26,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,27,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,28,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,29,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,30,       0.002030
1,double,uniform,PoisFFT,"Ds | Ns",256,31,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,32,       0.002070
1,double,uniform,PoisFFT,"Ds | Ns",256,33,       0.002060
1,double,uniform,PoisFFT,"Ds | Ns",256,34,       0.002050
1,double,uniform,PoisFFT,"Ds | Ns",256,35,       0.002000
1,double,uniform,PoisFFT,"Ds | Ns",256,36,       0.002000
1,double,uniform,PoisFFT,"Ds | Ns",256,37,       0.001989
1,double,uniform,PoisFFT,"Ds | Ns",256,38,       0.002011
1,double,uniform,PoisFFT,"Ds | Ns",256,39,       0.002060
1,double,uniform,PoisFFT,"Ds | Ns",256,40,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,41,       0.002030
1,double,uniform,PoisFFT,"Ds | Ns",256,42,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,43,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,44,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,45,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,46,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,47,       0.002110
1,double,uniform,PoisFFT,"Ds | Ns",256,48,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,49,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,50,       0.002019
1,double,uniform,PoisFFT,"Ds | Ns",256,51,       0.002000
1,double,uniform,PoisFFT,"Ds | Ns",256,52,       0.002100
1,double,uniform,PoisFFT,"Ds | Ns",256,53,       0.002030
1,double,uniform,PoisFFT,"Ds | Ns",256,54,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,55,       0.002030
1,double,uniform,PoisFFT,"Ds | Ns",256,56,       0.002000
1,double,uniform,PoisFFT,"Ds | Ns",256,57,       0.002120
1,double,uniform,PoisFFT,"Ds | Ns",256,58,       0.002060
1,double,uniform,PoisFFT,"Ds | Ns",256,59,       0.002129
1,double,uniform,PoisFFT,"Ds | Ns",256,60,       0.002131
1,double,uniform,PoisFFT,"Ds | Ns",256,61,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,62,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,63,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,64,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,65,       0.002020
1,double,uniform,PoisFFT,"Ds | Ns",256,66,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,67,       0.002010
1,double,uniform,PoisFFT,"Ds | Ns",256,68,       0.002000
1,double,uniform,PoisFFT,"Ds | Ns",256,69,       0.002000
1,double,uniform,PoisFFT,"Ds | Ns",256,70,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,71,       0.001990
1,double,uniform,PoisFFT,"Ds | Ns",256,72,       0.002040
1,double,uniform,PoisFFT,"Ds | Ns",256,73,       0.002049
1,double,uniform,PoisFFT,"Ds | Ns",256,74,       0.002031
1,double,uniform,PoisFFT,"Ds | Ns",320,0,       0.003050
1,double,uniform,PoisFFT,"Ds | Ns",320,1,       0.002590
1,double,uniform,PoisFFT,"Ds | Ns",320,2,       0.002450
1,double,uniform,PoisFFT,"Ds | Ns",320,3,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,4,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,5,       0.002429
1,double,uniform,PoisFFT,"Ds | Ns",320,6,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,7,       0.002460
1,double,uniform,PoisFFT,"Ds | Ns",320,8,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,9,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,10,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,11,       0.002450
1,double,uniform,PoisFFT,"Ds | Ns",320,12,       0.002450
1,double,uniform,PoisFFT,"Ds | Ns",320,13,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,14,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,15,       0.002450
1,double,uniform,PoisFFT,"Ds | Ns",320,16,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,17,       0.002469
1,double,uniform,PoisFFT,"Ds | Ns",320,18,       0.002390
1,double,uniform,PoisFFT,"Ds | Ns",320,19,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,20,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,21,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,22,       0.002650
1,double,uniform,PoisFFT,"Ds | Ns",320,23,       0.002530
1,double,uniform,PoisFFT,"Ds | Ns",320,24,       0.002410
1,double,uniform,PoisFFT,"Ds | Ns",320,25,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,26,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,27,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,28,       0.002451
1,double,uniform,PoisFFT,"Ds | Ns",320,29,       0.002429
1,double,uniform,PoisFFT,"Ds | Ns",320,30,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,31,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,32,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,33,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,34,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,35,       0.002450
1,double,uniform,PoisFFT,"Ds | Ns",320,36,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,37,       0.002460
1,double,uniform,PoisFFT,"Ds | Ns",320,38,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,39,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,40,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,41,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,42,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,43,       0.002410
1,double,uniform,PoisFFT,"Ds | Ns",320,44,       0.002450
1,double,uniform,PoisFFT,"Ds | Ns",320,45,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,46,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,47,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,48,       0.002450
1,double,uniform,PoisFFT,"Ds | Ns",320,49,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,50,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,51,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,52,       0.002891
1,double,uniform,PoisFFT,"Ds | Ns",320,53,       0.002669
1,double,uniform,PoisFFT,"Ds | Ns",320,54,       0.002410
1,double,uniform,PoisFFT,"Ds | Ns",320,55,       0.002651
1,double,uniform,PoisFFT,"Ds | Ns",320,56,       0.002451
1,double,uniform,PoisFFT,"Ds | Ns",320,57,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,58,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,59,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,60,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,61,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,62,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,63,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,64,       0.002460
1,double,uniform,PoisFFT,"Ds | Ns",320,65,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,66,       0.002450
1,double,uniform,PoisFFT,"Ds | Ns",320,67,       0.002431
1,double,uniform,PoisFFT,"Ds | Ns",320,68,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,69,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,70,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,71,       0.002440
1,double,uniform,PoisFFT,"Ds | Ns",320,72,       0.002420
1,double,uniform,PoisFFT,"Ds | Ns",320,73,       0.002430
1,double,uniform,PoisFFT,"Ds | Ns",320,74,       0.002400
1,double,uniform,PoisFFT,"Ds | Ns",384,0,       0.003380
1,double,uniform,PoisFFT,"Ds | Ns",384,1,       0.003040
1,double,uniform,PoisFFT,"Ds | Ns",384,2,       0.002989
1,double,uniform,PoisFFT,"Ds | Ns",384,3,       0.002950
1,double,uniform,PoisFFT,"Ds | Ns",384,4,       0.002950
1,double,uniform,PoisFFT,"Ds | Ns",384,5,       0.002970
1,double,uniform,PoisFFT,"Ds | Ns",384,6,       0.002970
1,double,uniform,PoisFFT,"Ds | Ns",384,7,       0.002990
1,double,uniform,PoisFFT,"Ds | Ns",384,8,       0.002960
1,double,uniform,PoisFFT,"Ds | Ns",384,9,       0.002980
1,double,uniform,PoisFFT,"Ds | Ns",384,10,       0.002930
1,double,uniform,PoisFFT,"Ds | Ns",384,11,       0.002980
1,double,uniform,PoisFFT,"Ds | Ns",384,12,       0.002991
1,double,uniform,PoisFFT,"Ds | Ns",384,13,       0.002989
1,double,uniform,PoisFFT,"Ds | Ns",384,14,       0.003000
1,double,uniform,PoisFFT,"Ds | Ns",384,15,       0.002940
1,double,uniform,PoisFFT,"Ds | Ns",384,16,       0.003010
1,double,uniform,PoisFFT,"Ds | Ns",384,17,       0.002990
1,double,uniform,PoisFFT,"Ds | Ns",384,18,       0.003030
1,double,uniform,PoisFFT,"Ds | Ns",384,19,       0.002980
1,double,uniform,PoisFFT,"Ds | Ns",384,20,       0.002950
1,double,uniform,PoisFFT,"Ds | Ns",384,21,       0.002990
1,double,uniform,PoisFFT,"Ds | Ns",384,22,       0.002970
1,double,uniform,PoisFFT,"Ds | Ns",384,23,       0.003000
1,double,uniform,PoisFFT,"Ds | Ns",384,24,       0.002940
1,double,uniform,PoisFFT,"Ds | Ns",384,25,       0.002960
1,double,uniform,PoisFFT,"Ds | Ns",384,26,       0.002960
1,double,uniform,PoisFFT,"Ds | Ns",384,27,       0.002980
1,double,uniform,PoisFFT,"Ds | Ns",384,28,       0.004640
1,double,uniform,PoisFFT,"Ds | Ns",384,29,       0.002980
1,double,uniform,PoisFFT,"Ds | Ns",384,30,       0.003010
1,double,uniform,PoisFFT,"Ds | Ns",384,31,       0.002940
1,double,uniform,PoisFFT,"Ds | Ns",384,32,       0.002970
