dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,0,       0.721712
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,1,       0.480934
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,2,       0.476834
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,3,       0.489504
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,4,       0.487864
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,5,       0.482245
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,6,      75.702041
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,7,       0.499194
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,8,       0.489805
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,9,       0.486575
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,10,       0.483655
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,11,       0.482464
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,12,       0.486805
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,13,       0.487755
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,14,       0.480285
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,15,       0.493895
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,16,       0.505864
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,17,       0.511945
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,18,       0.512514
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,19,       0.504995
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,20,       0.505915
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,21,       0.504325
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,22,       0.510125
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,23,       0.513314
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,24,       0.509315
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,25,       0.502655
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,26,       0.508544
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,27,       0.503954
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,28,       0.507294
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,29,       0.508485
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,30,       0.494644
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,31,       0.497595
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,32,       0.497495
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,33,       0.500374
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,34,       0.494674
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,35,       0.504564
